language_code,term_source,openai_translated_term,language_name,openai_completion_tokens,openai_created,openai_finish_reason,openai_model,openai_prompt_tokens,openai_total_tokens,openai_translation_rationale,coding_dh_date
tr,Humanities Data Science,Beşeri Bilimler Veri Bilimi,Turkish,146.0,1740741141.0,stop,gpt-4o-2024-08-06,112.0,258.0,"The term ""Humanities Data Science"" consists of two main components: ""Humanities"" and ""Data Science"". ""Beşeri Bilimler"" is the standard Turkish term for ""Humanities"", accurately capturing the essence of the field which deals with human culture, history, and society. ""Veri Bilimi"" is the commonly accepted translation for ""Data Science"", a field that combines statistical and computational techniques for analyzing data. The translation ""Beşeri Bilimler Veri Bilimi"" effectively conveys the interdisciplinary nature of this domain, merging humanistic inquiry with data analytical methods familiar in the Turkish academic and professional context.",2025-05-31 21:15:56
ts,Humanities Data Science,Sayense ya Datha ya Vutivi bya Vutomi bya Vanhu,Tsonga,147.0,1740741154.0,stop,gpt-4o-2024-08-06,165.0,312.0,"The term ""Humanities Data Science"" can be broken down into the components ""Humanities,"" ""Data,"" and ""Science."" In Tsonga, ""Vutivi bya Vutomi bya Vanhu"" effectively translates to ""knowledge about human life and culture,"" which captures the essence of the Humanities. ""Datha"" is a widely understood adaptation for ""Data,"" and ""Sayense"" directly translates to ""Science."" This translation is a balance between the suggestions provided, aiming to convey the interdisciplinary nature of data science applied to humanistic studies, while maintaining clarity and cultural relevance.",2025-05-31 21:15:56
tt,Humanities Data Science,Гуманитар фәннәр мәгълүмат фәне,Tatar,173.0,1740741171.0,stop,gpt-4o-2024-08-06,115.0,288.0,"The term ""Humanities Data Science"" encompasses two key components: ""Humanities"" and ""Data Science."" In Tatar, ""гуманитар фәннәр"" accurately translates to ""humanities,"" referring to the academic disciplines that study aspects of human society and culture. Meanwhile, ""мәгълүмат фәне"" translates to ""data science,"" which involves techniques for extracting knowledge and insights from data. Although the Google Translate API suggested ""Гуманитар мәгълүматлар,"" this does not fully capture the multidisciplinary nature of the field, which combines data science techniques with humanities scholarship. Therefore, ""Гуманитар фәннәр мәгълүмат фәне"" is a more comprehensive and precise translation. ",2025-05-31 21:15:56
tw,Humanities Data Science,Nnipa Nsɛm Data Nyansahu,Twi,118.0,1740741183.0,stop,gpt-4o-2024-08-06,166.0,284.0,"In translating ""Humanities Data Science"" into Twi, I aimed to find a balance between the existing suggestions and a smooth Twi expression. ""Nnipa Nsɛm"" refers to ""humanities,"" encompassing aspects like culture, language, and human society. ""Data Nyansahu"" clearly translates to ""Data Science."" The term is concise and closely aligned with academic contexts, making it easier for Twi speakers to relate to the meaning of the original English term.",2025-05-31 21:15:56
ty,Humanities Data Science,Te ite haamaramaramaraa o te taata,Tahitian,137.0,1740741187.0,stop,gpt-4o-2024-08-06,142.0,279.0,"The translation aims to encapsulate the essence of ""Humanities Data Science"" by combining ""ite"" (knowledge, understanding), ""haamaramaramaraa"" (illumination or enlightenment, closely linked with data or information interpretation), and ""o te taata"" (of the people or humanity). This phrasing seeks to emphasize the intersection between data science methodologies and the understanding of human culture, experiences, and society, acknowledging the data and analytical component through ""haamaramaramaraa"" and grounding it in the human aspect with ""o te taata"".",2025-05-31 21:15:56
uk,Humanities Data Science,Гуманітарна наука про дані,Ukrainian,144.0,1740741212.0,stop,gpt-4o-2024-08-06,156.0,300.0,"The term ""Гуманітарна наука про дані"" effectively captures the essence of ""Humanities Data Science"" by aligning with the structure and meaning of the original term. ""Гуманітарна"" directly translates to ""humanities,"" indicating the focus on human-centric disciplines. ""Наука"" means ""science,"" emphasizing the systematic and analytical approach. ""Про дані"" translates to ""about data,"" highlighting the involvement of data science methods. This translation strikes a balance between precision and clarity while maintaining the integrity of the term in the context of both data science and humanities disciplines.",2025-05-31 21:15:56
ur,Humanities Data Science,ہیومینٹیز ڈیٹا سائنس,Urdu,149.0,1740741217.0,stop,gpt-4o-2024-08-06,136.0,285.0,"The term ""ہیومینٹیز ڈیٹا سائنس"" directly transliterates the English term ""Humanities Data Science"" into Urdu, which maintains the specificity and technical nature of the field. ""ہیومینٹیز"" stands for ""Humanities,"" reflecting the arts and humanistic disciplines involved, while ""ڈیٹا سائنس"" translates to ""Data Science,"" acknowledging the analytical and scientific aspects of the field. This choice avoids misinterpretations associated with ""انسانی کمزوریوں کی وجہ سے سائنس,"" which inaccurately suggests a focus on human frailties rather than integrating data science with humanities.",2025-05-31 21:15:56
uz,Humanities Data Science,Gumanitar fanlar maʼlumoti fani,Uzbek,128.0,1740741232.0,stop,gpt-4o-2024-08-06,115.0,243.0,"The term ""Humanities Data Science"" involves the interdisciplinary study of data science in the context of the humanities. In Uzbek, ""Gumanitar fanlar"" accurately captures ""Humanities,"" and ""maʼlumoti fani"" reflects the focus on data science. Slight modification was done to suggest ""maʼlumoti"" instead of ""maʼlumotlar"" to sharpen the focus on data usage and analysis in humanities contexts, aligning with how data science encompasses techniques for understanding complex datasets in humanistic disciplines.",2025-05-31 21:15:56
ve,Humanities Data Science,Vhuendedzi ha Datha ya Vhuthu,Venda,127.0,1740741252.0,stop,gpt-4o-2024-08-06,113.0,240.0,"The term 'Humanities Data Science' combines concepts of science, data, and the human aspect. In Venda, 'Vhuendedzi' can imply a structured study or exploration, which aligns well with 'Science'. 'Datha ya Vhuthu' captures the notion of data ('Datha') associated with humanistic or humane studies ('Vhuthu'). This translation ensures that the essence of methodology ('Vhuendedzi') and the humanities context ('Vhuthu') are inherent in the rendition.",2025-05-31 21:15:56
vi,Humanities Data Science,Khoa học dữ liệu nhân văn,Vietnamese,129.0,1740741261.0,stop,gpt-4o-2024-08-06,214.0,343.0,"The term ""Humanities Data Science"" is effectively translated into Vietnamese as ""Khoa học dữ liệu nhân văn"". ""Khoa học dữ liệu"" translates to ""Data Science"", which captures the essence of data-driven research and methodologies. ""Nhân văn"" corresponds to ""Humanities"", reflecting the study of human culture, history, and philosophy. This translation is accurate, widely understood, and maintains clarity without unnecessary complexity. The other suggestions either contain nonsensical repetitions or unrecognizable characters, which do not convey the intended meaning.",2025-05-31 21:15:56
vo,Humanities Data Science,Datanav Lemansagäds,Volapük,144.0,1740741321.0,stop,gpt-4o-2024-08-06,84.0,228.0,"In Volapük, ""data"" can be translated as ""data"", which is directly borrowed and used in many international languages. ""Science"" translates to ""nav"", derived from ""navüp"", which means science or knowledge. ""Humanities"" is represented by ""lemansagäd"", where ""le"" as a prefix denotes the adjective form of ""man"" meaning human and ""sagäd"" for studies or disciplines, reflecting the broad range of subjects it encompasses. Together, the term captures the interdisciplinary study of human-centered data through a scientific lens, aligning with the concept of Humanities Data Science.",2025-05-31 21:15:56
wa,Humanities Data Science,Sciense des Donnêyes des Humanités,Walloon,118.0,1740741512.0,stop,gpt-4o-2024-08-06,113.0,231.0,"The term 'Humanities Data Science' encompasses the intersection of data science with the humanities. By translating 'Data Science' as 'Sciense des Donnêyes', the focus on data ('donnêyes') is retained, while 'sciense' denotes a systemic approach and understanding. 'Des Humanités' effectively conveys the connection to the broad field of humanities. This translation aims to keep the core concepts clear and versatile within the context of Walloon language.",2025-05-31 21:15:56
wo,Humanities Data Science,Dojug ngir xam-xam yu nit ñi,Wolof,135.0,1740741652.0,stop,gpt-4o-2024-08-06,113.0,248.0,"In translating 'Humanities Data Science' into Wolof, I focused on conveying the essence of Humanities as the study of human culture and society, combined with Data Science's analytical and scientific approach to data handling. The term 'Dojug' refers to the analytical or scientific process, 'ngir xam-xam' connects to knowledge, and 'yu nit ñi' relates specifically to human beings or human-related contexts. This translation aims to capture both the analytical nature of data science and its application within the realm of the humanities.",2025-05-31 21:15:56
xh,Humanities Data Science,Inzululwazi yeDatha kwiHumanities,Xhosa,121.0,1740741682.0,stop,gpt-4o-2024-08-06,149.0,270.0,"The term ""Humanities Data Science"" requires careful consideration of both the concept of data science and its application to the humanities. The phrase ""Inzululwazi yeDatha"" directly translates to ""Science of Data,"" capturing the essence of data science. Adding ""kwiHumanities"" specifies the focus within the humanities field. This translation aims to maintain clarity and specificity, ensuring that both the quantitative aspect (data science) and the qualitative realm (humanities) are represented accurately.",2025-05-31 21:15:56
yi,Humanities Data Science,הומאַניסטיק דאַטן וויסנשאַפֿט,Yiddish,143.0,1740741697.0,stop,gpt-4o-2024-08-06,138.0,281.0,"The term ""Humanities"" is best represented in Yiddish as ""הומאַניסטיק"", which stems from the word ""הומאַניזם"" (humanism), relating to the study of human culture and society. ""Data Science"" is directly translated as ""דאָטן וויסנשאַפֿט"", where ""דאָטן"" accurately depicts ""data"" and ""וויסנשאַפֿט"" stands for ""science"". This combination maintains the integrity and meaning of ""Humanities Data Science"" as a field that fuses the study of human culture with data-scientific methods.",2025-05-31 21:15:56
yo,Humanities Data Science,Imọ Ẹ̀rọ Ìtẹ́lẹ Ẹ̀dá Adámọ,Yoruba,135.0,1740741719.0,stop,gpt-4o-2024-08-06,124.0,259.0,"The term 'Humanities Data Science' encompasses the integration of data science with the study of human culture and society. In Yoruba, 'Imọ Ẹ̀rọ' refers to 'science,' 'Ìtẹ́lẹ' refers to 'data,' and 'Ẹ̀dá Adámọ' refers to 'humanities' or 'human-related studies.' This translation is more accurate because it clearly conveys the interdisciplinary nature of this field, combining elements of science and humanities, while maintaining clarity and specificity in Yoruba.",2025-05-31 21:15:56
za,Humanities Data Science,Vahcaeij Fangcnda Vahcva,"Zhuang, Chuang",144.0,1740741745.0,stop,gpt-4o-2024-08-06,88.0,232.0,"The term 'Humanities Data Science' encompasses three parts: 'Humanities,' 'Data,' and 'Science.' In Zhuang, 'Vahcaeij' translates to 'humanities,' referring to the study of human culture and society. 'Fangcnda' stands for 'data,' which means pieces of information or facts. 'Vahcva' represents 'science,' the systematic study of structure and behavior through observation and experiment. The structure of the translation mirrors the original term, keeping the focus on the interdisciplinary nature of combining cultural studies with data-driven scientific methods.",2025-05-31 21:15:56
zh,Humanities Data Science,人文数据科学,Chinese,162.0,1740735877.0,stop,gpt-4o-2024-08-06,123.0,285.0,"The term ""Humanities Data Science"" encompasses the interdisciplinary field that applies data science techniques to the study of the humanities. The translation ""人文数据科学"" effectively captures this concept. ""人文"" translates to ""humanities"" and is commonly used to describe humanistic studies in Chinese. ""数据科学"" translates directly to ""data science,"" which is a widely recognized and understood term in the Chinese academic and professional context. The combination of these terms clearly communicates the intersection of humanities and data science technologies, making it an appropriate translation. The translation provided by both the Google Translate API and the Easy Neural Machine Translation library are applicable here, and there is no need for further modification as it accurately conveys the intended meaning.",2025-05-31 21:15:56
tn,Humanities Data Science,Saense ya Tshedimosetso ya Botho,Tswana,84.0,1740741120.0,stop,gpt-4o-2024-08-06,162.0,246.0,"This translation captures the essence of ""Humanities Data Science"" by emphasizing both the scientific aspect (""Saense"") and the focus on human-related information (""Tshedimosetso ya Botho""). It aligns with common usage and clarity in Tswana language and retains fidelity to the original context without unnecessary complexity.",2025-05-31 21:15:56
tk,Humanities Data Science,Ynsanperwer Ylymlar Maglumat Ylymlary,Turkmen,140.0,1740741099.0,stop,gpt-4o-2024-08-06,113.0,253.0,"The translation 'Ynsanperwerlik maglumatlary' directly translates to 'Humanities data,' which may capture part of the essence, but to fully convey 'Humanities Data Science,' it is important to include the concept of 'Science.' Therefore, the phrase 'Ynsanperwer Ylymlar Maglumat Ylymlary' incorporates 'Ynsanperwer Ylymlar' for 'Humanities' and 'Maglumat Ylymlary' for 'Data Science,' ensuring that both the fields of humanities and data science are appropriately represented in the translation.",2025-05-31 21:15:56
sd,Humanities Data Science,هيومنٽيز ڊيٽا سائنس,Sindhi,131.0,1740740765.0,stop,gpt-4o-2024-08-06,135.0,266.0,"The term ""Humanities Data Science"" consists of specialized terminology that does not have a direct equivalent in Sindhi, as it refers to a relatively new interdisciplinary field combining humanities with data science. The Google Translate API provides a transliterated version which captures the pronunciation and essence of the original English terms into Sindhi script, maintaining recognizability and understanding for Sindhi speakers familiar with these concepts. The transliteration approach is often used for buzzwords and modern fields, especially in academia and technology, to ensure clarity and prevent loss of meaning.",2025-05-31 21:15:56
ti,Humanities Data Science,ሰብኣዊ ስነፍልጠት ዳታ ሳይንስ,Tigrinya,196.0,1740741058.0,stop,gpt-4o-2024-08-06,220.0,416.0,"The translation ""ሰብኣዊ ስነፍልጠት ዳታ ሳይንስ"" seems to accurately capture the meaning of ""Humanities Data Science."" ""ሰብኣዊ"" translates to ""human"" or ""humanities,"" ""ስነፍልጠት"" corresponds to ""science"" or ""study,"" and ""ዳታ ሳይንስ"" directly stands for ""data science."" This term effectively conveys both the human and scientific aspects involved in the discipline of Humanities Data Science, thereby providing clarity and precision in Tigrinya.",2025-05-31 21:15:56
se,Humanities Data Science,Humanisttalaš diehtadieđut,Northern Sami,142.0,1740740796.0,stop,gpt-4o-2024-08-06,131.0,273.0,"In Northern Sami, 'Humanisttalaš' refers to something related to the humanities and is accurately captured from the Google Translate suggestion. 'Diehtadieđut' combines 'diehtu' (knowledge, data) and 'dieđut' (information, science), which captures both the essence of 'data' and 'science,' effectively translating 'Data Science.' The plural form 'dieđut' is used to emphasize multiple aspects of data and information management, aligning with the scope of the field. This modification ensures accurate conveyance of the interdisciplinary nature of Humanities Data Science.",2025-05-31 21:15:56
sg,Humanities Data Science,Nzoni ti asango ti azo,Sango,134.0,1740740811.0,stop,gpt-4o-2024-08-06,150.0,284.0,"In refining the suggestions from various sources, 'Nzoni ti asango ti azo' translates closely to 'study of human data', emphasizing an academic or scientific examination which is fitting for 'Humanities Data Science.' 'Nzoni' means study or science, 'ti asango' refers to data, and 'ti azo' denotes its human aspect, bringing together the concept of a scientifically rigorous study of humanistic data. This translation aligns well with the interdisciplinary nature of Humanities Data Science, integrating the scientific method with the study of human cultures, languages, and history.",2025-05-31 21:15:56
sh,Humanities Data Science,Хуманистичке науке о подацима,Serbo-Crotian,137.0,1740740570.0,stop,gpt-4o-2024-08-06,144.0,281.0,"The term ""Humanities Data Science"" can be translated into Serbo-Croatian as ""Хуманистичке науке о подацима"" to accurately convey the meaning. ""Хуманистичке науке"" refers to the ""humanities sciences,"" and ""подаци"" means ""data."" This translation effectively captures the interdisciplinary nature of data science as applied within the humanities fields. The phrase aligns with the language structure and terminology used in academic contexts in Serbo-Croatian, making it a fitting and precise translation.",2025-05-31 21:15:56
si,Humanities Data Science,මානවීය විෂයයන් සම්බන්ධිත දත්ත විද්‍යාව,"Sinhala, Sinhalese",146.0,1740740877.0,stop,gpt-4o-2024-08-06,147.0,293.0,"The term ""මානව ශාස්ත්‍ර දත්ත විද්‍යාව"" directly translates to ""Humanities Data Science"" in Sinhala, but it may imply a narrower focus restricted to traditional humanities disciplines alone, overlooking the broader interdisciplinary nature of Humanities Data Science. In contrast, ""මානවීය විෂයයන් සම්බන්ධිත දත්ත විද්‍යාව"" emphasizes data science related to humanities subjects, capturing the integration of data science methodologies with the study of various humanities disciplines. This translation aligns well with the interdisciplinary essence of the field.",2025-05-31 21:15:56
sk,Humanities Data Science,Humanitné dátové vedy,Slovak,148.0,1740740887.0,stop,gpt-4o-2024-08-06,148.0,296.0,"The term 'Humanitné dátové vedy' seems most appropriate. The word 'Humanitné' captures the essence of humanities, which involves scholarly disciplines related to human culture and history. 'Dátové vedy' refers to 'Data Science' where 'dátové' means data-related and 'vedy' means sciences. This translation blends the domain of data science with humanities aptly, while other suggestions like 'údajoch' (which means 'data') and 'informatické' (which suggests informatics) might not represent the context of data science dealing with both data analysis and humanistic inquiries as effectively.",2025-05-31 21:15:56
sl,Humanities Data Science,Humanistika podatkovne znanosti,Slovene,125.0,1740740901.0,stop,gpt-4o-2024-08-06,115.0,240.0,"The term ""Humanistics Data Science"" can be translated to ""Humanistika podatkovne znanosti"" in Slovene. ""Humanistika"" is a commonly accepted term for ""Humanities,"" which captures the essence of the field. ""Podatkovne znanosti"" is directly translated as ""data sciences,"" accurately reflecting the combination of data analysis with humanistic inquiry. This translation emphasizes the interdisciplinary nature of the field, integrating both data science techniques and humanistic inquiry to analyze cultural and historical data.",2025-05-31 21:15:56
sm,Humanities Data Science,Saienisi Faamaumauga i Agafesoʻotaʻi,Samoan,120.0,1740740806.0,stop,gpt-4o-2024-08-06,133.0,253.0,"The term ""Humanities Data Science"" involves the intersection of data science with the humanities. ""Saienisi"" translates directly to ""Science"", and ""Faamaumauga"" means ""Data"". ""Agafesoʻotaʻi"" refers to ""social"" or ""relating to communities"", which fits well within the meaning of ""Humanities"". This translation captures the essence of applying data science methodologies to projects and inquiries that pertain to human society and culture.",2025-05-31 21:15:56
sn,Humanities Data Science,Sayenzi yeDhata yeTsika,Shona,136.0,1740740863.0,stop,gpt-4o-2024-08-06,133.0,269.0,"The term 'Humanities Data Science' combines the study of humanities with data science. 'Tsika' is the Shona word for 'culture' or 'things pertaining to human society', which I believe captures the essence of 'humanities'. 'Sayenzi' is the Shona word for 'science', and 'dhata' is a loanword commonly used to mean 'data'. Combining these, 'Sayenzi yeDhata yeTsika' means 'The Science of Data for Humanities', reflecting the interdisciplinary nature of using data science within the context of humanities.",2025-05-31 21:15:56
so,Humanities Data Science,Sayniska Xogta Dhaqamada aadanaha,Somali,129.0,1740740924.0,stop,gpt-4o-2024-08-06,131.0,260.0,"Both ""Sayniska Xogta Aadanaha"" translations from Google Translate API and Ollama API suggest ""Human Data Science,"" which might imply a focus on literal human data. However, the term ""Humanities"" encompasses aspects of culture, philosophy, literature, and the arts. To better capture the broader scope of the humanities in the context of data science, ""Dhaqamada"" (meaning ""cultures"" or ""the humanities"") provides a more accurate and culturally relevant interpretation of the term.",2025-05-31 21:15:56
sq,Humanities Data Science,Shkenca e të Dhënave Humane,Albanian,163.0,1740733295.0,stop,gpt-4o-2024-08-06,156.0,319.0,"When translating 'Humanities Data Science' into Albanian, it's important to maintain both clarity and fidelity to the original meaning. 'Shkenca Humane e të Dhënave' captures the essence but places a stronger emphasis on 'humanities' which may lead to misunderstandings. 'Humanitetet flasin për shkencën' is too vague and metaphorical for a precise, academic term. 'Të Dhënave e Shkenca e Kulturales' is overly complex and potentially confusing. The translation 'Shkenca e të Dhënave Humane' directly conveys the combination of data science with the humanities, clearly reflecting an interdisciplinary field that uses data science techniques applied to humanities subjects.",2025-05-31 21:15:56
sr,Humanities Data Science,Наука о подацима у хуманистичким наукама,Serbian,128.0,1740740821.0,stop,gpt-4o-2024-08-06,116.0,244.0,"The term ""Хуманистичке науке о подацима"" could suggest that the data science itself is being pursued in a manner similar to humanities, rather than indicating the interdisciplinary application of data science within the field of humanities. ""Наука о подацима у хуманистичким наукама"" clearly conveys the idea that data science methods and techniques are being applied to research in the humanities, highlighting the computational aspect being utilized to study traditionally non-quantitative fields.",2025-05-31 21:15:56
ss,Humanities Data Science,Isayensi YeDatha Yebantfu,Swati,127.0,1740740968.0,stop,gpt-4o-2024-08-06,140.0,267.0,"The translation aims to capture the essence of ""Humanities Data Science"" by using the most accurate terms in Swati for each component. ""Isayensi"" accurately conveys ""Science,"" and ""Yebantfu"" effectively translates ""Humanities,"" reflecting the study or science of human-related subjects. ""YeDatha"" is used to specifically denote ""Data,"" aligning with the technical aspect of data science, making the term more precise and comprehensive. This approach also considers cultural linguistic nuances to maintain the intended meaning.",2025-05-31 21:15:56
st,Humanities Data Science,Saense ea Boitsebiso ea Botho,Southern Sotho,127.0,1740740933.0,stop,gpt-4o-2024-08-06,161.0,288.0,"The term ""Saense ea Boitsebiso ea Botho"" effectively captures the essence of ""Humanities Data Science"" by breaking it down into parts that resonate well in Southern Sotho. ""Saense"" indicates science or systematic study, ""Boitsebiso"" refers to data or information, and ""ea Botho"" relates to humanities or human-centered disciplines. This translation balances precision with cultural and linguistic familiarity, offering a clear understanding of the interdisciplinary nature of the field within a Southern Sotho context.",2025-05-31 21:15:56
su,Humanities Data Science,Élmu Data Kamanusaan,Sundanese,115.0,1740740957.0,stop,gpt-4o-2024-08-06,131.0,246.0,"The term ""Élmu Data Kamanusaan"" is a direct translation where ""Élmu"" means science, ""Data"" remains the same as in English because it is a universal term, and ""Kamanusaan"" means humanities. Both the Google Translate API and the Ollama API suggest the same translation, indicating a consensus on its appropriateness and accuracy in conveying the concept of applying data science techniques to humanities disciplines in the Sundanese language.",2025-05-31 21:15:56
sv,Humanities Data Science,Humanistisk datavetenskap,Swedish,123.0,1740740972.0,stop,gpt-4o-2024-08-06,143.0,266.0,"The phrase ""Humanistisk datavetenskap"" effectively captures the essence of the original term ""Humanities Data Science."" ""Humanistisk"" is the adjective form that relates to the humanities, while ""datavetenskap"" directly translates to ""data science,"" which is standard terminology in Swedish academic discourse. The singular form aligns better with the typical use of ""data science"" as a field of study, making ""Humanistisk datavetenskap"" a precise and widely comprehensible term for the concept in Swedish.",2025-05-31 21:15:56
ta,Humanities Data Science,மனிதவியல் தரவு அறிவியல்,Tamil,152.0,1740740992.0,stop,gpt-4o-2024-08-06,134.0,286.0,"The term 'Humanities Data Science' can be broken down into two parts: 'Humanities' and 'Data Science.' In Tamil, 'மனிதவியல்' corresponds to 'Humanities,' which refers to the academic disciplines that study aspects of human society and culture. 'தரவு அறிவியல்' corresponds to 'Data Science.' This translation maintains the specificity and academic tone of the original term while ensuring clarity to Tamil-speaking audiences familiar with academic subjects. The suggested translations didn't fully capture the established term 'Humanities,' which is why 'மனிதவியல்' was chosen as it is more commonly associated with the disciplines concerned.",2025-05-31 21:15:56
te,Humanities Data Science,హ్యూమానిటీస్ డేటా సైన్స్,Telugu,149.0,1740740997.0,stop,gpt-4o-2024-08-06,138.0,287.0,"The term ""హ్యూమానిటీస్ డేటా సైన్స్"" closely follows the phonetic structure of the English term ""Humanities Data Science"" while using Telugu script, which makes it easily understandable for Telugu speakers who are familiar with the subject. This transliterated version maintains the context and integrity of the original term without losing its meaning. The alternative suggestion ""ఖప ಳ೉ೕ್ఞ೔ೇ"" does not seem to have a coherent structure in Telugu, and thus ""హ్యూమానిటీస్ డేటా సైన్స్"" is preferred for clarity and relevance.",2025-05-31 21:15:56
tg,Humanities Data Science,Илмҳои гумании додаҳо,Tajik,156.0,1740741030.0,stop,gpt-4o-2024-08-06,129.0,285.0,"The term ""Humanities Data Science"" can be broken down into two components: ""Humanities"" and ""Data Science"". In Tajik, ""Humanities"" is often translated as ""Илмҳои гумании"", derived from the concept of sciences or studies that are human-related or non-technical. ""Data Science"" can be translated as ""илмҳои додаҳо"", where ""илмҳо"" stands for ""science"" and ""додаҳо"" for ""data"". By combining these, we derive ""Илмҳои гумании додаҳо"", which more accurately captures the interdisciplinary nature of the field involving data analysis within the context of humanities disciplines.",2025-05-31 21:15:56
th,Humanities Data Science,มนุษยศาสตร์ข้อมูลศาสตร์,Thai,84.0,1740741041.0,stop,gpt-4o-2024-08-06,135.0,219.0,"The term ""Humanities Data Science"" involves two fields: humanities and data science. ""มนุษยศาสตร์"" translates directly to ""humanities,"" and ""ข้อมูลศาสตร์"" appropriately conveys ""data science."" This translation maintains clarity and comprehensibility, balancing both the humanistic and scientific aspects of the term.",2025-05-31 21:15:56
kv,Humanities Data Science,Гуманитарнӧй наукаяслы данных наука,Komi,157.0,1740738110.0,stop,gpt-4o-2024-08-06,123.0,280.0,"The phrase ""Гуманитарнӧй наукаяс йылысь наука"" can be broken down into its components: ""Гуманитарнӧй"" means ""humanities,"" ""наукаяс"" translates to ""sciences,"" and ""йылысь наука"" means ""data science."" I modified ""йылысь"" to ""данных"" for ""data,"" making it ""данных наука,"" which more directly reflects the concept of data as it relates to ""science."" This refined translation maintains the structure and meaning of the original suggestion while accurately conveying the integration of humanities and data science.",2025-05-31 21:15:56
ks,Humanities Data Science,انسانیت ڈیٹا سائنس,Kashmiri,155.0,1740737822.0,stop,gpt-4o-2024-08-06,84.0,239.0,"The term ""Humanities Data Science"" combines two distinct areas: humanities, which is related to human culture and knowledge, and data science, a field focused on extracting insights from data using scientific methods. In Kashmiri, ""انسانیت"" represents ""humanities,"" capturing the essence of human culture and knowledge. The term ""ڈیٹا سائنس"" is already an established adaptation for ""data science"" in many languages, including in regions where Kashmiri is spoken, reflecting the same scientific methodologies. Combining these terms provides a clear and direct translation that aligns with the original English meaning, making it accessible and understandable for Kashmiri speakers familiar with both concepts.",2025-05-31 21:15:56
bm,Humanities Data Science,,Bambara,,,,,,,,2025-05-31 21:15:56
bs,Humanities Data Science,Humanistička znanost o podacima,Bosnian,108.0,1740735771.0,stop,gpt-4o-2024-08-06,133.0,241.0,"The translation ""Humanistička znanost o podacima"" refines the suggestion by using ""znanost"" as a more commonly accepted term for science in Bosnian contexts, though ""nauke"" is also valid. The term ""humanistička"" correctly aligns with the English ""Humanities,"" capturing the interdisciplinary nature of the field. The phrase suggests an integration of data analysis within humanities disciplines.",2025-05-31 21:15:56
ay,Humanities Data Science,Humanidades Yatiqaña Datos,Aymara,171.0,1740735619.0,stop,gpt-4o-2024-08-06,121.0,292.0,"The term ""Humanities Data Science"" encapsulates the integration of data science methods and humanities disciplines. In Aymara, ""Humanidades"" can be translated as ""Humanidades"" directly as there is no exact equivalent term that captures all humanities disciplines, but people who are bilingual in Aymara and Spanish often use ""Humanidades."" ""Yatiqaña"" means ""science"" or ""learning,"" suggesting the methodical study or application of knowledge. ""Datos"" is used from Spanish for ""data"" as it is commonly understood and there are not always direct equivalents in Aymara for technical terms. This translation thus preserves the technical and interdisciplinary nature of the original term by combining the most accessible terms from both Aymara and Spanish.",2025-05-31 21:15:56
az,Humanities Data Science,Humanitar Elmlər Məlumat Elmi,Azerbaijani,114.0,1740735624.0,stop,gpt-4o-2024-08-06,160.0,274.0,"The term 'Humanities Data Science' combines the fields of humanities and data science. 'Humanitar Elmlər' accurately captures 'humanities,' as it refers to the academic disciplines that study aspects of human society and culture. 'Məlumat Elmi' translates to 'data science,' focusing on data analysis and computational techniques. This translation respects the original meaning, aligning well with standard Azerbaijani terminologies used in academic and professional contexts.",2025-05-31 21:15:56
ba,Humanities Data Science,Гуманитар фәндер мәғлүмәт фәне,Bashkir,122.0,1740735658.0,stop,gpt-4o-2024-08-06,115.0,237.0,"The term ""Гуманитар фәндәр тураһында фән"" from Google Translate translates to ""Science about Humanities,"" which does not fully capture the meaning of ""Humanities Data Science."" To better convey the idea of ""data science"" specifically within the context of the humanities, I have chosen ""Гуманитар фәндер мәғлүмәт фәне."" Here, ""мәғлүмәт фәне"" translates to ""data science,"" reflecting the interdisciplinary nature of combining data analysis and humanities studies.",2025-05-31 21:15:56
be,Humanities Data Science,Дадатковая навука ў галіне гуманітарных навук,Belarusian,123.0,1740735689.0,stop,gpt-4o-2024-08-06,118.0,241.0,"While Google Translate suggests ""Гуманітарныя навукі аб дадзеных,"" which could be interpreted as ""Humanities about Data Sciences,"" I opted for a translation that reflects the combination of data science and humanities more accurately. ""Дадатковая навука ў галіне гуманітарных навук"" can be understood as ""Data Science in the field of Humanities,"" which better captures the interdisciplinary nature of employing data science methodologies within the humanities.",2025-05-31 21:15:56
bg,Humanities Data Science,Хуманитарни науки за данни,Bulgarian,120.0,1740735801.0,stop,gpt-4o-2024-08-06,155.0,275.0,"The phrase ""Хуманитарни науки за данни"" effectively captures the essence of ""Humanities Data Science"" by directly translating each component of the term. ""Хуманитарни науки"" represents ""Humanities,"" referring to the study of human culture and society, while ""за данни"" translates to ""for data"" or ""data sciences,"" which implies the application of data science techniques within the humanities field. This translation maintains clarity and aligns with common Bulgarian usage in academic contexts.",2025-05-31 21:15:56
bi,Humanities Data Science,Datasayens blong Ol Samting Blong Man,Bislama,115.0,1740735747.0,stop,gpt-4o-2024-08-06,136.0,251.0,"Bislama often uses the term 'blong' to indicate possession or association. 'Ol Samting Blong Man' suggests objects or matters related to humans, capturing the essence of 'Humanities'. 'Datasayens' retains the recognizable term for 'data science', using phonetic spelling in Bislama. This translation balances comprehensibility with the cultural context of Bislama, emphasizing the human-focused aspect of the humanities and data science.",2025-05-31 21:15:56
