language_code,language_name,term_source,llama_translated_term,llama_content,llama_created_at,llama_done_reason,llama_eval_count,llama_eval_duration,llama_extracted_dictionaries,llama_load_duration,llama_model,llama_prompt_eval_count,llama_prompt_eval_duration,llama_total_duration,llama_translation,llama_translation_rationale,term,llama_system_prompt,llama_user_prompt,coding_dh_date,exclude_llama,wikipedia_translated_term,family_name,gt_translated_term,enmt_translated_term,exclude_google_cloud_translate,lingvanex_translated_term,exclude_easynmt
mnc,Manchu,Digital Humanities,ᠪᡳᠶᠣᠰᡳ ᡥᡝᠯᡝᠨ ᡤᡝᠮᡝ,"{""translated_term"": ""ᠪᡳᠶᠣᠰᡳ ᡥᡝᠯᡝᠨ ᡤᡝᠮᡝ"", ""translation_rationale"": ""ᠪᡳᠶᠣᠰᡳ (biyosi) - 'digital' ᡥᡝᠯᡝᠨ (hele'n) - 'humanities' ᡤᡝᠮᡝ (geme) - 'science' or 'knowledge'. I used the term ᡥᡝᠯᡝᠨ to convey the idea of humanities, as it is related to the study of human culture and society. The term ᡥᡝᠯᡝᠨ is derived from the verb ᡥᡝᠯᡝ (hele), which means 'to cultivate' or 'to nurture'. In this context, it refers to the cultivation of knowledge and understanding about human culture.""}",2026-05-02T10:08:26.27853Z,stop,239.0,3197240051.0,"[{'translated_term': 'ᠪᡳᠶᠣᠰᡳ ᡥᡝᠯᡝᠨ ᡤᡝᠮᡝ', 'translation_rationale': ""ᠪᡳᠶᠣᠰᡳ (biyosi) - 'digital' ᡥᡝᠯᡝᠨ (hele'n) - 'humanities' ᡤᡝᠮᡝ (geme) - 'science' or 'knowledge'. I used the term ᡥᡝᠯᡝᠨ to convey the idea of humanities, as it is related to the study of human culture and society. The term ᡥᡝᠯᡝᠨ is derived from the verb ᡥᡝᠯᡝ (hele), which means 'to cultivate' or 'to nurture'. In this context, it refers to the cultivation of knowledge and understanding about human culture.""}]",79777250.0,llama3.1:latest,138.0,398020292.0,3735116584.0,ᠪᡳᠶᠣᠰᡳ ᡥᡝᠯᡝᠨ ᡤᡝᠮᡝ,"ᠪᡳᠶᠣᠰᡳ (biyosi) - 'digital' ᡥᡝᠯᡝᠨ (hele'n) - 'humanities' ᡤᡝᠮᡝ (geme) - 'science' or 'knowledge'. I used the term ᡥᡝᠯᡝᠨ to convey the idea of humanities, as it is related to the study of human culture and society. The term ᡥᡝᠯᡝᠨ is derived from the verb ᡥᡝᠯᡝ (hele), which means 'to cultivate' or 'to nurture'. In this context, it refers to the cultivation of knowledge and understanding about human culture.",,You are a Digital Humanities scholar who speaks many languages.,"You are a native Manchu speaker and translation expert. Translate 'Digital Humanities' into Manchu (ISO code: mnc).

Please provide your rationale in Manchu, not English — unless Manchu is English or you have a strong reason to use English. Writing in Manchu demonstrates deep understanding of both the language and the term.

IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format (with explanation in Manchu):
{""translated_term"": ""your translation in Manchu"", ""translation_rationale"": ""your explanation in Manchu""}",2026-05-02 05:08:26,,,,,,,,
mn,Mongolian,Digital Humanities,Дигитал Хүмүүсийн Уран Зохиол,"{""translated_term"": ""Дигитал Хүмүүсийн Уран Зохиол"", ""translation_rationale"": ""Дигитал"" хэсгийг ""Дигитал"" гэх мөрөөдлийн үг болж, ""Хүмүүсийн"" хэсгийг ""Хүмүүсийн"" гэх зүйл болж, ""Уран Зохиол"" хэсгийг ""Уран Зохиол"" гэх мөрөөдлийн үг болж нэгтгэжээ. Энэхүү хувилбарыг олон улсын стандарт ISO 639-1:2019 ""mn""-ийн кодоор тодорхойлогдсон Монгол хэлийнд хувилсан байна.""}",2026-05-02T10:08:20.511084Z,stop,225.0,3126143709.0,[],79063375.0,llama3.1:latest,137.0,383026208.0,3647868083.0,,Дигитал,,You are a Digital Humanities scholar who speaks many languages.,"You are a native Mongolian speaker and translation expert. Translate 'Digital Humanities' into Mongolian (ISO code: mn).

Please provide your rationale in Mongolian, not English — unless Mongolian is English or you have a strong reason to use English. Writing in Mongolian demonstrates deep understanding of both the language and the term.

IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format (with explanation in Mongolian):
{""translated_term"": ""your translation in Mongolian"", ""translation_rationale"": ""your explanation in Mongolian""}",2026-05-02 05:08:20,,,,,,,,
ml,Malayalam,Digital Humanities,ഡിജിറ്റൽ മാനുഷികത,"{""translated_term"": ""ഡിജിറ്റൽ മാനുഷികത"", ""translation_rationale"": ""വിദ്യുത് സംരംഭങ്ങൾ എന്ന ആംഗലേയ പദത്തിന്റെ അർഥമാണ് ഈ വകുപ്പ്. ഡിജിറ്റൽ എന്നത് വിദ്യുത് സംരംഭങ്ങളെ അർഥമാക്കുന്നു. ഹ്യൂമാനിറ്റി എന്നത് മാനുഷികതയെ അർഥമാക്കുന്നു. ഇവ രണ്ടും ചേർന്നാണ് ഈ പദത്തിന്റെ ഉദ്ഭവം.""}",2026-05-02T10:08:09.902152Z,stop,362.0,5479447633.0,"[{'translated_term': 'ഡിജിറ്റൽ മാനുഷികത', 'translation_rationale': 'വിദ്യുത് സംരംഭങ്ങൾ എന്ന ആംഗലേയ പദത്തിന്റെ അർഥമാണ് ഈ വകുപ്പ്. ഡിജിറ്റൽ എന്നത് വിദ്യുത് സംരംഭങ്ങളെ അർഥമാക്കുന്നു. ഹ്യൂമാനിറ്റി എന്നത് മാനുഷികതയെ അർഥമാക്കുന്നു. ഇവ രണ്ടും ചേർന്നാണ് ഈ പദത്തിന്റെ ഉദ്ഭവം.'}]",78107542.0,llama3.1:latest,137.0,385047416.0,6031380083.0,ഡിജിറ്റൽ മാനുഷികത,വിദ്യുത് സംരംഭങ്ങൾ എന്ന ആംഗലേയ പദത്തിന്റെ അർഥമാണ് ഈ വകുപ്പ്. ഡിജിറ്റൽ എന്നത് വിദ്യുത് സംരംഭങ്ങളെ അർഥമാക്കുന്നു. ഹ്യൂമാനിറ്റി എന്നത് മാനുഷികതയെ അർഥമാക്കുന്നു. ഇവ രണ്ടും ചേർന്നാണ് ഈ പദത്തിന്റെ ഉദ്ഭവം.,,You are a Digital Humanities scholar who speaks many languages.,"You are a native Malayalam speaker and translation expert. Translate 'Digital Humanities' into Malayalam (ISO code: ml).

Please provide your rationale in Malayalam, not English — unless Malayalam is English or you have a strong reason to use English. Writing in Malayalam demonstrates deep understanding of both the language and the term.

IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format (with explanation in Malayalam):
{""translated_term"": ""your translation in Malayalam"", ""translation_rationale"": ""your explanation in Malayalam""}",2026-05-02 05:08:09,,,,,,,,
mk,Macedonian,Digital Humanities,Дигитални Умствени Науки,"{""translated_term"": ""Дигитални Умствени Науки"", ""translation_rationale"": ""Имената 'Digital Humanities' се преведуваат како 'Дигитални Умствени Науки', бидејќи 'умствени науки' е еквивалент на македонското 'умствени науки', а не само 'уметност'. 'Дигитални' се задржува како префикс, бидејќи го опишува начинот на кој се изучуваат оние науки.""}",2026-05-02T10:08:01.834373Z,stop,136.0,1654189665.0,"[{'translated_term': 'Дигитални Умствени Науки', 'translation_rationale': ""Имената 'Digital Humanities' се преведуваат како 'Дигитални Умствени Науки', бидејќи 'умствени науки' е еквивалент на македонското 'умствени науки', а не само 'уметност'. 'Дигитални' се задржува како префикс, бидејќи го опишува начинот на кој се изучуваат оние науки.""}]",78275792.0,llama3.1:latest,137.0,403201917.0,2173975750.0,Дигитални Умствени Науки,"Имената 'Digital Humanities' се преведуваат како 'Дигитални Умствени Науки', бидејќи 'умствени науки' е еквивалент на македонското 'умствени науки', а не само 'уметност'. 'Дигитални' се задржува како префикс, бидејќи го опишува начинот на кој се изучуваат оние науки.",,You are a Digital Humanities scholar who speaks many languages.,"You are a native Macedonian speaker and translation expert. Translate 'Digital Humanities' into Macedonian (ISO code: mk).

Please provide your rationale in Macedonian, not English — unless Macedonian is English or you have a strong reason to use English. Writing in Macedonian demonstrates deep understanding of both the language and the term.

IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format (with explanation in Macedonian):
{""translated_term"": ""your translation in Macedonian"", ""translation_rationale"": ""your explanation in Macedonian""}",2026-05-02 05:08:01,,,,,,,,
min,Minangkabau,Digital Humanities,Sains Digital Budaya,"{""translated_term"": ""Sains Digital Budaya"", ""translation_rationale"": ""Kato 'Digital Humanities' marupokan gabuangan kata dari bahaso Inggirih. 'Digital' marupokan kata nan alah diadaptasi dari bahaso Latin, artinyo 'digitus', nan bararti jari atau anggota tangan. Dalam konteks teknologi komputer, 'digital' marupokan sistem nan manggunakan kode biner untuak mambuek data. Semento itu, 'Humanities' marupokan kata nan alah diadaptasi dari bahaso Latin, artinyo 'humanitas', nan bararti ilmu atau pengetahuan tentang manusia. Dalam konteks akademik, 'Humanities' marupokan cabang ilmu nan manggali aspek-aspek budaya dan sastra. Jadi, 'Digital Humanities' marupokan gabungan antaro teknologi digital jo ilmu-ilmu budaya.""}",2026-05-02T10:07:57.629994Z,stop,217.0,2865209663.0,"[{'translated_term': 'Sains Digital Budaya', 'translation_rationale': ""Kato 'Digital Humanities' marupokan gabuangan kata dari bahaso Inggirih. 'Digital' marupokan kata nan alah diadaptasi dari bahaso Latin, artinyo 'digitus', nan bararti jari atau anggota tangan. Dalam konteks teknologi komputer, 'digital' marupokan sistem nan manggunakan kode biner untuak mambuek data. Semento itu, 'Humanities' marupokan kata nan alah diadaptasi dari bahaso Latin, artinyo 'humanitas', nan bararti ilmu atau pengetahuan tentang manusia. Dalam konteks akademik, 'Humanities' marupokan cabang ilmu nan manggali aspek-aspek budaya dan sastra. Jadi, 'Digital Humanities' marupokan gabungan antaro teknologi digital jo ilmu-ilmu budaya.""}]",79046958.0,llama3.1:latest,161.0,425295542.0,3430413750.0,Sains Digital Budaya,"Kato 'Digital Humanities' marupokan gabuangan kata dari bahaso Inggirih. 'Digital' marupokan kata nan alah diadaptasi dari bahaso Latin, artinyo 'digitus', nan bararti jari atau anggota tangan. Dalam konteks teknologi komputer, 'digital' marupokan sistem nan manggunakan kode biner untuak mambuek data. Semento itu, 'Humanities' marupokan kata nan alah diadaptasi dari bahaso Latin, artinyo 'humanitas', nan bararti ilmu atau pengetahuan tentang manusia. Dalam konteks akademik, 'Humanities' marupokan cabang ilmu nan manggali aspek-aspek budaya dan sastra. Jadi, 'Digital Humanities' marupokan gabungan antaro teknologi digital jo ilmu-ilmu budaya.",,You are a Digital Humanities scholar who speaks many languages.,"You are a native Minangkabau speaker and translation expert. Translate 'Digital Humanities' into Minangkabau (ISO code: min).

Please provide your rationale in Minangkabau, not English — unless Minangkabau is English or you have a strong reason to use English. Writing in Minangkabau demonstrates deep understanding of both the language and the term.

IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format (with explanation in Minangkabau):
{""translated_term"": ""your translation in Minangkabau"", ""translation_rationale"": ""your explanation in Minangkabau""}",2026-05-02 05:07:57,,,,,,,,
mic,Mi'kmaw,Digital Humanities,Kji-ksitej Kji-selk,"{""translated_term"": ""Kji-ksitej Kji-selk"", ""translation_rationale"": ""Kji-ksitej (digital) is derived from the English word 'digit', which refers to a single unit of information. In Mi'kmaw, we use the prefix 'Kji-' to indicate something related to numbers or counting. Kji-ksitej means 'of or relating to digits'. Kji-selk (humanities) is a combination of 'selk' (people, humans) and the suffix '-k', which indicates a field of study or profession. In Mi'kmaw, we use the term 'selk' to refer to people in general, but when combined with other words, it can take on more specific meanings. Kji-selk therefore means 'the study of human culture and expression'. Together, Kji-ksitej Kji-selk translates as 'the digital study of human culture and expression'.""}",2026-05-02T10:07:52.172163Z,stop,203.0,2560148385.0,"[{'translated_term': 'Kji-ksitej Kji-selk', 'translation_rationale': ""Kji-ksitej (digital) is derived from the English word 'digit', which refers to a single unit of information. In Mi'kmaw, we use the prefix 'Kji-' to indicate something related to numbers or counting. Kji-ksitej means 'of or relating to digits'. Kji-selk (humanities) is a combination of 'selk' (people, humans) and the suffix '-k', which indicates a field of study or profession. In Mi'kmaw, we use the term 'selk' to refer to people in general, but when combined with other words, it can take on more specific meanings. Kji-selk therefore means 'the study of human culture and expression'. Together, Kji-ksitej Kji-selk translates as 'the digital study of human culture and expression'.""}]",77754875.0,llama3.1:latest,153.0,390801917.0,3084377250.0,Kji-ksitej Kji-selk,"Kji-ksitej (digital) is derived from the English word 'digit', which refers to a single unit of information. In Mi'kmaw, we use the prefix 'Kji-' to indicate something related to numbers or counting. Kji-ksitej means 'of or relating to digits'. Kji-selk (humanities) is a combination of 'selk' (people, humans) and the suffix '-k', which indicates a field of study or profession. In Mi'kmaw, we use the term 'selk' to refer to people in general, but when combined with other words, it can take on more specific meanings. Kji-selk therefore means 'the study of human culture and expression'. Together, Kji-ksitej Kji-selk translates as 'the digital study of human culture and expression'.",,You are a Digital Humanities scholar who speaks many languages.,"You are a native Mi'kmaw speaker and translation expert. Translate 'Digital Humanities' into Mi'kmaw (ISO code: mic).

Please provide your rationale in Mi'kmaw, not English — unless Mi'kmaw is English or you have a strong reason to use English. Writing in Mi'kmaw demonstrates deep understanding of both the language and the term.

IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format (with explanation in Mi'kmaw):
{""translated_term"": ""your translation in Mi'kmaw"", ""translation_rationale"": ""your explanation in Mi'kmaw""}",2026-05-02 05:07:52,,,,,,,,
mi,Māori,Digital Humanities,Ngā Toi Matihiko,"{""translated_term"": ""Ngā Toi Matihiko"", ""translation_rationale"": ""Ko te ingoa 'Digital Humanities' i whakamahia ai hei whakapapa i ngā toitūtanga o te ao matihiko ki ngā kōrero maha, me ngā mahi aroha. Ko Ngā Toi Matihiko he rorohiko, he kaihautū, he kaiwhakaako hoki. He tirohanga whakamuri i ngā toitūtanga o te ao matihiko ki ngā kōrero maha, me ngā mahi aroha.""}",2026-05-02T10:07:47.063935Z,stop,147.0,1847675379.0,"[{'translated_term': 'Ngā Toi Matihiko', 'translation_rationale': ""Ko te ingoa 'Digital Humanities' i whakamahia ai hei whakapapa i ngā toitūtanga o te ao matihiko ki ngā kōrero maha, me ngā mahi aroha. Ko Ngā Toi Matihiko he rorohiko, he kaihautū, he kaiwhakaako hoki. He tirohanga whakamuri i ngā toitūtanga o te ao matihiko ki ngā kōrero maha, me ngā mahi aroha.""}]",77051583.0,llama3.1:latest,145.0,382667792.0,2347706375.0,Ngā Toi Matihiko,"Ko te ingoa 'Digital Humanities' i whakamahia ai hei whakapapa i ngā toitūtanga o te ao matihiko ki ngā kōrero maha, me ngā mahi aroha. Ko Ngā Toi Matihiko he rorohiko, he kaihautū, he kaiwhakaako hoki. He tirohanga whakamuri i ngā toitūtanga o te ao matihiko ki ngā kōrero maha, me ngā mahi aroha.",,You are a Digital Humanities scholar who speaks many languages.,"You are a native Māori speaker and translation expert. Translate 'Digital Humanities' into Māori (ISO code: mi).

Please provide your rationale in Māori, not English — unless Māori is English or you have a strong reason to use English. Writing in Māori demonstrates deep understanding of both the language and the term.

IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format (with explanation in Māori):
{""translated_term"": ""your translation in Māori"", ""translation_rationale"": ""your explanation in Māori""}",2026-05-02 05:07:47,,,,,,,,
mh,Marshallese,Digital Humanities,Aolepkaan Aoleipān,"{""translated_term"": ""Aolepkaan Aoleipān"", ""translation_rationale"": ""Aolepkaan Aoleipān e kake term aoleipān, e kake aoleipān aolepkaan aoleipān. E kake aoleipān aolepkaan aoleipān, e kake aoleipān aolepkaan aoleipān. Aolepkaan aoleipān e kake aoleipān aolepkaan aoleipān.""}

Explanation:
Aolepkaan Aoleipān: ""Digital Humanities"" is translated to Marshallese as ""Aolepkaan Aoleipān"". The term ""Aolepkaan"" means ""digital"" or ""computer"", and ""Aoleipān"" means ""humanities"" or ""arts and sciences"".

Rationale:
E kake term aoleipān e kake aoleipān aolepkaan aoleipān. E kake aoleipān aolepkaan aoleipān, e kake aoleipān aolepkaan aoleipān.
This translation rationale explains that the term ""Aolepkaan Aoleipān"" is composed of two words: ""Aolepkaan"" and ""Aoleipān"". The word ""Aolepkaan"" refers to digital or computer-related concepts, while ""Aoleipān"" refers to humanities or arts and sciences.",2026-05-02T10:07:42.681738Z,stop,319.0,4103920164.0,"[{'translated_term': 'Aolepkaan Aoleipān', 'translation_rationale': 'Aolepkaan Aoleipān e kake term aoleipān, e kake aoleipān aolepkaan aoleipān. E kake aoleipān aolepkaan aoleipān, e kake aoleipān aolepkaan aoleipān. Aolepkaan aoleipān e kake aoleipān aolepkaan aoleipān.'}]",79642250.0,llama3.1:latest,145.0,409924292.0,4669309917.0,Aolepkaan Aoleipān,"Aolepkaan Aoleipān e kake term aoleipān, e kake aoleipān aolepkaan aoleipān. E kake aoleipān aolepkaan aoleipān, e kake aoleipān aolepkaan aoleipān. Aolepkaan aoleipān e kake aoleipān aolepkaan aoleipān.",,You are a Digital Humanities scholar who speaks many languages.,"You are a native Marshallese speaker and translation expert. Translate 'Digital Humanities' into Marshallese (ISO code: mh).

Please provide your rationale in Marshallese, not English — unless Marshallese is English or you have a strong reason to use English. Writing in Marshallese demonstrates deep understanding of both the language and the term.

IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format (with explanation in Marshallese):
{""translated_term"": ""your translation in Marshallese"", ""translation_rationale"": ""your explanation in Marshallese""}",2026-05-02 05:07:42,,,,,,,,
mgo,Metaʼ,Digital Humanities,Ŋɔmɛ́ ɣa ɗɛ̀nɛ́,"{""translated_term"": ""Ŋɔmɛ́ ɣa ɗɛ̀nɛ́"", ""translation_rationale"": ""Ŋɔmɛ́ (digital) + ɣa (humanities), ɗɛ̀nɛ́ (study, knowledge). I used the prefix ŋɔmɛ́ to convey the concept of digital, which in Metaʼ is associated with modern technology and innovation. The root word ɣa refers to human activities, culture, and intellectual pursuits, making it a suitable choice for humanities. Finally, I added the suffix ɗɛ̀nɛ́ to indicate study or knowledge, emphasizing that Digital Humanities is an academic field of inquiry.""}",2026-05-02T10:07:28.164291Z,stop,162.0,1912777124.0,"[{'translated_term': 'Ŋɔmɛ́ ɣa ɗɛ̀nɛ́', 'translation_rationale': 'Ŋɔmɛ́ (digital) + ɣa (humanities), ɗɛ̀nɛ́ (study, knowledge). I used the prefix ŋɔmɛ́ to convey the concept of digital, which in Metaʼ is associated with modern technology and innovation. The root word ɣa refers to human activities, culture, and intellectual pursuits, making it a suitable choice for humanities. Finally, I added the suffix ɗɛ̀nɛ́ to indicate study or knowledge, emphasizing that Digital Humanities is an academic field of inquiry.'}]",78265166.0,llama3.1:latest,146.0,383845834.0,2418014333.0,Ŋɔmɛ́ ɣa ɗɛ̀nɛ́,"Ŋɔmɛ́ (digital) + ɣa (humanities), ɗɛ̀nɛ́ (study, knowledge). I used the prefix ŋɔmɛ́ to convey the concept of digital, which in Metaʼ is associated with modern technology and innovation. The root word ɣa refers to human activities, culture, and intellectual pursuits, making it a suitable choice for humanities. Finally, I added the suffix ɗɛ̀nɛ́ to indicate study or knowledge, emphasizing that Digital Humanities is an academic field of inquiry.",,You are a Digital Humanities scholar who speaks many languages.,"You are a native Metaʼ speaker and translation expert. Translate 'Digital Humanities' into Metaʼ (ISO code: mgo).

Please provide your rationale in Metaʼ, not English — unless Metaʼ is English or you have a strong reason to use English. Writing in Metaʼ demonstrates deep understanding of both the language and the term.

IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format (with explanation in Metaʼ):
{""translated_term"": ""your translation in Metaʼ"", ""translation_rationale"": ""your explanation in Metaʼ""}",2026-05-02 05:07:28,,,,,,,,
mgh,Makhuwa-Meetto,Digital Humanities,Makhuwa: Mabuku ya Digitale,"{
  ""translated_term"": ""Makhuwa: Mabuku ya Digitale"",
  ""translation_rationale"": ""Ndiyo, ndiyo, mabuku aya ya digitale iya kuwawina kudzina kwetu kwenye kompyuta. Ndiyo, ndiyo, mabuku aya ya digitale iya kuwawina kudzina kwetu kwenye kompyuta.""
}",2026-05-02T10:07:23.714989Z,stop,98.0,1152163213.0,[],79257125.0,llama3.1:latest,170.0,395533541.0,1653170333.0,,"Ndiyo, ndiyo, mabuku aya ya digitale iya kuwawina kudzina kwetu kwenye kompyuta. Ndiyo, ndiyo, mabuku aya ya digitale iya kuwawina kudzina kwetu kwenye kompyuta.",,You are a Digital Humanities scholar who speaks many languages.,"You are a native Makhuwa-Meetto speaker and translation expert. Translate 'Digital Humanities' into Makhuwa-Meetto (ISO code: mgh).

Please provide your rationale in Makhuwa-Meetto, not English — unless Makhuwa-Meetto is English or you have a strong reason to use English. Writing in Makhuwa-Meetto demonstrates deep understanding of both the language and the term.

IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format (with explanation in Makhuwa-Meetto):
{""translated_term"": ""your translation in Makhuwa-Meetto"", ""translation_rationale"": ""your explanation in Makhuwa-Meetto""}",2026-05-02 05:07:23,,,,,,,,
mga,"Irish, Middle (900-1200)",Digital Humanities,daingean daonna don chultúr,"{""translated_term"": ""daingean daonna don chultúr"", ""translation_rationale"": ""Tá an téarma 'Digital Humanities' á thraillint go dtí 'daingean daonna don chultúr', a chiallaíonn 'dualphéisteachta digiteach don cheird liteartha'. Tá an focal 'daingean' ag déanamh riar, mar atá i gcuid de na hainmneacha sa teanga seo. Is é 'daonna' a thugann mianad dúinn don chultúr, agus 'don chultúr' atá á rá go bhfuil sé ina cheird liteartha.""}",2026-05-02T10:07:20.028422Z,stop,160.0,1889447785.0,"[{'translated_term': 'daingean daonna don chultúr', 'translation_rationale': ""Tá an téarma 'Digital Humanities' á thraillint go dtí 'daingean daonna don chultúr', a chiallaíonn 'dualphéisteachta digiteach don cheird liteartha'. Tá an focal 'daingean' ag déanamh riar, mar atá i gcuid de na hainmneacha sa teanga seo. Is é 'daonna' a thugann mianad dúinn don chultúr, agus 'don chultúr' atá á rá go bhfuil sé ina cheird liteartha.""}]",77902375.0,llama3.1:latest,190.0,449696042.0,2462213750.0,daingean daonna don chultúr,"Tá an téarma 'Digital Humanities' á thraillint go dtí 'daingean daonna don chultúr', a chiallaíonn 'dualphéisteachta digiteach don cheird liteartha'. Tá an focal 'daingean' ag déanamh riar, mar atá i gcuid de na hainmneacha sa teanga seo. Is é 'daonna' a thugann mianad dúinn don chultúr, agus 'don chultúr' atá á rá go bhfuil sé ina cheird liteartha.",,You are a Digital Humanities scholar who speaks many languages.,"You are a native Irish, Middle (900-1200) speaker and translation expert. Translate 'Digital Humanities' into Irish, Middle (900-1200) (ISO code: mga).

Please provide your rationale in Irish, Middle (900-1200), not English — unless Irish, Middle (900-1200) is English or you have a strong reason to use English. Writing in Irish, Middle (900-1200) demonstrates deep understanding of both the language and the term.

IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format (with explanation in Irish, Middle (900-1200)):
{""translated_term"": ""your translation in Irish, Middle (900-1200)"", ""translation_rationale"": ""your explanation in Irish, Middle (900-1200)""}",2026-05-02 05:07:20,,,,,,,,
mg,Malagasy,Digital Humanities,Fiainana Fampianaran'ny Karazony,"{""translated_term"": ""Fiainana Fampianaran'ny Karazony"", ""translation_rationale"": ""Ny fampiasa ny karazony ho ananan'ny fanoratana sy ny fiainany, dia mety hahazo azy ireo fomba fampiasa ny karazony sy ny teknolojia momba ny karazony. Ny tena 'zao izay atao hoe Digital Humanities dia ny fiainan'ny karazony ho ananan'ny fanoratana sy ny fiainany, ary ny karazony sy ny teknolojia momba ny karazony no manome toetra azy.""}",2026-05-02T10:07:15.530673Z,stop,143.0,1675250748.0,"[{'translated_term': ""Fiainana Fampianaran'ny Karazony"", 'translation_rationale': ""Ny fampiasa ny karazony ho ananan'ny fanoratana sy ny fiainany, dia mety hahazo azy ireo fomba fampiasa ny karazony sy ny teknolojia momba ny karazony. Ny tena 'zao izay atao hoe Digital Humanities dia ny fiainan'ny karazony ho ananan'ny fanoratana sy ny fiainany, ary ny karazony sy ny teknolojia momba ny karazony no manome toetra azy.""}]",76380292.0,llama3.1:latest,145.0,381710416.0,2171729000.0,Fiainana Fampianaran'ny Karazony,"Ny fampiasa ny karazony ho ananan'ny fanoratana sy ny fiainany, dia mety hahazo azy ireo fomba fampiasa ny karazony sy ny teknolojia momba ny karazony. Ny tena 'zao izay atao hoe Digital Humanities dia ny fiainan'ny karazony ho ananan'ny fanoratana sy ny fiainany, ary ny karazony sy ny teknolojia momba ny karazony no manome toetra azy.",,You are a Digital Humanities scholar who speaks many languages.,"You are a native Malagasy speaker and translation expert. Translate 'Digital Humanities' into Malagasy (ISO code: mg).

Please provide your rationale in Malagasy, not English — unless Malagasy is English or you have a strong reason to use English. Writing in Malagasy demonstrates deep understanding of both the language and the term.

IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format (with explanation in Malagasy):
{""translated_term"": ""your translation in Malagasy"", ""translation_rationale"": ""your explanation in Malagasy""}",2026-05-02 05:07:15,,,,,,,,
mfe,Morisyen,Digital Humanities,Lètchaj pou Langaj,"{""translated_term"": ""Lètchaj pou Langaj"", ""translation_rationale"": ""Mwen itilize konsa ke 'Digital Humanities' se yon konsep ki gen lide pou fòmasyon ak étid nan kontèks dijital. Mwen pral tradui 'Digital' pa 'Lètchaj', ki signifie 'dijital' an Ayisyen, men nan kontèks Morisyen, mwen pral itilize 'Lètchaj'. 'Humanities' se yon konsep ki gen lide pou étid sou langaj, literati, ak kilti. Mwen pral tradui 'Humanities' pa 'Langaj', ke signifie 'langaj' an Morisyen.""}",2026-05-02T10:07:11.330802Z,stop,166.0,1958435332.0,"[{'translated_term': 'Lètchaj pou Langaj', 'translation_rationale': ""Mwen itilize konsa ke 'Digital Humanities' se yon konsep ki gen lide pou fòmasyon ak étid nan kontèks dijital. Mwen pral tradui 'Digital' pa 'Lètchaj', ki signifie 'dijital' an Ayisyen, men nan kontèks Morisyen, mwen pral itilize 'Lètchaj'. 'Humanities' se yon konsep ki gen lide pou étid sou langaj, literati, ak kilti. Mwen pral tradui 'Humanities' pa 'Langaj', ke signifie 'langaj' an Morisyen.""}]",80879416.0,llama3.1:latest,146.0,411264625.0,2495471416.0,Lètchaj pou Langaj,"Mwen itilize konsa ke 'Digital Humanities' se yon konsep ki gen lide pou fòmasyon ak étid nan kontèks dijital. Mwen pral tradui 'Digital' pa 'Lètchaj', ki signifie 'dijital' an Ayisyen, men nan kontèks Morisyen, mwen pral itilize 'Lètchaj'. 'Humanities' se yon konsep ki gen lide pou étid sou langaj, literati, ak kilti. Mwen pral tradui 'Humanities' pa 'Langaj', ke signifie 'langaj' an Morisyen.",,You are a Digital Humanities scholar who speaks many languages.,"You are a native Morisyen speaker and translation expert. Translate 'Digital Humanities' into Morisyen (ISO code: mfe).

Please provide your rationale in Morisyen, not English — unless Morisyen is English or you have a strong reason to use English. Writing in Morisyen demonstrates deep understanding of both the language and the term.

IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format (with explanation in Morisyen):
{""translated_term"": ""your translation in Morisyen"", ""translation_rationale"": ""your explanation in Morisyen""}",2026-05-02 05:07:11,,,,,,,,
