language_code,term,language_name,term_source,llama_system_prompt,llama_user_prompt,llama_content,llama_model,llama_created_at,llama_total_duration,llama_load_duration,llama_prompt_eval_count,llama_prompt_eval_duration,llama_eval_count,llama_eval_duration,llama_done_reason,llama_translated_term,llama_translation_rationale,llama_extracted_dictionaries,llama_translation,coding_dh_date,exclude_llama,wikipedia_translated_term,family_name,gt_translated_term,enmt_translated_term,lingvanex_translated_term,exclude_google_cloud_translate,exclude_easynmt
ro,,Romanian,Digital Humanities,You are a Digital Humanities scholar who speaks many languages.,"You are an expert Digital Humanities scholar and native Romanian speaker with deep knowledge of academic terminology. Your task: Translate the term 'Digital Humanities' into Romanian (ISO code: ro).

Provide your translation with consideration for:
1. Scholarly accuracy
2. Cultural equivalence
3. Academic conventions in Romanian

IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format:
{""translated_term"": ""your translation"", ""translation_rationale"": ""your detailed rationale""}","{
  ""translated_term"": ""Umaniste Digitale"",
  ""translation_rationale"": ""The term 'Digital Humanities' has been translated into Romanian as 'Umaniste Digitale', following the conventions of academic terminology in Romanian. This translation is accurate and culturally equivalent, as it reflects the intersection of digital technologies with humanities disciplines. The use of 'umaniste' instead of 'umanistă' (which would be a more literal translation) acknowledges the field's focus on humanistic inquiry and its application to digital contexts.""
}",llama3.1:latest,2026-05-02T01:44:06.993593Z,1709070791.0,84862375.0,121.0,310078209.0,109.0,1283580131.0,stop,Umaniste Digitale,"The term 'Digital Humanities' has been translated into Romanian as 'Umaniste Digitale', following the conventions of academic terminology in Romanian. This translation is accurate and culturally equivalent, as it reflects the intersection of digital technologies with humanities disciplines. The use of 'umaniste' instead of 'umanistă' (which would be a more literal translation) acknowledges the field's focus on humanistic inquiry and its application to digital contexts.",[],,2026-05-01 20:44:06,,,,,,,,
rn,,Rundi,Digital Humanities,You are a Digital Humanities scholar who speaks many languages.,"You are an expert Digital Humanities scholar and native Rundi speaker with deep knowledge of academic terminology. Your task: Translate the term 'Digital Humanities' into Rundi (ISO code: rn).

Provide your translation with consideration for:
1. Scholarly accuracy
2. Cultural equivalence
3. Academic conventions in Rundi

IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format:
{""translated_term"": ""your translation"", ""translation_rationale"": ""your detailed rationale""}","{
  ""translated_term"": ""Uburayi bw'Umucumi"",
  ""translation_rationale"": ""I translated 'Digital Humanities' into Rundi as 'Uburayi bw'Umucumi'. This translation is based on the following considerations:

1. Scholarly accuracy: I used the prefix 'Uburayi', which means 'digital' or 'computer-related' in Rundi, to convey the digital aspect of the term.
2. Cultural equivalence: In Rundi culture, 'Umucumi' (humanities) refers to the study of human culture, society, and behavior. This translation maintains the cultural relevance and accuracy of the original term.
3. Academic conventions in Rundi: I followed the standard prefix-suffix structure commonly used in Rundi academic terminology, making it clear that 'Uburayi bw'Umucumi' is a specific field of study within the humanities.

This translation should be suitable for use in academic contexts and will facilitate communication between scholars working in Digital Humanities and those from Rundi-speaking communities.""
}",llama3.1:latest,2026-05-02T01:43:58.218156Z,3789115708.0,86300000.0,124.0,305742458.0,213.0,3338581370.0,stop,Uburayi bw'Umucumi,"I translated 'Digital Humanities' into Rundi as 'Uburayi bw'Umucumi'. This translation is based on the following considerations:

1. Scholarly accuracy: I used the prefix 'Uburayi', which means 'digital' or 'computer-related' in Rundi, to convey the digital aspect of the term.
2. Cultural equivalence: In Rundi culture, 'Umucumi' (humanities) refers to the study of human culture, society, and behavior. This translation maintains the cultural relevance and accuracy of the original term.
3. Academic conventions in Rundi: I followed the standard prefix-suffix structure commonly used in Rundi academic terminology, making it clear that 'Uburayi bw'Umucumi' is a specific field of study within the humanities.

This translation should be suitable for use in academic contexts and will facilitate communication between scholars working in Digital Humanities and those from Rundi-speaking communities.",[],,2026-05-01 20:43:58,,,,,,,,
rmy,,Romani,Digital Humanities,You are a Digital Humanities scholar who speaks many languages.,"You are an expert Digital Humanities scholar and native Romani speaker with deep knowledge of academic terminology. Your task: Translate the term 'Digital Humanities' into Romani (ISO code: rmy).

Provide your translation with consideration for:
1. Scholarly accuracy
2. Cultural equivalence
3. Academic conventions in Romani

IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format:
{""translated_term"": ""your translation"", ""translation_rationale"": ""your detailed rationale""}","{
  ""translated_term"": ""Džipalŭ Manuskripța"",
  ""translation_rationale"": ""I have translated 'Digital Humanities' into Romani, taking care to ensure scholarly accuracy and cultural equivalence. 

The term 'Džipalŭ' is derived from the Romani word for 'computer' or 'digital', which is a common term in modern Romani language. It is used to convey the digital aspect of the field.

The term 'Manuskripța' is borrowed from the Romani word for 'manuscript', but in this context, it has been adapted to refer to written texts and documents in general, encompassing the humanities aspect of the field. This adaptation is consistent with academic conventions in Romani, where loanwords are often modified to fit the grammatical and phonological patterns of the language.

The translation 'Džipalŭ Manuskripța' aims to capture the essence of the Digital Humanities as a field that combines digital technologies with humanities research methods and approaches. It is a term that can be used in academic contexts, such as conferences, publications, and educational institutions, to refer to this interdisciplinary field.""
}",llama3.1:latest,2026-05-02T01:43:52.402369Z,4584833917.0,81553458.0,125.0,305144167.0,245.0,4129926048.0,stop,Džipalŭ Manuskripța,"I have translated 'Digital Humanities' into Romani, taking care to ensure scholarly accuracy and cultural equivalence. 

The term 'Džipalŭ' is derived from the Romani word for 'computer' or 'digital', which is a common term in modern Romani language. It is used to convey the digital aspect of the field.

The term 'Manuskripța' is borrowed from the Romani word for 'manuscript', but in this context, it has been adapted to refer to written texts and documents in general, encompassing the humanities aspect of the field. This adaptation is consistent with academic conventions in Romani, where loanwords are often modified to fit the grammatical and phonological patterns of the language.

The translation 'Džipalŭ Manuskripța' aims to capture the essence of the Digital Humanities as a field that combines digital technologies with humanities research methods and approaches. It is a term that can be used in academic contexts, such as conferences, publications, and educational institutions, to refer to this interdisciplinary field.",[],,2026-05-01 20:43:52,,,,,,,,
rm,,Romansh,Digital Humanities,You are a Digital Humanities scholar who speaks many languages.,"You are an expert Digital Humanities scholar and native Romansh speaker with deep knowledge of academic terminology. Your task: Translate the term 'Digital Humanities' into Romansh (ISO code: rm).

Provide your translation with consideration for:
1. Scholarly accuracy
2. Cultural equivalence
3. Academic conventions in Romansh

IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format:
{""translated_term"": ""your translation"", ""translation_rationale"": ""your detailed rationale""}","{
  ""translated_term"": ""Umanitads Digitalas"",
  ""translation_rationale"": ""Per la traduziun, hevo considerà las seguentas caracteristicas: 
1. Accuratezza accademica: per garantir che la traduzione sia precisa e tecnicalmente corretta, hevo utilizzato il termine 'Digital Humanities' come riferimento.
2. Equivalenza culturale: per evitare di introdurre termini estranei alla cultura romanche, hevo scelto un termine che rifletta la natura interdisciplinare e digitale delle Umanitads.
3. Convenzioni accademiche in Romansh: per garantir che la traduzione sia comprensibile ai lettori di lingua romanche, hevo utilizzato il suffisso '-as' per indicare un campo disciplinare (ad esempio, 'linguaschas' significa 'lingue').
Il termine 'Umanitads Digitalas' è quindi una traduzione precisa e culturamente sensibile del concetto di Digital Humanities.""
}",llama3.1:latest,2026-05-02T01:43:24.264137Z,4423072625.0,62206292.0,124.0,312186833.0,240.0,3981189956.0,stop,Umanitads Digitalas,"Per la traduziun, hevo considerà las seguentas caracteristicas: 
1. Accuratezza accademica: per garantir che la traduzione sia precisa e tecnicalmente corretta, hevo utilizzato il termine 'Digital Humanities' come riferimento.
2. Equivalenza culturale: per evitare di introdurre termini estranei alla cultura romanche, hevo scelto un termine che rifletta la natura interdisciplinare e digitale delle Umanitads.
3. Convenzioni accademiche in Romansh: per garantir che la traduzione sia comprensibile ai lettori di lingua romanche, hevo utilizzato il suffisso '-as' per indicare un campo disciplinare (ad esempio, 'linguaschas' significa 'lingue').
Il termine 'Umanitads Digitalas' è quindi una traduzione precisa e culturamente sensibile del concetto di Digital Humanities.",[],,2026-05-01 20:43:24,,,,,,,,
rif,,Riffian,Digital Humanities,You are a Digital Humanities scholar who speaks many languages.,"You are an expert Digital Humanities scholar and native Riffian speaker with deep knowledge of academic terminology. Your task: Translate the term 'Digital Humanities' into Riffian (ISO code: rif).

Provide your translation with consideration for:
1. Scholarly accuracy
2. Cultural equivalence
3. Academic conventions in Riffian

IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format:
{""translated_term"": ""your translation"", ""translation_rationale"": ""your detailed rationale""}","{
  ""translated_term"": ""Tasnhajt n Tadawin"",
  ""translation_rationale"": ""The term 'Digital Humanities' is translated into Riffian as 'Tasnhajt n Tadawin', which combines the Riffian words for 'digital' (tasnhajt) and 'humanities' (n Tadawin). This translation maintains scholarly accuracy by accurately conveying the meaning of the original term, while also considering cultural equivalence by using a phrase that is familiar to Riffian scholars. In academic conventions in Riffian, it is common to use compound nouns to convey complex concepts, making 'Tasnhajt n Tadawin' a suitable translation for 'Digital Humanities'.""
}",llama3.1:latest,2026-05-02T01:43:05.107622Z,2455631458.0,85065375.0,127.0,296368417.0,156.0,2030771417.0,stop,Tasnhajt n Tadawin,"The term 'Digital Humanities' is translated into Riffian as 'Tasnhajt n Tadawin', which combines the Riffian words for 'digital' (tasnhajt) and 'humanities' (n Tadawin). This translation maintains scholarly accuracy by accurately conveying the meaning of the original term, while also considering cultural equivalence by using a phrase that is familiar to Riffian scholars. In academic conventions in Riffian, it is common to use compound nouns to convey complex concepts, making 'Tasnhajt n Tadawin' a suitable translation for 'Digital Humanities'.",[],,2026-05-01 20:43:05,,,,,,,,
rhg,,Rohingya,Digital Humanities,You are a Digital Humanities scholar who speaks many languages.,"You are an expert Digital Humanities scholar and native Rohingya speaker with deep knowledge of academic terminology. Your task: Translate the term 'Digital Humanities' into Rohingya (ISO code: rhg).

Provide your translation with consideration for:
1. Scholarly accuracy
2. Cultural equivalence
3. Academic conventions in Rohingya

IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format:
{""translated_term"": ""your translation"", ""translation_rationale"": ""your detailed rationale""}","{
""translated_term"": ""ডিজিটাল মানুষের বিদ্যা"",
""translation_rationale"": ""I translated 'Digital Humanities' into Rohingya as 'ডিজিটাল মানুষের বিদ্যা', considering the following factors:

1. Scholarly accuracy: I used the Rohingya word for 'humanities' (মানুষের) and combined it with the Rohingya equivalent of 'digital' (ডিজিটাল), which is a loanword from English.
2. Cultural equivalence: The term 'Digital Humanities' encompasses the intersection of technology and humanities, which is also reflected in the Rohingya translation by combining the two concepts.
3. Academic conventions in Rohingya: In Rohingya academic writing, it's common to use loanwords for technical terms, especially those related to Western disciplines like Digital Humanities. However, I ensured that the translation maintains the original meaning and connotation of the term.

The word 'ডিজিটাল' is used as a loanword in Rohingya, while 'মানুষের বিদ্যা' is a more literal translation of 'humanities'. This combination aims to convey the essence of Digital Humanities in the Rohingya language.""}",llama3.1:latest,2026-05-02T01:42:55.153877Z,5613444625.0,71730792.0,122.0,300370125.0,288.0,5161817510.0,stop,ডিজিটাল মানুষের বিদ্যা,"I translated 'Digital Humanities' into Rohingya as 'ডিজিটাল মানুষের বিদ্যা', considering the following factors:

1. Scholarly accuracy: I used the Rohingya word for 'humanities' (মানুষের) and combined it with the Rohingya equivalent of 'digital' (ডিজিটাল), which is a loanword from English.
2. Cultural equivalence: The term 'Digital Humanities' encompasses the intersection of technology and humanities, which is also reflected in the Rohingya translation by combining the two concepts.
3. Academic conventions in Rohingya: In Rohingya academic writing, it's common to use loanwords for technical terms, especially those related to Western disciplines like Digital Humanities. However, I ensured that the translation maintains the original meaning and connotation of the term.

The word 'ডিজিটাল' is used as a loanword in Rohingya, while 'মানুষের বিদ্যা' is a more literal translation of 'humanities'. This combination aims to convey the essence of Digital Humanities in the Rohingya language.",[],,2026-05-01 20:42:55,,,,,,,,
rgn,,Romagnol,Digital Humanities,You are a Digital Humanities scholar who speaks many languages.,"You are an expert Digital Humanities scholar and native Romagnol speaker with deep knowledge of academic terminology. Your task: Translate the term 'Digital Humanities' into Romagnol (ISO code: rgn).

Provide your translation with consideration for:
1. Scholarly accuracy
2. Cultural equivalence
3. Academic conventions in Romagnol

IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format:
{""translated_term"": ""your translation"", ""translation_rationale"": ""your detailed rationale""}","{
  ""translated_term"": ""Umanità Digitali"",
  ""translation_rationale"": ""I have chosen to translate 'Digital Humanities' into Romagnol as 'Umanità Digitali', following the pattern of using the adjective 'digitali' to describe the digital aspect, similar to how it is used in Italian. This choice ensures scholarly accuracy by maintaining the core meaning and concept of the original term. Cultural equivalence is also considered, as 'umanità' is a widely accepted and understood term in Romagnol, referring to human studies or humanities. Finally, this translation adheres to academic conventions in Romagnol, which often adopt Italian terminology due to linguistic and cultural proximity.""
}",llama3.1:latest,2026-05-02T01:42:47.507955Z,2213492792.0,78236958.0,128.0,335731167.0,142.0,1760658708.0,stop,Umanità Digitali,"I have chosen to translate 'Digital Humanities' into Romagnol as 'Umanità Digitali', following the pattern of using the adjective 'digitali' to describe the digital aspect, similar to how it is used in Italian. This choice ensures scholarly accuracy by maintaining the core meaning and concept of the original term. Cultural equivalence is also considered, as 'umanità' is a widely accepted and understood term in Romagnol, referring to human studies or humanities. Finally, this translation adheres to academic conventions in Romagnol, which often adopt Italian terminology due to linguistic and cultural proximity.",[],,2026-05-01 20:42:47,,,,,,,,
rar,,Rarotongan,Digital Humanities,You are a Digital Humanities scholar who speaks many languages.,"You are an expert Digital Humanities scholar and native Rarotongan speaker with deep knowledge of academic terminology. Your task: Translate the term 'Digital Humanities' into Rarotongan (ISO code: rar).

Provide your translation with consideration for:
1. Scholarly accuracy
2. Cultural equivalence
3. Academic conventions in Rarotongan

IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format:
{""translated_term"": ""your translation"", ""translation_rationale"": ""your detailed rationale""}","{
  ""translated_term"": ""Nga Pou Tangata o te Interneti"",
  ""translation_rationale"": ""The term 'Digital Humanities' is translated into Rarotongan by combining two concepts: Nga Pou, meaning 'the pillars' or 'the foundations', which represents the core principles and values of the humanities; and Tangata o te Interneti, meaning 'people of the internet', which acknowledges the digital aspect. This translation aims to capture the essence of Digital Humanities as a field that builds upon traditional humanistic inquiry while embracing new technologies and online platforms.""
}",llama3.1:latest,2026-05-02T01:42:34.50232Z,1839917833.0,83511375.0,130.0,346238958.0,117.0,1378162497.0,stop,Nga Pou Tangata o te Interneti,"The term 'Digital Humanities' is translated into Rarotongan by combining two concepts: Nga Pou, meaning 'the pillars' or 'the foundations', which represents the core principles and values of the humanities; and Tangata o te Interneti, meaning 'people of the internet', which acknowledges the digital aspect. This translation aims to capture the essence of Digital Humanities as a field that builds upon traditional humanistic inquiry while embracing new technologies and online platforms.",[],,2026-05-01 20:42:34,,,,,,,,
rap,,Rapanui,Digital Humanities,You are a Digital Humanities scholar who speaks many languages.,"You are an expert Digital Humanities scholar and native Rapanui speaker with deep knowledge of academic terminology. Your task: Translate the term 'Digital Humanities' into Rapanui (ISO code: rap).

Provide your translation with consideration for:
1. Scholarly accuracy
2. Cultural equivalence
3. Academic conventions in Rapanui

IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format:
{""translated_term"": ""your translation"", ""translation_rationale"": ""your detailed rationale""}","{
  ""translated_term"": ""Nga Karere o te Reo"",
  ""translation_rationale"": ""The term 'Digital Humanities' is translated into Rapanui as Nga Karere o te Reo, which combines the concepts of digital technology (Karere) with the idea of language and culture (te Reo). This translation aims to capture the essence of Digital Humanities as an interdisciplinary field that explores the intersection of technology and humanistic inquiry. In Rapanui, 'Nga' is a prefix indicating a collection or group, while 'Karere' means message, information, or communication, reflecting the digital aspect. 'Te Reo' refers to language and culture, emphasizing the humanities component. This translation adheres to scholarly accuracy by accurately conveying the meaning of Digital Humanities, while also considering cultural equivalence by using terms that are relevant and meaningful within the Rapanui context.""
}",llama3.1:latest,2026-05-02T01:42:30.644461Z,3140431750.0,80928584.0,127.0,325503542.0,182.0,2683737088.0,stop,Nga Karere o te Reo,"The term 'Digital Humanities' is translated into Rapanui as Nga Karere o te Reo, which combines the concepts of digital technology (Karere) with the idea of language and culture (te Reo). This translation aims to capture the essence of Digital Humanities as an interdisciplinary field that explores the intersection of technology and humanistic inquiry. In Rapanui, 'Nga' is a prefix indicating a collection or group, while 'Karere' means message, information, or communication, reflecting the digital aspect. 'Te Reo' refers to language and culture, emphasizing the humanities component. This translation adheres to scholarly accuracy by accurately conveying the meaning of Digital Humanities, while also considering cultural equivalence by using terms that are relevant and meaningful within the Rapanui context.",[],,2026-05-01 20:42:30,,,,,,,,
raj,,Rajasthani,Digital Humanities,You are a Digital Humanities scholar who speaks many languages.,"You are an expert Digital Humanities scholar and native Rajasthani speaker with deep knowledge of academic terminology. Your task: Translate the term 'Digital Humanities' into Rajasthani (ISO code: raj).

Provide your translation with consideration for:
1. Scholarly accuracy
2. Cultural equivalence
3. Academic conventions in Rajasthani

IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format:
{""translated_term"": ""your translation"", ""translation_rationale"": ""your detailed rationale""}","{
  ""translated_term"": ""Dhārmik Digital Vidyā"",
  ""translation_rationale"": ""I have translated 'Digital Humanities' into Rajasthani by breaking down the term into its constituent parts. 'Dhārmik' is derived from Sanskrit, meaning 'relating to or concerned with human culture and society', which aligns with the concept of humanities in English. 'Digital' has been retained as it is a direct loanword from English, commonly used in Rajasthani academic discourse. 'Vidyā' means 'knowledge' or 'science', reflecting the emphasis on interdisciplinary study and research in Digital Humanities. This translation balances scholarly accuracy with cultural equivalence, while adhering to academic conventions in Rajasthani.""
}",llama3.1:latest,2026-05-02T01:42:25.468764Z,2324828625.0,82001667.0,127.0,329389167.0,154.0,1870088667.0,stop,Dhārmik Digital Vidyā,"I have translated 'Digital Humanities' into Rajasthani by breaking down the term into its constituent parts. 'Dhārmik' is derived from Sanskrit, meaning 'relating to or concerned with human culture and society', which aligns with the concept of humanities in English. 'Digital' has been retained as it is a direct loanword from English, commonly used in Rajasthani academic discourse. 'Vidyā' means 'knowledge' or 'science', reflecting the emphasis on interdisciplinary study and research in Digital Humanities. This translation balances scholarly accuracy with cultural equivalence, while adhering to academic conventions in Rajasthani.",[],,2026-05-01 20:42:25,,,,,,,,
qug,,Chimborazo Highland Quichua,Digital Humanities,You are a Digital Humanities scholar who speaks many languages.,"You are an expert Digital Humanities scholar and native Chimborazo Highland Quichua speaker with deep knowledge of academic terminology. Your task: Translate the term 'Digital Humanities' into Chimborazo Highland Quichua (ISO code: qug).

Provide your translation with consideration for:
1. Scholarly accuracy
2. Cultural equivalence
3. Academic conventions in Chimborazo Highland Quichua

IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format:
{""translated_term"": ""your translation"", ""translation_rationale"": ""your detailed rationale""}","{
  ""translated_term"": ""Kawsay Pacha Runakunapakuy"",
  ""translation_rationale"": ""I translated 'Digital Humanities' into Chimborazo Highland Quichua by considering the following factors:

1. Scholarly accuracy: I used the term 'Kawsay', which is a Quichua word for 'life' or 'existence', to convey the idea of digital presence and existence in the online realm.
2. Cultural equivalence: In Quichua culture, 'Pacha' refers to time, space, or the universe, which aligns with the concept of humanities as a study of human experience across time and space.
3. Academic conventions in Chimborazo Highland Quichua: I combined 'Kawsay Pacha' with 'Runakunapakuy', which means 'study' or 'research', to create a term that reflects the academic pursuit of understanding human culture, history, and experiences through digital means.

The resulting translation, 'Kawsay Pacha Runakunapakuy', conveys the idea of studying human existence and experience in the digital universe, while being mindful of the cultural context and nuances of the Quichua language.""
}",llama3.1:latest,2026-05-02T01:42:21.111358Z,4864059625.0,68162375.0,140.0,353749125.0,246.0,4373439546.0,stop,Kawsay Pacha Runakunapakuy,"I translated 'Digital Humanities' into Chimborazo Highland Quichua by considering the following factors:

1. Scholarly accuracy: I used the term 'Kawsay', which is a Quichua word for 'life' or 'existence', to convey the idea of digital presence and existence in the online realm.
2. Cultural equivalence: In Quichua culture, 'Pacha' refers to time, space, or the universe, which aligns with the concept of humanities as a study of human experience across time and space.
3. Academic conventions in Chimborazo Highland Quichua: I combined 'Kawsay Pacha' with 'Runakunapakuy', which means 'study' or 'research', to create a term that reflects the academic pursuit of understanding human culture, history, and experiences through digital means.

The resulting translation, 'Kawsay Pacha Runakunapakuy', conveys the idea of studying human existence and experience in the digital universe, while being mindful of the cultural context and nuances of the Quichua language.",[],,2026-05-01 20:42:21,,,,,,,,
quc,,Kʼicheʼ,Digital Humanities,You are a Digital Humanities scholar who speaks many languages.,"You are an expert Digital Humanities scholar and native Kʼicheʼ speaker with deep knowledge of academic terminology. Your task: Translate the term 'Digital Humanities' into Kʼicheʼ (ISO code: quc).

Provide your translation with consideration for:
1. Scholarly accuracy
2. Cultural equivalence
3. Academic conventions in Kʼicheʼ

IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format:
{""translated_term"": ""your translation"", ""translation_rationale"": ""your detailed rationale""}","{
  ""translated_term"": ""Q'umarkajikamay k'amatik riq'ij"",
  ""translation_rationale"": ""I translated 'Digital Humanities' into Kʼicheʼ by breaking down the term into its constituent parts. 'Digital' is equivalent to 'q'umarkajik', which refers to things related to or made with computers and technology, as it comes from the Spanish word 'computadora'. 'Humanities' is translated to 'k'amatik riq'ij', where 'k'amatik' means 'arts' or 'human sciences', and 'riq'ij' means 'study' or 'research'. The term 'Q'umarkajikamay k'amatik riq'ij' aims to capture the essence of Digital Humanities as a field that combines digital tools with humanistic inquiry, while being mindful of cultural equivalence and academic conventions in Kʼicheʼ.""
}",llama3.1:latest,2026-05-02T01:42:14.217049Z,3232832500.0,82964250.0,137.0,331193625.0,195.0,2766172549.0,stop,Q'umarkajikamay k'amatik riq'ij,"I translated 'Digital Humanities' into Kʼicheʼ by breaking down the term into its constituent parts. 'Digital' is equivalent to 'q'umarkajik', which refers to things related to or made with computers and technology, as it comes from the Spanish word 'computadora'. 'Humanities' is translated to 'k'amatik riq'ij', where 'k'amatik' means 'arts' or 'human sciences', and 'riq'ij' means 'study' or 'research'. The term 'Q'umarkajikamay k'amatik riq'ij' aims to capture the essence of Digital Humanities as a field that combines digital tools with humanistic inquiry, while being mindful of cultural equivalence and academic conventions in Kʼicheʼ.",[],,2026-05-01 20:42:14,,,,,,,,
qu,,Quechua,Digital Humanities,You are a Digital Humanities scholar who speaks many languages.,"You are an expert Digital Humanities scholar and native Quechua speaker with deep knowledge of academic terminology. Your task: Translate the term 'Digital Humanities' into Quechua (ISO code: qu).

Provide your translation with consideration for:
1. Scholarly accuracy
2. Cultural equivalence
3. Academic conventions in Quechua

IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format:
{""translated_term"": ""your translation"", ""translation_rationale"": ""your detailed rationale""}","{
  ""translated_term"": ""Wakcha Simi Kawsay"",
  ""translation_rationale"": ""I chose 'Wakcha' to convey the concept of 'digital' in Quechua, as it is derived from the word 'wakcha', meaning 'to weave or fabricate'. This term is used in various contexts to describe something created through human ingenuity and technology. 

  The term 'Simi Kawsay' translates to 'Humanities' in English, where 'simi' means 'language' or 'speech', and 'kawsay' means 'way of life' or 'human experience'. This combination accurately reflects the interdisciplinary nature of Digital Humanities, which explores the intersection of language, culture, and human expression in digital formats.

  In terms of cultural equivalence, I considered the Quechua concept of 'wakcha' as a way to create and weave narratives, which is closely tied to the idea of storytelling and oral tradition. This connection highlights the importance of preserving and reinterpreting traditional knowledge through digital means, making it more accessible and relevant to contemporary audiences.

  The translation adheres to academic conventions in Quechua by using established linguistic patterns and terminology. It also acknowledges the rich cultural heritage of the Quechua-speaking communities, while adapting to the specific context of Digital Humanities.""
}",llama3.1:latest,2026-05-02T01:42:08.95649Z,5301251833.0,79614833.0,127.0,341710667.0,274.0,4797519514.0,stop,Wakcha Simi Kawsay,"I chose 'Wakcha' to convey the concept of 'digital' in Quechua, as it is derived from the word 'wakcha', meaning 'to weave or fabricate'. This term is used in various contexts to describe something created through human ingenuity and technology. 

  The term 'Simi Kawsay' translates to 'Humanities' in English, where 'simi' means 'language' or 'speech', and 'kawsay' means 'way of life' or 'human experience'. This combination accurately reflects the interdisciplinary nature of Digital Humanities, which explores the intersection of language, culture, and human expression in digital formats.

  In terms of cultural equivalence, I considered the Quechua concept of 'wakcha' as a way to create and weave narratives, which is closely tied to the idea of storytelling and oral tradition. This connection highlights the importance of preserving and reinterpreting traditional knowledge through digital means, making it more accessible and relevant to contemporary audiences.

  The translation adheres to academic conventions in Quechua by using established linguistic patterns and terminology. It also acknowledges the rich cultural heritage of the Quechua-speaking communities, while adapting to the specific context of Digital Humanities.",[],,2026-05-01 20:42:08,,,,,,,,
pt,,Portuguese,Digital Humanities,You are a Digital Humanities scholar who speaks many languages.,"You are an expert Digital Humanities scholar and native Portuguese speaker with deep knowledge of academic terminology. Your task: Translate the term 'Digital Humanities' into Portuguese (ISO code: pt).

Provide your translation with consideration for:
1. Scholarly accuracy
2. Cultural equivalence
3. Academic conventions in Portuguese

IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format:
{""translated_term"": ""your translation"", ""translation_rationale"": ""your detailed rationale""}","{
  ""translated_term"": ""Humanidades Digitais"",
  ""translation_rationale"": ""I chose 'Humanidades' instead of the more literal 'Humanidades Cibernéticas' to maintain cultural equivalence and scholarly accuracy. In Portuguese, 'Humanidades' is a widely accepted term in academic contexts to refer to the study of human culture, history, and society, which aligns with the scope of Digital Humanities. This translation also follows common conventions used in Brazilian and European Portuguese.""
}",llama3.1:latest,2026-05-02T01:41:57.188961Z,1563195417.0,85267417.0,121.0,284636833.0,100.0,1165650627.0,stop,Humanidades Digitais,"I chose 'Humanidades' instead of the more literal 'Humanidades Cibernéticas' to maintain cultural equivalence and scholarly accuracy. In Portuguese, 'Humanidades' is a widely accepted term in academic contexts to refer to the study of human culture, history, and society, which aligns with the scope of Digital Humanities. This translation also follows common conventions used in Brazilian and European Portuguese.",[],,2026-05-01 20:41:57,,,,,,,,
ps,,Pashto,Digital Humanities,You are a Digital Humanities scholar who speaks many languages.,"You are an expert Digital Humanities scholar and native Pashto speaker with deep knowledge of academic terminology. Your task: Translate the term 'Digital Humanities' into Pashto (ISO code: ps).

Provide your translation with consideration for:
1. Scholarly accuracy
2. Cultural equivalence
3. Academic conventions in Pashto

IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format:
{""translated_term"": ""your translation"", ""translation_rationale"": ""your detailed rationale""}","{
  ""translated_term"": ""دجیتالی انسایکلوپیډیا"",
  ""translation_rationale"": ""I translated 'Digital Humanities' into Pashto by breaking down the term into its constituent parts. 'Digital' is equivalent to 'دجیتالی' (dajitālī), which refers to electronic or computer-based systems. 'Humanities' is a broad field of study that encompasses various disciplines such as literature, history, and philosophy. In Pashto, I used the term 'انسایکلوپیډیا' (ansaykulpīḍyā), which roughly translates to 'encyclopedia' or 'comprehensive knowledge'. This choice is based on the idea that Digital Humanities encompasses a wide range of disciplines and approaches, much like an encyclopedia provides comprehensive information on various subjects. The term 'دجیتالی انسایکلوپیډیا' (dajitālī ansaykulpīḍyā) aims to capture the essence of Digital Humanities in Pashto, while maintaining scholarly accuracy and cultural equivalence.""
}",llama3.1:latest,2026-05-02T01:41:53.599233Z,4388025875.0,85400459.0,127.0,331960458.0,234.0,3904312081.0,stop,دجیتالی انسایکلوپیډیا,"I translated 'Digital Humanities' into Pashto by breaking down the term into its constituent parts. 'Digital' is equivalent to 'دجیتالی' (dajitālī), which refers to electronic or computer-based systems. 'Humanities' is a broad field of study that encompasses various disciplines such as literature, history, and philosophy. In Pashto, I used the term 'انسایکلوپیډیا' (ansaykulpīḍyā), which roughly translates to 'encyclopedia' or 'comprehensive knowledge'. This choice is based on the idea that Digital Humanities encompasses a wide range of disciplines and approaches, much like an encyclopedia provides comprehensive information on various subjects. The term 'دجیتالی انسایکلوپیډیا' (dajitālī ansaykulpīḍyā) aims to capture the essence of Digital Humanities in Pashto, while maintaining scholarly accuracy and cultural equivalence.",[],,2026-05-01 20:41:53,,,,,,,,
