language_code,language_name,service,exclude_translation,exclude_term_minimal,exclude_term_fluent_speaker,exclude_term_github_searcher,exclude_term_judge,original_term,corrected_term,notes
"ojg","Eastern Ojibwa","analysis_exclusion",true,false,false,false,false,"...","",""
"hit","Hittite","analysis_exclusion",true,false,false,false,false,"Translation not possible","",""
"hit","Hittite","analysis_exclusion",true,false,false,false,false,"No direct translation possible.","",""
"kpy","Koryak","analysis_exclusion",true,false,false,false,false,"...","",""
"lut","Lushootseed","analysis_exclusion",true,false,false,false,false,"Translation not available","",""
"tnr","Ménik","analysis_exclusion",true,false,false,false,false,"[Translation unavailable - insufficient data on Ménik language]","",""
"phn","Phoenician","search_exclusion",false,false,false,false,false,"[D]GD[L] H[W]MN[T] H[Y]SL[Y]","",""
"phn","Phoenician","search_exclusion",false,false,false,false,false,"ḪŠB' LṢM","",""
"phn","Phoenician","search_exclusion",false,false,false,false,false,"Ḥmrwt dglṭ","",""
"phn","Phoenician","search_exclusion",false,false,false,false,false,"𐤁 kulli ʾlphabet ʾldmtt","",""
"phn","Phoenician","search_exclusion",false,false,false,false,false,"KTLM 𐤂𐤁𐤄𐤓𐤌𐤍𐤊","",""
"phn","Phoenician","search_exclusion",false,false,false,false,false,"𐤃𐤋िal","",""
"sux","Sumerian","search_exclusion",false,false,false,false,false,"[BAR-AN]-[GIS]-[KA]-[ZI]","",""
"xav","Xavánte","analysis_exclusion",true,false,false,false,false,"Translation not available","",""
"xav","Xavánte","search_exclusion",false,false,false,false,false,"Wapté di-digital, wapté di-humanidades","",""
"zun","Zuni","analysis_exclusion",true,false,false,false,false,"Translation not available","",""
"lu","Luba-Katanga","analysis_exclusion",true,false,false,false,false,"...","",""
"crm","Moose Cree","search_exclusion",false,false,false,false,false,"[Asiniy] [Miikana-aadizokaan]","",""
"osc","Oscan","analysis_exclusion",true,false,false,false,false,"No direct equivalent","",""
"ttj","Tooro","analysis_exclusion",true,false,false,false,false,"...","",""
"tsd","Tsakonian","analysis_exclusion",true,false,false,false,false,"...","",""
"len","Lenca","analysis_exclusion",true,false,false,false,false,"No direct translation available; a descriptive phrase or neologism would be required.","",""
"len","Lenca","analysis_exclusion",true,false,false,false,false,"No direct translation available. Lenca is an extinct language with limited documented vocabulary, especially for modern academic concepts. A loanword or descriptive phrase would be necessary if the language were still spoken.","",""
"len","Lenca","search_exclusion",false,false,false,false,false,"Lenca Digital Humanities","",""
"tgx","Tagish","analysis_exclusion",true,false,false,false,false,"No direct translation available; a descriptive phrase would be needed.","",""
"tgx","Tagish","analysis_exclusion",true,false,false,false,false,"No direct translation available","",""
"lwl","Eastern Lawa","analysis_exclusion",true,false,false,false,false,"Unable to provide translation","",""
"lwl","Eastern Lawa","analysis_exclusion",true,false,false,false,false,"Unable to provide reliable translation","",""
"lwl","Eastern Lawa","search_exclusion",false,false,false,false,false,"DEALINGS WithData  In  Digital  Formats","",""
"lwl","Eastern Lawa","search_exclusion",false,false,false,false,false,"DEALINGS DIGITAL","",""
"lwl","Eastern Lawa","search_exclusion",false,false,false,false,false,"DEALINGS WITH DIGITAL INFORMATS","",""
"sm","Samoan","analysis_exclusion",true,false,false,false,false,"Mataupu Fa&#39;atekinolosi Fa&#39;atekinolosi","",""
"sm","Samoan","search_exclusion",false,false,false,false,false,"Digital Man's","",""
"kfo","Koro","analysis_exclusion",true,false,false,false,false,"Koro equivalent (hypothetical): [insert term here]","",""
"kfo","Koro","search_exclusion",false,false,false,false,false,"Koro: Ŋwéŋwé Ŋgáŋ","",""
"xlc","Lycian","analysis_exclusion",true,false,false,false,false,"\u{10C4}\u{10D3}\u{10E2}\u{10F5} \u{10B9}\u{10BA}\u{10BB} \u{10CE}\u{10CF}","",""
"xlc","Lycian","analysis_exclusion",true,false,false,false,false,"\u{10C4}\u{10D3}\u{10E2}\u{10F5} \u{10B9}\u{10BA}\u{10BB}","",""
"shn","Shan","analysis_exclusion",true,false,false,false,false,"No standardized translation available","",""
"xna","Ancient North Arabian","analysis_exclusion",true,false,false,false,false,"Unable to provide translation","",""
"xna","Ancient North Arabian","search_exclusion",false,false,false,false,false,"ʾl-dīġītl ḥuṃūnyāt","",""
"kha","Khasi","analysis_exclusion",true,false,false,false,false,"Khasi (ISO kha) does not have a direct translation for the term 'Digital Humanities'. However, a possible approximation could be 'Nongbah Digital Kutladawlai' which translates to 'Digital Study of Culture'. This approximation is based on the understanding that Digital Humanities encompasses the study of culture and society in the digital age. The term 'Nongbah', meaning 'study' or 'research', has been used here to represent the academic aspect.","",""
"ceb","Cebuano","analysis_exclusion",true,false,false,false,false,"Digital Humanities nga wala'y kalimtangan sa Ingles, ang pagsulat sa Cebuano ay nagpapakita ng malaking pag-unawa sa iyong wika at term. Ang 'Digital Humanities' sa Ingles ay maaaring ipagmamalaki nga ang mga aral sa kultura at tula na nagpapahalaga sa paggamit ng teknolohiya digital. Sa Cebuano, maaari itong i-translate sa: 'Digital Humanities: Aral sa kultura ug panit-an nga nagpapahalaga sa paggamit sa teknolohiya digital.' Ang mga aral na ito ay maaaring ipagmamalaki nga ang mga aral sa kultura at tula na nagpapahalaga sa paggamit ng teknolohiya digital, kasama ang pag-aralan, pag-usab ug pag-angkop sa mga tekno nga makatutulong sa pag-unsa ug pag-uswag sa mga aral sa kultura at tula.","",""
"tli","Tlingit","analysis_exclusion",true,false,false,false,false,"Gunalchéesh for your request! Translating 'Digital Humanities' into Tlingit is a fascinating challenge, as it involves concepts that are quite new to the Tlingit language and cultural context. There isn't a direct, pre-existing term for this, so we need to construct one using Tlingit linguistic principles.","",""
"wtm","Mewati","analysis_exclusion",true,false,false,false,false,"Not available","",""
"bjt","Balanta-Ganja","analysis_exclusion",true,false,false,false,false,"Unable to provide an accurate translation at this time.","",""
"chb","Chibcha","analysis_exclusion",true,false,false,false,false,"Chibcha does not have a direct equivalent for 'Digital Humanities' as a modern academic concept. A possible descriptive translation could be 'Chibcha: *muysca cubun digital*' (meaning 'digital Muisca language/word'), but this is a modern adaptation, not a historical term.","",""
"chb","Chibcha","analysis_exclusion",true,false,false,false,false,"Chibcha does not have a direct equivalent for 'Digital Humanities' as it is a modern, specialized academic field. A literal translation would be nonsensical. Instead, we can construct a descriptive phrase using Chibcha concepts.","",""
"chb","Chibcha","search_exclusion",false,false,false,false,false,"Chibcha","",""
"del","Delaware","analysis_exclusion",true,false,false,false,false,"Delaware language does not have a standardized modern translation for this term","",""
"cjm","Eastern Cham","analysis_exclusion",true,false,false,false,false,":';
á","",""
"gmh","Middle High German","analysis_exclusion",true,false,false,false,false,"Diz ist 'Digital Humanities' in Mittelniederdeutsch übersetzt: 'Dižitale Menscheitscunde'. Dieser Begriff bedeutet die Anwendung digitaler Technologien auf die Erforschung und Präsentation von menschlichen Kulturen, Literatur, Sprache und Geschichte.","",""
"pcm","Nigerian Pidgin","analysis_exclusion",true,false,false,false,false,"Digital Humanities fit be 'Digital Humanities' o, or 'How we use computer do research for culture and history'","",""
"pcm","Nigerian Pidgin","search_exclusion",false,false,false,false,false,"Digital Humanities fit dem dey use technology to study culture and history","",""
"ttm","Northern Tutchone","analysis_exclusion",true,false,false,false,false,"Unable to provide translation","",""
"ria","Riang (India)","analysis_exclusion",true,false,false,false,false,"=""%=./","",""
"sel","Selkup","analysis_exclusion",true,false,false,false,false,"No applicable translation","",""
"sel","Selkup","search_exclusion",false,false,false,false,false,"Цифровой гуманитарной науки / Цифровой гуманитарнай ӈылы","",""
"str","Straits Salish","analysis_exclusion",true,false,false,false,false,"Sxʷməlc̕ Ḵwulixw.getElementsByName('content').innerHTML=","",""
"str","Straits Salish","analysis_exclusion",true,false,false,false,false,"Unable to provide reliable translation","",""
"str","Straits Salish","analysis_exclusion",true,false,false,false,false,"Unable to provide translation","",""
"str","Straits Salish","search_exclusion",false,false,false,false,false,"Tech-based Research in Humanities","",""
"tht","Tahltan","analysis_exclusion",true,false,false,false,false,"Unable to provide translation","",""
"tht","Tahltan","analysis_exclusion",true,false,false,false,false,"dih-gih t’i’i x’aan gits’aah”, or, more elaborately, “dih-gih t’i’i x’aan gits’aah’ t’i’i x’aah’i”, depending on the desired level of explicitness.","",""
"grr","Taznatit","analysis_exclusion",true,false,false,false,false,"No standardized translation available","",""
"grr","Taznatit","search_exclusion",false,false,false,false,false,"Taznatit Humanities digital","",""
"tsi","Tsimshian","analysis_exclusion",true,false,false,false,false,"Gét’ees’u’u’u X’aam”, “Gét’ees’u’u’u Ła’a”, or “Gét’ees’u’u’u Hí’a”,","",""
"tsi","Tsimshian","analysis_exclusion",true,false,false,false,false,"Gét’ees’u’u X̱aay’aay”, “Gét’ees’u’u Łaax̱”, or “X̱aay’aay Łaax̱” (depending on emphasis and context – see rationale below)","",""
"tsi","Tsimshian","analysis_exclusion",true,false,false,false,false,"No exact translation available","",""
"tsi","Tsimshian","search_exclusion",false,false,false,false,false,"Gitxsan-Tsimshian Digital Scholarship","",""
"cja","Western Cham","analysis_exclusion",true,false,false,false,false,".ManyToMany igitu ksigi","",""
"ccr","Cacaopera","analysis_exclusion",true,false,false,false,false,"Unable to provide translation","",""
"ccr","Cacaopera","analysis_exclusion",true,false,false,false,false,"Unable to provide reliable translation","",""
"gwi","Gwichʼin","analysis_exclusion",true,false,false,false,false,"Not available","",""
"ha","Hausa","analysis_exclusion",true,false,false,false,false,"KCharselect unicode block name","",""
"ha","Hausa","search_exclusion",false,false,false,false,false,"Hausa ni digital ta'addimin zamanan daura","",""
"ha","Hausa","search_exclusion",false,false,false,false,false,"Dalin Hausa Tsawonfiya","",""
"ho","Hiri Motu","analysis_exclusion",true,false,false,false,false,"NOVEMBER 3 - 5","",""
"mls","Masalit","analysis_exclusion",true,false,false,false,false,"(Hypothetical translation)","",""
"rif","Riffian","analysis_exclusion",true,false,false,false,false,"Unavailable due to lack of resources","",""
"sck","Sadri","analysis_exclusion",true,false,false,false,false,"Not Available","",""
"sdc","Sassarese Sardinian","analysis_exclusion",true,false,false,false,false,"Digital Humanities s'è traduttu in Sassarese come 'Humanitats Digitals'","",""
"so","Somali","analysis_exclusion",true,false,false,false,false,"Bani&#39;aadamnimada Dijital ah","",""
"kge","Komering","analysis_exclusion",true,false,false,false,false,"Hello","",""
"cy","Welsh","analysis_exclusion",true,false,false,false,false,"Person UnigolCity name (optional, probably does not need a translation)","",""
"hmd","Large Flowery Miao","search_exclusion",false,false,false,false,false,"𞄀𞄰𞄲𞄰𞄴𞄲𞄰𞄴𞄲𞄰𞄴𞄲𞄰𞄴","",""
"hmd","Large Flowery Miao","search_exclusion",false,false,false,false,false,"oriouslym","",""
"hmd","Large Flowery Miao","search_exclusion",false,false,false,false,false,"𐍃𐍉𐍉𐍉𐍉 𐍉𐍉𐍉𐍉𐍉𐍉 𐍉𐍉𐍉𐍉𐍉𐍉𐍉𐍉𐍉𐍉","",""
"hmd","Large Flowery Miao","search_exclusion",false,false,false,false,false,"𐍫𐌰𐍳𐌺𐌹𐍿 𐌱𐌹𐌳𐌺𐌹𐍿𐌻𐌹𐌳𐌺𐌹𐍿 𐌱𐌹𐌳𐌺𐌹𐍿𐌻𐌹𐌳𐌺𐌹𐍿","",""
"hmd","Large Flowery Miao","search_exclusion",false,false,false,false,false,"𞄀𞄤𞄰𞄴𞄰𞄴𞄤𞄰𞄴𞄰𞄴𞄤𞄰𞄴𞄰𞄴𞄤𞄰𞄴𞄰𞄴","",""
"xsa","Sabaean","search_exclusion",false,false,false,false,false,"ܕܝagrid ܠܗܘܢܝܐ","",""
"xsa","Sabaean","search_exclusion",false,false,false,false,false,"DEALINGS ḥnyt","",""
"si","Sinhala, Sinhalese","search_exclusion",false,false,false,false,false,"digihantuma","",""
"si","Sinhala, Sinhalese","search_exclusion",false,false,false,false,false,"디지탈 සාමාජිකත්වය","",""
"si","Sinhala, Sinhalese","search_exclusion",false,false,false,false,false,"digitaลු සංස්කෘතිය","",""
"si","Sinhala, Sinhalese","search_exclusion",false,false,false,false,false,"ඩිජිටල් මානවwissenschaft (Ḍijitaḷ Mānawa Viyañña)","",""
"si","Sinhala, Sinhalese","search_exclusion",false,false,false,false,false,"ඩිජිටල් මානවwissenschaft (Dijital Mānavavidyā)","",""
"si","Sinhala, Sinhalese","search_exclusion",false,false,false,false,false,"දිගිටල් මානව විද්‍යා","",""
"si","Sinhala, Sinhalese","search_exclusion",false,false,false,false,false,"ඩිජිටල් මානවwissenschaft","",""
"kfy","Kumaoni","search_exclusion",false,false,false,false,false,"デジटल हUMANITIES","",""
"kfy","Kumaoni","search_exclusion",false,false,false,false,false,"डिジタル मानविकी","",""
"den","Slave","search_exclusion",false,false,false,false,false,"Digitale人文科学","",""
"den","Slave","search_exclusion",false,false,false,false,false,"...Nyansa digitaal humanitii...","",""
"hax","Southern Haida","search_exclusion",false,false,false,false,false,"Gyaa’waa’waa’waan Ḵ’uunas’tl”, “Gyaa’waa’waan Ḵ’uunas’tl’”, or “Gyaa’waa’waan Ḵ’uunas’tl’ Ḵ’uunas’tl’”, depending on emphasis and context.","",""
"hai","Haida","search_exclusion",false,false,false,false,false,"Gyaa tl’agaa’waa k’áay tl’agaa’waa”, “Tl’agaa’waa gyaa tl’agaa’waa k’áay”, or “Tl’agaa’waa gyaa tl’agaa’waa”,","",""
"tdd","Tai Nüa","search_exclusion",false,false,false,false,false,"-selector nek-lam-loi","",""
"tdd","Tai Nüa","search_exclusion",false,false,false,false,false,"傣仂数=<?=$num?>","",""
"tdd","Tai Nüa","search_exclusion",false,false,false,false,false,"DIGITAL MOONSHINING","",""
"ctd","Tedim Chin","search_exclusion",false,false,false,false,false,"ᥒᥤᥫᥪᥭᥩ ᥔᥬ᥮᥯","",""
"gmy","Mycenaean Greek","search_exclusion",false,false,false,false,false,"Ŋiŋaŋaŋaŋaŋaŋaŋaŋaŋaŋaŋaŋaŋaŋaŋaŋaŋaŋaŋaŋ","",""
"agq","Aghem","search_exclusion",false,false,false,false,false,"Bura: yi-kutu-tʃɛ̀r, Muri: yi-kutu-tʃɛ̀r-mə́r","",""
"loz","Lozi","search_exclusion",false,false,false,false,false,"Litaba za Kwaikale ze Bulezwi Mwa Bibele ka za Litaba za Kwaikale ze Bulezwi Mwa Bibele ka za Bupilo Bwa Batu","",""
"hdn","Northern Haida","search_exclusion",false,false,false,false,false,"Gyaa tl’agaa’waa x’aakw gyaagyaagang”, “Gyaa tl’agaa’waa x’aakw gyaagyaagang’”, or “Tl’agaa’waa x’aakw gyaagyaagang’”, depending on emphasis.","",""
"st","Southern Sotho","search_exclusion",false,false,false,false,false,"Fihlozo奉学","",""
"st","Southern Sotho","search_exclusion",false,false,false,false,false,"Fihlozo奉古学","",""
"st","Southern Sotho","search_exclusion",false,false,false,false,false,"Fihlozo菲希洛佐","",""
"ter","Tereno","search_exclusion",false,false,false,false,false,"K’é’é’é’é ʔéé’é’é ʔéé’é’é ʔéé’é’é ʔéé’é’é","",""
"ny","Chichewa; Chewa; Nyanja","search_exclusion",false,false,false,false,false,"Digital Humans","",""
"hnn","Hanunoo","search_exclusion",false,false,false,false,false,"/Dkawg'","",""
"hil","Hiligaynon","search_exclusion",false,false,false,false,false,"Digital Humanity","",""
"hil","Hiligaynon","search_exclusion",false,false,false,false,false,"Digital Humanities nga Hiligaynon: Teknolohiya ng Digisyon ug Pang-unsa sa Ikauunlad ug Estudyo sang Kultura","",""
"hup","Hupa","search_exclusion",false,false,false,false,false,"Híiyí’yit’i’ Hup”, “Híiyí’yit’i’ Hup’i’”, or “Híiyí’yit’i’ Hup’i’ Húup”,","",""
"kr","Kanuri","search_exclusion",false,false,false,false,false,"Kanuri: ðâšðâš (Digi-tal Humanities)","",""
"khq","Koyra Chiini","search_exclusion",false,false,false,false,false,"Ordinater nda internɛt goykaw kaŋ ga hima adduɲɲa taarixi nda lasal margantey se","",""
"lcp","Western Lawa","search_exclusion",false,false,false,false,false,"DEALINGS WITH DIGITAL TECHNOLOGIES IN HUMANITIES","",""
"lcp","Western Lawa","search_exclusion",false,false,false,false,false,"ŋaŋ tʉŋ ʉŋ ŋaŋ ŋʉŋ ŋaŋ ŋʉŋ","",""
"vic","Virgin Islands Creole English","search_exclusion",false,false,false,false,false,"Teknologi Weh Mek We Study Ting Dem","",""
"vic","Virgin Islands Creole English","search_exclusion",false,false,false,false,false,"Teknologi Weh Study History an Culture","",""
"he","Hebrew (modern)","search_exclusion",false,false,false,false,false,"Humanital Humanities","",""
"he","Hebrew (modern)","search_exclusion",false,false,false,false,false,"הUMANITIES דיגיטליות","",""
"he","Hebrew (modern)","search_exclusion",false,false,false,false,false,"הUMANITIES_DIGITAL","",""
"myz","Classical Mandaic","search_exclusion",false,false,false,false,false,"ḏ-ʾ-l-m-n-w-t-h-y","",""
"myz","Classical Mandaic","search_exclusion",false,false,false,false,false,"ḏ-ʾ-l-m-n-t-y-h-w-m-s","",""
"myz","Classical Mandaic","search_exclusion",false,false,false,false,false,"ܕܝagrida ܚ人脉","",""
"myz","Classical Mandaic","search_exclusion",false,false,false,false,false,"ܕܝagridܐ ܥܠܡܝܐ","",""
"gan","Gan Chinese","search_exclusion",false,false,false,false,false,"數碼人 humanities (Sù-má rén humanities)","",""
"gan","Gan Chinese","search_exclusion",false,false,false,false,false,"平代米武","",""
"hnj","Hmong Njua","search_exclusion",false,false,false,false,false,"Dias布桂布","",""
"hnj","Hmong Njua","search_exclusion",false,false,false,false,false,"Cov Lus Siv Cov Khoom Siv Cov Neeg Siv Cov Lus (CNKSL)","",""
"lis","Lisu","search_exclusion",false,false,false,false,false,"-selector","",""
"lis","Lisu","search_exclusion",false,false,false,false,false,"-selector-pa-sam-lei","",""
"lis","Lisu","search_exclusion",false,false,false,false,false,"ꓓꓲꓽ ꓡ/GPL ꓢꓳ","",""
"lis","Lisu","search_exclusion",false,false,false,false,false,"ꓒꓲꓽ ꓢꓲ ꓐꓬ ꓡꓳ ꓢꓳ","",""
"lis","Lisu","search_exclusion",false,false,false,false,false,"ꓓꓲꓽ ꓡꓲ ꓢꓳ ꓫꓵ ꓡꓯꓺ ꓚꓬꓽ","",""
"lis","Lisu","search_exclusion",false,false,false,false,false,"ꓷꓲꓤꓬ ꓢꓳꓠꓬꓹ ꓠꓳꓼꓬꓹ","",""
"lis","Lisu","search_exclusion",false,false,false,false,false,"ꓷꓲꓔꓲꓡ ꓡꓲꓢꓳ ꓟꓲꓹ ꓟꓲꓽ ꓫꓵꓽ","",""
"lis","Lisu","search_exclusion",false,false,false,false,false,"ꓔꓲꓽ ꓗꓲꓸ ꓗꓳꓹ ꓟꓲꓹ ꓟꓲꓽ ꓫꓵꓽ","",""
"lis","Lisu","search_exclusion",false,false,false,false,false,"ꓔꓰꓚꓲꓻ ꓗꓳꓶꓼ ꓟꓴ ꓟꓲ ꓔꓳꓹ ꓟꓲꓽ ꓟꓴ ꓟꓲ ꓔꓳꓹ","",""
"lis","Lisu","search_exclusion",false,false,false,false,false,"ꓟꓲꓼ ꓗꓪ ꓟꓲꓼ ꓗꓪ ꓟꓲꓼ ꓗꓪ","",""
"lis","Lisu","search_exclusion",false,false,false,false,false,"ᦑᦺᧉᦑᦺᧉ ᦑᦺᧉᦑᦺᧉ","",""
"hsn","Xiang Chinese","search_exclusion",false,false,false,false,false,"數碼人 humanities (sou2 maa4 jan4 humanities)","",""
"hsn","Xiang Chinese","search_exclusion",false,false,false,false,false,"數碼人 humanities (Soe-maah-yan humanities)","",""
"hsn","Xiang Chinese","search_exclusion",false,false,false,false,false,"數碼人文","",""
"hsn","Xiang Chinese","search_exclusion",false,false,false,false,false,"平程例学","",""
"hsn","Xiang Chinese","search_exclusion",false,false,false,false,false,"數碼人 humanities","",""
"thl","Dangaura Tharu","search_exclusion",false,false,false,false,false,"-threatālā-khānā","",""
"thl","Dangaura Tharu","search_exclusion",false,false,false,false,false,"डिジタル मानविकी","",""
"kaw","Kawi","search_exclusion",false,false,false,false,false,"},'抿攠仈搢',","",""
"kaw","Kawi","search_exclusion",false,false,false,false,false,"DMI","",""
"yi","Yiddish","search_exclusion",false,false,false,false,false,"דיגיטלע הינ;;;;;;;;;;;;;;וואנשטיין","",""
"yi","Yiddish","search_exclusion",false,false,false,false,false,"דיטלעכע הינ bådeומען","",""
"yi","Yiddish","search_exclusion",false,false,false,false,false,"דיגיטלע הינ bådeומנס！","",""
"yi","Yiddish","search_exclusion",false,false,false,false,false,"דיגיטאלע מENSCH-קענוניק","",""
"za","Zhuang, Chuang","search_exclusion",false,false,false,false,false,"数挻 humanities","",""
"cr","Cree","search_exclusion",false,false,false,false,false,"ᑎᒋᑕᓪ ᐊᔪᒥᕐᔪᐊᖅ ᑭᔅᑭᓄᐊᒪᑫᐎᓇ / Digital ᐊᔪᒥᕐᔪᐊᖅ ᑭᔅᑭᓄᐊᒪᑫᐎᓇ","",""
"hak","Hakka Chinese","search_exclusion",false,false,false,false,false,"數碼人 humanities (syu1 daa2 jan4 humanities)","",""
"hak","Hakka Chinese","search_exclusion",false,false,false,false,false,"數碼人 humanities (Sú-dâ jìn-lèu-hàn-gîng)","",""
"hak","Hakka Chinese","search_exclusion",false,false,false,false,false,"數碼人 humanities (syu1 daa1 jan4 humanities)","",""
"hak","Hakka Chinese","search_exclusion",false,false,false,false,false,"Sîn-tiûng-kau","",""
"hak","Hakka Chinese","search_exclusion",false,false,false,false,false,"數碼人 humanities","",""
"teo","Teso","search_exclusion",false,false,false,false,false,"Eŋisaŋa Ŋolokol | Eŋisaŋa Ŋolokol-ŋolokol","",""
"arp","Arapaho","search_exclusion",false,false,false,false,false,"Héne-néé-hée-hóó-hée-néé-’éé-hóó-’éé-néé-hóó","",""
"arp","Arapaho","search_exclusion",false,false,false,false,false,"Héétce'nóóhobé3enóó'owúú3i' héétce'nóóhobé3enóó'owúú3i'","",""
"bg","Bulgarian","search_exclusion",false,false,false,false,false,"(Средредредредредредредредредредредредредредредредредредредредредредредредредредредредредредредредредредредредредред","",""
"crh","Crimean Tatar","search_exclusion",false,false,false,false,false,"Räsmiy İnsaniyatlar / Saniyalı İnsaniyatlar","",""
"fan","Fang","search_exclusion",false,false,false,false,false,"Fang: ñɔ́ŋɛ̀ káà síí","",""
"sv","Swedish","search_exclusion",false,false,false,false,false,"Digitala人文","",""
"ota","Turkish, Ottoman (1500-1928)","search_exclusion",false,false,false,false,false,"San'î Numara İnsanîyatlar / San'î Numara İnsan Bilimleri","",""
"ota","Turkish, Ottoman (1500-1928)","search_exclusion",false,false,false,false,false,"رقمی Beşerî İlimler","",""
"vi","Vietnamese","search_exclusion",false,false,false,false,false,"Hệ bình bình bình bình bình bình bình bình bình bình bình bình bình bình bình bình bình đẳng","",""
"ext","Extremaduran","search_exclusion",false,false,false,false,false,"Humanidades Digitals / Humanidaz Digitals","",""
"enm","Middle English","search_exclusion",false,false,false,false,false,"Craft of Lettres by Nombres","",""
"enm","Middle English","search_exclusion",false,false,false,false,false,"Digne Scrifte & Newe Wisedom","",""
"enm","Middle English","search_exclusion",false,false,false,false,false,"Lettre of Nummys","",""
"enm","Middle English","search_exclusion",false,false,false,false,false,"Lettre des Sciences","",""
"enm","Middle English","search_exclusion",false,false,false,false,false,"Digne Scrifte & Newe Craftis","",""
"ng","Ndonga","search_exclusion",false,false,false,false,false,"Omithikampango dhaantu odha li hadhi ningitha aantu ya kale ye na ekwatathano ewanawa","",""
"ng","Ndonga","search_exclusion",false,false,false,false,false,"Digitaal Ndonga Yondjila","",""
"ng","Ndonga","search_exclusion",false,false,false,false,false,"Digitaal Ngha Ndonga","",""
"ng","Ndonga","search_exclusion",false,false,false,false,false,"Nangula ya Ndongo ya Digitali","",""
"pms","Piedmontese","search_exclusion",false,false,false,false,false,"Umanità Digital-a / Letrare Digital-a","",""
"pms","Piedmontese","search_exclusion",false,false,false,false,false,"Manman Digital","",""
"aii","Assyrian Neo-Aramaic","search_exclusion",false,false,false,false,false,"ܕܝ(strictly)ܠܝܬܘrômetro","",""
"aii","Assyrian Neo-Aramaic","search_exclusion",false,false,false,false,false,"ܕܝ '""ܘܬܐ ܕܢܗܘܠܝܐ'","",""
"ks","Kashmiri","search_exclusion",false,false,false,false,false,"デジタル हUMANITIES","",""
"ks","Kashmiri","search_exclusion",false,false,false,false,false,"デジتال هมนтехнологيز","",""
"ks","Kashmiri","search_exclusion",false,false,false,false,false,"デジټال هیوینسنس","",""
"ks","Kashmiri","search_exclusion",false,false,false,false,false,"デジتال هมนواهنتس","",""
"ks","Kashmiri","search_exclusion",false,false,false,false,false,"ڈیجیٹل مानवیات","",""
"kjg","Khmu","search_exclusion",false,false,false,false,false,"ກາຣ຺ຮຽນຮູ້ມະນຸດສາດດ້ວຍດິຈິຕອນ","",""
"ti","Tigrinya","search_exclusion",false,false,false,false,false,"DIGITAL ባህሪusc","",""
"ti","Tigrinya","search_exclusion",false,false,false,false,false,"DIGITAL ሣይንስ","",""
"arc","Aramaic","search_exclusion",false,false,false,false,false,"ܕܘܪܗܝܢܬ _DIGITAL ܚܘܢܝܐ","",""
"arc","Aramaic","search_exclusion",false,false,false,false,false,"ܕܝagrid ܥ)))),ܘܬܪܐ","",""
"dz","Dzongkha","search_exclusion",false,false,false,false,false,"རྡོ་རྗེ་དབྱིན་འགྲིirlines་ལྷུས།","",""
"dz","Dzongkha","search_exclusion",false,false,false,false,false,"Dzongkha Digital Humanities","",""
"haz","Hazaragi","search_exclusion",false,false,false,false,false,"دیتالی humanities","",""
"inh","Ingush","search_exclusion",false,false,false,false,false,"Дигиталlü })();

амин билингвизм()","",""
"jrb","Judeo-Arabic","search_exclusion",false,false,false,false,false,"הDET מדעי ה DIGITAL טכנולוגיה ומדעי האנושות","",""
"jrb","Judeo-Arabic","search_exclusion",false,false,false,false,false,"דיגיטאλ הומניטאריא"",","",""
"jpr","Judeo-Persian","search_exclusion",false,false,false,false,false,"نهشتا'i digītālī","",""
"jpr","Judeo-Persian","search_exclusion",false,false,false,false,false,"علوم אנושים דיגיטליים","",""
"kn","Kannada","search_exclusion",false,false,false,false,false,"디지탈 ಭೌತಿಕಶಾಲೆ","",""
"kn","Kannada","search_exclusion",false,false,false,false,false,"디지탈 Humanities","",""
"kn","Kannada","search_exclusion",false,false,false,false,false,"디지탈 ಹೆಂಯೋಲೋಜಿ","",""
"thq","Kochila Tharu","search_exclusion",false,false,false,false,false,"ඩිජිටල් මානවwissenschaft","",""
"thq","Kochila Tharu","search_exclusion",false,false,false,false,false,"Desktop Jyantrik Swadeshmukti","",""
"tru","Turoyo","search_exclusion",false,false,false,false,false,".'_λιντιτερικα","",""
"tru","Turoyo","search_exclusion",false,false,false,false,false,"دیجیټل  (${dijitl}) ه manhwi (${hamnhwɛ})","",""
"knn","Konkani (individual language)","search_exclusion",false,false,false,false,false,"デジ탈 हUMANITIES","",""
"knn","Konkani (individual language)","search_exclusion",false,false,false,false,false,"デジटल हUMANITIES","",""
"bal","Baluchi","search_exclusion",false,false,false,false,false,"دیتالی humanities","",""
"bku","Buhid","search_exclusion",false,false,false,false,false,"_DIPIKIWI ᜊ᜔ᜃᜅ᜔ ᜆ᜔ᜉᜃ᜔","",""
"zh-yue","Cantonese","search_exclusion",false,false,false,false,false,"數碼人 humanities / 數碼人文","",""
"zh-yue","Cantonese","search_exclusion",false,false,false,false,false,"數碼人 humanities / 數字人文","",""
"nwc","Classical Newari","search_exclusion",false,false,false,false,false,"Manavadharma ko Kshetraprakasha/Vyavasthitipatra","",""
"kok","Konkani","search_exclusion",false,false,false,false,false,"デジटल हUMANITIES","",""
"kok","Konkani","search_exclusion",false,false,false,false,false,"デジ탈 हUMANITIES","",""
"mzn","Mazanderani","search_exclusion",false,false,false,false,false,"بومدنی humanities","",""
"lol","Mongo","search_exclusion",false,false,false,false,false,"Ŋɔmɛnɛŋɛrɛŋɛ","",""
