language_code,term_source,openai_translated_term,language_name,openai_completion_tokens,openai_created,openai_finish_reason,openai_model,openai_prompt_tokens,openai_total_tokens,openai_translation_rationale,coding_dh_date
tr,Computational Social Science,Hesaplamalı Sosyal Bilimler,Turkish,130.0,1740732480.0,stop,gpt-4o-2024-08-06,130.0,260.0,"The term ""Hesaplamalı Sosyal Bilimler"" accurately translates ""Computational Social Science"" into Turkish. ""Hesaplamalı"" corresponds to ""Computational,"" indicating the use of algorithmic and quantitative techniques, while ""Sosyal Bilimler"" means ""Social Sciences,"" encapsulating the study of societal structures and human interactions. This translation is widely accepted and used in academic contexts, aligning with suggestions from authoritative sources like the Google Translate API and Wikipedia. Therefore, it requires no modification for clarity or accuracy.",2025-05-31 21:15:56
tt,Computational Social Science,Хисаплау социаль фәннәр,Tatar,120.0,1740732509.0,stop,gpt-4o-2024-08-06,129.0,249.0,"I chose ""Хисаплау социаль фәннәр"" as the translation for ""Computational Social Science"" because ""хисаплау"" accurately captures the notion of computation or calculation, and ""социаль фәннәр"" directly translates to ""social sciences,"" which reflects the multidisciplinary nature of this field that encompasses various branches of social sciences. I opted for ""фәннәр"" in plural form to emphasize the breadth of the field, rather than confining it to a singular notion.",2025-05-31 21:15:56
tw,Computational Social Science,Mputɔe Asetra Nyansahu,Twi,105.0,1740732519.0,stop,gpt-4o-2024-08-06,153.0,258.0,"The term 'Computational Social Science' refers to the study of social sciences using computational methods. 'Mputɔe' refers to computation or calculation, capturing the essence of using computational tools. 'Asetra' describes the social aspect, and 'Nyansahu' refers to science, covering the systematic study involved. This translation is concise and directly expresses the core elements of the original English term.",2025-05-31 21:15:56
ty,Computational Social Science,Te haapiiraa sotiare roro uira,Tahitian,129.0,1740732523.0,stop,gpt-4o-2024-08-06,145.0,274.0,"In crafting this translation, I focused on clarity and comprehensibility. 'Te haapiiraa' suggests a field of study, which is suitable for a scientific discipline such as this. 'Sotiare' captures the social aspects, and 'roro uira' denotes the computational or electronic nature inherent in the term 'computational.' This translation aims to be both accessible and faithful to the original term's meaning, combining elements of the suggestions provided while maintaining an emphasis on the disciplinary study of computational approaches to social science.",2025-05-31 21:15:56
ug,Computational Social Science,ھېسابلاش ئىجتىمائىي پەن,"Uighur, Uyghur",127.0,1740732536.0,stop,gpt-4o-2024-08-06,128.0,255.0,"The term ""ھېسابلاش ئىجتىمائىي پەن"" is appropriate because it directly translates ""Computational"" as ""ھېسابلاش"", ""Social"" as ""ئىجتىمائىي"", and ""Science"" as ""پەن"", which captures the essence of the interdisciplinary field that involves the use of computational methods to analyze social science data. This translation effectively conveys the combination of computing and social disciplines inherent in the original English term, making it a clear and accurate representation.",2025-05-31 21:15:56
uk,Computational Social Science,Обчислювальні соціальні науки,Ukrainian,127.0,1740732544.0,stop,gpt-4o-2024-08-06,130.0,257.0,"The translation ""Обчислювальні соціальні науки"" is a slight modification of Google Translate's suggestion. The term ""Обчислювальні"" accurately reflects ""computational,"" capturing the sense of using calculations or computer-based methods. The phrase ""соціальні науки"" is the standard translation for ""social sciences,"" aligning with the common use in academic and scientific contexts in Ukrainian. This version maintains both clarity and precision, ensuring the term conveys the field's focus on integrating computational methods with social science research.",2025-05-31 21:15:56
ur,Computational Social Science,کمپیوٹیشنل سوشل سائنس,Urdu,169.0,1740732548.0,stop,gpt-4o-2024-08-06,156.0,325.0,"The term ""کمپیوٹیشنل سوشل سائنس"" uses a direct transliteration approach, which is suitable given the increasing global recognition of ""computational"" methodologies in academic disciplines. Transliteration maintains the technical nature and precision of the term. While ""معاشرتی سائنس"" is a more generic translation for ""social science"" that lacks the computational aspect, ""محققہ سوشل سائنس (معہرگی سائنسی سماجی علم)"" can feel overly complex and might not convey the standardized understanding of the field clearly. The transliteration, ""کمپیوٹیشنل سوشل سائنس"", effectively incorporates the computational aspect, making it a widely accepted term among Urdu-speaking scholars familiar with the subject.",2025-05-31 21:15:56
ve,Computational Social Science,Saintsi ya Matshilisano a Khomphyutha,Venda,134.0,1740732582.0,stop,gpt-4o-2024-08-06,146.0,280.0,"The term 'Saintsi ya Matshilisano a Khomphyutha' is used to refer to 'Computational Social Science' in Venda. 'Saintsi' translates to 'science', emphasizing the systematic study aspect. 'Matshilisano' means 'social interactions', which accurately reflects the social focus within the term. 'a Khomphyutha' clearly denotes the computational or computer-based aspect, maintaining the precise idea of using computer technology in social science. This translation combines existing suggestions to form a coherent and culturally appropriate term.",2025-05-31 21:15:56
sc,Computational Social Science,Sotziologia Computatzionale,Sardinian,159.0,1740731944.0,stop,gpt-4o-2024-08-06,82.0,241.0,"The English term ""Computational Social Science"" is composed of ""Computational,"" which relates to computing or computer science, and ""Social Science,"" which is a branch of science that deals with human society and social relationships. In Sardinian, ""Sotziologia"" is used to refer to ""Social Science"" or ""Sociology,"" a similar concept within the broader domain. ""Computatzionale"" is adapted from the term ""computational,"" which refers to methods and techniques that use computers, reflecting the nature of computation involved in this field of study. Thus, ""Sotziologia Computatzionale"" captures the essence of using computational methods in the domain of social sciences.",2025-05-31 21:15:56
vi,Computational Social Science,Khoa học xã hội tính toán,Vietnamese,133.0,1740732589.0,stop,gpt-4o-2024-08-06,175.0,308.0,"The term 'Khoa học xã hội tính toán' is a direct translation that captures the essence of the English term 'Computational Social Science.' 'Khoa học xã hội' is the common term for 'Social Science,' and 'tính toán' means 'computational' or 'calculating,' which is appropriate in this context. This translation conveys the interdisciplinary nature of analyzing social science phenomena through computational methods. The suggestion from the Easy Neural Machine Translation library appears to be incorrect or nonsensical and is likely a result of a translation error or bug.",2025-05-31 21:15:56
vo,Computational Social Science,Komputädel Vobasenedsiatop,Volapük,168.0,1740732716.0,stop,gpt-4o-2024-08-06,120.0,288.0,"The term 'Computational Social Science' can be broken down into its components: 'Computational', 'Social', and 'Science'. In Volapük, 'Komputädel' is a close transliteration for 'computational', capturing the idea of computer-related processing. 'Vob' means 'society', and 'asenedsiatop' is derived from 'asenedi', meaning 'study', combined with '-top', a suffix used to denote 'science' or 'discipline'. This results in 'Vobasenedsiatop' for 'Social Science'. Therefore, 'Komputädel Vobasenedsiatop' effectively conveys the concept of using computational methods to study social phenomena.",2025-05-31 21:15:56
wa,Computational Social Science,Sciense sociåle computationeure,Walloon,91.0,1740732870.0,stop,gpt-4o-2024-08-06,82.0,173.0,"The translation remains relatively straightforward due to the nature of technical terms that often retain similar roots across languages. ""Sciense"" relates to ""science,"" ""sociåle"" corresponds to ""social,"" and ""computationeure"" is derived from ""computational,"" adapted to fit Walloon phonetics and structure while preserving the original meaning.",2025-05-31 21:15:56
wo,Computational Social Science,Jàngat biir jamono ak xam-xam,Wolof,121.0,1740732984.0,stop,gpt-4o-2024-08-06,109.0,230.0,"In Wolof, the translation 'Jàngat biir jamono ak xam-xam' breaks down into 'Jàngat' meaning 'study' or 'science', 'biir jamono' which means 'inside the times' reflecting the computational or technological aspect, and 'xam-xam' reinforcing 'knowledge' or 'science'. This phrase attempts to encapsulate the interdisciplinary nature of Computational Social Science, which involves using computational methods to analyze social phenomena.",2025-05-31 21:15:56
xh,Computational Social Science,Inzululwazi yeNtlalo yeKhompyutha,Xhosa,153.0,1740733007.0,stop,gpt-4o-2024-08-06,166.0,319.0,"After considering the available translations, 'Inzululwazi yeNtlalo yeKhompyutha' effectively conveys the concept of Computational Social Science. 'Inzululwazi' translates to 'science,' which captures the scientific approach inherent in the field. 'YeNtlalo' translates to 'of Social,' accurately representing the focus on social phenomena. 'YeKhompyutha' refers to 'of Computer,' denoting the computational aspect central to the discipline. This translation maintains clarity and specificity, ensuring it is both understandable and precise for Xhosa speakers, while aligning closely with established scientific and computational terminology in Xhosa.",2025-05-31 21:15:56
yo,Computational Social Science,Imọ Awujọ Ṣiṣe Iṣiro,Yoruba,124.0,1740733046.0,stop,gpt-4o-2024-08-06,112.0,236.0,"The term ""Computational Social Science"" involves the use of computational methods to analyze social phenomena. ""Imọ"" translates to ""science,"" ""Awujọ"" means ""social,"" and ""Iṣiro"" refers to ""calculation"" or ""computation."" I have added ""Ṣiṣe,"" which means ""doing"" or ""processing,"" to more accurately capture the active process of computation in social sciences. This term collectively conveys the meaning of applying computational techniques to study social sciences.",2025-05-31 21:15:56
za,Computational Social Science,计算机社会科学,"Zhuang, Chuang",100.0,1740733055.0,stop,gpt-4o-2024-08-06,88.0,188.0,"The term ""Computational Social Science"" is translated by combining the Zhuang term for ""computational"" (计算机) with ""social science"" (社会科学). The Zhuang language has been influenced by Chinese vocabulary, especially in technical and academic contexts, therefore using the Chinese loanwords provides a clear and understandable translation. This approach ensures that the concept is easily recognized by speakers familiar with modern academic terms.",2025-05-31 21:15:56
zh,Computational Social Science,计算社会科学,Chinese,181.0,1740721241.0,stop,gpt-4o-2024-08-06,136.0,317.0,"All three suggestions—Google Translate, the Easy Neural Machine Translation library, and Wikipedia—converge on the term ""计算社会科学"". This precise translation captures the essence of the original English term, with ""计算"" translating to ""computational"", ""社会"" to ""social"", and ""科学"" to ""science"". The use of simplified characters (as in ""计算社会科学"") aligns with the standard usage in Mainland China, whereas ""計算社會科學"" uses traditional characters and is more common in regions like Taiwan and Hong Kong. Given that there is no significant difference in meaning between the simplified and traditional forms, and considering the technological context where simplified characters are prevalent in computational fields, the choice of ""计算社会科学"" is both linguistically accurate and widely recognizable in the computational and academic communities.",2025-05-31 21:15:56
zh-yue,Computational Social Science,計算社會科學,,116.0,1740741935.0,stop,gpt-4o-2024-08-06,112.0,228.0,"在粵語中，""計算""較為常用來描述與計算和運算相關的概念，相對於""運算""可能更貼切。""社會科學""則已經是一個常用且準確的翻譯，不需要修改。因此，整體翻譯為""計算社會科學""可能更直觀地表達出Computational Social Science這一學科的內涵。",2025-05-31 21:15:56
tk,Computational Social Science,Hasaplaýyş jemgyýetçilik ylymlary,Turkmen,132.0,1740732450.0,stop,gpt-4o-2024-08-06,116.0,248.0,"In Turkmen, ""hasaplama"" is often used to mean calculation or computing, but ""hasaplaýyş"" is a more direct translation for ""computational,"" emphasizing the active process of computing. ""Jemgyýetçilik ylymlary"" accurately reflects ""social sciences,"" capturing the study of societies and social relationships in Turkmen. By using ""Hasaplaýyş jemgyýetçilik ylymlary,"" the term effectively conveys the integration of computational methods with social sciences, providing a clear understanding in Turkmen.",2025-05-31 21:15:56
ti,Computational Social Science,ኮምፒውተር ተሰሪሃዊ ማሕበራዊ ሳይንስ,Tigrinya,187.0,1740732387.0,stop,gpt-4o-2024-08-06,178.0,365.0,"The term ""Computational Social Science"" combines concepts related to computer-aided analysis and the study of social phenomena. The translation ""ኮምፒውተር"" captures the computational aspect, emphasizing the role of computers. ""ተሰሪሃዊ"" describes computational methods in action, ensuring clarity in context. The term ""ማሕበራዊ"" as ""social"" and ""ሳይንስ"" for ""science"" ensure the academic and methodological essence of the field is maintained. This reflection aligns well with scientific communication in Tigrinya.",2025-05-31 21:15:56
th,Computational Social Science,สังคมศาสตร์เชิงคำนวณ,Thai,112.0,1740732370.0,stop,gpt-4o-2024-08-06,133.0,245.0,"The term ""สังคมศาสตร์เชิงคำนวณ"" effectively captures the essence of Computational Social Science. ""สังคมศาสตร์"" translates to ""Social Science,"" while ""เชิงคำนวณ"" translates to ""computational,"" referring to the use of computational methods in social sciences. The translation aligns with the technical and thematic meaning of the original term, ensuring it is easily understood by Thai speakers familiar with the field.",2025-05-31 21:15:56
tg,Computational Social Science,Илмҳои иҷтимоии ҳисоббарорӣ,Tajik,149.0,1740732348.0,stop,gpt-4o-2024-08-06,140.0,289.0,"The suggested translation from Google Translate, ""Илмҳои ҳисоббарории иҷтимоӣ,"" translates to ""Social Computational Sciences."" However, in Tajik, it is more natural and clearer to say ""Илмҳои иҷтимоии ҳисоббарорӣ,"" which rearranges the words to match the typical structure of phrases in the language, emphasizing ""Social Sciences"" first, followed by ""Computational."" Although the translation from Ollama API is not in the Tajik script, it does not provide a clear equivalent in this language. Therefore, I chose to refine the Google Translate suggestion for clarity and naturalness in Tajik.",2025-05-31 21:15:56
sd,Computational Social Science,ڪمپيوٽيشنل سماجي سائنس,Sindhi,116.0,1740732085.0,stop,gpt-4o-2024-08-06,138.0,254.0,"The term ""ڪمپيوٽيشنل"" directly corresponds to ""Computational"" in English, capturing the technological and digital aspect. ""سماجي"" translates to ""social,"" accurately representing the societal focus of the discipline. ""سائنس"" is a commonly used term in Sindhi for ""science,"" maintaining the academic and scientific nature of the field. This translation combines both the technological and social components effectively while using terms familiar to Sindhi speakers.",2025-05-31 21:15:56
se,Computational Social Science,Rehkenastuservodadieđa,Northern Sami,139.0,1740732127.0,stop,gpt-4o-2024-08-06,115.0,254.0,"The term 'Computational Social Science' combines computational analysis with social science disciplines. In Northern Sami, 'Rehkenastuservodadieđa' reflects this by integrating 'Rehkenastus' (computation) with 'servodadieđa' (social science or knowledge). This translation respects the original components while adhering to the syntax and semantics of the Northern Sami language. The slight modification from 'Rehkenastinservodatdieđa' to 'Rehkenastuservodadieđa' is made to streamline the term and better align with Northern Sami grammatical structures.",2025-05-31 21:15:56
sg,Computational Social Science,Kɛtɛ tî sociologie na ordinateur,Sango,122.0,1740732138.0,stop,gpt-4o-2024-08-06,129.0,251.0,"The term 'Computational Social Science' needs to represent the combination of social sciences and computational methods. 'Kɛtɛ tî sociologie' captures 'Social Science,' as 'sociologie' is a recognizable adaptation suggesting the study of societies and social behavior. 'Na ordinateur' explicitly mentions the involvement of computers in the analysis, reflecting the computational aspect. This translation balances both fields and ensures clarity by using terms that are likely more familiar within the Sango lexicon and context.",2025-05-31 21:15:56
sh,Computational Social Science,Računarske društvene nauke,Serbo-Crotian,117.0,1740731888.0,stop,gpt-4o-2024-08-06,124.0,241.0,"The term ""Računarske društvene nauke"" accurately translates ""Computational Social Science"" into Serbo-Croatian by combining ""računarske,"" meaning ""computational"" or related to computers, with ""društvene nauke,"" meaning ""social sciences."" This translation preserves the original meaning and context of applying computational methods and techniques to social science problems. It aligns with standard terminology used in academic and technological contexts among Serbo-Croatian speakers.",2025-05-31 21:15:56
si,Computational Social Science,පරිගණක සමාජ විද්‍යාව,"Sinhala, Sinhalese",131.0,1740732203.0,stop,gpt-4o-2024-08-06,124.0,255.0,"The suggested translation ""පරිගණක සමාජ විද්‍යාව"" accurately conveys the meaning of ""Computational Social Science"" in Sinhala. ""පරිගණක"" translates to ""computational,"" capturing the role of computers and algorithms in this field. ""සමාජ විද්‍යාව"" translates to ""social science,"" referring to the study of society and human behavior. Therefore, this translation effectively combines both computational methods and social science concepts, making it appropriate and accurate for conveying the original term.",2025-05-31 21:15:56
sk,Computational Social Science,,Slovak,,,,,,,,2025-05-31 21:15:56
sl,Computational Social Science,Računalniške družboslovne vede,Slovene,129.0,1740732226.0,stop,gpt-4o-2024-08-06,115.0,244.0,"The term ""računalniška družboslovje"" combines ""računalniška,"" which means ""computational,"" and ""družboslovje,"" which is ""social science."" However, ""družboslovje"" often refers more specifically to ""sociology."" To convey the broader range of social sciences, I chose ""družboslovne vede,"" which is more inclusive and accurately represents fields such as psychology, political science, economics, and other related disciplines under the umbrella of social science.",2025-05-31 21:15:56
sm,Computational Social Science,Saienisi Faatekinolosi mo le Soifuaga Faaleagafesootai,Samoan,177.0,1740732133.0,stop,gpt-4o-2024-08-06,134.0,311.0,"The term 'Computational Social Science' can be translated into Samoan as 'Saienisi Faatekinolosi mo le Soifuaga Faaleagafesootai'. The word 'Saienisi' captures the essence of 'Science', while 'Faatekinolosi' refers to the technological or computational aspect, and 'Soifuaga Faaleagafesootai' relates to societal or social life. This translation avoids the suggestions by the Google Translate API and the Easy Neural Machine Translation library, as they do not accurately convey the meaning of 'Computational Social Science'. Instead, it offers a more precise reflection of the concept that involves the use of computational methods to study social phenomena.",2025-05-31 21:15:56
sn,Computational Social Science,Sayenzi Yekuverenga Yenzanga,Shona,179.0,1740732190.0,stop,gpt-4o-2024-08-06,129.0,308.0,"The term 'Computational Social Science' can be broken down into 'Computational', referring to computational or algorithmic methods, and 'Social Science', referring to the study of societies and human behaviors. In Shona, 'Sayenzi' translates to 'Science', 'Yekuverenga' can be seen as encompassing the idea of computation or analysis, and 'Yenzanga' means 'of Society'. This translation maintains both the technical aspect of computation and the focus on social science. The suggested translations 'Computational Social Science' and 'Kuparadzira Sayenzi Yenzanga' offer different perspectives but do not directly convey the concept of computational methods as clearly. Hence, 'Sayenzi Yekuverenga Yenzanga' has been chosen for its clarity and relevance.",2025-05-31 21:15:56
so,Computational Social Science,Sayniska Bulshada ee Xisaabinaya,Somali,137.0,1740732257.0,stop,gpt-4o-2024-08-06,131.0,268.0,"The term ""Computational Social Science"" involves the use of computational methods to study social sciences. The Google Translate and Ollama API suggestions ""Xisaabinta Sayniska Bulshada"" translate directly to ""Computational Social Science."" However, in Somali, this might not capture the essence of using computational methods as a tool within social science. Therefore, the refined version, ""Sayniska Bulshada ee Xisaabinaya,"" emphasizes the computational nature of the discipline within the context of social sciences, making it more intuitive and contextually meaningful for Somali speakers.",2025-05-31 21:15:56
sq,Computational Social Science,Shkenca Sociale Kompjuterike,Albanian,114.0,1740720345.0,stop,gpt-4o-2024-08-06,149.0,263.0,"The translation ""Shkenca Sociale Kompjuterike"" is suitable as it directly mirrors the English term ""Computational Social Science"" and is supported by multiple sources such as the Google Translate API and Ollama API. The adjective ""kompjuterike"" clearly conveys the idea of computation or computer-related processes, thus capturing the essence of the field. It also maintains a formal tone and structure that is typically used in academic and scientific language in Albanian.",2025-05-31 21:15:56
sr,Computational Social Science,Рачунарске друштвене науке,Serbian,136.0,1740732154.0,stop,gpt-4o-2024-08-06,134.0,270.0,"The suggested translation ""Рачунарске друштвене науке"" accurately conveys the essence of Computational Social Science by clearly combining the concepts of computation (""рачунарске"") and social sciences (""друштвене науке""). The term aligns well with both the technical and academic contexts in Serbian, ensuring comprehensibility and relevance. The other suggestion ""Študije Śocialnih nauka"" appears less precise and includes terms that are not standard in Serbian orthography, making it less suitable for formal or academic use.",2025-05-31 21:15:56
ss,Computational Social Science,Isayensi Yetenhlalo Yekubala,Swati,115.0,1740732293.0,stop,gpt-4o-2024-08-06,164.0,279.0,"The term ""Isayensi Yetenhlalo Yekubala"" combines the Swati words for ""science"" (Isayensi), ""social"" (Yetenhlalo), and ""computation/mathematics"" (Yekubala), which together encapsulate the essence of Computational Social Science. This translation aligns well with the structure and meaning found in the English term, emphasizing both the scientific and mathematical aspects of social studies.",2025-05-31 21:15:56
st,Computational Social Science,Saense ea Sechaba ea Khomphutha,Southern Sotho,119.0,1740732262.0,stop,gpt-4o-2024-08-06,155.0,274.0,"The translation ""Saense ea Sechaba ea Khomphutha"" directly conveys the essence of Computational Social Science. ""Saense ea Sechaba"" translates to ""Social Science,"" capturing the aspect of studying human society and social relationships. ""ea Khomphutha,"" meaning ""of Computer,"" reflects the computational aspect that is central to this field. This term clearly combines the social and computational components in a way that is easily understandable to Southern Sotho speakers.",2025-05-31 21:15:56
su,Computational Social Science,Élmu Sosial Komputasional,Sundanese,139.0,1740732279.0,stop,gpt-4o-2024-08-06,131.0,270.0,"The term ""Élmu Sosial Komputasional"" was chosen by slightly modifying the suggestions to more closely align with the standard linguistic structure in Sundanese. ""Élmu"" translates to ""Science,"" ""Sosial"" aligns correctly with the word ""Social,"" and ""Komputasional"" reflects the idea of computational methodologies being applied to social sciences, capturing both the computing aspect (""Komputasi"") and the scientific study involved (""-onal"" as an adjectival suffix). This term maintains conceptual clarity while ensuring it is comprehensible and linguistically organic in Sundanese.",2025-05-31 21:15:56
sv,Computational Social Science,Beräkningssamhällsvetenskap,Swedish,124.0,1740732298.0,stop,gpt-4o-2024-08-06,133.0,257.0,"Both suggested terms are quite similar, with the main difference being the inclusion or exclusion of a space between ""Beräknings"" and ""samhällsvetenskap"". In Swedish compound words, it is generally more common to write them as one word rather than separating them, as Swedish tends to combine the modifying and main word into one. ""Beräkningssamhällsvetenskap"" follows this convention and is concise, effectively conveying the combination of computational methods with the field of social science.",2025-05-31 21:15:56
sw,Computational Social Science,Sayansi ya Kijamii ya Kihesabu,Swahili,116.0,1740732289.0,stop,gpt-4o-2024-08-06,170.0,286.0,"The term ""Sayansi ya Kijamii ya Kihesabu"" directly translates to ""Computational Social Science"" and effectively conveys the aspect of computation (""Kihesabu"") as it relates to social sciences (""Sayansi ya Kijamii""). This translation is clear and concise, capturing the essence of using computational methods in the analysis of social phenomena. It retains the technical nuance necessary for academic discourse while aligning closely with existing translations.",2025-05-31 21:15:56
ta,Computational Social Science,கணினி அடிப்படையிலான சமூக அறிவியல்,Tamil,116.0,1740732302.0,stop,gpt-4o-2024-08-06,112.0,228.0,"While Google Translate provides ""கணக்கீட்டு சமூக அறிவியல்"" as a direct translation, it focuses primarily on ""computational"" as just calculation. The term ""கணினி அடிப்படையிலான"" emphasizes that this field fundamentally relies on computer-based methods and tools. Therefore, ""கணினி அடிப்படையிலான சமூக அறிவியல்"" better captures the essence of using computer-assisted techniques to analyze social sciences.",2025-05-31 21:15:56
te,Computational Social Science,సంఖ్యాశాస్త్ర సామాజిక శాస్త్రం,Telugu,92.0,1740732321.0,stop,gpt-4o-2024-08-06,139.0,231.0,"The term ""Computational"" is often associated with number-based processes, hence ""సంఖ్యాశాస్త్ర"" refers to numerical or computational studies. ""సామాజిక శాస్త్రం"" accurately translates to ""social science."" The translation combines both aspects of the field: the computational or numerical component and social science.",2025-05-31 21:15:56
ku,Computational Social Science,Zanistiya Kompûterî ya Civakî,Kurdish,134.0,1740723551.0,stop,gpt-4o-2024-08-06,117.0,251.0,"The term ""Computational Social Science"" in Kurdish can be translated to ""Zanistiya Kompûterî ya Civakî"", which more accurately captures the essence of the field. ""Zanistiya"" means ""science"", ""kompûterî"" pertains to computational or computer-related elements, and ""civakî"" refers to social aspects. This translation maintains a clear connection to both the computational and social science disciplines, aligning closely with the original field of study while utilizing terms familiar to Kurdish speakers.",2025-05-31 21:15:56
ks,Computational Social Science,کمپیوٹیشنل سوشل سائنس,Kashmiri,113.0,1740723145.0,stop,gpt-4o-2024-08-06,84.0,197.0,"The term ""Computational Social Science"" does not have a direct equivalent in Kashmiri. Thus, it is commonly translated by using the terms from English that are widely understood in academic and professional contexts. ""کمپیوٹیشنل"" and ""سوشل سائنس"" are transliterations of ""Computational"" and ""Social Science,"" respectively, leveraging the shared scientific terminology across languages which is often adopted as it is in academic and technical discussions.",2025-05-31 21:15:56
kr,Computational Social Science,Ilmi kimiyya ya nazari jama’a ta kwamfuta,Kanuri,132.0,1740723040.0,stop,gpt-4o-2024-08-06,137.0,269.0,"Kanuri language borrows terms from Hausa and Arabic, given historical and cultural contexts. The term ""Ilmi kimiyya ya nazari jama’a ta kwamfuta"" incorporates ""Ilmi kimiyya"", referring to scientific knowledge or discipline, and ""nazari jama’a"", meaning social analysis or social studies. ""Ta kwamfuta"" specifies the computational aspect, indicating the use of computers or computing in social science. This refined translation captures the essence of using computational tools to study social phenomena, maintaining clarity and cultural relevance in Kanuri.",2025-05-31 21:15:56
ce,Computational Social Science,ХӀезина юкъараллин жим,Chechen,140.0,1740721188.0,stop,gpt-4o-2024-08-06,155.0,295.0,"The term ""Computational Social Science"" can be translated considering the meaning of each component. ""ХӀезина"" refers to ""computational"" by capturing the essence of computation and calculation in the context of research and analysis. ""Юкъараллин"" typically denotes social concepts, aligning with community or societal studies. ""Жим"" means ""science,"" representing systematic knowledge and study. This translation aims to maintain the core concepts of computational methodologies applied to social science without relying too heavily on direct transliterations that might be less clear in Chechen.",2025-05-31 21:15:56
be,Computational Social Science,Вылічальная сацыяльная навука,Belarusian,162.0,1740721028.0,stop,gpt-4o-2024-08-06,116.0,278.0,"The term 'Вылічальная грамадазнаўства' suggested by Google Translate partially captures the meaning, but 'грамадазнаўства' is more specifically associated with 'social studies', rather than the broader field of 'social sciences'. Instead, 'сацыяльная навука' directly translates to 'social science', which is more representative of the academic and research-oriented nature of the field. The term 'вылічальная' appropriately conveys 'computational', referring to the use of computational methods and tools in social science research. Therefore, 'Вылічальная сацыяльная навука' effectively combines both elements to convey the concept of Computational Social Science in Belarusian.",2025-05-31 21:15:56
bg,Computational Social Science,Компютърни социални науки,Bulgarian,119.0,1740721127.0,stop,gpt-4o-2024-08-06,150.0,269.0,"The term ""Компютърни социални науки"" accurately translates ""Computational Social Science"" into Bulgarian. The word ""Компютърни"" corresponds to ""Computational,"" implying the use of computers or computational methods, and ""социални науки"" refers directly to ""social sciences."" This translation maintains the clarity and essence of the original term, aligning with how such interdisciplinary fields are typically labeled in Bulgarian. The suggested alternatives do not adequately convey the correct interdisciplinary nature of the field.",2025-05-31 21:15:56
bh,Computational Social Science,कम्प्यूटेशनल सामाजिक विज्ञान,Bihari,121.0,1740721063.0,stop,gpt-4o-2024-08-06,119.0,240.0,"To make the translation more accurate and understandable in Bihari, I opted for ""कम्प्यूटेशनल सामाजिक विज्ञान"" rather than the incomplete suggestion ""कम्प्यूटेशनल सोशल साइंस के ह"" by Google Translate. The term ""सामाजिक"" directly translates to ""social,"" and ""विज्ञान"" translates to ""science."" This provides a more precise and culturally relevant equivalent for ""Computational Social Science"" in Bihari, ensuring both clarity and comprehension.",2025-05-31 21:15:56
bi,Computational Social Science,Saed Blong Ol Man Wetem Komputa,Bislama,105.0,1740721082.0,stop,gpt-4o-2024-08-06,146.0,251.0,"The term 'Saed Blong Ol Man Wetem Komputa' captures the essence of 'Computational Social Science' by focusing on the study (saed) of human societies (ol man) using computational methods (wetem komputa). This phrase ensures comprehensibility in Bislama while effectively conveying the interdisciplinary nature of the field, where computational approaches are used to analyze and understand social phenomena.",2025-05-31 21:15:56
bn,Computational Social Science,কম্পিউটেশনাল সামাজিক বিজ্ঞান,Bengali,120.0,1740721038.0,stop,gpt-4o-2024-08-06,138.0,258.0,"The term 'Computational Social Science' is best translated into Bengali as 'কম্পিউটেশনাল সামাজিক বিজ্ঞান'. 'কম্পিউটেশনাল' is used to denote 'computational', directly borrowing the term as it is common in technical terminologies. 'সামাজিক' translates to 'social', and 'বিজ্ঞান' translates to 'science'. The term is composed in a way that preserves the technical meaning and is comprehensible for Bengali speakers familiar with academic discourse.",2025-05-31 21:15:56
bo,Computational Social Science,རྩིས་ལག་སྤྱི་ཚོགས་ཚན་རིག,Tibetan,206.0,1740732404.0,stop,gpt-4o-2024-08-06,185.0,391.0,"In translating the term ""Computational Social Science"" into Tibetan, the aim is to clearly convey the meaning and context of the original term. ""རྩིས་ལག"" is a term that refers to computational or calculative processes, which is appropriate for ""Computational"". ""སྤྱི་ཚོགས་ཚན་རིག"" translates to ""Social Science"", breaking down to ""སྤྱི་ཚོགས"" (social) and ""ཚན་རིག"" (science). This translation is designed to accurately mirror the interdisciplinary nature of the field, highlighting its foundation in both computational methodologies and social sciences.",2025-05-31 21:15:56
br,Computational Social Science,Skiantoù Sokial Dre Urzhiataerezh,Breton,142.0,1740721109.0,stop,gpt-4o-2024-08-06,134.0,276.0,"The proposed translation 'Skiantoù Sokial Dre Urzhiataerezh' builds upon the suggestions from both the Google Translate API and the Ollama API, incorporating elements from each and refining them. 'Skiantoù Sokial' accurately captures 'Social Sciences,' and the phrase 'Dre Urzhiataerezh' denotes the method 'through computation,' which is similar to 'er urzhiataerezh' but offers a clearer semantic link to 'computational methods' in the context of science and research. This phrase maintains a balance between linguistic accuracy and naturalness in Breton.",2025-05-31 21:15:56
bs,Computational Social Science,Računarske društvene nauke,Bosnian,110.0,1740721105.0,stop,gpt-4o-2024-08-06,114.0,224.0,"I chose the term ""Računarske društvene nauke"" instead of ""Računalne"" because ""računarske"" is a more commonly used form in Bosnia and Herzegovina for terms related to computational or computer sciences. ""Društvene nauke"" accurately translates to ""social sciences"" and aligns well with the general usage in academic contexts within the region. This translation maintains clarity and consistency with existing terminology.",2025-05-31 21:15:56
