language_code,term_source,ollama_translated_term,language_name,ollama_content,ollama_model,ollama_created_at,ollama_total_duration,ollama_load_duration,ollama_prompt_eval_count,ollama_prompt_eval_duration,ollama_eval_count,ollama_eval_duration,ollama_done_reason,ollama_extracted_dictionaries,ollama_translation,coding_dh_date
lo,Computational Social Science,หร์็ลนยมต้ษส ผใ็ลทมร,Lao,"{'translated_term': '\u0e2b\u0e23\u0e4c\u0e47\u0e25\u0e19\u0e22\u0e21\u0e15\u0e49\u0e29\u0e2a \u0e1c\u0e43\u0e47\u0e25\u0e17\u0e21\u0e23', 'translation_rationale': 'The term can be broken down into ""computational"" (ວິທະຍາສາ) and social science (ສັງຄົມຄອມ). We use the phraseວິທະຍາສາ to refer to computational methods in Laos, which is similar to what Google Translate suggested. In order to make the term more specific to social science, we added the prefix ສັງຄົມຄອມ. This provides a clear indication that the field combines computer-based approaches with social sciences. Alternative phrase: ສາລະນັງດີ ສັງຄົມຄອມ.'}

Note: In Lao script, the translation is written as 'ວິທະຍາສາ' and 'ສັງຄົມຄອມ', which can be read as ""computational"" and ""social science"" respectively.",llama3.2,2025-02-27T23:08:32.049634Z,4093732542.0,23580500.0,193.0,17000000.0,345.0,4052000000.0,stop,"[{'translated_term': 'หร์็ลนยมต้ษส ผใ็ลทมร', 'translation_rationale': 'The term can be broken down into ""computational"" (ວິທະຍາສາ) and social science (ສັງຄົມຄອມ). We use the phraseວິທະຍາສາ to refer to computational methods in Laos, which is similar to what Google Translate suggested. In order to make the term more specific to social science, we added the prefix ສັງຄົມຄອມ. This provides a clear indication that the field combines computer-based approaches with social sciences. Alternative phrase: ສາລະນັງດີ ສັງຄົມຄອມ.'}]",หร์็ลนยมต้ษส ผใ็ลทมร,2025-05-31 21:15:56
pa,Computational Social Science,ਗਣਿਤ ਕੰਪਿਊਟਰਾਂ ਦੀ ਸਮਾਜਿਕ ਵਿਗਿਆਨ,"Panjabi, Punjabi","{'translated_term': 'ਗਣਿਤ ਕੰਪਿਊਟਰਾਂ ਦੀ ਸਮਾਜਿਕ ਵਿਗਿਆਨ', 'translation_rationale': 'I have used the phrase ""ਗਣਿਤ"" to translate computational, which is a common Punjabi translation of the word ""compute"" or ""calculate"". The term ""ਸੋਸ਼ਲ ਸਾਇੰਸ"" has been left as is, with only minor adjustments for better fit and flow in Punjabi. This translation maintains the core concept and meaning of Computational Social Science while adhering to local language nuances.'}

Please note: 'ਗਣਿਤ' can also be translated to English as ""mathematics"", but in this context it's used more towards the meaning of computation or calculation, rather than a traditional understanding of mathematics.",llama3.2,2025-02-27T23:13:26.4736Z,2069760625.0,25879542.0,193.0,21000000.0,213.0,2020000000.0,stop,"[{'translated_term': 'ਗਣਿਤ ਕੰਪਿਊਟਰਾਂ ਦੀ ਸਮਾਜਿਕ ਵਿਗਿਆਨ', 'translation_rationale': 'I have used the phrase ""ਗਣਿਤ"" to translate computational, which is a common Punjabi translation of the word ""compute"" or ""calculate"". The term ""ਸੋਸ਼ਲ ਸਾਇੰਸ"" has been left as is, with only minor adjustments for better fit and flow in Punjabi. This translation maintains the core concept and meaning of Computational Social Science while adhering to local language nuances.'}]",ਗਣਿਤ ਕੰਪਿਊਟਰਾਂ ਦੀ ਸਮਾਜਿਕ ਵਿਗਿਆਨ,2025-05-31 21:15:56
pt,Computational Social Science,ÃcioÑa Social Computacional,Portuguese,"{'translated_term': '\u00c3cio\u00d1a Social Computacional', 
 'translation_rationale': 'Utilizei a sugest\u00e1o do Google Translate e da p\u00e7agina Wikipedia, mas refinrei os termos para capturar melhor o significado. A substitui\u00e7\u00e3o de ""Ciência Social Computacional"" por ""\u00c3cio\u00d1a"" (com acento grave) muda ligeiramente o foco do termo, tornando-o mais próximo ao significado original em ingl\u00e3s. Outra alternativa poderia ser ""\u00c3dio Social Computacional"", mantendo a forma sem acento. A escolha final depende do contexto e da prefer\u00e7\u00e3o do autor ou da entidade que utilizar o termo.'}",llama3.2,2025-02-27T23:14:14.37563Z,1799852833.0,28261750.0,162.0,19000000.0,194.0,1751000000.0,stop,[],,2025-05-31 21:15:56
se,Computational Social Science,,Northern Sami,"{'translated_term': 'Gáktatuohttastaidnieđa', 
'translation_rationale': 'I drew inspiration from the Sami word ""gáktatuohta"", which means ""social"" or ""societal"". I added the suffix ""-tuot"" to indicate a field of study or discipline, and the suffix ""-staidnieđa"" to suggest a connection to technology. The resulting term, G\u00e1ktatuohttastaidnieđa, roughly translates to ""Social Technology in Northern Sami"". 
'alternatives': ['Rehkenastinservodatdieđa', 'Gáktatuohta sallimmat']}

Here's an explanation of the alternatives:

* 'Rehkenastinservodatdieđa' is indeed the Google Translate API's suggestion, which translates to ""Data Science for Social Computing"" or ""Computational Social Science Data"". While this term is related to my suggested translation, I found it less suitable as it focuses on data rather than social science in general.
* 'Gáktatuohta sallimmat' suggests a more literal meaning of ""Social (study) with tools"", which is still relevant to the concept of Computational Social Science. However, this term sounds less modern and cutting-edge compared to G\u00e0ktatuohttastaidnieđa.

I hope this explanation provides clarity on my suggested translation!",llama3.2,2025-02-27T23:15:34.748397Z,3376136875.0,23351250.0,158.0,98000000.0,304.0,3253000000.0,stop,[],,2025-05-31 21:15:56
ug,Computational Social Science,༴༷ག ྡྲ࿅࿤࿳࿪࿺ ོགྷ࿕࿾,"Uighur, Uyghur","{'translated_term': '\u0f34\u0f37\u0f42 \u0fa1\u0fb2\u0fc5\u0fe4\u0ff3\u0fea\u0ffa \u0f7c\u0f43\u0fd5\u0ffe', 'translation_rationale': 'I translated Computational Social Science as \u0f34\u0f37\u0f42 \u0fa1\u0fb2\u0fc5\u0fe4\u0ff3\u0fea\u0ffa \u0f7c\u0f43\u0fd5\u0ffe, which literally means ""informational social science"" or ""social science in the digital age"". I considered using ہېسابلاش ءىجتىمائىي پەن as suggested by Google Translate API but felt that it needed refinement to better capture the essence of the term. The use of \u0f34\u0f37\u0f42 (computation) and \u0fa1\u0fb2\u0fc5\u0fe4 (social science) are more literal translations, while \u0f7c\u0f43\u0fd5\u0ffe (informational) conveys the digital aspect of the field. The phrase \u0f34\u0f37\u0f42 \u0fa1\u0fb2\u0fc5\u0fe4\u0ff3\u0fea\u0ffa \u0f7c\u0f43\u0fd5\u0ffe can also be understood as ""social science with computational methods"" or ""computational social science in the context of modern information technologies"".', 'alternatives': ['ېۇغىروپىيلى ەپيدىوتىكال سوسىئالىلار', '\u0f34\u0f37\u0f42 \u0fa1\u0fb2\u0fc5\u0fe4 \u0fea\u0ffa \u0f7c\u0f43\u0fd5\u0ffe']}",llama3.2,2025-02-27T23:18:18.055965Z,4952794625.0,26266333.0,174.0,61000000.0,449.0,4863000000.0,stop,"[{'translated_term': '༴༷ག ྡྲ࿅\u0fe4\u0ff3\u0fea\u0ffa ོགྷ࿕\u0ffe', 'translation_rationale': 'I translated Computational Social Science as ༴༷ག ྡྲ࿅\u0fe4\u0ff3\u0fea\u0ffa ོགྷ࿕\u0ffe, which literally means ""informational social science"" or ""social science in the digital age"". I considered using ہېسابلاش ءىجتىمائىي پەن as suggested by Google Translate API but felt that it needed refinement to better capture the essence of the term. The use of ༴༷ག (computation) and ྡྲ࿅\u0fe4 (social science) are more literal translations, while ོགྷ࿕\u0ffe (informational) conveys the digital aspect of the field. The phrase ༴༷ག ྡྲ࿅\u0fe4\u0ff3\u0fea\u0ffa ོགྷ࿕\u0ffe can also be understood as ""social science with computational methods"" or ""computational social science in the context of modern information technologies"".', 'alternatives': ['ېۇغىروپىيلى ەپيدىوتىكال سوسىئالىلار', '༴༷ག ྡྲ࿅\u0fe4 \u0fea\u0ffa ོགྷ࿕\u0ffe']}]",༴༷ག ྡྲ࿅࿤࿳࿪࿺ ོགྷ࿕࿾,2025-05-31 21:15:56
tg,Computational Social Science,,Tajik,"{'translated_term': '\u0634\u0628\u0627\u0641\u0645\u06cc \u06a9\u0633\u0632\u0646\u0627 \u0635\u0646\u0627\u0634\u0646', 
 'translation_rationale': 'The term ""Computational Social Science"" can be translated to Tajik as ''\u0634\u0628\u0627\u0641\u0645\u06cc \u06a9\u0633\u0632\u0646\u0627 \u0635\u0646\u0627\u0634\u0646'' (Illumi haqolatbarori va istimoni), which captures the essence of combining computational methods with social sciences. This translation is more precise and clear than Google Translate's suggestion, as it incorporates both the concept of computer-based methods (Illumi) and social sciences (haqolatbarori).', 
 'alternative_translations': ['\u06a9\u0633\u0632\u0646\u0627 \u0635\u0646\u0627\u0634\u0646 \kafili \u06c1\u0648 \u06cc\u06b0\u06d1', 'Istiqlali Ilim va Istimoni']}",llama3.2,2025-02-27T23:17:10.553725Z,3068342500.0,23780542.0,167.0,115000000.0,278.0,2928000000.0,stop,[],,2025-05-31 21:15:56
th,Computational Social Science,กานมส์ยป รา่ข,Thai,"{'translated_term': '\u0e01\u0e32\u0e19\u0e21\u0e2a\u0e4c\u0e22\u0e1b \u0e23\u0e32\u0e48\u0e02', 'translation_rationale': 'ข้อมูลทางวิทยาศาสตร์เชิงคำนวณในด้านสังคมศึกษา ทั้งใช้ภาษาไทยจาก Google Translate API: สังคมศาสตร์เชิงคำนวณ แต่ฉันเลือก \u0e01\u0e32\u0e19\u0e21\u0e2a\u0e4c\u0e22\u0e1b \u0e23\u0e32\u0e48\u0e02 โดยใช้คำว่า \u0e40 (สังคมศาสตร์) เพื่อให้เข้าใจถึงแนวคิดหลักในด้านสังคมศาสตร์เชิงคำนวณ มีคำอธิบายเพิ่มเติมที่เป็นไปได้อีกคือ: วิชาการสังคมศาสตร์เชิงคำนวณ (Computational Sociology) หรือ คำว่า \u0e40\u0e32\u0e48 (Social Sciences Computing)'}",llama3.2,2025-02-27T23:17:17.319675Z,2830755375.0,27909917.0,152.0,18000000.0,270.0,2783000000.0,stop,"[{'translated_term': 'กานมส์ยป รา่ข', 'translation_rationale': 'ข้อมูลทางวิทยาศาสตร์เชิงคำนวณในด้านสังคมศึกษา ทั้งใช้ภาษาไทยจาก Google Translate API: สังคมศาสตร์เชิงคำนวณ แต่ฉันเลือก กานมส์ยป รา่ข โดยใช้คำว่า เ (สังคมศาสตร์) เพื่อให้เข้าใจถึงแนวคิดหลักในด้านสังคมศาสตร์เชิงคำนวณ มีคำอธิบายเพิ่มเติมที่เป็นไปได้อีกคือ: วิชาการสังคมศาสตร์เชิงคำนวณ (Computational Sociology) หรือ คำว่า เา่ (Social Sciences Computing)'}]",กานมส์ยป รา่ข,2025-05-31 21:15:56
ti,Computational Social Science,,Tigrinya,"{'translated_term': 'ኮምፑተሽናል ማሕበራዊ ሳይንስ', 
'translation_rationale': 'I used the provided Tigrinya translation suggestion from Google Translate, as it is a widely recognized and accepted translation. However, to provide an alternative perspective, I would suggest adding ""ቅጥ"" (ቀይ) meaning ""science"" or ""study"", which could be appended to the term to make it more explicit and Tigrinya-specific.',
'alternative_translations': ['ኮምፑተሽናል ጥቅስ', 'ኮሚዴቱሽናል ሳይንስ ቅጥ', 
'Note: The alternative translations are offered to provide more nuanced options and to better align with Tigrinya terminology, which may vary across different regions and dialects.'}}",llama3.2,2025-02-27T23:17:21.040656Z,2705956625.0,26798083.0,195.0,115000000.0,253.0,2562000000.0,stop,[],,2025-05-31 21:15:56
tk,Computational Social Science,,Turkmen,"{'translated_term': 'Hasaplama jemgyýetçilik ylymlary', 
 'translation_rationale': 'The Google Translate API\'s suggestion is a good starting point, but the term ""Hasaplama"" (analysis) and ""jemgyýetçilik"" (social science) fit well together. The suffix ""-y"" in Turkmen indicates a field of study or discipline, making it clear that this term refers to a specific area of expertise.',
 'alternative_translation': 'Jemgyýetçilik hasapçılık ylymlary' 
  'alternative_translation_rationale': 'This alternative uses ""hasapçılık"" (computational) instead of ""Hasaplama"", which is the more common Turkish term for computational methods. However, in Turkmen, ""Hasaplama"" might be a more accurate choice to convey the idea of analysis and computation.'}",llama3.2,2025-02-27T23:17:32.780289Z,1997079959.0,24681542.0,159.0,103000000.0,189.0,1868000000.0,stop,[],,2025-05-31 21:15:56
tl,Computational Social Science,Sistem Panlipunatib sa Kompyuteriko,Tagalog,"{'translated_term': 'Sistem Panlipunatib sa Kompyuteriko', 'translation_rationale': 'Ang terminong \u201CComputational Social Science\u201D ay isang pormal na term na ginamit sa mga akademya ng panlipunan at kompyuter sa buong mundo. Sa Tagalog, naglalayon ko ito bilang \u201CSistem Panlipunatib sa Kompyuteriko\u201D o \u201CSSK\u201D, na naglalayong magpapakita ng kumpulsa ng isang kompyuteryong sistem na mayroon pangkaisipan at analisis ng panlipunan. Ang termino ay nailarawan bilang sistem na gumagamit ng algoritmo at materyal ng datos upang makukuha ng kahalagahan at kahalagahan sa mga kasayuan ng tao.', 'alternatives': ['Sistem Kompyuteriko sa Panlipunan', 'Panalaysik at Kompyuter na Sistem']}

Note: The suggested translation 'Sistem Panlipunatib sa Kompyuteriko' aims to convey the core concept of using computers to analyze and understand social phenomena. It combines the Tagalog words for 'social science' ('panlipunan') with the English term 'computational'. 

The alternatives provided are:

* 'Sistem Kompyuteriko sa Panlipunan': This translation maintains a similar structure but omits the prefix 'sa', which can be considered more formal or proper in certain contexts.
* 'Panalaysik at Kompyuter na Sistem': This alternative emphasizes the analytical aspect of the field, using the word 'panalaysik' (analytic) and adding the adjective 'kompyuter' to describe the system.

These alternatives can be useful depending on the context in which the term is being used.",llama3.2,2025-02-27T23:17:43.210911Z,4650047375.0,27464125.0,149.0,89000000.0,401.0,4532000000.0,stop,"[{'translated_term': 'Sistem Panlipunatib sa Kompyuteriko', 'translation_rationale': 'Ang terminong “Computational Social Science” ay isang pormal na term na ginamit sa mga akademya ng panlipunan at kompyuter sa buong mundo. Sa Tagalog, naglalayon ko ito bilang “Sistem Panlipunatib sa Kompyuteriko” o “SSK”, na naglalayong magpapakita ng kumpulsa ng isang kompyuteryong sistem na mayroon pangkaisipan at analisis ng panlipunan. Ang termino ay nailarawan bilang sistem na gumagamit ng algoritmo at materyal ng datos upang makukuha ng kahalagahan at kahalagahan sa mga kasayuan ng tao.', 'alternatives': ['Sistem Kompyuteriko sa Panlipunan', 'Panalaysik at Kompyuter na Sistem']}]",Sistem Panlipunatib sa Kompyuteriko,2025-05-31 21:15:56
tn,Computational Social Science,Saense ya Dibotlhesho la Botswana,Tswana,"{'translated_term': 'Saense ya Dibotlhesho la Botswana', 'translation_rationale': 
'A combination of Tswana words: \u201csaense\u2019 means computational, \u201cdibotlhesho\u2019 refers to social science, and \u201cbotswana\u2019 indicates the country or region. This term is a direct adaptation of the Google Translate suggestion with slight modifications for clarity and cultural sensitivity.'}",llama3.2,2025-02-27T23:17:45.270041Z,1048806292.0,28534833.0,157.0,85000000.0,98.0,934000000.0,stop,[],,2025-05-31 21:15:56
to,Computational Social Science,,Tonga,"{'translated_term': 'Saienisi Fakasosiale Fakakomipiuta Faka-Keemiketi', 
'translation_rationale': 'I modified ""Faka-Keemikiti"" (Computational) from the Google Translate suggestion to better fit Tongan language structure. In Tonga, prefixes and suffixes often convey nuanced meanings. I added it as a prefix (Faka-) to indicate computational aspect, maintaining a consistent tone with other terms in the field.
 
Additionally, ""Saienisi"" is translated to ""Computational"" directly from English, while "" Fakasosiale"" maintains its meaning of social science. The suffix ""- Fakakomipiuta"" was changed to ""- Faka-Keemiketi"" to better align with Tongan language rules, using the prefix ""Faka-"" for a more precise indication of computational nature.
 
This translation aims to reflect the nuances and complexities of both English and Tongan languages while conveying the essence of Computational Social Science in an accurate and culturally sensitive manner.'}",llama3.2,2025-02-27T23:17:48.354845Z,2070817875.0,28830291.0,158.0,105000000.0,216.0,1935000000.0,stop,[],,2025-05-31 21:15:56
tt,Computational Social Science,Хисаплау социаль фән,Tatar,"{'translated_term': 'Хисаплау социаль фән', 'translation_rationale': 'The term ""Хисаплау социаль фән"" is a direct translation from the original title. It uses the Tatar words """" (hissap) meaning ""computer"", """" (law) meaning ""science"" or ""study"", and """" (sosyal) meaning ""social"". This term accurately conveys the essence of Computational Social Science in Tatar.'}

However, if we want to refine this translation, considering a more nuanced understanding of the term 'Computational Social Science', we could suggest an alternative:

{'translated_term': ''Ишҗәыр социаль фән'ʼ (with space for emphasis), 'translation_rationale': 'The phrase """"Ишғәыр социаль фән"" (with a slight modification) better captures the idea of applying computational methods to social phenomena. The term """" (и̨шғәыр) is an adjective suggesting ""scientifically grounded"" or ""based on evidence"". This alternative translation conveys a stronger emphasis on the methodology and scientific approach underlying Computational Social Science.'}

Please note that, as with any translation, there are nuances and context-dependent considerations. The chosen term may require further refinement to accurately convey the intended meaning in Tatar.",llama3.2,2025-02-27T23:18:02.957617Z,2999309166.0,25694375.0,156.0,86000000.0,286.0,2885000000.0,stop,"[{'translated_term': 'Хисаплау социаль фән', 'translation_rationale': 'The term ""Хисаплау социаль фән"" is a direct translation from the original title. It uses the Tatar words """" (hissap) meaning ""computer"", """" (law) meaning ""science"" or ""study"", and """" (sosyal) meaning ""social"". This term accurately conveys the essence of Computational Social Science in Tatar.'}]",Хисаплау социаль фән,2025-05-31 21:15:56
ty,Computational Social Science,,Tahitian,"{'translated_term': 'Te fihiga iha sotiare o te roro uira e moe te kompuhana', 
'translation_rationale': 'I took inspiration from the provided suggestion ""Te ihi sotiare o te roro uira"" and modified it to better convey the concept of Computational Social Science. I replaced ""ihi"" with ""fihiga"", which is a more suitable Tahitian term for ""analysis"" or ""study"". I also added ""moe te kompuhana"" to emphasize the computational aspect, combining it with ""te roro uira"" to maintain consistency. The resulting translation tries to capture the essence of Computational Social Science in a way that feels authentic and coherent in the Tahitian language.'}

Note: 'Te ihi sotiare o te roro uira' is indeed a close approximation of ""Computational Social Science"", but I aimed to refine it further by incorporating more precise terms that align with the field's focus on analyzing human behavior using computational methods.",llama3.2,2025-02-27T23:18:08.866995Z,2193432708.0,23280167.0,157.0,86000000.0,211.0,2082000000.0,stop,[],,2025-05-31 21:15:56
uk,Computational Social Science,,Ukrainian,"{'translated_term': '\u041a\u0433\u043e\u0440\u0457\u0442\u0435\u043b\u044f\u043d\u0441' \u044f'\u0430\u043c\u0438\u0449\u0435\u043d\u0441' \u043a\u043e\u0432\u0443\u0441', 'translation_rationale': 'I have combined elements of ""Computational"" and ""Social Science"" with the Ukrainian suffix ""-наука"", which is commonly used to denote a scientific field. The resulting term, ""\u041f\u043e\u043c\u0445\u0449\u0443\u043d\u0430\u043b' \u043a\u043e\u0432\u0441""\u0438', roughly translates to ""Computational Social Science"" and is a direct combination of the two terms. Alternative translations could include ""\u041f\u043e\u043c\u0445\u0449\u0443\u043d\u0430\u043b' \u043a\u043e\u0432\u0441' \u0437 \u0430\u043c\u0435\u0440\u0438"" (Computational Social Science with ""z"" appended to indicate it is a science), or ""\u041f\u043e\u043c\u0445\u0449\u0443\u043d\u0430\u043b' \u0434\u0441\u0442\u0438\u043b\u0435"" (Computational Discipline).'}",llama3.2,2025-02-27T23:18:22.97415Z,3905096250.0,24039917.0,152.0,89000000.0,334.0,3790000000.0,stop,[],,2025-05-31 21:15:56
qu,Computational Social Science,,Quechua,"{'translated_term': 'Q'aylla Suyqi Rikch'aq Nisqamanta', 
 'translation_rationale': 'In Quechua, ""Q'aylla"" means ""computational"" or ""methodical"", while ""Suyqi"" refers to knowledge or science. Adding the suffix ""-Rikch'aq"" implies a methodological or analytical approach, and finally adding ""-Nisqamanta"" signifies a connection to social aspects, which is in line with the term ""Computational Social Science"". 
 'alternative_translation': 'Ciencia y Técnica Social Qu'ewa', 'alternative_translation_rationale': This alternative uses Quechua words for science (Qu'ewa) and technology (Técnica), to convey a similar meaning. However, it may sound less idiomatic in everyday conversation.'}",llama3.2,2025-02-27T23:14:17.228818Z,1837886083.0,26892875.0,157.0,95000000.0,179.0,1714000000.0,stop,[],,2025-05-31 21:15:56
ur,Computational Social Science,محققہ سوشل سائنس (معہرگی سائنسی سماجی علم),Urdu,"{'translated_term': 'محققہ سوشل سائنس (معہرگی سائنسی سماجی علم)', 'translation_rationale': 'میں انٹرنیٹ کے ذریعے ترجمہ کیے جانے والے س sugerتی ""کمپیوٹیشنل سوشل سائنس"" کو بھی دیکھا۔ تاہم، میں اس میں ایک ہندوستانی اور South AsianContext کے لیے زیادہ مقبول تہجی اور الفاظ استعمال کیے ہیں۔ ""محققہ"" کا مطلب ہے ""معہرگی"" یا ""انٹرنیٹ پر ماحول اور سماجی علم کے مطالعے کرنے والا""، جبکہ ""سوشل سائنس"" اسفہ سے ""سماجی علم"" ہے۔ ان دونوں الفاظ کو ایک ساتھ رکھتے ہوئے، یہ ترجمہ ""محققہ سوشل سائنس"" سے بڑھ کے ""محققہ سوشل سائنس (معہرگی سائنسی سماجی علم)"" بناتا ہے۔', 'alternatives': ['سوشل سائنس (انٹرنیٹ پر ماحول اور سماجی علم کے مطالعے کرنے والا)', 'سماجی علم (معہرگی کی سائنسی تحقیق)']}

Note: Please keep in mind that translations can be subjective and context-dependent. The provided translation is one possible interpretation of the term ""Computational Social Science"" into Urdu, and there may be other valid alternatives as well.",llama3.2,2025-02-27T23:18:29.060287Z,5075665375.0,25599959.0,155.0,89000000.0,431.0,4960000000.0,stop,"[{'translated_term': 'محققہ سوشل سائنس (معہرگی سائنسی سماجی علم)', 'translation_rationale': 'میں انٹرنیٹ کے ذریعے ترجمہ کیے جانے والے س sugerتی ""کمپیوٹیشنل سوشل سائنس"" کو بھی دیکھا۔ تاہم، میں اس میں ایک ہندوستانی اور South AsianContext کے لیے زیادہ مقبول تہجی اور الفاظ استعمال کیے ہیں۔ ""محققہ"" کا مطلب ہے ""معہرگی"" یا ""انٹرنیٹ پر ماحول اور سماجی علم کے مطالعے کرنے والا""، جبکہ ""سوشل سائنس"" اسفہ سے ""سماجی علم"" ہے۔ ان دونوں الفاظ کو ایک ساتھ رکھتے ہوئے، یہ ترجمہ ""محققہ سوشل سائنس"" سے بڑھ کے ""محققہ سوشل سائنس (معہرگی سائنسی سماجی علم)"" بناتا ہے۔', 'alternatives': ['سوشل سائنس (انٹرنیٹ پر ماحول اور سماجی علم کے مطالعے کرنے والا)', 'سماجی علم (معہرگی کی سائنسی تحقیق)']}]",محققہ سوشل سائنس (معہرگی سائنسی سماجی علم),2025-05-31 21:15:56
ve,Computational Social Science,Computasionalo ya Sosiya ya Tivu,Venda,"{'translated_term': 'Computasionalo ya Sosiya ya Tivu', 
'translation_rationale': 'I translated ""Computational Social Science"" into Venda by combining the words ""computasionalo"" (meaning ""computer"" in Sesotho, but used as an adjective to describe scientific methods in Venda) with ""sosiya"" (meaning ""social"") and the suffix ""-u"" which is often added to nouns to indicate a field of study or discipline. This translation attempts to convey the idea of using computers for social sciences research.', 
'alternatives': ['Computasionalo ya Kibunguna', 'Sosiya ya Computasionalo']}",llama3.2,2025-05-15T20:28:51.231163Z,1325371459.0,34730042.0,121.0,76331833.0,144.0,1213162708.0,stop,[],,2025-05-31 21:15:56
vo,Computational Social Science,Volumatik Sosiala Matematik,Volapük,"{'translated_term': 'Volumatik Sosiala Matematik', 'translation_rationale': 'I used the prefix ""Volumatik"" which is derived from ""Volume"", to convey the computational aspect of data processing and analysis in social science. The suffix ""-tik"" is commonly used in Volapük to denote a process or technique, and the word ""Sosiala"" means social or relations-based, while ""Matematik"" refers to mathematics, hence encompassing the computational element.', 'alternative_terms': ['Volumatik Sosiolijik Matematik', 'Matematik Volumatik Sosiala']}

Note: The alternative terms are provided as they might be more idiomatic in Volapük or convey a slightly different meaning.

In Volapük, ""Sosiala"" is often used to denote social aspects or relationships, and can sometimes carry a connotation of community. To maintain the computational aspect, I chose ""Matematik"" which directly translates to mathematics or calculation. The prefix ""Volumatik"" helps to bridge the gap between these concepts.",llama3.2,2025-02-27T23:19:02.765421Z,2168650041.0,24103666.0,123.0,16000000.0,222.0,2126000000.0,stop,"[{'translated_term': 'Volumatik Sosiala Matematik', 'translation_rationale': 'I used the prefix ""Volumatik"" which is derived from ""Volume"", to convey the computational aspect of data processing and analysis in social science. The suffix ""-tik"" is commonly used in Volapük to denote a process or technique, and the word ""Sosiala"" means social or relations-based, while ""Matematik"" refers to mathematics, hence encompassing the computational element.', 'alternative_terms': ['Volumatik Sosiolijik Matematik', 'Matematik Volumatik Sosiala']}]",Volumatik Sosiala Matematik,2025-05-31 21:15:56
wa,Computational Social Science,Sciences Sociales Computatrices,Walloon,"{'translated_term': 'Sciencias Sociales Computåtorees', 'translation_rationale': 'I combined ""sciences sociales"" (social sciences) with ""computatoire"" from French, which is closely related to Walloon, and added the suffix ""-es"" for plurality. This term roughly translates to ""Computational Social Sciences"" in English.'}

Note: In Walloon, the language closest to French and used in Belgium's Wallonia region, the word 'computatoire' might not be a standard term, but it is commonly used in academic contexts. A more formal translation could be {'translated_term': 'Sciences Sociales Computatrices', 'translation_rationale': 'Using the suffix ""-atrice"" instead of ""-es"", this term would imply that the field is a feminine noun.'}",llama3.2,2025-02-27T23:19:08.053784Z,1513027666.0,24003041.0,121.0,21000000.0,166.0,1466000000.0,stop,"[{'translated_term': 'Sciencias Sociales Computåtorees', 'translation_rationale': 'I combined ""sciences sociales"" (social sciences) with ""computatoire"" from French, which is closely related to Walloon, and added the suffix ""-es"" for plurality. This term roughly translates to ""Computational Social Sciences"" in English.'}, {'translated_term': 'Sciences Sociales Computatrices', 'translation_rationale': 'Using the suffix ""-atrice"" instead of ""-es"", this term would imply that the field is a feminine noun.'}]",Sciences Sociales Computatrices,2025-05-31 21:15:56
wo,Computational Social Science,Famili sineseke kompuootor ,Wolof,"{'translated_term': 'Famili sineseke kompuootor ', 'translation_rationale': 'I used the Wolof words ""famili"" meaning ""science"" or ""knowledge"", ""sine"" meaning ""social"" and ""kompuootor"" meaning ""computer"". The term is a direct translation of the English phrase, but I considered using ""sineseke"" instead of ""social"", which is more common in Wolof to describe social relationships. ', 'translation_alternatives': ['Famili sisesk kompuootor', 'Sinek sineseke komputor']}",llama3.2,2025-05-15T20:29:18.971573Z,1196309084.0,34815750.0,121.0,22149125.0,130.0,1138251291.0,stop,"[{'translated_term': 'Famili sineseke kompuootor ', 'translation_rationale': 'I used the Wolof words ""famili"" meaning ""science"" or ""knowledge"", ""sine"" meaning ""social"" and ""kompuootor"" meaning ""computer"". The term is a direct translation of the English phrase, but I considered using ""sineseke"" instead of ""social"", which is more common in Wolof to describe social relationships. ', 'translation_alternatives': ['Famili sisesk kompuootor', 'Sinek sineseke komputor']}]",Famili sineseke kompuootor ,2025-05-31 21:15:56
