language_code,term_source,ollama_translated_term,language_name,ollama_content,ollama_model,ollama_created_at,ollama_total_duration,ollama_load_duration,ollama_prompt_eval_count,ollama_prompt_eval_duration,ollama_eval_count,ollama_eval_duration,ollama_done_reason,ollama_extracted_dictionaries,ollama_translation,coding_dh_date
ko,Public History,ㅡㄫ ㅍㄯ 兴主,Korean,"{'translated_term': '\u3161\u312b \u314d\u312f \u5174\u4e3b', 
 'translation_rationale': 'In Korean, we can translate ""Public History"" into a combination of , which means ""public"", and , which refers to the field of study. This translation maintains the core meaning of the original term while adhering to conventional Korean word order. Alternatives include using \u314d\u312f \u5174\u4e3b (history study) or \u3161\u312b \u548c\u8ca9 (public research), but these options may not capture the full scope of public history as accurately as the suggested term.'}",llama3.2,2025-05-15T20:11:53.101716Z,1503211959.0,36268750.0,116.0,84943709.0,149.0,1380737833.0,stop,[],,2025-05-31 21:15:56
kr,Public History,Gudakar Hiistori,Kanuri,"{'translated_term': 'Gudakar Hiistori', 
 'translation_rationale': 'The term ""Public History"" can be roughly translated to Kanuri as ""Gudakar Hiistori"", which combines the words for ""public"" (guda) and ""history"" (hiistori). This translation aims to convey the idea of history being accessible and shared with the public. Alternative translations could include ""Hiziku Hiistori"" or simply ""Hiistori"", but ""Gudakar Hiistori"" seems to best capture the essence of the term. ', 
 'translation_alternatives': ['Hiziku Hiistori', 'Hiistori']}",llama3.2,2025-05-15T20:11:14.163871Z,1298662250.0,32022125.0,118.0,77613625.0,141.0,1188227708.0,stop,[],,2025-05-31 21:15:56
ks,Public History,म् लगतैीि,Kashmiri,"{'translated_term': '\u092e\u094d \u0932\u0917\u0924\u0948\u0940\u093f', 
'translation_rationale': 'The term ""Rajniti Itihas"" is a common translation of the English term ""Public History"", as it conveys the idea of history that serves the public and addresses community needs. In Kashmiri, ""Rajniti"" refers to politics or governance, while ""Itihas"" means history.', 
'alternatives': 'Some alternative translations could be ""\u092e\u094d \u090f\u0930\u0948\u093f"" (meaning ""History of the People""), which emphasizes the focus on community and social history. Alternatively, ""\u092e\u094d \u0915\u0930\u093f"" (meaning ""Community History"") could also be used.'}",llama3.2,2025-05-15T20:11:23.046104Z,1845637292.0,31792667.0,118.0,21623541.0,186.0,1791247167.0,stop,[],,2025-05-31 21:15:56
ku,Public History,Dîroka Giştî / Dîroka Piştî (Dîrok û Fêkir),Kurdish,"{'translated_term': 'Dîroka Giştî / Dîroka Piştî (Dîrok û Fêkir)', 'translation_rationale': 
'Dîroka Giştî/Piştî is a combination of two Kurdish words: ''dîroke'' meaning history and ''giştî''/''piştî'' meaning public, collective. However, an alternative translation could be  Dîrok û Fêkir (Dîrok being the Kurdish term for history and fêkir meaning thought, opinion or intellectual discourse). Using these alternatives provides more nuance to the translation, highlighting the focus on historical thinking and collective discussion.'}",llama3.2,2025-02-27T22:44:30.45231Z,1277828333.0,28644750.0,147.0,22000000.0,140.0,1225000000.0,stop,[],,2025-05-31 21:15:56
kv,Public History,Kuksa vosto,Komi,"{'translated_term': 'Kuksa vosto', 'translation_rationale': 'In Komi, ""kuksa"" refers to a river or a stream, and ""vosto"" means path or way. This translation conveys the idea of a historical narrative that flows through time and connects people with the past.', 'alternatives': {'alternative_term_1': 'Vodo vosto kuksane', 'translation_rationale_1': 'This alternative term uses ""vodo"" (water) to convey the idea of history as a source or a resource, while maintaining the connection to the Komi word for path.'}}",llama3.2,2025-05-15T20:11:50.574556Z,1388678666.0,40038708.0,118.0,98767500.0,131.0,1248598333.0,stop,[],,2025-05-31 21:15:56
kw,Public History,Skollva Trethorvyn,Cornish,"{'translated_term': 'Skollva Trethorvyn', 'translation_rapiale': 'Public History is a form of historical practice that seeks to make history accessible and engaging for the general public, therefore ""Trethorvyn"" (public) conveys this idea. The suffix ""-skollva"" is derived from the Cornish word ""skoll"", meaning ""to speak"" or ""to tell"", indicating a sharing or dissemination of knowledge, which is fitting for historical practices that make history available to the public.'}",llama3.2,2025-05-15T20:08:54.732739Z,1002033250.0,28305083.0,118.0,72687625.0,110.0,900317334.0,stop,"[{'translated_term': 'Skollva Trethorvyn', 'translation_rapiale': 'Public History is a form of historical practice that seeks to make history accessible and engaging for the general public, therefore ""Trethorvyn"" (public) conveys this idea. The suffix ""-skollva"" is derived from the Cornish word ""skoll"", meaning ""to speak"" or ""to tell"", indicating a sharing or dissemination of knowledge, which is fitting for historical practices that make history available to the public.'}]",Skollva Trethorvyn,2025-05-31 21:15:56
ky,Public History,ീ൜ෲු ෝ,"Kirghiz, Kyrgyz","`{'translated_term': '\u0d40\u0d5c\u0df2\u0dd4 \u0dd9\u0dcf\u0dca', 'translation_rationale': 'In Kirghiz, Kyrgyz language, I combined ""Koom"" meaning community or public and ""Tarikh"" meaning history to create a term that accurately represents the concept of Public History. This translation emphasizes the public aspect of historical study and its focus on the collective memory of communities.'}`

Here's a breakdown of the translation:

- `\u0d40\u0d5c\u0df2\u0dd4` translates to 'Public' in Kirghiz, Kyrgyz.
- `\u0dd9\u0dcf\u0dca` translates to 'History' in Kirghiz, Kyrgyz.

Combining these two words creates a term that accurately conveys the concept of Public History in the local language.",llama3.2,2025-02-27T22:44:04.875542Z,2070511334.0,25818250.0,158.0,95000000.0,197.0,1948000000.0,stop,"[{'translated_term': 'ീ൜ෲු ෝ', 'translation_rationale': 'In Kirghiz, Kyrgyz language, I combined ""Koom"" meaning community or public and ""Tarikh"" meaning history to create a term that accurately represents the concept of Public History. This translation emphasizes the public aspect of historical study and its focus on the collective memory of communities.'}]",ീ൜ෲු ෝ,2025-05-31 21:15:56
la,Public History,Historia Publica,Latin,"{'translated_term': 'Historia Publica', 'translation_rationale': 'The term ""Public History"" can be roughly translated to ""History of the Public"" or ""Civil History"". I have chosen ""Historia Publica"" because it follows a more traditional Latin structure, where ""Historia"" is used to describe a study of past events. The word ""Publicus"" in Latin means ""of or pertaining to the public"", which fits well with the meaning of ""Public History"". This translation maintains a clear connection to the historical and academic aspects of Public History.'}",llama3.2,2025-02-27T22:44:40.116759Z,1092429917.0,27227375.0,144.0,132000000.0,117.0,931000000.0,stop,"[{'translated_term': 'Historia Publica', 'translation_rationale': 'The term ""Public History"" can be roughly translated to ""History of the Public"" or ""Civil History"". I have chosen ""Historia Publica"" because it follows a more traditional Latin structure, where ""Historia"" is used to describe a study of past events. The word ""Publicus"" in Latin means ""of or pertaining to the public"", which fits well with the meaning of ""Public History"". This translation maintains a clear connection to the historical and academic aspects of Public History.'}]",Historia Publica,2025-05-31 21:15:56
lb,Public History,Ëffentlech Geschicht,Luxembourgish,"{'translated_term': 'Ëffentlech Geschicht', 'translation_rationale': 'The suggested term ""Ëffentlech Geschicht"" by Google Translate seems suitable, but I would refine it to ""Ëffentleche Geschichten"" to make the plural form consistent with Luxembourgish grammar. This change is mainly for clarity and readability purposes.'}",llama3.2,2025-02-27T22:44:44.607934Z,652363959.0,27893334.0,148.0,20000000.0,73.0,602000000.0,stop,"[{'translated_term': 'Ëffentlech Geschicht', 'translation_rationale': 'The suggested term ""Ëffentlech Geschicht"" by Google Translate seems suitable, but I would refine it to ""Ëffentleche Geschichten"" to make the plural form consistent with Luxembourgish grammar. This change is mainly for clarity and readability purposes.'}]",Ëffentlech Geschicht,2025-05-31 21:15:56
lg,Public History,Omuluuka wa Tumeso,Luganda,"{'translated_term': 'Omuluuka wa Tumeso', 'translation_rationale': 'I used the word ""muluso"" (meaning &quot;history&quot; or &quot;storytelling&quot;) in Luganda, and combined it with ""omuluuka"", which means &quot;public&quot; or &quot;community-oriented&quot;. This translation aims to convey the idea of making history accessible and relevant to the broader community. Alternative options could be ""Ekikono ki Tumeso"" (meaning &quot;Studies of History&quot;) or ""Omulukole wa Tumeso"" (meaning &quot;History Museum&quot;, with a more museum-focused connotation).'}",llama3.2,2025-05-15T20:12:04.627081Z,1325532625.0,32243083.0,118.0,71914167.0,147.0,1220330458.0,stop,"[{'translated_term': 'Omuluuka wa Tumeso', 'translation_rationale': 'I used the word ""muluso"" (meaning &quot;history&quot; or &quot;storytelling&quot;) in Luganda, and combined it with ""omuluuka"", which means &quot;public&quot; or &quot;community-oriented&quot;. This translation aims to convey the idea of making history accessible and relevant to the broader community. Alternative options could be ""Ekikono ki Tumeso"" (meaning &quot;Studies of History&quot;) or ""Omulukole wa Tumeso"" (meaning &quot;History Museum&quot;, with a more museum-focused connotation).'}]",Omuluuka wa Tumeso,2025-05-31 21:15:56
ny,Public History,Mphambo Ndebe Ndipo,Chichewa; Chewa; Nyanja,"{'translated_term': 'Mphambo Ndebe Ndipo', 'translation_rationale': 'I have drawn inspiration from the concept of ""Mbiri Yambiri"" suggested by Google Translate, which refers to a person who observes or reports on things. I added ""Ndebe Ndipo"", meaning ""history/record"" in Chichewa and Nyanja, to create a term that conveys the idea of studying and documenting public events and experiences. This translation emphasizes the importance of recording and preserving historical events for the benefit of society.', 'alternatives': ['Mphambo ndiyo', 'Mbiri Ndebe', 'Ndipo Ndebe Ndipo']}",llama3.2,2025-02-27T22:37:20.973119Z,1449706541.0,24227708.0,165.0,91000000.0,143.0,1333000000.0,stop,"[{'translated_term': 'Mphambo Ndebe Ndipo', 'translation_rationale': 'I have drawn inspiration from the concept of ""Mbiri Yambiri"" suggested by Google Translate, which refers to a person who observes or reports on things. I added ""Ndebe Ndipo"", meaning ""history/record"" in Chichewa and Nyanja, to create a term that conveys the idea of studying and documenting public events and experiences. This translation emphasizes the importance of recording and preserving historical events for the benefit of society.', 'alternatives': ['Mphambo ndiyo', 'Mbiri Ndebe', 'Ndipo Ndebe Ndipo']}]",Mphambo Ndebe Ndipo,2025-05-31 21:15:56
oc,Public History,istoire publica,Occitan,"{'translated_term': 'istoire publica', 'translation_rationale': 'Public History is a field that studies and interprets the past in a way that is accessible and relevant to the general public. In Occitan, we can use ""istoire"" (history) as the base term, and ""publica"" to convey the idea of it being made available or shared with the general population. This translation reflects the idea of history being made for everyone, rather than just a specialized audience.', 'alternative_terms': ['istoria publica', 'istoira publica']}",llama3.2,2025-05-15T20:13:24.821369Z,1097869750.0,33249458.0,118.0,81290541.0,117.0,982689834.0,stop,"[{'translated_term': 'istoire publica', 'translation_rationale': 'Public History is a field that studies and interprets the past in a way that is accessible and relevant to the general public. In Occitan, we can use ""istoire"" (history) as the base term, and ""publica"" to convey the idea of it being made available or shared with the general population. This translation reflects the idea of history being made for everyone, rather than just a specialized audience.', 'alternative_terms': ['istoria publica', 'istoira publica']}]",istoire publica,2025-05-31 21:15:56
om,Public History,,Oromo,"{'translated_term': 'Seenaa Ummataa Oromoo', 
 'translation_rationale': 'The phrase ""Seenaa Ummataa"" roughly translates to ""Public History of our people"" or ""Our communal history"", which is a common theme in public history. Adding the prefix ""Oromoo"" means it specifically pertains to Oromo people, making the term ""Seenaa Ummataa Oromoo"". The API suggested this term because it emphasizes shared history; I refined it by making it more specific and nuanced.'}

Alternatively, another possible translation could be:

{'translated_term': 'Jisuu Keessaa Siin', 
 'translation_rationale': 'This phrase roughly translates to ""History of Our People"" or ""Our Communal History"", emphasizing the importance of shared history. In Oromo language, the suffix ""-keessa"" is often used to indicate community or communal aspect. However, this translation might be too generic and could apply to other groups as well.'}

It's worth noting that translating a term like ""Public History"" into Oromo may require context and nuance, and different translators might suggest different terms based on their understanding of the concept and the language.",llama3.2,2025-02-27T22:48:41.585595Z,2473730458.0,23323083.0,148.0,104000000.0,247.0,2345000000.0,stop,[],,2025-05-31 21:15:56
st,Public History,Historia ya Selemo,Southern Sotho,"{'translated_term': 'Rampo a Selemo ya Publike', 'translation_rationale': 'The translation ""Rampo a Selemo ya Publike"" combines elements of Southern Sotho words to convey the meaning of Public History. ""Rampo"" means ""history"" in Sesotho, while ""a Selemo"" translates to ""public affairs"" or ""public matters"". The prefix ""ya Publike"" is added to emphasize the public aspect, making it a suggested translation for Public History.'}

Alternatively, considering the Google Translate API's suggestion 'Histori ea Sechaba', I could refine my translation to: 

{'translated_term': 'Historia ya Selemo', 'translation_rationale': 'This alternative translation builds upon the existing phrase by incorporating Sesotho roots. ""Historia"" directly translates to history from Greek, and adding ""ya Selemo"" maintains its public connotation, emphasizing that Public History involves shared understanding of collective past.'}",llama3.2,2025-02-27T22:51:41.530998Z,1984891083.0,27342708.0,152.0,97000000.0,200.0,1859000000.0,stop,"[{'translated_term': 'Rampo a Selemo ya Publike', 'translation_rationale': 'The translation ""Rampo a Selemo ya Publike"" combines elements of Southern Sotho words to convey the meaning of Public History. ""Rampo"" means ""history"" in Sesotho, while ""a Selemo"" translates to ""public affairs"" or ""public matters"". The prefix ""ya Publike"" is added to emphasize the public aspect, making it a suggested translation for Public History.'}, {'translated_term': 'Historia ya Selemo', 'translation_rationale': 'This alternative translation builds upon the existing phrase by incorporating Sesotho roots. ""Historia"" directly translates to history from Greek, and adding ""ya Selemo"" maintains its public connotation, emphasizing that Public History involves shared understanding of collective past.'}]",Historia ya Selemo,2025-05-31 21:15:56
te,Public History,ఞా మలచ ఱీల,Telugu,"{'translated_term': '\u0c1e\u0c3e \u0c2e\u0c32\u0c1a \u0c31\u0c40\u0c32', 'translation_rationale': 'The term ""Public History"" can be translated to Telugu as \u0c1e\u0c3e \u0c2e\u0c32\u0c1a \u0c31\u0c40\u0c32, which literally means ""common history"" or ""shared history"". The prefix \u0c1e\u0c3e (ప్రజ)\u0c2b indicates a general or collective meaning, while \u0c2e\u0c32\u0c1a \u0c31\u0c40\u0c32 (\u0c3e \u0c1a \u0c32) means ""history"" or ""story"". This translation emphasizes the public aspect of history, conveying the idea that it is accessible and shared among people. Alternative translations could be \u0c33\u0c2d\u0c31\u0c40\u0c32 (స్వచ్ఛంద ఇతిహాస) or \u0c1e\u0c3e \u0c2b\u0c33\u0c2d (\u0c31\u0c40\u0c32), which also convey the idea of public history, but with slightly different connotations.'}",llama3.2,2025-02-27T22:52:35.860241Z,3771866083.0,20318292.0,164.0,17000000.0,341.0,3732000000.0,stop,"[{'translated_term': 'ఞా మలచ ఱీల', 'translation_rationale': 'The term ""Public History"" can be translated to Telugu as ఞా మలచ ఱీల, which literally means ""common history"" or ""shared history"". The prefix ఞా (ప్రజ)ఫ indicates a general or collective meaning, while మలచ ఱీల (ా చ ల) means ""history"" or ""story"". This translation emphasizes the public aspect of history, conveying the idea that it is accessible and shared among people. Alternative translations could be ళభఱీల (స్వచ్ఛంద ఇతిహాస) or ఞా ఫళభ (ఱీల), which also convey the idea of public history, but with slightly different connotations.'}]",ఞా మలచ ఱీల,2025-05-31 21:15:56
tg,Public History,اسيروة پیچۇد ثمِد,Tajik,"{'translated_term': '\u0627\u0633\u064a\u0631\u0648\u0629 \u067e\u06cc\u0686\u06c7\u062f \u062b\u0645\u0650\u062f', 
 'translation_rationale': 'I used the prefix \u0627\u0633\u064a\u0631\u0648\u062f (public) and \u067e\u06cc\u0686\u06c7\u062f (\u062b\u0645\u0650\u062f) to represent the term. The root \u06cc\u0686\u06c7 is not directly equivalent to ""history"", but in Tajik, it can be used as a synonym for the concept of history or past events. However, I wanted to maintain a more literal translation by replacing it with \u062b\u0645\u0650\u062f (public) and \u06cc\u0686\u06c7 (\u062b\u0645\u0650), which is commonly used in Tajik for referring to public or social aspects.'}",llama3.2,2025-02-27T22:52:41.794173Z,2494858375.0,20999250.0,154.0,23000000.0,236.0,2449000000.0,stop,[],,2025-05-31 21:15:56
ti,Public History,,Tigrinya,"{'translated_term': ህዝባዊ ታሪኽ (Public History) or ሕግ ታሪኽ, 'ህዝባዊ' meaning public and ታሪኽ meaning history or study of), 
'translation_rationale': The suggested term by Google Translate, ህዝባዊ ታሪኽ, is close but does not fully convey the English concept. I added 'ሕግ' (public) to make it more accurate and clear in Tigrinya. However, an alternative translation could be ሕግ ታሪኽ, which also conveys the idea of public history.
'alternative_translation': ሕግ ታሪኽ (Public History) or ህዝባዊ ታሪኽ.",llama3.2,2025-02-27T22:52:51.016072Z,2593226708.0,22990750.0,165.0,93000000.0,231.0,2475000000.0,stop,[],,2025-05-31 21:15:56
tl,Public History,,Tagalog,"{'translated_term': 'Pampublikong Kasaysayan at Paggawa ng Kultura', 'translation_rationale': 'I modified ""Pampublikong Kasaysayan"" (Google Translate's suggestion) by adding ""at Paggawa ng Kultura"" to better convey the idea of public history as an active process of cultural transmission and engagement. This phrase also reflects the Filipino concept of ""kultura"" extending beyond mere heritage or tradition, encompassing values, practices, and social relationships.'}",llama3.2,2025-02-27T22:53:07.312728Z,1040658167.0,26263875.0,149.0,169000000.0,106.0,844000000.0,stop,[],,2025-05-31 21:15:56
tn,Public History,Chiro ka Dikga,Tswana,"{'translated_term': 'Diikga tsa Chiro', 'translation_rationale': 'The term ""Diikga"" roughly translates to history or past events, and is often used in Tswana to refer to historical knowledge. Adding the suffix ""-tsa Chiro"" suggests that this knowledge is public or available for all, which is in line with the concept of Public History.'}

Alternatively, a more literal translation could be:

{'translated_term': 'Chiro ka Dikga', 'translation_rationale': 'This term translates to ""the history of history"", but it can also imply the study of historical events that are publicly accessible or relevant.'}

Note: While both translations aim to convey the concept of Public History, they differ in their emphasis and connotation. The first translation, ""Diikga tsa Chiro"", is more idiomatic and suggests a public domain for knowledge about history. The second translation, ""Chiro ka Dikga"", is more literal but could be seen as slightly awkward in everyday Tswana speech.",llama3.2,2025-05-15T20:16:11.781779Z,2351729208.0,34529708.0,118.0,90872417.0,213.0,2225181958.0,stop,"[{'translated_term': 'Diikga tsa Chiro', 'translation_rationale': 'The term ""Diikga"" roughly translates to history or past events, and is often used in Tswana to refer to historical knowledge. Adding the suffix ""-tsa Chiro"" suggests that this knowledge is public or available for all, which is in line with the concept of Public History.'}, {'translated_term': 'Chiro ka Dikga', 'translation_rationale': 'This term translates to ""the history of history"", but it can also imply the study of historical events that are publicly accessible or relevant.'}]",Chiro ka Dikga,2025-05-31 21:15:56
to,Public History,,Tonga,"{'translated_term': 'Fa'āfetai 'i fa'asaleleiga Fakapuleʻanga', 'translation_rationale': 
'The term ""Fa'āfetai"" is a Tongan concept that roughly translates to ""community service"" or ""public service"". It is often used in Tongan contexts to describe actions that benefit the community. In this case, I combined it with ""Fakapuleʻanga"", which means ""history"" or ""storytelling"", to convey the idea of public history as a form of storytelling for the community.

Alternative translation: 'Hisitōlia Fakapuleʻanga' (as suggested by Google Translate) - This is a more literal translation, but it may sound unnatural in Tongan. 

Further refinement: To make the term more idiomatic and culturally relevant, I could modify it to ""Fa'āfetai Fakapuleʻanga"", which emphasizes the idea of community service through history or storytelling. However, this may still not perfectly capture the nuances of public history.'}",llama3.2,2025-02-27T22:53:13.349981Z,2438307041.0,19103458.0,152.0,91000000.0,222.0,2326000000.0,stop,[],,2025-05-31 21:15:56
tr,Public History,Sarıtsız Tariheçilik,Turkish,"{'translated_term': 'Sarıtsız Tariheçilik', 
 'translation_rationale': 'I chose this term because ""sarıtsız"" is an adverb that means ""public"" or ""outside,"" which fits well with the concept of Public History. Adding the suffix ""-tarih"", meaning ""history,"" to it helps convey the subject matter. The term ""Sarıtsız Tariheçilik"" roughly translates to ""Public History"" in English, making it a suitable and natural-sounding Turkish equivalent.',
 'alternative_translations': ['Kamu Tarihi', 'Sahipsiz Tariheçilik', 'Görsel Tarih']}",llama3.2,2025-02-27T22:53:15.696863Z,1333870000.0,29596792.0,143.0,93000000.0,140.0,1209000000.0,stop,[],,2025-05-31 21:15:56
tt,Public History,,Tatar,"{'translated_term': 'Халык тарихы' or 'Айыу мәмләнәр', 'translation_rationale': 
'A more literal translation of ""Public History"" into Tatar would be """" (Aytu mämlenär), which refers to the sharing of historical knowledge. However, considering the cultural context and the term's common usage in the field, I suggest using """". This term is often used in Tatar academic circles to refer to public history, emphasizing its focus on accessible knowledge dissemination.'}",llama3.2,2025-02-27T22:53:22.056399Z,1108841000.0,26360208.0,149.0,90000000.0,116.0,990000000.0,stop,[],,2025-05-31 21:15:56
tw,Public History,,Twi,"{'translated_term': 'Ɔmanfo Abakɔsɛm', 
 'translation_rationale': 'The term ""Public History"" can be broken down into its constituent parts: ""Ɔmanfo"", which roughly translates to ""public"" or ""common"", and ""Abakɔsɛm"", which means ""history"". By combining these two words, we arrive at the translation ""Ɔmanfo Abakɔsɛm"", suggesting that public history involves making historical knowledge accessible to a wider audience. 
 Alternative suggestions could be: 
  - Nkutofo Adumu Akonim (emphasizing the idea of making history available for all)
  - Adumu Abakɔsɛm (maintaining ""history"" while adding ""adumu"", which can mean ""public"" or ""known"")
  However, considering the nuances of language and cultural context, ""Ɔmanfo Abakɔsɛm"" is the most fitting translation.'}",llama3.2,2025-02-27T22:53:28.950417Z,2084220959.0,22011625.0,154.0,95000000.0,211.0,1965000000.0,stop,[],,2025-05-31 21:15:56
ug,Public History,اآرمابن اليحة السهد,"Uighur, Uyghur","{'translated_term': '\u0627\u0622\u0631\u0645\u0627\u0628\u0646 \u0627\u0644\u064a\u062d\u0629 \u0627\u0644\u0633\u0647\u062f', 'translation_rationale': 'In Uighur, the term """"ئاممىۋى تارىخ"""" (given by Google Translate API) roughly translates to ""public history"" but has a slightly formal tone. I adjusted it to \u0627\u0622\u0631\u0645\u0627\u0628\u0646 \u0627\u0644\u064a\u062d\u0629 \u0627\u0644\u0633\u0647\u062f, which better conveys the academic and professional tone associated with Public History in English. The added emphasis on """"\u064e\u0645\u0627\u0628\u0646"""" (public) helps to clarify the scope of the field.', 'alternative_translation': '\u0639\u0641\u064a\u0642 \u0627\u0644\u064a\u062d\u0629 \u0627\u0644\u0633\u0647\u062f'}",llama3.2,2025-02-27T22:53:38.54757Z,2898144166.0,25234666.0,163.0,19000000.0,266.0,2852000000.0,stop,"[{'translated_term': 'اآرمابن اليحة السهد', 'translation_rationale': 'In Uighur, the term """"ئاممىۋى تارىخ"""" (given by Google Translate API) roughly translates to ""public history"" but has a slightly formal tone. I adjusted it to اآرمابن اليحة السهد, which better conveys the academic and professional tone associated with Public History in English. The added emphasis on """"َمابن"""" (public) helps to clarify the scope of the field.', 'alternative_translation': 'عفيق اليحة السهد'}]",اآرمابن اليحة السهد,2025-05-31 21:15:56
uk,Public History,Публічна історія,Ukrainian,"{'translated_term': 'Публічна історія', 'translation_rationale': 'The term ""Public History"" can be literally translated to ""People\'s History"" (народна історія) in Ukrainian, emphasizing the public aspect of historical research and its accessibility to a broader audience. An alternative translation could be ''Гісторії для усіх'' (Historiia dla vsih), which conveys the idea that history is for everyone, rather than just an academic or elite field.'}",llama3.2,2025-05-15T20:16:29.706427Z,949501708.0,29416000.0,116.0,70488958.0,101.0,848879500.0,stop,"[{'translated_term': 'Публічна історія', 'translation_rationale': 'The term ""Public History"" can be literally translated to ""People\'s History"" (народна історія) in Ukrainian, emphasizing the public aspect of historical research and its accessibility to a broader audience. An alternative translation could be Гісторії для усіх (Historiia dla vsih), which conveys the idea that history is for everyone, rather than just an academic or elite field.'}]",Публічна історія,2025-05-31 21:15:56
ur,Public History,مطبوع تاریخ,Urdu,"{'translated_term': 'مطبوع تاریخ', 'translation_rationale': 'لہrea مصری مصنف میسٹر ڈی کرسٹو نے تحریک ماحولیاتی حصول کی بنیاد رکھی اور اس سے ان کی پیدائش کا نام لگایا گیا تھا، ایسی تحریک جس کا مقصد کھیتوں اور معاشرتی نظام کو منظم کرنا تھا۔  ان نے ""مطبوع تاریخ"" کے تصور کا آغاز کیا، جو سماجی اور ثقافتی ثبوتوں کی ایک مجموعہ ہوتی ہے جو History کی سائنس کو گہرائی और سمجھ میں لانے میں مدد فراہم کرتا ہے۔', 'alternatives': 'تاریخ اور عوام'}",llama3.2,2025-05-15T20:16:33.080126Z,2354275000.0,40893875.0,116.0,73324125.0,223.0,2239103542.0,stop,"[{'translated_term': 'مطبوع تاریخ', 'translation_rationale': 'لہrea مصری مصنف میسٹر ڈی کرسٹو نے تحریک ماحولیاتی حصول کی بنیاد رکھی اور اس سے ان کی پیدائش کا نام لگایا گیا تھا، ایسی تحریک جس کا مقصد کھیتوں اور معاشرتی نظام کو منظم کرنا تھا۔  ان نے ""مطبوع تاریخ"" کے تصور کا آغاز کیا، جو سماجی اور ثقافتی ثبوتوں کی ایک مجموعہ ہوتی ہے جو History کی سائنس کو گہرائی और سمجھ میں لانے میں مدد فراہم کرتا ہے۔', 'alternatives': 'تاریخ اور عوام'}]",مطبوع تاریخ,2025-05-31 21:15:56
vi,Public History,Íy thỉng ċng ěƺu,Vietnamese,"{'translated_term': '\u00cdy th\u1ec9ng c\u0307ng \u011b\u01bau', 'translation_rationale': 'The term ""Public History"" can be translated to Vietnamese as """" which is a combination of """" (sử) meaning ""history"" and """" (công cộng) meaning ""public"". This translation accurately conveys the idea of history that is made accessible to the general public. The alternative translation """" can also be used, but it might sound slightly different from the more common term in English.'}",llama3.2,2025-02-27T22:54:04.347306Z,1143648458.0,27252792.0,145.0,98000000.0,116.0,1016000000.0,stop,"[{'translated_term': 'Íy thỉng ċng ěƺu', 'translation_rationale': 'The term ""Public History"" can be translated to Vietnamese as """" which is a combination of """" (sử) meaning ""history"" and """" (công cộng) meaning ""public"". This translation accurately conveys the idea of history that is made accessible to the general public. The alternative translation """" can also be used, but it might sound slightly different from the more common term in English.'}]",Íy thỉng ċng ěƺu,2025-05-31 21:15:56
vo,Public History,Piblikalüd,Volapük,"{'translated_term': 'Piblikalüd', 
'translation_rationale': 'Based on the concept of public history being focused on understanding and interpreting historical events and phenomena for a broader audience, I used ""Piblikalüd"" which combines elements of ""piblik"", meaning public or common, with ""lüd"", derived from ""löd"", meaning knowledge or learning. The term is intended to convey the idea of history being shared with the general public.',
'alternative_translations': 
 ['Piblikitüd', 'Püblikalüd'], 
'note': 'While there isn\'t a direct Volapük equivalent for ""history"" (the closest word being ""lüd""), the term ""Piblikalüd"" is intended to convey the idea of history being made accessible and understandable to a broader audience.'}",llama3.2,2025-02-27T22:54:07.08216Z,1723446917.0,27010459.0,120.0,76000000.0,180.0,1618000000.0,stop,[],,2025-05-31 21:15:56
wo,Public History,Sesayeg Suxalee,Wolof,"{'translated_term': 'Sesayeg Suxalee' , 'translation_rationale': 'In Wolof, Sesayeg means ""study"" or ""research"", and Suxalee implies ""public"" or ""open"". The term combines these to convey the idea of public historical study.', 'alternative_terms': ['Bul Pagaase', 'Xool Suxale', 'Dibis Suy'], 'alternative_rationale': ['Bul Pagaase means ""official history"", Xool Suxale implies a focus on popular history, while Dibis Suy combines elements of study and community to convey the broader scope of public history.']}",llama3.2,2025-05-15T20:16:59.902049Z,1803514417.0,30506417.0,118.0,87777250.0,138.0,1684397625.0,stop,"[{'translated_term': 'Sesayeg Suxalee', 'translation_rationale': 'In Wolof, Sesayeg means ""study"" or ""research"", and Suxalee implies ""public"" or ""open"". The term combines these to convey the idea of public historical study.', 'alternative_terms': ['Bul Pagaase', 'Xool Suxale', 'Dibis Suy'], 'alternative_rationale': ['Bul Pagaase means ""official history"", Xool Suxale implies a focus on popular history, while Dibis Suy combines elements of study and community to convey the broader scope of public history.']}]",Sesayeg Suxalee,2025-05-31 21:15:56
