language_code,term_source,openai_translated_term,language_name,openai_completion_tokens,openai_created,openai_finish_reason,openai_model,openai_prompt_tokens,openai_total_tokens,openai_translation_rationale,coding_dh_date
ty,Public History,Aamu no te Huiraatira,Tahitian,161.0,1740719543.0,stop,gpt-4o-2024-08-06,126.0,287.0,"In translating 'Public History' into Tahitian, I considered both suggested translations: 'Aamu huiraatira' and 'Aamu o te huiraatira'. The word 'Aamu' translates to 'history' or 'story', and 'Huiraatira', it refers to the public or the community. I opted for 'no te Huiraatira' as an addition, using 'no' to indicate 'for' or 'of', which is more commonly used in Tahitian to establish a connection of purpose or belonging. Therefore, 'Aamu no te Huiraatira' conveys the idea of history belonging to or meant for the public in a manner consistent with Tahitian linguistic structures.",2025-05-31 21:15:56
uk,Public History,Публічна історія,Ukrainian,118.0,1740719571.0,stop,gpt-4o-2024-08-06,122.0,240.0,"The term ""Публічна історія"" is an accurate translation of ""Public History"" into Ukrainian. Both Google Translate and the Easy Neural Machine Translation library suggest this translation, indicating a consensus on the term. ""Публічна"" directly corresponds to ""public,"" and ""історія"" directly corresponds to ""history,"" making it a clear, straightforward translation. Additionally, this terminology aligns with the conventions used in the Ukrainian language to describe the field of public history in academic and professional contexts.",2025-05-31 21:15:56
ur,Public History,عوامی تاریخ,Urdu,120.0,1740719576.0,stop,gpt-4o-2024-08-06,120.0,240.0,"The term ""Public History"" can be aptly translated into Urdu as ""عوامی تاریخ."" ""عوامی"" means ""public,"" and ""تاریخ"" means ""history."" This translation directly captures the essence of the original term, which refers to the practice of history that engages with the public outside of traditional academic contexts. Both suggested translations from the Google Translate API and the Easy Neural Machine Translation library provide the same term, which is precise and suitable for conveying the concept in Urdu.",2025-05-31 21:15:56
uz,Public History,Ommaviy tarix,Uzbek,151.0,1740719605.0,stop,gpt-4o-2024-08-06,140.0,291.0,"The term 'Public History' refers to the practice of history by and for the public, often involving collaboration and engagement with communities. The term 'Ommaviy tarix' translates directly to 'Mass/Public History' in Uzbek, capturing the essence of history that is accessible and relevant to the broad public. While 'Jamoatchilik tarixi' implies 'Community History', which is slightly more specific, and 'Ommaviy tarix va Milliy Tarix' adds the element of 'National History', 'Ommaviy tarix' is concise and effectively conveys the broader concept of history for public consumption and participation, hence is the most fitting translation.",2025-05-31 21:15:56
ve,Public History,Ḓivhazwakale ya Tshitshavha,Venda,124.0,1740719622.0,stop,gpt-4o-2024-08-06,112.0,236.0,"The phrase ""Ḓivhazwakale ya Tshitshavha"" effectively captures the essence of ""Public History"" by combining the word ""Ḓivhazwakale,"" meaning ""history,"" with ""Tshitshavha,"" meaning ""public"" or ""community."" This translation emphasizes the communal aspect of history being accessible and relevant to the public, which is a core principle of Public History. Therefore, the suggested translation aligns well with the intended meaning and does not require further modification.",2025-05-31 21:15:56
vi,Public History,Lịch sử công chúng,Vietnamese,175.0,1740719633.0,stop,gpt-4o-2024-08-06,142.0,317.0,"The term 'Public History' is best translated as 'Lịch sử công chúng' in Vietnamese. 'Lịch sử' directly translates to 'History,' while 'công chúng' means 'the public.' This choice reflects the concept of history as it is practiced and presented with the public in mind. 'Lịch sử công cộng' could imply something more aligned with 'publicly accessible history' or 'community history,' which might not fully capture the scope of the professional field of Public History. The other suggestions 'Mặc' and 'Íy thỉng ċng ěƺu' do not accurately convey the intended meaning. Therefore, 'Lịch sử công chúng' best represents the idea of engaging the general public with historical narratives and interpretations.",2025-05-31 21:15:56
vo,Public History,Pablikan Historia,Volapük,131.0,1740719768.0,stop,gpt-4o-2024-08-06,81.0,212.0,"Volapük is an international auxiliary language, and many modern terms may not have a direct equivalent due to its limited vocabulary. Therefore, the term 'Public History' can be adapted by borrowing directly from English, as this approach is common in Volapük for new and specialized terms. The word 'Pablikan' is a Volapük adaptation of 'Public', using a similar phonetic structure, while 'Historia' directly translates to 'History' in Volapük. This rendering captures the concept accurately while maintaining the language's phonetic style.",2025-05-31 21:15:56
wa,Public History,Histoire oubiike,Walloon,141.0,1740719832.0,stop,gpt-4o-2024-08-06,79.0,220.0,"Walloon, a regional language of Belgium, draws linguistic influences from French. The term 'Public History' can be translated to 'Histoire publique' in French, meaning history that is intended for the general public as opposed to academic or private history. Adapting it to Walloon, 'Histoire' becomes 'Histoire', influenced by the French term, and 'public' translates to 'oubiike', reflecting a phonetic adaptation suitable for speakers of Walloon. Therefore, 'Histoire oubiike' appropriately conveys the concept of making history accessible and engaging to the public in Walloon.",2025-05-31 21:15:56
wo,Public History,Taalifin Taarixu Mbooloo,Wolof,153.0,1740719997.0,stop,gpt-4o-2024-08-06,110.0,263.0,"The term 'Public History' refers to history that is accessible and relevant to the general public, often involving collaborative and community-based historical work. 'Taarixu mbooloo' is a direct translation of 'public history,' but to add nuance and clarity reflecting its application and engagement with the public, I have chosen 'Taalifin Taarixu Mbooloo.' 'Taalifin' in this context implies the act of crafting or making history accessible, ensuring it encompasses a more active, participatory role consistent with the principles of Public History. This terminology emphasizes the interactive and community-focused aspects crucial to Public History.",2025-05-31 21:15:56
xh,Public History,Imbali yoLuntu,Xhosa,144.0,1740720032.0,stop,gpt-4o-2024-08-06,130.0,274.0,"The term 'Public History' refers to the way history is practiced and presented in public spheres, outside the traditional academic setting, and it is often aimed at engaging a broader audience. 'Imbali yoLuntu' translates directly to 'History of the Public' or 'History for the People,' which reflects this concept of accessibility and public engagement. While 'Imbali Kawonke-wonke' (meaning 'History for Everyone') is also a valid option, 'Imbali yoLuntu' captures the intent more precisely and aligns well with the connotations of community involvement inherent in 'Public History.'",2025-05-31 21:15:56
yi,Public History,פובליק געאָשיכטע,Yiddish,162.0,1740720042.0,stop,gpt-4o-2024-08-06,109.0,271.0,"The term ""פובליק געשיכטע"" suggested by Google Translate is close to accurate but can be refined. In Yiddish, ""געשיכטע"" means ""history."" However, to reflect the pronunciation more accurately, the ""a"" sound can be emphasized as ""אָ"" making it ""געאָשיכטע"". The use of ""פובליק"" (public) is appropriate, as it directly uses the Yiddish transliteration of the English ""public,"" aligning with common practice in Yiddish for modern terms where there might not be a direct equivalent. This translation effectively communicates the concept of ""Public History,"" which involves historical work that engages with and is aimed at the public.",2025-05-31 21:15:56
yo,Public History,Itan Awujọ,Yoruba,123.0,1740720071.0,stop,gpt-4o-2024-08-06,119.0,242.0,"The term 'Public History' relates to history that is shared and communicated with the public. In Yoruba, 'Itan' means 'history,' while 'Awujọ' translates to 'community' or 'society.' Thus, 'Itan Awujọ' more accurately conveys the idea of history that is intended for and interacts with the broader public context, as 'Ilu' would specifically refer to a town or city, which might not fully encompass the broader societal and communal aspects implied by 'Public History.'",2025-05-31 21:15:56
za,Public History,Goumsaezyenz Yinzvu,"Zhuang, Chuang",113.0,1740720197.0,stop,gpt-4o-2024-08-06,114.0,227.0,"The term ""Public History"" generally refers to the practice of making historical scholarship accessible and relevant to the public. In Zhuang, ""Goum"" means public or communal, ""saezyenz"" refers to history, and ""Yinzvu"" conveys the idea of understanding or knowledge. By combining these elements, the translated term captures the essence of making history accessible and engaging to the public, aligning well with the core principles of Public History.",2025-05-31 21:15:56
zh,Public History,公共历史,Chinese,148.0,1740714414.0,stop,gpt-4o-2024-08-06,145.0,293.0,"The term ""Public History"" in Chinese is best translated as ""公共历史"". This translation is widely recognized in the field of history and conveys the notion of history being accessible and related to the public. ""公共"" captures the idea of being related to the public, as seen in other terms like ""公共服务"" (public service). Although ""大眾史學"" is also a suitable translation, emphasizing ""大众"" or the masses, ""公共历史"" is more commonly used and understood among scholars and practitioners within the discipline, ensuring clarity and consistency across academic and applied contexts. The other alternatives do not conventionally align with the established terminology or context.",2025-05-31 21:15:56
tl,Public History,Pampublikong Kasaysayan,Tagalog,153.0,1740719471.0,stop,gpt-4o-2024-08-06,126.0,279.0,"The term 'Pampublikong Kasaysayan' directly translates to 'Public History' in Tagalog, where 'Pampubliko' means 'public' and 'Kasaysayan' means 'history.' This term effectively conveys the focus of the field on making history accessible and engaging to the public. While 'Kasaysayan ng Bayan' could also be a valid translation, it tends to imply 'history of the community' or 'people's history,' which has a slightly different connotation. Therefore, 'Pampublikong Kasaysayan' is more precise in capturing the essence of Public History as it is used in academic and professional contexts.",2025-05-31 21:15:56
ti,Public History,ህዝባዊ ታሪኽ,Tigrinya,160.0,1740719410.0,stop,gpt-4o-2024-08-06,137.0,297.0,"The term ""Public History"" can be effectively translated into Tigrinya as ""ህዝባዊ ታሪኽ"". The word ""ህዝባዊ"" translates to ""public,"" representing something related to or serving the people. ""ታሪኽ"" translates to ""history,"" which is directly connected to the study or recording of past events. Together, ""ህዝባዊ ታሪኽ"" captures the essence of ""Public History,"" which involves the practice and presentation of history engaged with the public, often outside of traditional academic settings.",2025-05-31 21:15:56
ru,Public History,Публичная история,Russian,157.0,1740718900.0,stop,gpt-4o-2024-08-06,146.0,303.0,"The term ""Публичная история"" is most widely accepted in the Russian language to describe the field of Public History. This translation aligns with multiple sources including Google Translate and Wikipedia, indicating its common use and understanding among Russian speakers. ""Публичная"" precisely captures the concept of ""public"" as something accessible and engaging with the general populace, while ""история"" directly translates to ""history."" Although ""Общественная история"" could be an alternative, as ""общественная"" can mean ""social"" or ""public,"" it may imply a focus on societal interactions or social history rather than the field of Public History, which encompasses broader activities of making history accessible and relevant to the public.",2025-05-31 21:15:56
th,Public History,ประวัติศาสตร์สาธารณะ,Thai,112.0,1740719386.0,stop,gpt-4o-2024-08-06,109.0,221.0,"The phrase ""ประวัติศาสตร์สาธารณะ"" directly translates to ""Public History"" in Thai, capturing the essence of history that is intended for or accessible to the general public. The term ""ประวัติศาสตร์"" means ""history,"" while ""สาธารณะ"" means ""public,"" making it a suitable and widely accepted translation for the field of Public History, which emphasizes engaging with the public and making historical narratives accessible and relevant.",2025-05-31 21:15:56
rw,Public History,Amateka Rusange,Kinyarwanda,165.0,1740716559.0,stop,gpt-4o-2024-08-06,145.0,310.0,"The term 'Public History' refers to the study and practice of history that is inclusive of public engagement, often outside of traditional academic settings. The translation 'Amateka Rusange' aligns well with this concept, as 'Amateka' means 'history' and 'Rusange' can be understood as 'public' or 'common'. This combination effectively conveys the idea of history that is accessible and relevant to the general public. The other translations provided by machine translations introduce elements that may not accurately reflect the precise academic or professional interpretation of 'Public History', such as 'Umwami' which means 'king', thus unnecessarily complicating the term. Therefore, 'Amateka Rusange' is a suitable and clear translation.",2025-05-31 21:15:56
sa,Public History,जनसामुदायिक इतिहासः,Sanskrit (Saṁskṛta),188.0,1740718918.0,stop,gpt-4o-2024-08-06,119.0,307.0,"The term ""Public History"" refers to the practice of history by and for the public, beyond traditional academic settings. The word ""सार्वजनिक"" (sārvajanika) means ""public"" in the sense of pertaining to everyone or the community. However, to better capture the collaborative and community-oriented aspect of Public History, the term ""जनसामुदायिक"" (janasāmūdāyika) is used, where ""जन"" (jana) means ""people"" and ""सामुदायिक"" (sāmūdāyika) means ""communal"" or ""community-oriented."" This emphasizes the role of history in fostering collective community involvement and understanding. Thus, ""जनसामुदायिक इतिहासः"" best encapsulates the participatory and communal essence of Public History.",2025-05-31 21:15:56
sc,Public History,Istòria Pública,Sardinian,97.0,1740718978.0,stop,gpt-4o-2024-08-06,107.0,204.0,"The term 'Public History' as 'Storia Pubblica' aligns well with the notion of making history accessible to the general public. In Sardinian, 'Istòria' is commonly used for 'history', and 'Pública' effectively conveys the aspect of being open or accessible to the public. This translation maintains the essence and meaning of the original term while being recognizable to speakers of Sardinian.",2025-05-31 21:15:56
sd,Public History,عوامي تاريخ,Sindhi,141.0,1740719122.0,stop,gpt-4o-2024-08-06,127.0,268.0,"The term ""Public History"" is best translated into Sindhi as ""عوامي تاريخ"" because ""عوامي"" translates to ""public,"" which directly relates to people or community, and ""تاريخ"" translates to ""history,"" reflecting the study or account of past events. This translation captures the essence of Public History, which involves engaging the general public with historical discourse and making history accessible to a broader audience. The other suggestion, ""اروة ޔݐپیٚم,"" does not effectively convey the meaning of Public History in a way that would be widely understandable to Sindhi speakers.",2025-05-31 21:15:56
se,Public History,Almmolaš historjá,Northern Sami,151.0,1740719138.0,stop,gpt-4o-2024-08-06,123.0,274.0,"The term 'Almmolaš historjá' is a suitable translation for 'Public History' in Northern Sami. The word 'almmolaš' refers to something that is public or relates to the public sphere, while 'historjá' translates directly to 'history.' This translation accurately captures the essence of Public History as a field that involves the engagement of the public with historical research, interpretation, and preservation. While 'Sallat historjá' might suggest more local or community-based history, 'Almmolaš historjá' emphasizes the broader public involvement and accessibility, aligning closely with the concept of Public History as understood in an international context.",2025-05-31 21:15:56
sh,Public History,Javna istorija,Serbo-Crotian,137.0,1740718949.0,stop,gpt-4o-2024-08-06,115.0,252.0,"The term ""Public History"" can be more accurately translated into Serbo-Croatian as ""Javna istorija"". ""Javna"" means ""public"", and ""istorija"" means ""history"". This translation maintains the meaning and context of the original English term, which refers to the practice of history in public contexts and for wider audiences, beyond scholarly settings. The suggestion ""Публиц Хистори"" is a direct transliteration and does not provide clarity or proper meaning in Serbo-Croatian. Hence, ""Javna istorija"" is a more precise and effective translation.",2025-05-31 21:15:56
si,Public History,මහජන ඉතිහාසය,"Sinhala, Sinhalese",126.0,1740719210.0,stop,gpt-4o-2024-08-06,136.0,262.0,"The term ""මහජන ඉතිහාසය"" is an appropriate translation for ""Public History"" as it literally translates to ""public"" (මහජන) and ""history"" (ඉතිහාසය) in Sinhala. This combination is clear and descriptive, conveying the idea of history engaging with or meant for the general public, which is the essence of Public History. The suggestion aligns with standard Sinhala language structure and semantics, making it a suitable and comprehensible term for native speakers.",2025-05-31 21:15:56
sk,Public History,Verejná história,Slovak,157.0,1740719219.0,stop,gpt-4o-2024-08-06,138.0,295.0,"The term ""Verejná história"" is a direct and commonly used translation for ""Public History"" in Slovak. ""Verejná"" refers to something that is public or open to the general populace, and ""história"" means history. This translation accurately captures the concept of Public History, which involves engaging with history in a way that is accessible and relevant to the public. The suggestion ""História verejnosti"" translates more to ""History of the Public"" which might imply a different focus, while ""Ústredná história"" means ""Central History"", not conveying the intended meaning. Therefore, ""Verejná história"" is the most appropriate choice.",2025-05-31 21:15:56
sl,Public History,Javna zgodovina,Slovene,118.0,1740719239.0,stop,gpt-4o-2024-08-06,120.0,238.0,"The term 'Javna zgodovina' is directly translated from 'Public History' into Slovene, where 'javna' means 'public' and 'zgodovina' means 'history'. This translation is straightforward and effectively preserves the meaning of the original term. It accurately conveys the concept of history being engaged with the public, which aligns well with the principles of public history as it is understood in English-speaking contexts. Therefore, I agree with both the Google Translate and Ollama API suggestions.",2025-05-31 21:15:56
sm,Public History,Talafaasolopito Lautele,Samoan,119.0,1740719147.0,stop,gpt-4o-2024-08-06,133.0,252.0,"The term ""Public History"" refers to the practice of history by and for the public, often involving community engagement and making history accessible and relevant to a broad audience. The translation ""Talafaasolopito Lautele"" captures this concept effectively, where ""Talafaasolopito"" means ""history"" and ""Lautele"" means ""public"" or ""broad"". This version concisely conveys the idea of history that is open and relevant to the general public without unnecessary complexity.",2025-05-31 21:15:56
sn,Public History,Nhoroondo Yeveruzhinji,Shona,114.0,1740719195.0,stop,gpt-4o-2024-08-06,135.0,249.0,"In Shona, 'nhoroondo' means 'history,' while 'yeveruzhinji' refers to something concerning the public or the general populace. This translation captures the essence of 'Public History' as a field that deals with the interpretation and communication of history to the broader public. This term combines familiar Shona words to clearly convey the idea of history intended for or accessible to all members of society, which aligns well with the fundamental concept of public history.",2025-05-31 21:15:56
so,Public History,Taariikhda Dadweynaha,Somali,131.0,1740719251.0,stop,gpt-4o-2024-08-06,108.0,239.0,"The term 'Taariikhda Dadweynaha' is a direct translation of 'Public History' into Somali, where 'Taariikhda' means 'History' and 'Dadweynaha' means 'Public'. This translation effectively captures the essence of the discipline, which focuses on making history accessible and relevant to the broader public, involving the community in the presentation and preservation of history. The usage aligns with general practices in translation where 'public' is often rendered as 'dadweynaha' in Somali, ensuring clarity and understanding for Somali speakers.",2025-05-31 21:15:56
sq,Public History,Historia Publike,Albanian,118.0,1740713587.0,stop,gpt-4o-2024-08-06,121.0,239.0,"The term ""Historia Publike"" is a direct translation of ""Public History"" into Albanian. In this context, ""Historia"" translates to ""History,"" and ""Publike"" means ""Public."" This translation is clear and widely understandable to Albanian speakers. Both ""Histori Publike"" and ""Historia Publike"" are similar, but ""Historia Publike"" might be slightly more formal and consistent with the common usage of the word ""history"" in academic and formal contexts in Albanian.",2025-05-31 21:15:56
ss,Public History,Umlandvo Walabomphakathi,Swati,125.0,1740719309.0,stop,gpt-4o-2024-08-06,144.0,269.0,"I have chosen ""Umlandvo Walabomphakathi"" for translating ""Public History"" into Swati. ""Umlandvo"" means ""history,"" and ""Walabomphakathi"" refers to ""of the public or community."" This term effectively captures the essence of public history, which is the practice of making historical scholarship accessible and relevant to the general public. The term is a refined combination that stays true to the meaning of engaging history with the community rather than being restricted to academics or documentation alone.",2025-05-31 21:15:56
st,Public History,Histori ea Sechaba,Southern Sotho,161.0,1740719266.0,stop,gpt-4o-2024-08-06,141.0,302.0,"The term ""Histori ea Sechaba"" directly translates to ""History of the Community"" or ""History of the People,"" accurately capturing the essence of Public History. This field involves presenting historical knowledge not just for academic audiences but for the public, emphasizing inclusivity and accessibility. The suggestions from both Google Translate and the Easy Neural Machine Translation library align well with this meaning. The variation ""Historia ya Selemo"" seems to translate to ""History of the Year"" in Sesotho, which does not convey the intended meaning of Public History as relating to community or public interaction. Therefore, ""Histori ea Sechaba"" is preferred for its accurate representation of Public History in a Southern Sotho context.",2025-05-31 21:15:56
sv,Public History,Offentlig historia,Swedish,129.0,1740719313.0,stop,gpt-4o-2024-08-06,118.0,247.0,"The term ""Offentlig historia"" directly translates to ""Public History"" and seems most accurate in capturing the concept of Public History, which involves the practice of history by and for the public. ""Offentlig"" conveys the sense of something being open or available to the public, which aligns well with the collaborative and accessible nature of Public History. On the other hand, ""Allmän historia"" translates to ""General History"" and could imply a more generic or non-specific form of history, lacking the nuanced focus on public engagement that ""Offentlig historia"" represents.",2025-05-31 21:15:56
sw,Public History,Historia ya Umma,Swahili,103.0,1740719305.0,stop,gpt-4o-2024-08-06,124.0,227.0,"The term ""Public History"" refers to the practice of history by and for the public, engaging communities, and presenting historical knowledge beyond academic settings. The translation ""Historia ya Umma"" accurately captures this meaning: ""Historia"" translates to ""History"" and ""Umma"" translates to ""Public"" in Swahili. This translation is commonly accepted and reflects the idea of history being accessible and relevant to the general public.",2025-05-31 21:15:56
ta,Public History,பொது வரலாறு,Tamil,125.0,1740719335.0,stop,gpt-4o-2024-08-06,107.0,232.0,"The term ""Public History"" refers to the practice of history beyond traditional academic settings, often engaging the public and involving community collaboration. In Tamil, ""பொது"" means ""public"" and ""வரலாறு"" means ""history."" Therefore, ""பொது வரலாறு"" effectively captures the essence of this field, as it directly translates to ""public history,"" with no need for further modification. The term is straightforward, widely understandable, and accurately conveys the intended meaning of the discipline in a Tamil-speaking context.",2025-05-31 21:15:56
te,Public History,ప్రజా చరిత్ర,Telugu,131.0,1740719350.0,stop,gpt-4o-2024-08-06,107.0,238.0,"The term ""Public History"" refers to the practice of history by and for the public, often involving the application of historical research to real-world issues. The suggested translation ""ప్రజా చరిత్ర"" directly translates to ""Public History,"" with ""ప్రజా"" meaning ""public"" and ""చరిత్ర"" meaning ""history."" This term is appropriate as it captures the essence of history being shared, created, and engaged with by the public. Therefore, ""ప్రజా చరిత్ర"" effectively conveys the concept intended by ""Public History.""",2025-05-31 21:15:56
kk,Public History,Қоғамдық тарих,Kazakh,120.0,1740716345.0,stop,gpt-4o-2024-08-06,108.0,228.0,"The term ""Public History"" is accurately translated into Kazakh as ""Қоғамдық тарих."" The word ""Қоғамдық"" means ""public"" or ""societal,"" which captures the essence of history being for the community or public consumption. ""Тарих"" directly translates to ""history,"" maintaining the academic and informational aspect of the field. This translation effectively conveys the concept of history being studied, interpreted, and shared with the public, aligning with the core emphasis of Public History.",2025-05-31 21:15:56
ki,Public History,Rĩria ria Andũ Matarĩrĩra Thirikari,"Kikuyu, Gikuyu",130.0,1740716491.0,stop,gpt-4o-2024-08-06,119.0,249.0,"The term ""Public History"" refers to history that is accessible and relevant to the general public rather than confined to academic or scholarly spaces. In Kikuyu, ""Rĩria"" means story or history, ""Andũ"" means people, ""Matarĩrĩra"" translates to public or common, and ""Thirikari"" translates to government or public sphere. This translation attempts to convey the idea of history as shared, collective, and geared towards the understanding and enrichment of the general public.",2025-05-31 21:15:56
nv,Public History,,"Navajo, Navaho",,,,,,,,2025-05-31 21:15:56
bg,Public History,Публична история,Bulgarian,112.0,1740714322.0,stop,gpt-4o-2024-08-06,131.0,243.0,"The term ""Публична история"" preserves the meaning of ""Public History"" as it refers to the engagement of history with the public sphere. ""Публична"" accurately conveys the concept of being public or open to the broader community, which is essential in Public History, where historical scholarship is consumed, created, or presented outside traditional academic settings. Thus, ""Публична история"" captures both the public aspect and the historical context, making it an appropriate translation.",2025-05-31 21:15:56
am,Public History,የህዝብ ታሪክ,Amharic,144.0,1740713606.0,stop,gpt-4o-2024-08-06,120.0,264.0,"The term ""የህዝብ ታሪክ"" is a direct translation where ""የህዝብ"" means ""of the public"" or ""public"", and ""ታሪክ"" means ""history"". This translation accurately captures the essence of Public History, which is a field of history that deals with the application of historical methods and practices in public contexts, making historical knowledge accessible and relevant to the general public. Therefore, the translation effectively conveys the intended meaning of the term in Amharic.",2025-05-31 21:15:56
an,Public History,Istoria Pública,Aragonese,108.0,1740713650.0,stop,gpt-4o-2024-08-06,107.0,215.0,"The term ""Public History"" can be translated into Aragonese as ""Istoria Pública."" This translation closely follows the structure of the original term, where ""Istoria"" translates to ""History"" and ""Pública"" to ""Public."" The choice of ""Istoria"" is consistent with Aragonese language norms, ensuring that the translation maintains both clarity and linguistic fidelity to the source term while being easily understood within the Aragonese-speaking community.",2025-05-31 21:15:56
ar,Public History,التاريخ العام,Arabic,146.0,1740713616.0,stop,gpt-4o-2024-08-06,145.0,291.0,"The term 'التاريخ العام' is widely accepted among Arabic-speaking scholars and seems to be the most accurate and direct translation of 'Public History.' It conveys the notion of history that is made accessible to the general public, in alignment with the prevalent understanding of the term in the English-speaking world. Alternative suggestions, like 'تاريخ عام,' are close in form but don't offer additional clarity or advantage. The suggestion 'الفور دجت بن' appears to be an incorrect and unrelated translation, as it does not carry any meaningful linguistic or conceptual connection to 'Public History.' Therefore, 'التاريخ العام' stands as the most suitable translation.",2025-05-31 21:15:56
as,Public History,জনসাধাৰণৰ ইতিহাস,Assamese,152.0,1740713806.0,stop,gpt-4o-2024-08-06,106.0,258.0,"The term ""Public History"" refers to the practice of history by or for the public, often involving community engagement and accessible presentation. In Assamese, the word ""ৰাজহুৱা"" translates directly to ""public,"" but it is often used in the context of government or state-related matters. To better capture the essence of history that is meant for the general populace, ""জনসাধাৰণৰ"" meaning ""of the public"" offers a more precise connotation. ""ইতিহাস"" accurately translates to ""history."" Therefore, ""জনসাধাৰণৰ ইতিহাস"" conveys the sense of history that is designed to engage with the general population.",2025-05-31 21:15:56
av,Public History,Жамагъ тарих,Avaric,130.0,1740713836.0,stop,gpt-4o-2024-08-06,113.0,243.0,"The term ""Public History"" emphasizes history that engages the public and is accessible to a broader audience. In Avaric, ""Жамагъ"" can be understood as ""public"" or ""community-related,"" emphasizing the communal aspect rather than just the technical translation. ""Тарих"" appropriately represents ""history."" While ""ЖамгӀияб тарихи"" could also work, using ""Жамагъ"" offers a more straightforward and intuitive understanding in the Avaric cultural context, potentially aligning better with the idea of community history.",2025-05-31 21:15:56
ay,Public History,Jaqinakan Yatiqañapa,Aymara,118.0,1740714130.0,stop,gpt-4o-2024-08-06,111.0,229.0,"The concept of ""Public History"" refers to the practice of history by and for the public, often involving engagement with communities and making historical knowledge accessible. In Aymara, ""Jaqinakan"" suggests a connection to people or community, and ""Yatiqañapa"" means knowledge or learning. Combining these elements captures the essence of history being shared and utilized by the people, aligning well with the idea of Public History as a participatory and community-focused discipline.",2025-05-31 21:15:56
az,Public History,İctimai Tarix,Azerbaijani,133.0,1740714146.0,stop,gpt-4o-2024-08-06,124.0,257.0,"The term ""Public History"" refers to the practice of history by and for the public, often outside of traditional academic settings. The term ""İctimai Tarix"" translates directly as ""Public History"" and effectively conveys the concept of history made accessible and relevant to the public. ""İctimai"" means ""public,"" while ""Tarix"" means ""history"" in Azerbaijani. ""Keçmiş,"" on the other hand, means ""past"" and does not capture the professional practice aspect or the public interaction element inherent in the concept of Public History.",2025-05-31 21:15:56
ba,Public History,Йәмәғәт тарихы,Bashkir,138.0,1740714180.0,stop,gpt-4o-2024-08-06,122.0,260.0,"The term 'Йәмәғәт тарихы' is a more accurate translation for 'Public History' in Bashkir, as 'йәмәғәт' directly translates to 'public' or 'society-related,' and 'тарих' means 'history'. This translation conveys the sense of history being for public engagement and consumption, aligning well with the concept of public history. On the other hand, 'һауыз тарихы' doesn't seem to directly relate to public history in Bashkir, as 'һауыз' typically relates more to wells or springs, not the concept of public or community.",2025-05-31 21:15:56
be,Public History,Публічная гісторыя,Belarusian,110.0,1740714207.0,stop,gpt-4o-2024-08-06,108.0,218.0,"The term ""Публічная гісторыя"" accurately reflects the concept of Public History as it aligns with both components of the original English term—""public"" and ""history"". ""Публічная"" conveys the idea of being related to the public, open, or accessible, while ""гісторыя"" is the direct translation of ""history"". This translation is widely accepted in Belarusian academic and cultural contexts, ensuring clarity and understanding among native speakers.",2025-05-31 21:15:56
bi,Public History,Pablik Histri,Bislama,167.0,1740714269.0,stop,gpt-4o-2024-08-06,126.0,293.0,"The term 'Pablik Histri' directly reflects the concept of 'Public History' in Bislama. It maintains the structure of the original English term, gives it a phonetic spelling consistent with Bislama, and is straightforward for speakers to understand. 'Pablik' is a phonetic rendition of 'public,' while 'histri' stays true to the word 'history,' capturing its essence while being accessible to Bislama speakers. This translation also aligns with the structure of Bislama, where phonetic adaptations of English words are common. The simplicity and clarity of 'Pablik Histri' make it an effective translation for conveying the idea of history that is intended for or engages with the general public.",2025-05-31 21:15:56
kg,Public History,Mbɛngi ya Bantu,Kongo,166.0,1740716602.0,stop,gpt-4o-2024-08-06,141.0,307.0,"The term 'Public History' involves the communication and engagement of history with the general public. The Google and Easy Neural suggestions 'Disolo ya Bantu Yonso,' which translates to 'conversation of all people,' captures the idea of dialogue but not necessarily focused on history. Similarly, 'Dilo ya lobe' from Ollama, meaning 'people's eulogy' or 'people's praise,' does not precisely convey the historical aspect. I chose 'Mbɛngi ya Bantu,' where 'Mbɛngi' can mean 'history' or 'narratives,' aligning more closely with 'Public History' in the sense of historical narratives shared with people. This modification centers the historical focus while keeping the communal aspect.",2025-05-31 21:15:56
bn,Public History,প্রবর্তিত ইতিহাস,Bengali,145.0,1740714227.0,stop,gpt-4o-2024-08-06,125.0,270.0,"The term ""প্রবর্তিত ইতিহাস"" captures the essence of ""Public History"" by emphasizing history that is shared, conveyed, and made accessible to the public. ""প্রবর্তিত"" means initiated or presented, which indicates that this form of history is actively disseminated to people beyond academic circles. The Google Translate API suggestion ""জনসাধারণের ইতিহাস"" directly translates to ""history of the people,"" which identifies the audience but lacks the active dissemination aspect. The Ollama API suggestion seems incorrect in sentence structure or intention. Therefore, ""প্রবর্তিত ইতিহাস"" effectively expresses the idea of making history available and engaging to the public.",2025-05-31 21:15:56
bo,Public History,སྤྱི་སྤྱོད་གྱི་ལོ་རྒྱུས།,Tibetan,230.0,1740719438.0,stop,gpt-4o-2024-08-06,154.0,384.0,"The term ""Public History"" refers to the engagement of history with the public sphere, encompassing the presentation and interpretation of history for a general audience. The proposed translation ""སྤྱི་པའི་ལོ་རྒྱུས།"" suggests a more general or communal history, but it does not explicitly capture the aspect of engagement or practice associated with public interaction. By using the word ""སྤྱི་སྤྱོད།,"" which means public or common activities/practices, the translation becomes ""སྤྱི་སྤྱོད་གྱི་ལོ་རྒྱུས།,"" explicitly tying history to its practice and interaction with the public.",2025-05-31 21:15:56
