coding_dh_date,language_code,language_name,term_source,ollama_translated_term,ollama_content,ollama_created_at,ollama_done_reason,ollama_eval_count,ollama_eval_duration,ollama_extracted_dictionaries,ollama_load_duration,ollama_model,ollama_prompt_eval_count,ollama_prompt_eval_duration,ollama_total_duration,ollama_translation,exclude_google_cloud_translate_x,gt_translated_term_x,exclude_easynmt,enmt_translated_term,exclude_google_cloud_translate_y,gt_translated_term_y,exclude_ollama,ollama_translation_rationale
2026-03-15 18:50:53,ta,Tamil,Computational Humanities,,,,,,,,,,,,,,False,கணக்கீட்டு மனிதநேயம்,True,,False,கணக்கீட்டு மனிதநேயம்,True,
2026-03-15 18:50:53,tg,Tajik,Computational Humanities,,,,,,,,,,,,,,False,Илмҳои ҳисоббарорӣ,True,,False,Илмҳои ҳисоббарорӣ,True,
2026-03-15 18:50:53,th,Thai,Computational Humanities,,,,,,,,,,,,,,False,มนุษยศาสตร์เชิงคำนวณ,True,,False,มนุษยศาสตร์เชิงคำนวณ,True,
2026-03-15 18:50:53,ti,Tigrinya,Computational Humanities,,,,,,,,,,,,,,False,ኮምፑተሽናል ሰብኣዊ ስነፍልጠት,False,ንሰብኣዊ ጸገማት ምግጣሙ,,,True,
2026-03-15 18:50:53,tk,Turkmen,Computational Humanities,,,,,,,,,,,,,,False,Hasaplaýyş ynsanperwerlikleri,True,,False,Hasaplaýyş ynsanperwerlikleri,True,
2026-03-15 18:50:53,tl,Tagalog,Computational Humanities,,,,,,,,,,,,,,False,Mga Humanidades sa Komputasyon,False,Komputasyonal na mga Sangkatauhan,,,True,
2026-03-15 18:50:53,tn,Tswana,Computational Humanities,,,,,,,,,,,,,,False,Dithuto tsa Botho tsa Dikhomphiutha,False,Dilo Tse di Dirang Gore Batho ba Nne mo Maemong a a Kwa Godimo,,,True,
2026-03-15 18:50:53,to,Tonga,Computational Humanities,,,,,,,,,,,,,,False,Fakakomipiuta Fakaetangata,False,"Ngaahi Tō""onga Ta'etaau "" a e Tangatá",,,True,
2026-03-15 18:50:53,tr,Turkish,Computational Humanities,,,,,,,,,,,,,,False,Hesaplamalı Beşeri Bilimler,True,,False,Hesaplamalı Beşeri Bilimler,True,
2026-03-15 18:50:53,ts,Tsonga,Computational Humanities,,,,,,,,,,,,,,False,Vutivi bya Vanhu bya Xibalo,False,Vumunhu Bya Vanhu,,,True,
2026-03-15 18:50:53,tt,Tatar,Computational Humanities,,,,,,,,,,,,,,False,Исәпләү гуманитар фәннәре,True,,False,Исәпләү гуманитар фәннәре,True,
2026-03-15 18:50:53,tw,Twi,Computational Humanities,,,,,,,,,,,,,,False,Mfiridwuma mu Nnipa Ho Adesua,False,Nneɛma a Ɛde Nnipa Ba,,,True,
2026-03-15 18:50:53,ty,Tahitian,Computational Humanities,,,,,,,,,,,,,,False,Te mau ohipa taata,False,Te mau haapapuraa i te mana'o o te taata,,,True,
2026-03-15 18:50:53,ug,"Uighur, Uyghur",Computational Humanities,,,,,,,,,,,,,,False,ھېسابلاش ئىنسانىيەت پەنلىرى,True,,False,ھېسابلاش ئىنسانىيەت پەنلىرى,True,
2026-03-15 18:50:53,uk,Ukrainian,Computational Humanities,,,,,,,,,,,,,,False,Обчислювальні гуманітарні науки,False,Сумісні гуманітарні зв'язки,,,True,
2026-03-15 18:50:53,ur,Urdu,Computational Humanities,,,,,,,,,,,,,,False,کمپیوٹیشنل ہیومینٹیز,False,انسانی کمزوریوں کی جڑ,,,True,
2026-03-15 18:50:53,uz,Uzbek,Computational Humanities,,,,,,,,,,,,,,False,Hisoblash gumanitar fanlari,True,,False,Hisoblash gumanitar fanlari,True,
2026-03-15 18:50:53,ve,Venda,Computational Humanities,,,,,,,,,,,,,,False,Vhuthu ha Khomphyutha,True,,False,Vhuthu ha Khomphyutha,True,
2026-03-15 18:50:53,vi,Vietnamese,Computational Humanities,,,,,,,,,,,,,,False,Nhân văn tính toán,False,Tổ - bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán bán,,,True,
2026-03-15 18:50:53,vo,Volapük,Computational Humanities,,,,,,,,,,,,,,True,,True,,True,,True,
2026-03-15 18:50:53,wa,Walloon,Computational Humanities,,,,,,,,,,,,,,True,,True,,True,,True,
2026-03-15 18:50:53,wo,Wolof,Computational Humanities,,,,,,,,,,,,,,False,Humanité ci ordinatër,True,,False,Humanité ci ordinatër,True,
2026-03-15 18:50:53,xh,Xhosa,Computational Humanities,,,,,,,,,,,,,,False,Uluntu lwezeKhompyutha,False,Ukululeka Kobuntu,,,True,
2026-03-15 18:50:53,yi,Yiddish,Computational Humanities,,,,,,,,,,,,,,False,קאָמפּיוטיישאַנאַל הומאַניטיעס,True,,False,קאָמפּיוטיישאַנאַל הומאַניטיעס,True,
2026-03-15 18:50:53,yo,Yoruba,Computational Humanities,,,,,,,,,,,,,,False,Ìmọ̀-ẹ̀dá Ènìyàn Oníṣirò,True,,False,Ìmọ̀-ẹ̀dá Ènìyàn Oníṣirò,True,
2026-03-15 18:50:53,za,"Zhuang, Chuang",Computational Humanities,,,,,,,,,,,,,,True,,True,,True,,True,
2026-03-15 18:50:53,zh,Chinese,Computational Humanities,,,,,,,,,,,,,,False,计算人文,False,计算人文,,,True,
2026-03-15 18:50:53,zu,Zulu,Computational Humanities,,,,,,,,,,,,,,False,I-Computational Humanities,True,,False,I-Computational Humanities,True,
