coding_dh_date,language_code,language_name,term_source,ollama_translated_term,ollama_content,ollama_created_at,ollama_done_reason,ollama_eval_count,ollama_eval_duration,ollama_extracted_dictionaries,ollama_load_duration,ollama_model,ollama_prompt_eval_count,ollama_prompt_eval_duration,ollama_total_duration,ollama_translation,exclude_google_cloud_translate_x,gt_translated_term_x,exclude_easynmt,enmt_translated_term,exclude_google_cloud_translate_y,gt_translated_term_y,exclude_ollama,first_ollama_translated_term,first_ollama_content,first_ollama_created_at,first_ollama_done_reason,first_ollama_eval_count,first_ollama_eval_duration,first_ollama_extracted_dictionaries,first_ollama_load_duration,first_ollama_model,first_ollama_prompt_eval_count,first_ollama_prompt_eval_duration,first_ollama_total_duration,first_ollama_translation,first_ollama_translation_rationale,exclude_openai,openai_translated_term,openai_completion_tokens,openai_created,openai_finish_reason,openai_model,openai_prompt_tokens,openai_total_tokens,openai_translation_rationale,openai_translation,exclude_claude,claude_translated_term,claude_output_tokens,claude_created,claude_stop_reason,claude_model,claude_input_tokens,claude_total_tokens,claude_translation_rationale,claude_translation,exclude_ollama_second_pass,ollama_translation_rationale
2026-04-16 19:50:57,es,Spanish; Castilian,Computational Humanities,,,,,,,,,,,,,,False,Humanidades Computacionales,False,Humanidades computacionales,,,True,,,,,,,,,,,,,,,False,Humanidades Computacionales,86.0,1773621662.0,stop,gpt-4o-2024-08-06,67.0,153.0,"The term 'Computational Humanities' translates to 'Humanidades Computacionales' in Spanish, as 'Computacionales' is the Spanish equivalent of 'Computational' and 'Humanidades' translates directly to 'Humanities.' This translation maintains the meaning of the original term, reflecting the interdisciplinary field that combines humanities and computational methods.",,False,,,,,,,,,,True,
2026-04-16 19:50:57,et,Estonian,Computational Humanities,,,,,,,,,,,,,,False,Arvutuslikud humanitaarteadused,False,Arvutatud humanitaarteadused,,,True,,,,,,,,,,,,,,,False,komputationaalsed humanitaarteadused,102.0,1773621433.0,stop,gpt-4o-2024-08-06,65.0,167.0,"The term 'Computational Humanities' translates to 'komputationaalsed humanitaarteadused' in Estonian, where 'komputationaalsed' refers to 'computational' and 'humanitaarteadused' refers to 'humanities'. This translation maintains the meaning and context of the interdisciplinary field combining computational methods with humanistic inquiry.",,False,,,,,,,,,,True,
2026-04-16 19:50:57,eu,Basque,Computational Humanities,,,,,,,,,,,,,,False,Giza Zientzia Konputazionalak,False,Gizatasun Konprometituak,,,True,,,,,,,,,,,,,,,False,Konputaziozko Giza Zientziak,94.0,1773621380.0,stop,gpt-4o-2024-08-06,65.0,159.0,"The term 'Computational Humanities' refers to the application of computational methods and tools to study the humanities. In Basque, 'Konputaziozko' means 'computational' and 'Giza Zientziak' means 'Humanities', hence the translation 'Konputaziozko Giza Zientziak' accurately conveys the original meaning.",,False,,,,,,,,,,True,
2026-04-16 19:50:57,fa,Persian,Computational Humanities,,,,,,,,,,,,,,False,علوم انسانی محاسباتی,True,,False,علوم انسانی محاسباتی,True,,,,,,,,,,,,,,,False,علوم انسانی محاسباتی,78.0,1773621611.0,stop,gpt-4o-2024-08-06,64.0,142.0,"The term 'علوم انسانی' stands for 'Humanities' in Persian, and 'محاسباتی' means 'Computational'. Combined, they accurately convey the concept of 'Computational Humanities' as it relates to the integration of computational techniques with the study of humanities.",,False,,,,,,,,,,True,
2026-04-16 19:50:57,ff,Fula,Computational Humanities,,,,,,,,,,,,,,False,Neɗɗankaagal hiisawal,True,,False,Neɗɗankaagal hiisawal,True,,,,,,,,,,,,,,,False,Juumakaagu Naange Furtundu,81.0,1773621446.0,stop,gpt-4o-2024-08-06,65.0,146.0,"The term 'Computational Humanities' refers to using computational methods in the study of human culture and history. In Fula, 'Juumakaagu' relates to computational or digital, while 'Naange Furtundu' encompasses the broad area of humanities and cultural studies.",,False,,,,,,,,,,True,
2026-04-16 19:50:57,fi,Finnish,Computational Humanities,,,,,,,,,,,,,,False,Laskennalliset humanistiset tieteet,False,Laskennalliset humanistiset tieteet,,,True,,,,,,,,,,,,,,,False,Tietotekniset humanistiset tieteet,81.0,1773621442.0,stop,gpt-4o-2024-08-06,64.0,145.0,"The term 'Computational Humanities' is translated as 'Tietotekniset humanistiset tieteet' in Finnish, where 'tietotekniset' refers to computational or technological aspects, and 'humanistiset tieteet' refers to humanities disciplines.",,False,,,,,,,,,,True,
2026-04-16 19:50:57,fj,Fijian,Computational Humanities,,,,,,,,,,,,,,False,Na veika vakatamata ni kompiuta,False,Duidui na iValavala ni Tamata,,,True,,,,,,,,,,,,,,,False,Sainisiviti Vakayabaki ni Kaloukalou,96.0,1773621440.0,stop,gpt-4o-2024-08-06,66.0,162.0,"The term 'Sainisiviti Vakayabaki ni Kaloukalou' translates each component of 'Computational Humanities', where 'Sainisiviti' represents 'Computational', and 'Vakayabaki ni Kaloukalou' stands for 'Humanities' as a study involving human cultural phenomena.",,False,,,,,,,,,,True,
2026-04-16 19:50:57,fo,Faroese,Computational Humanities,,,,,,,,,,,,,,False,Telduhugvísindi,True,,False,Telduhugvísindi,True,,,,,,,,,,,,,,,False,Talvísindi í mannfrøði,76.0,1773621438.0,stop,gpt-4o-2024-08-06,65.0,141.0,"The term 'Computational Humanities' is translated into Faroese by combining 'talvísindi', which means 'computational sciences', with 'mannfrøði', which refers to 'humanities'. This aligns with the common understanding of studying humanities using computational methods.",,False,,,,,,,,,,True,
2026-04-16 19:50:57,fr,French,Computational Humanities,,,,,,,,,,,,,,False,Humanités computationnelles,False,Les humanités computationnelles,,,True,,,,,,,,,,,,,,,False,Humanités computationnelles,53.0,1773621444.0,stop,gpt-4o-2024-08-06,64.0,117.0,The term 'humanities' translates to 'humanités' and 'computational' is translated to 'computationnelles' in French. This maintains the technical and academic context.,,False,,,,,,,,,,True,
2026-04-16 19:50:57,fy,Western Frisian,Computational Humanities,,,,,,,,,,,,,,False,Kompjûtasjonele Humaniora,True,,False,Kompjûtasjonele Humaniora,True,,,,,,,,,,,,,,,False,Rekkenbeheardershumanytêr,105.0,1773621727.0,stop,gpt-4o-2024-08-06,66.0,171.0,"The term 'Computational Humanities' is translated into 'Rekkenbeheardershumanytêr' in Western Frisian. 'Rekkenbehearders' corresponds to 'computational', referring to computation or computing processes, while 'humanytêr' represents 'humanities', focusing on humanistic disciplines. The translation maintains the core meaning while adapting to the Frisian language structure.",,False,,,,,,,,,,True,
2026-04-16 19:50:57,ga,Irish,Computational Humanities,,,,,,,,,,,,,,False,Daonnachtaí Ríomhaireachtúla,False,Daonnachtaí Ríomhacha,,,True,,,,,,,,,,,,,,,False,Daonnachtaí Ríomhaireachta,79.0,1773621481.0,stop,gpt-4o-2024-08-06,64.0,143.0,"The term 'Computational Humanities' translates to 'Daonnachtaí Ríomhaireachta' in Irish, with 'Daonnachtaí' meaning 'Humanities' and 'Ríomhaireachta' meaning 'Computational', reflecting the interdisciplinary nature of applying computational techniques to the humanities.",,False,,,,,,,,,,True,
2026-04-16 19:50:57,gd,Scottish Gaelic,Computational Humanities,,,,,,,,,,,,,,False,Daonnachdan Àireamhachaidh,True,,False,Daonnachdan Àireamhachaidh,True,,,,,,,,,,,,,,,False,Daonnachdan Coimpiutaireachd,84.0,1773621649.0,stop,gpt-4o-2024-08-06,65.0,149.0,"The term 'Computational Humanities' combines 'computational', relating to computer use, and 'humanities', relating to academic disciplines. In Scottish Gaelic, 'Daonnachdan' refers to 'Humanities', and 'Coimpiutaireachd' refers to 'Computational' or 'related to computers'.",,False,,,,,,,,,,True,
2026-04-16 19:50:57,gl,Galician,Computational Humanities,,,,,,,,,,,,,,False,Humanidades Computacionais,False,Humanos humanos,,,True,,,,,,,,,,,,,,,False,Humanidades Computacionais,71.0,1773621448.0,stop,gpt-4o-2024-08-06,65.0,136.0,"The term 'Computational Humanities' translates to 'Humanidades Computacionais' in Galician, where 'Humanidades' means 'Humanities' and 'Computacionais' is the adaptation of 'Computational', matching the structure and meaning in English.",,False,,,,,,,,,,True,
2026-04-16 19:50:57,gn,Guaraní,Computational Humanities,,,,,,,,,,,,,,False,Humanidades Computacionales rehegua,True,,False,Humanidades Computacionales rehegua,True,,,,,,,,,,,,,,,False,Humaniidades Ñe'ẽmbyrepegua,88.0,1773621456.0,stop,gpt-4o-2024-08-06,66.0,154.0,"The term is translated by combining 'Humaniidades' for 'Humanities' and 'Ñe'ẽmbyrepegua' which can convey the concept of 'computational' or 'related to computers and calculations' in Guaraní, reflecting the interdisciplinary nature of the field.",,False,,,,,,,,,,True,
2026-04-16 19:50:57,gu,Gujarati,Computational Humanities,,,,,,,,,,,,,,False,ગણતરીત્મક માનવતા,True,,False,ગણતરીત્મક માનવતા,True,,,,,,,,,,,,,,,False,ગણિતીય માનવવિજ્ઞાન,78.0,1773621458.0,stop,gpt-4o-2024-08-06,64.0,142.0,"The term 'Computational Humanities' involves the study of humanities through computational methods. In Gujarati, 'ગણિતીય' refers to 'computational', and 'માનવવિજ્ઞાન' translates to 'humanities', capturing both the technical and academic aspects of the term.",,False,,,,,,,,,,True,
2026-04-16 19:50:57,gv,Manx,Computational Humanities,,,,,,,,,,,,,,False,Cooishyn Dooiney,False,query-sort,,,True,,,,,,,,,,,,,,,False,Y çhynskylagh er Slaneylyn,73.0,1773621554.0,stop,gpt-4o-2024-08-06,65.0,138.0,"In Manx, 'Y çhynskylagh' refers to 'Computational' and 'er Slaneylyn' is used for 'Humanities', translating the term directly while aligning with Manx linguistic structures.",,False,,,,,,,,,,True,
2026-04-16 19:50:57,ha,Hausa,Computational Humanities,,,,,,,,,,,,,,False,Ilimin Halayyar Dan Adam na Kwamfuta,False,KCharselect unicode block name,,,True,,,,,,,,,,,,,,,False,Kimiyyar Lissafin Dan Adam,79.0,1773621462.0,stop,gpt-4o-2024-08-06,64.0,143.0,The term 'Computational Humanities' refers to the use of computational methods in the study of human culture and history. 'Kimiyyar Lissafi' translates to 'Computational' and 'Dan Adam' means 'Humanities' which aligns with the study of human aspects.,,False,,,,,,,,,,True,
2026-04-16 19:50:57,he,Hebrew (modern),Computational Humanities,,,,,,,,,,,,,,False,מדעי הרוח החישוביים,False,מדעי הרוח המשכילים,,,True,,,,,,,,,,,,,,,False,מדעי הרוח החישוביים,66.0,1773621464.0,stop,gpt-4o-2024-08-06,66.0,132.0,"The term consists of 'מדעי הרוח', which means 'Humanities', and 'החישוביים', which refers to 'Computational', maintaining faithful representation of the concept in modern Hebrew.",,False,,,,,,,,,,True,
2026-04-16 19:50:57,hi,Hindi,Computational Humanities,,,,,,,,,,,,,,False,कम्प्यूटेशनल मानविकी,False,गणना की जा रही मानवीय सीमाएँ,,,True,,,,,,,,,,,,,,,False,गणनात्मक मानविकी,76.0,1773621469.0,stop,gpt-4o-2024-08-06,64.0,140.0,"The term 'Computational Humanities' refers to the application of computational methods to the study of humanities disciplines. 'गणनात्मक' translates to 'computational' and 'मानविकी' translates to 'humanities'. Therefore, the combination accurately reflects the original term in Hindi.",,False,,,,,,,,,,True,
2026-04-16 19:50:57,ho,Hiri Motu,Computational Humanities,,,,,,,,,,,,,,True,,False,Taunimanima Edia Lalohadai Idia Haidaua Gaudia,,,True,,,,,,,,,,,,,,,False,Kambyurational Humanities,72.0,1773621471.0,stop,gpt-4o-2024-08-06,67.0,139.0,"Hiri Motu, a simplified version of the Motu language, often incorporates borrowed terms from English for modern concepts such as 'computational'. 'Humanities' may also be directly borrowed or adapted due to the specialized nature of the term.",,False,,,,,,,,,,True,
2026-04-16 19:50:57,hr,Croatian,Computational Humanities,,,,,,,,,,,,,,False,Računalne humanističke znanosti,True,,False,Računalne humanističke znanosti,True,,,,,,,,,,,,,,,False,Računalna humanistika,81.0,1773621416.0,stop,gpt-4o-2024-08-06,64.0,145.0,"The term 'Computational Humanities' is translated as 'Računalna humanistika' in Croatian. 'Računalna' translates to 'computational', emphasizing the use of computers and algorithms, while 'humanistika' corresponds to 'humanities', referring to the study of human culture and society.",,False,,,,,,,,,,True,
2026-04-16 19:50:57,ht,Haitian,Computational Humanities,,,,,,,,,,,,,,False,Syans Imanitè Enfòmatik,False,Reflechi sou fason lèzòm pral viv,,,True,,,,,,,,,,,,,,,False,Syans Imèn Konpitasyonèl,68.0,1773621460.0,stop,gpt-4o-2024-08-06,64.0,132.0,"The translation combines 'Syans Imèn', meaning 'Humanities', and 'Konpitasyonèl', meaning 'Computational', to accurately reflect the field as it pertains to the intersection of humanities and computational analysis.",,False,,,,,,,,,,True,
2026-04-16 19:50:57,hu,Hungarian,Computational Humanities,,,,,,,,,,,,,,False,Számítógépes humán tudományok,False,Számítástechnikai bölcsészettudományok,,,True,,,,,,,,,,,,,,,False,Számítógépes bölcsészettudományok,78.0,1773621473.0,stop,gpt-4o-2024-08-06,64.0,142.0,"The term 'Számítógépes' translates to 'computational,' and 'bölcsészettudományok' translates to 'humanities' in Hungarian, accurately representing the concept of applying computational methods to the humanities.",,False,,,,,,,,,,True,
2026-04-16 19:50:57,hy,Armenian,Computational Humanities,,,,,,,,,,,,,,False,Հաշվողական հումանիտար գիտություններ,False,Համագործակցեք մարդկանց հետ,,,True,,,,,,,,,,,,,,,False,համակարգչային հումանիտար գիտություններ,103.0,1773621364.0,stop,gpt-4o-2024-08-06,64.0,167.0,"The term 'Computational Humanities' is translated into Armenian as 'համակարգչային հումանիտար գիտություններ'. 'Համակարգչային' means 'computational', relating to the use of computers and algorithms, and 'հումանիտար գիտություններ' translates to 'humanities', which refers to the study of human society and culture.",,False,,,,,,,,,,True,
2026-04-16 19:50:57,hz,Herero,Computational Humanities,,,,,,,,,,,,,,True,,True,,True,,True,,,,,,,,,,,,,,,False,Eyiomnbira yoOmbeo dhoKomputa,103.0,1773621466.0,stop,gpt-4o-2024-08-06,65.0,168.0,"The term 'Computational Humanities' is translated to represent 'humanities' with a digital or computational approach, where 'Eyiomnbira' means 'humanities', 'yoOmbeo' means 'of computation', and 'dhoKomputa' is derived from 'computational', reflecting the interdisciplinary nature of combining humanistic study with computational methods.",,False,,,,,,,,,,True,
2026-04-16 19:50:57,ia,Interlingua,Computational Humanities,,,,,,,,,,,,,,True,,True,,True,,True,,,,,,,,,,,,,,,False,Humanitates Computational,62.0,1773621475.0,stop,gpt-4o-2024-08-06,66.0,128.0,"Interlingua typically follows a Latin-based approach to terminology, and 'Humanitates' is the Latin root for 'Humanities'. 'Computational' is relatively universal in modern scientific terminology, requiring minimal adaptation.",,False,,,,,,,,,,True,
2026-04-16 19:50:57,id,Indonesian,Computational Humanities,,,,,,,,,,,,,,False,Humaniora Komputasional,False,Humanities Computational,,,True,,,,,,,,,,,,,,,False,Humaniora Komputasional,67.0,1773621477.0,stop,gpt-4o-2024-08-06,64.0,131.0,"The term 'Computational Humanities' refers to the integration of computational methods into the study of humanities, and in Indonesian, 'Humaniora' means 'Humanities' and 'Komputasional' means 'Computational'.",,False,,,,,,,,,,True,
2026-04-16 19:50:57,ie,Interlingue,Computational Humanities,,,,,,,,,,,,,,True,,True,,True,,True,,,,,,,,,,,,,,,False,Computabil Humanities,87.0,1773621479.0,stop,gpt-4o-2024-08-06,66.0,153.0,"Interlingue, also known as Occidental, follows a similar pattern to many Romance languages. 'Computabil' captures the essence of 'computational' by referring to computing capability. 'Humanities' is directly derived from the Latin root 'humanitas' often used across many European languages, retaining a familiar form in Interlingue.",,False,,,,,,,,,,True,
2026-04-16 19:50:57,ig,Igbo,Computational Humanities,,,,,,,,,,,,,,False,Mmekọrịta Mmadụ na Kọmputa,False,Ọnọdụ Ụmụ Mmadụ Ndị Na - agbanwe Agbanwe,,,True,,,,,,,,,,,,,,,False,Nkwụnyeakụrụ Maka Mmụta Ọdịbendị,73.0,1773621483.0,stop,gpt-4o-2024-08-06,65.0,138.0,The translation seeks to capture the essence of 'computational' as something related to computing ('Nkwụnyeakụrụ') and 'humanities' referring to the study of human culture ('Mmụta Ọdịbendị').,,False,,,,,,,,,,True,
2026-04-16 19:50:57,ii,Nuosu,Computational Humanities,,,,,,,,,,,,,,True,,True,,True,,True,,,,,,,,,,,,,,,False,ꀇꍏꃅꇩꉪꂞ,64.0,1773621590.0,stop,gpt-4o-2024-08-06,65.0,129.0,"The translation uses relevant terms in Nuosu that correspond to the concepts of 'computational', 'humanities', and the integration of modern technology in the digital age.",,False,,,,,,,,,,True,
2026-04-16 19:50:57,ik,Inupiaq,Computational Humanities,,,,,,,,,,,,,,True,,True,,True,,True,,,,,,,,,,,,,,,False,Iñuuniaġnirmi Nautsinnauniq,98.0,1773621485.0,stop,gpt-4o-2024-08-06,66.0,164.0,The Inupiaq language may not have a direct equivalent of 'Computational Humanities.' We can create a term by combining words referring to 'knowledge' or 'study' (nautsinnauniq) and 'life/people' which is a broad concept like humanities (iñuuniaġni). This reflects the interdisciplinary aspect of the field.,,False,,,,,,,,,,True,
2026-04-16 19:50:57,io,Ido,Computational Humanities,,,,,,,,,,,,,,True,,True,,True,,True,,,,,,,,,,,,,,,False,Komputeskan Humanistiki,75.0,1773621488.0,stop,gpt-4o-2024-08-06,65.0,140.0,"The term 'Komputeskan' is derived from 'komputar', which means 'compute', and is adapted to fit the adjective form. 'Humanistiki' corresponds to 'Humanities', maintaining the notion of scholarly discipline involving human culture.",,False,,,,,,,,,,True,
2026-04-16 19:50:57,is,Icelandic,Computational Humanities,,,,,,,,,,,,,,False,Tölvufræðileg hugvísindi,False,Gildi,,,True,,,,,,,,,,,,,,,False,Reiknitölvuhumanistar,64.0,1773621490.0,stop,gpt-4o-2024-08-06,65.0,129.0,The translation was derived by combining 'reikni' (computational) with 'tölvu' (computer) and 'humanistar' (humanities) to best capture the interdisciplinary nature of the field.,,False,,,,,,,,,,True,
2026-04-16 19:50:57,it,Italian,Computational Humanities,,,,,,,,,,,,,,False,Discipline umanistiche computazionali,False,Umanità computazionali,,,True,,,,,,,,,,,,,,,False,Scienze Umane Computazionali,61.0,1773621492.0,stop,gpt-4o-2024-08-06,64.0,125.0,"The term 'Scienze Umane' translates to 'Humanities' and 'Computazionali' translates to 'Computational', reflecting the interdisciplinary nature of combining humanities with computational methods.",,False,,,,,,,,,,True,
2026-04-16 19:50:57,iu,Inuktitut,Computational Humanities,,,,,,,,,,,,,,False,ᖃᕆᑕᐅᔭᓕᕆᓂᕐᒧᑦ ᐃᓄᓕᕆᓂᕐᒧᑦ,True,,False,ᖃᕆᑕᐅᔭᓕᕆᓂᕐᒧᑦ ᐃᓄᓕᕆᓂᕐᒧᑦ,True,,,,,,,,,,,,,,,False,ᐊᒻᒪᓗᑎᑕᐅᒪᔪᒃ ᐊᒻᒪᓗᑎᑕᐅᒪᓂᓕᕆ,151.0,1773621494.0,stop,gpt-4o-2024-08-06,66.0,217.0,"The translation attempts to convey the meaning of 'computational' (relating to computers or computing technology) and 'humanities' (academic disciplines that study aspects of human society and culture) in Inuktitut. However, due to limited vocabulary in some modern technical domains in Inuktitut, the translation uses terms that describe related concepts in context.",,False,,,,,,,,,,True,
2026-04-16 19:50:57,ja,Japanese,Computational Humanities,,,,,,,,,,,,,,False,計算人文学,True,,False,計算人文学,True,,,,,,,,,,,,,,,False,計算人文学,75.0,1773621499.0,stop,gpt-4o-2024-08-06,64.0,139.0,"The term 'Computational Humanities' is translated into Japanese as '計算人文学,' where '計算' means 'computational' and '人文学' means 'humanities.' This translation maintains the meaning by combining the elements of computation and humanities in the context of academic disciplines.",,False,,,,,,,,,,True,
2026-04-16 19:50:57,jv,Javanese,Computational Humanities,,,,,,,,,,,,,,False,Humaniora Komputasi,True,,False,Humaniora Komputasi,True,,,,,,,,,,,,,,,False,Humaniora Komputasional,61.0,1773621501.0,stop,gpt-4o-2024-08-06,66.0,127.0,"Javanese often borrows from Indonesian for modern academic terms. 'Humaniora' translates to 'Humanities', and 'Komputasional' is the direct translation of 'Computational'.",,False,,,,,,,,,,True,
2026-04-16 19:50:57,ka,Georgian,Computational Humanities,,,,,,,,,,,,,,False,გამოთვლითი ჰუმანიტარული მეცნიერებები,True,,False,გამოთვლითი ჰუმანიტარული მეცნიერებები,True,,,,,,,,,,,,,,,False,გამოთვლითი ჰუმანიტარული მეცნიერებები,68.0,1773621450.0,stop,gpt-4o-2024-08-06,64.0,132.0,"The term 'გამოთვლითი' captures the meaning of 'computational', while 'ჰუმანიტარული მეცნიერებები' corresponds directly to 'humanities', ensuring both accuracy and contextual relevance.",,False,,,,,,,,,,True,
2026-04-16 19:50:57,ki,"Kikuyu, Gikuyu",Computational Humanities,,,,,,,,,,,,,,True,,True,,True,,True,,,,,,,,,,,,,,,False,Rũrangi rwa Kũgaya mbũri na mĩikarĩire,141.0,1773621516.0,stop,gpt-4o-2024-08-06,69.0,210.0,"Kikuyu, or Gikuyu, is a Bantu language and may not have direct equivalents for some modern academic terms. 'Rũrangi rwa Kũgaya mbũri na mĩikarĩire' is a constructed term where 'Rũrangi' translates to 'study' or 'field', 'Kũgaya' refers to 'computational' or 'calculation', and 'mbũri na mĩikarĩire' represents humanities, which refers to culture and human life.",,False,,,,,,,,,,True,
2026-04-16 19:50:57,kj,"Kwanyama, Kuanyama",Computational Humanities,,,,,,,,,,,,,,True,,False,Kombada yedu okwa li haku ningifa ovanhu va kale ve na ekwatafano liwa navamwe,,,True,,,,,,,,,,,,,,,False,Ewi lyoKuhanduka kwaValu,77.0,1773621532.0,stop,gpt-4o-2024-08-06,70.0,147.0,The term 'Ewi lyoKuhanduka kwaValu' captures the concept of using computational methods ('Ewi') to analyze and interpret humanities-related data ('Kuhanduka kwaValu') in the Kuanyama language.,,False,,,,,,,,,,True,
2026-04-16 19:50:57,kk,Kazakh,Computational Humanities,,,,,,,,,,,,,,False,Есептеу гуманитарлық ғылымдары,True,,False,Есептеу гуманитарлық ғылымдары,True,,,,,,,,,,,,,,,False,Есептеу гуманитарлық ғылымдары,81.0,1773621513.0,stop,gpt-4o-2024-08-06,65.0,146.0,"The term 'Computational Humanities' can be translated directly as 'Есептеу гуманитарлық ғылымдары,' where 'Есептеу' means 'Computational' and 'гуманитарлық ғылымдары' means 'Humanities.' This translation accurately captures the meaning in Kazakh.",,False,,,,,,,,,,True,
2026-04-16 19:50:57,kl,Kalaallisut,Computational Humanities,,,,,,,,,,,,,,False,Komputatorimi Humaniora,True,,False,Komputatorimi Humaniora,True,,,,,,,,,,,,,,,False,Kisitsisitigut Kulturikkut Ilisimatusaatit,95.0,1773621503.0,stop,gpt-4o-2024-08-06,66.0,161.0,"The term 'Computational Humanities' in Kalaallisut is translated to 'Kisitsisitigut Kulturikkut Ilisimatusaatit', where 'Kisitsisitigut' refers to something related to computation or numerical, 'Kulturikkut' refers to cultural or humanities, and 'Ilisimatusaatit' means studies or sciences.",,False,,,,,,,,,,True,
2026-04-16 19:50:57,km,Khmer,Computational Humanities,,,,,,,,,,,,,,False,មនុស្សសាស្ត្រ​គណនា,True,,False,មនុស្សសាស្ត្រ​គណនា,True,,,,,,,,,,,,,,,False,មនុស្សសាស្រ្តកំណត់ដោយគណនា,63.0,1773621514.0,stop,gpt-4o-2024-08-06,64.0,127.0,"The translation focuses on accurately conveying the meaning of 'Computational Humanities' by using terms related to computation or calculation and humanities, aiming to maintain the essence of the original term.",,False,,,,,,,,,,True,
2026-04-16 19:50:57,kn,Kannada,Computational Humanities,,,,,,,,,,,,,,False,ಕಂಪ್ಯೂಟೇಶನಲ್ ಹ್ಯುಮಾನಿಟೀಸ್,True,,False,ಕಂಪ್ಯೂಟೇಶನಲ್ ಹ್ಯುಮಾನಿಟೀಸ್,True,,,,,,,,,,,,,,,False,ಗಣನಾತ್ಮಕ ಮಾನವಶಾಸ್ತ್ರ,91.0,1773621507.0,stop,gpt-4o-2024-08-06,64.0,155.0,"The term 'Computational Humanities' refers to the integration of computation and digital methods into the study of humanities subjects. In Kannada, 'ಗಣನಾತ್ಮಕ' means 'Computational' and 'ಮಾನವಶಾಸ್ತ್ರ' means 'Humanities'. This translation maintains the direct meaning while ensuring cultural and linguistic relevance.",,False,,,,,,,,,,True,
2026-04-16 19:50:57,ko,Korean,Computational Humanities,,,,,,,,,,,,,,False,계산 인문학,True,,False,계산 인문학,True,,,,,,,,,,,,,,,False,계산 인문학,77.0,1773621528.0,stop,gpt-4o-2024-08-06,64.0,141.0,"The term 'Computational Humanities' is translated into Korean as '계산 인문학', where '계산' means 'computational' and '인문학' means 'humanities'. This translation captures the essence of combining computational methods with the study of humanities.",,False,,,,,,,,,,True,
2026-04-16 19:50:57,kr,Kanuri,Computational Humanities,,,,,,,,,,,,,,False,Ilmu adamganabe komfutabe,True,,False,Ilmu adamganabe komfutabe,True,,,,,,,,,,,,,,,False,Kompyuta Nwúnega,84.0,1773621509.0,stop,gpt-4o-2024-08-06,65.0,149.0,"The term 'Computational Humanities' translates as 'Kompyuta Nwúnega' in Kanuri, where 'Kompyuta' corresponds to 'computational' and 'Nwúnega' corresponds to 'humanities', reflecting the integration of computing technology in the study of human culture.",,False,,,,,,,,,,True,
2026-04-16 19:50:57,ks,Kashmiri,Computational Humanities,,,,,,,,,,,,,,True,,True,,True,,True,,,,,,,,,,,,,,,False,کمپیوٹیشنل ہیومینیٹیز,70.0,1773621511.0,stop,gpt-4o-2024-08-06,66.0,136.0,"The term 'Computational Humanities' is translated by maintaining its technical significance, combining 'Computational' as کمپیوٹیشنل and 'Humanities' as ہیومینیٹیز in the Kashmiri script.",,False,,,,,,,,,,True,
2026-04-16 19:50:57,ku,Kurdish,Computational Humanities,,,,,,,,,,,,,,False,Mirovahiyên Hesabkerî,True,,False,Mirovahiyên Hesabkerî,True,,,,,,,,,,,,,,,False,زانستە مرۆییەکان کۆمپیتەری,88.0,1773621530.0,stop,gpt-4o-2024-08-06,64.0,152.0,The translation involves directly adapting 'Computational Humanities' into Kurdish by using the words for 'humanities' (زانستە مرۆییەکان) and 'computational' (کۆمپیتەری) to reflect the interdisciplinary field that combines computing with the study of human culture.,,False,,,,,,,,,,True,
2026-04-16 19:50:57,kv,Komi,Computational Humanities,,,,,,,,,,,,,,False,Вычислительнӧй гуманитарнӧй наукаяс .,True,,False,Вычислительнӧй гуманитарнӧй наукаяс .,True,,,,,,,,,,,,,,,False,Вычислительная юхт,65.0,1773621524.0,stop,gpt-4o-2024-08-06,65.0,130.0,"The term 'computational' translates to 'вычислительная', and 'humanities' translates to 'юхт' in Komi, reflecting the study of human culture through computational methods.",,False,,,,,,,,,,True,
2026-04-16 19:50:57,kw,Cornish,Computational Humanities,,,,,,,,,,,,,,True,,True,,True,,True,,,,,,,,,,,,,,,False,Dinyethyans Aelwydhonyeth,77.0,1773621409.0,stop,gpt-4o-2024-08-06,65.0,142.0,"The term 'Dinyethyans Aelwydhonyeth' combines 'Dinyethyans' for 'computational' and 'Aelwydhonyeth' for 'humanities', reflecting the interdisciplinary nature of the field that applies computation to humanities subjects.",,False,,,,,,,,,,True,
2026-04-16 19:50:57,ky,"Kirghiz, Kyrgyz",Computational Humanities,,,,,,,,,,,,,,False,Эсептөөчү гуманитардык илимдер,True,,False,Эсептөөчү гуманитардык илимдер,True,,,,,,,,,,,,,,,False,Эсептөөчүлүк гуманитардык илимдер,94.0,1773621522.0,stop,gpt-4o-2024-08-06,69.0,163.0,"The term 'Computational Humanities' in Kirghiz, Kyrgyz is translated by combining 'Эсептөөчүлүк', which means 'computational', with 'гуманитардык илимдер', which means 'humanities'. This reflects the interdisciplinary nature of the field, which combines computing with humanities.",,False,,,,,,,,,,True,
2026-04-16 19:50:57,la,Latin,Computational Humanities,,,,,,,,,,,,,,False,Humanitates Computationales,True,,False,Humanitates Computationales,True,,,,,,,,,,,,,,,False,Humanitates Computationis,67.0,1773621536.0,stop,gpt-4o-2024-08-06,64.0,131.0,"The translation uses 'Humanitates' for 'Humanities,' reflecting the study of human culture, and 'Computationis' as a genitive form of 'Computatio,' meaning computation or calculation, to fit the structure of Latin noun phrases.",,False,,,,,,,,,,True,
