language_code,language_name,term_source,claude_translated_term,claude_output_tokens,claude_created,claude_stop_reason,claude_model,claude_input_tokens,claude_total_tokens,claude_translation_rationale,claude_translation,term,wikipedia_translated_term,coding_dh_date,exclude_google_cloud_translate,gt_translated_term,exclude_easynmt,enmt_translated_term,exclude_lingvanex,lingvanex_translated_term,exclude_ollama,ollama_translated_term,ollama_content,ollama_created_at,ollama_done_reason,ollama_eval_count,ollama_eval_duration,ollama_extracted_dictionaries,ollama_load_duration,ollama_model,ollama_prompt_eval_count,ollama_prompt_eval_duration,ollama_total_duration,ollama_translation,ollama_translation_rationale,exclude_openai,openai_translated_term,openai_completion_tokens,openai_created,openai_finish_reason,openai_model,openai_prompt_tokens,openai_total_tokens,openai_translation_rationale,openai_translation,exclude_claude
ss,Swati,Digital Humanities,Tibuciko Tetidijithali,283.0,2026-04-03T23:23:27.173621,end_turn,claude-sonnet-4-5-20250929,167.0,450.0,"Ligama 'Digital Humanities' lihunyushwa ngalendlela lelandzela imibandvela yekuhumusha esiSwatini. 'Digital' sihunyushwe ngetfu 'Tidijithali' noma 'Tetidijithali' ngobe lelilgama selamukeleka esiSwatini futsi lisebentiswa ekukhulumeni ngetindzaba tebuchwepheshe. 'Humanities' lihunyushwa ngetfu 'Tibuciko' ngobe leligama lisho tifundvo tetimfundvo tetive, lulwimi, umlandvo, nelunye. Ngako-ke, 'Tibuciko Tetidijithali' kuyinhumusho lefanele ngesikhatsi lesincenye yetifundvo tekucala ticubungula imibhalo, lulwimi, nemveli ngetinhlelo tebuchwepheshe betidijithali.",,,,2026-04-03 23:23:27,False,Tifundvo Tebantfu Tedijithali,False,Imibono Lemayelana Nendzawo Tabantfu,True,,False,Inkulu kaTambulala,"{
  ""translated_term"": ""Inkulu kaTambulala"",
  ""translation_rationale"": ""Nkulunkulu kancinciwa ukuTambulaleni inkulu. Tambulala yinkulu yiye kuNkulu, ngokuthula ukubona inkulumo zinkulu zezingoma nazo""
}",2026-04-04T03:42:52.615772Z,stop,76.0,897185416.0,[],88261250.0,llama3.1,152.0,360410625.0,1367236875.0,,"Nkulunkulu kancinciwa ukuTambulaleni inkulu. Tambulala yinkulu yiye kuNkulu, ngokuthula ukubona inkulumo zinkulu zezingoma nazo",False,Ibhazi yeDijithali,167.0,1775274876.0,stop,gpt-4o-2024-08-06,148.0,315.0,"Leligama ""Digital Humanities"" lihlanganisa imikhakha emibili: ""Digital"" kanye ""Humanities"". KweSwati, ""Digital"" kungacondzisiswa njenge ""Dijithali"" lelisho tintfo letisebentisa emasu ledzidzisiwe noma emishini yeluciko. ""Humanities"" isuselwa emkhakheni wesifundo. Elikhatsini laSwati, ingcazelo lengakafa yona ngulena etsi ""Ibhazi yeDijithali"", lapho ""ibhazi"" isetjentiselwa kuchaza tinchazelo letibanti noma imikhakha yekucwaninga.",,False
sr,Serbian,Digital Humanities,Дигитална хуманистика,257.0,2026-04-03T23:23:15.761098,end_turn,claude-sonnet-4-5-20250929,151.0,408.0,"Термин 'Digital Humanities' преводи се као 'Дигитална хуманистика' на српском језику. Реч 'digital' постаје 'дигитална' (придев у женском роду који се слаже са именицом 'хуманистика'), а 'humanities' преводимо као 'хуманистика' што означава хуманистичке науке и области проучавања које се баве људском културом, историјом, језиком, књижевношћу и сличним дисциплинама. Овај превод је устаљен у српској академској заједници и користи се у универзитетским круговима. Пишем ћирилицом јер је то једно од два службена писма српског језика, мада се може писати и латиницом као 'Digitalna humanistika'.",,,Дигитална хуманистика,2026-04-03 23:23:15,False,Дигиталне хуманистичке науке,True,,False,Дигиталне Хуманистичке,False,Dijigitalne Umetnosti,"{ 
  ""translated_term"": ""Dijigitalne Umetnosti"", 
  ""translation_rationale"": ""Prevođenje je izvedeno kombinujući dvije riječi: 'digital' i 'humanities', gdje se prva odnosi na digitalnu prirodu teorijskih i praktičnih pristupa istraživanju ljudskih društava. Riječ 'umetnosti' je prevod engleske riječi 'humanities', što uključuje društvene znanosti, filozofiju, književnost itd."" 
}",2026-04-04T03:42:49.200687Z,stop,138.0,1748031126.0,[],79242333.0,llama3.1,144.0,353627291.0,2220146333.0,,"Prevođenje je izvedeno kombinujući dvije riječi: 'digital' i 'humanities', gdje se prva odnosi na digitalnu prirodu teorijskih i praktičnih pristupa istraživanju ljudskih društava. Riječ 'umetnosti' je prevod engleske riječi 'humanities', što uključuje društvene znanosti, filozofiju, književnost itd.",False,Digitalne humanistike,152.0,1775274873.0,stop,gpt-4o-2024-08-06,140.0,292.0,"Termin ""Digitalne humanistike"" je standardan prevod za ""Digital Humanities"" u srpskom jeziku. Koristi se u akademskim krugovima i srodnim publikacijama koje se bave primenom digitalnih tehnologija u oblastima humanistike, kao što su istorija, književnost, lingvistika i drugi humani naučni domeni. Pojam se sastoji od reči ""digitalne"", koja se odnosi na digitalne tehnologije, i ""humanistike"", koja označava interdisciplinarnu oblast proučavanja ljudskih kultura, aktivnosti i istorije.",,False
sq,Albanian,Digital Humanities,Shkencat Humane Dixhitale,303.0,2026-04-03T23:23:06.175419,end_turn,claude-sonnet-4-5-20250929,151.0,454.0,"Termi 'Digital Humanities' përkthehet si 'Shkencat Humane Dixhitale' në shqip. Kjo përkthim ruajnë strukturën e origjinalit: 'Shkencat Humane' (Humanities) i referohet fushave të studimit që përqendrohen në kulturën njerëzore, letërsinë, historinë, filozofinë, gjuhësinë etj., ndërsa 'Dixhitale' (Digital) tregon përdorimin e teknologjisë kompjuterike dhe mjeteve dixhitale. Në gjuhën shqipe, mbiemri vjen pas emrit, prandaj 'Dixhitale' vendoset pas 'Shkencat Humane'. Alternativa 'Humaniora Dixhitale' mund të përdoret gjithashtu, por 'Shkencat Humane Dixhitale' është më e qartë dhe më e kuptueshme për publikun shqiptar.",,,,2026-04-03 23:23:06,False,Shkencat Humane Dixhitale,False,Humanitetet Dixhitale,False,Shkenca Humane Dixhitale,False,,"{'translated_term': 'Mendësia Digitale', 'translation_rationale': 'Termi ""Digital Humanities"" është një fushë e studimeve që kombinon teknologjinë dhe mendësinë për të kuptuar dhe analizuar kultura, histori dhe tekste. Për t'i përkthyer në shqip, m'u ka pëlqënë të përdor ""Mendësia"", një term që flet për një lidhje me mendurin dhe kuptimin e gjithçka që ndodh rreth nesh. Fjalja ""Digitale"" është e njëjta, sepse përfshin teknologjinë dhe të dhënat digitale në shumicën e projektëve të DH-së.'}",2026-04-04T03:42:44.952157Z,stop,193.0,3067363756.0,[],78538125.0,llama3.1,152.0,333744042.0,3533257500.0,,,False,Humanitete Digjitale,162.0,1775274870.0,stop,gpt-4o-2024-08-06,148.0,310.0,"Termi ""Humanitete Digjitale"" është përkthimi i termit ""Digital Humanities"" në shqip. Fjala ""Humanitete"" vjen nga termi anglisht ""humanities"" që i referohet disiplinave që studiojnë aspektet e shoqërisë dhe kulturës njerëzore. ""Digjitale"" është përkthimi i fjalës anglisht ""digital,"" që lidhet me përdorimin e teknologjive kompjuterike. Ky përkthim ruan kuptimin bazë të termit fillestar, që është integrimi i mjeteve digjitale në studimet humaniste.",,False
so,Somali,Digital Humanities,Cilmiga Dhaqanka Dijitaalka,318.0,2026-04-03T23:22:57.474455,end_turn,claude-sonnet-4-5-20250929,167.0,485.0,"Ereyga 'Digital Humanities' waxaa loo turjumay 'Cilmiga Dhaqanka Dijitaalka' sababtoo ah: 'Humanities' waxaa loo yaqaan 'Cilmiga Dhaqanka' ama 'Cilmiga Bini'aadantinimada' oo tilmaamaya cilmiyada bulshada iyo dhaqanka sida taariikhda, suugaanta, falsafada, iyo luqadaha. 'Digital' waxaa loo turjumay 'Dijitaalka' taas oo ah ereyga caadiga ah ee afka Soomaaliga ee tilmaamaya waxyaalaha tignoolajiyada ee kombuyuutarada iyo internetka ku salaysan. Labadan erey marka la isku daro waxay si sax ah u tarjumaan micnaha asalka ah ee 'Digital Humanities' oo ah isticmaalka tignoolajiyada dijitaalka ah cilmi-baarista dhaqanka iyo bini'aadantinimada.",,,,2026-04-03 23:22:57,False,Bani&#39;aadamnimada Dijital ah,True,,False,Bani'aadamnimada Dijital ah,False,Taariikhda Faraasaadka ee Dijitaal,"{
  ""translated_term"": ""Taariikhda Faraasaadka ee Dijitaal"",
  ""translation_rationale"": ""Waxaa u wiiqanaysay istilkaar kala duwan oo tani la leh, taariikhdooda fariisa dhan iyo dadweynaha ay ka qoraan. Waxaa loo qoray 'digital' kuma jiro, taasoo ahayd nukta aad u dhiganta xiriirka intaraaanka ee ku wajahdaa faraasaaddiisu. Tusaale ahaan, waxaanu aqoonsaday in 'Taariikhda Faraasaadka ee Dijitaal' yuu ogtahay taariikhdooda kala duwan oo intaraanka ugu wajahan iyo ay ka qoraan dadweynaha.""
}",2026-04-04T03:42:39.389648Z,stop,196.0,2584738628.0,[],80221084.0,llama3.1,144.0,332001792.0,3054021917.0,,"Waxaa u wiiqanaysay istilkaar kala duwan oo tani la leh, taariikhdooda fariisa dhan iyo dadweynaha ay ka qoraan. Waxaa loo qoray 'digital' kuma jiro, taasoo ahayd nukta aad u dhiganta xiriirka intaraaanka ee ku wajahdaa faraasaaddiisu. Tusaale ahaan, waxaanu aqoonsaday in 'Taariikhda Faraasaadka ee Dijitaal' yuu ogtahay taariikhdooda kala duwan oo intaraanka ugu wajahan iyo ay ka qoraan dadweynaha.",False,Cilmi-baarista Dijital ah ee Aadanaha,195.0,1775274867.0,stop,gpt-4o-2024-08-06,140.0,335.0,"Cilmi-baarista Dijital ah ee Aadanaha waa tarjumaadda ugu saxan ee ""Digital Humanities"" oo ku ah luqadda Soomaaliga. ""Digital"" waxaa lagu tarjumay ""Dijital ah"" taasoo ah erey teknooloji ah oo la isticmaalo xilligan casriga ah ee gabashada ah ee tiknoolajiyada. ""Humanities"" waxaa loo tarjumay ""Aadanaha"" iyadoo loo eegayo in ay tilmaamto daraasado iyo baaritaanno la xiriira dhinacyada aadanaha sida taariikhda, falsafadda iyo cilmiga bulshada. Tani waxay muujinaysaa sidii teknoolojiyada loo adeegsan karo si loo horumariyo fahamka arrimaha aadanaha.",,False
sn,Shona,Digital Humanities,Nhaurirano Yemagetsi neHurukuro,297.0,2026-04-03T23:22:46.243470,end_turn,claude-sonnet-4-5-20250929,168.0,465.0,"Ndakafunga nezvemashoko maviri aya. 'Digital' inoreva zvinhu zvemagetsi, makomputa uye tekinoroji yemazuva ano. 'Humanities' inoreva zvidzidzo zvevanhu, tsika, mutauro, nhoroondo uye hurukuro. Asi mushure mekufunga, ndiri kuziva kuti shoko 'Digital Humanities' rakaoma kushandura nekuti ishoko rinokosha munyika yepasirose. Zvimwe ndinofanira kuramba neshoko 'Digital Humanities' kana kuti ndishandise 'Hurukuro Dzevanhu Nemazuva ano' kana 'Zvidzidzo Zvemagetsi'. Ndakasarudza 'Nhaurirano Yemagetsi neHurukuro' asi ndinoziva kuti vanhu vazhinji vanogona kungoshandisa 'Digital Humanities' chaizvo nekuti ishoko guru mudzidzo.",,,,2026-04-03 23:22:46,False,Hunhu hweDigital,False,Vanhu Vanogutsikana,False,Digital Humanities,False,Tinotaurwa kana kutaura huru,"{
  'translated_term': 'Tinotaurwa kana kutaura huru',
  'translation_rationale': 'Munyora uchitsere muno, huru inowarirai pano. Tinotaurwa inorwadza kutaura kuchamhura uchenjera kwakudaro kana kutaura huru kwakanaka.'
}",2026-04-04T03:42:34.304021Z,stop,82.0,973344993.0,[],77562167.0,llama3.1,152.0,328762083.0,1402713708.0,,"Munyora uchitsere muno, huru inowarirai pano. Tinotaurwa inorwadza kutaura kuchamhura uchenjera kwakudaro kana kutaura huru kwakanaka.",False,Hudhi mabasa muZimbabwe,113.0,1775274863.0,stop,gpt-4o-2024-08-06,148.0,261.0,"Shona haina shoko chairo rinotsanangura musanganiswa wetsika dzevanhu uye tekinoroji sezvazvinoratidzwa mudigital humanities. ""Hudhi"" inomiririra tekinoroji ye ""digital"", uye ""mabasa"" anoratidza zvese zvinoratidzwa nemagariro nemaitiro evanhu muZimbabwe zvikuru kana zvichienda nekusvikira kudhijitari.",,False
sm,Samoan,Digital Humanities,Fa'aaganuu Numera,348.0,2026-04-03T23:22:34.667073,end_turn,claude-sonnet-4-5-20250929,167.0,515.0,"O le fa'aliliuga o 'Digital Humanities' i le gagana Samoa e mana'omia ai le su'esu'eina lelei o itu e lua: 'Digital' ma 'Humanities'. O le upu 'Digital' e fa'atatau i mea fa'atekonolosi, fa'akomepiuta, ma numera. O le upu 'Humanities' e fa'atatau i matā'upu e uiga i aganu'u, talafaasolopito, gagana, filosofia, ma isi matā'upu tau tagata soifua ma aganuu. O le fa'aliliuga 'Fa'aaganuu Numera' e tu'ufa'atasia ai le uiga o 'numera' (digital/fa'akomepiuta) ma 'aganuu' (humanities/su'esu'ega tau tagata ma aganu'u). E fetaui lenei fa'aliliuga aua e fa'aalia lelei ai le mea'alofa o lenei matā'upu - o le fa'aogaina o tekonolosi numera e su'esu'e ai ma fa'asalalau ai matā'upu tau aganuu ma le soifua o tagata.",,,,2026-04-03 23:22:34,False,Mataupu Fa&#39;atekinolosi Fa&#39;atekinolosi,False,Digital Man's,False,Digital Humanities,False,,"{'translated_term': 'Fa'aaloalo Fa'amata'aga', 'translation_rationale': 'O le mea e faatupuina ai o le gagana lautele ma le va'a. Na tutupu mai i le itulau 19 o le tele o mafuaaga ma fautasi. O le gagana lautele e tautalano i a'u mo a'oaoina, ma o le fa'amata'aga e fa'amauina ai le faleoloa e fa'aopoopo atu i le tele o mea o le gagana lautele.'}

(Translation: 'Digital Humanities', translation_rationale in Samoan translates to ""The study of the digital and the material. It emerged from the 19th century onwards, focusing on languages and cultures that interact with technology."")

Note: In Samoan language, we often translate terms by breaking them down into their components and then re-arranging them to create a new term. The term 'Digital Humanities' is translated as 'Fa'aaloalo Fa'amata'aga', where 'Fa'aaloalo' means digital or virtual, and 'Fa'amata'aga' means humanities or the study of culture and languages.",2026-04-04T03:42:30.875654Z,stop,261.0,4609530867.0,[],80606875.0,llama3.1,160.0,365088625.0,5128045250.0,,,False,Humanities Faʻatekonolosi,163.0,1775274859.0,stop,gpt-4o-2024-08-06,148.0,311.0,"O le upu ""Digital"" e mafai ona faʻaliliuina o se ""Faʻatekonolosi"" i le gagana Samoa, o lona uiga o se auala i tekinolosi mo fāʻeleʻele ma faatekonolosi faʻafesoʻotaʻi. E ui e le lava se upu tutusa atoatoa i le Samoan mo lenei vaega faʻapitoa, o le ""Humanities Faʻatekonolosi"" e mafai ona faaogaina e fai ma faaliliuga talafeagai. O lo tatou iloa o loʻo aofia ai le aʻoaʻoina o aganuu ma aia tatau i taimi faaeleʻeleʻi i le vāega o Digital Humanities.",,False
sl,Slovene,Digital Humanities,digitalna humanistika,195.0,2026-04-03T23:22:22.278900,end_turn,claude-sonnet-4-5-20250929,167.0,362.0,"Termin 'Digital Humanities' se v slovenščini prevaja kot 'digitalna humanistika'. Gre za ustaljeno strokovno poimenovanje interdisciplinarnega področja, ki združuje humanistične vede z digitalnimi tehnologijami in računalniškimi metodami. Pridevnik 'digitalna' se nanaša na uporabo digitalnih orodij, metod in virov, medtem ko 'humanistika' označuje humanistične vede (zgodovina, književnost, jezikoslovje, filozofija itd.). Ta prevod je splošno sprejet v slovenskem akademskem prostoru in se uporablja na slovenskih univerzah ter v strokovni literaturi.",,Digitalna humanistika,Digitalna humanistika,2026-04-03 23:22:22,False,Digitalna humanistika,True,,False,Digitalna humanistika,False,Digitalne humanistike,"{'translated_term': 'Digitalne humanistike', 'translation_rationale': 'Različice ""digital"" izhajajo iz angleškega besedila, v katerem pomeni digitalno. Poizkusil sem kombinacijo z različico humaništva, ki se že dolgo uporablja v slovenski jezikoslovni terminologiji. Naloga je zahtevala prevod angleškega izraza ""Digital Humanities"", zato smo ga prevedli kot ""digitalne humanistike"", ker si lahko privoščimo obliko, ki je bolj ugodna za uporabo v slovenskem kontekstu.'}",2026-04-04T03:42:23.720291Z,stop,155.0,2116847336.0,"[{'translated_term': 'Digitalne humanistike', 'translation_rationale': 'Različice ""digital"" izhajajo iz angleškega besedila, v katerem pomeni digitalno. Poizkusil sem kombinacijo z različico humaništva, ki se že dolgo uporablja v slovenski jezikoslovni terminologiji. Naloga je zahtevala prevod angleškega izraza ""Digital Humanities"", zato smo ga prevedli kot ""digitalne humanistike"", ker si lahko privoščimo obliko, ki je bolj ugodna za uporabo v slovenskem kontekstu.'}]",78833542.0,llama3.1,152.0,383545125.0,2624104708.0,Digitalne humanistike,"Različice ""digital"" izhajajo iz angleškega besedila, v katerem pomeni digitalno. Poizkusil sem kombinacijo z različico humaništva, ki se že dolgo uporablja v slovenski jezikoslovni terminologiji. Naloga je zahtevala prevod angleškega izraza ""Digital Humanities"", zato smo ga prevedli kot ""digitalne humanistike"", ker si lahko privoščimo obliko, ki je bolj ugodna za uporabo v slovenskem kontekstu.",False,digitalne humanistike,137.0,1775274856.0,stop,gpt-4o-2024-08-06,148.0,285.0,"Izraz ""digitalne humanistike"" je direkten prevod angleškega izraza ""Digital Humanities"". Beseda ""digitalne"" se nanaša na uporabo digitalnih tehnologij, medtem ko ""humanistike"" pokriva raziskovalno področje humanistike, kar vključuje študije kot so zgodovina, literatura, filozofija itn. Ta prevod je v skladu z uporabo izraza v slovenski akademski skupnosti, kjer se termin uporablja za označevanje prepletanja humanističnih ved in digitalne tehnologije.",,False
sk,Slovak,Digital Humanities,Digitálne humanitné vedy,295.0,2026-04-03T23:22:14.945741,end_turn,claude-sonnet-4-5-20250929,151.0,446.0,"Termín 'Digital Humanities' sa v slovenčine prekladá ako 'Digitálne humanitné vedy'. Toto je ustálený preklad, ktorý sa používa v akademickom prostredí na Slovensku. Slovo 'digitálne' je adjektívum odvodené z 'digitálny' a zodpovedá anglickému 'digital'. 'Humanitné vedy' je etablovaný slovenský termín pre 'humanities', ktorý zahŕňa filozofiu, históriu, literárne vedy, jazykovedu a podobné disciplíny zaoberajúce sa ľudskou kultúrou a spoločnosťou. Alternatívne sa môže používať aj skrátená forma 'digitálne humanitné štúdie' alebo anglický termín 'Digital Humanities' priamo, keďže ide o relatívne nový interdisciplinárny odbor, no 'Digitálne humanitné vedy' je najvhodnejší a najpresnejší slovenský ekvivalent.",,,,2026-04-03 23:22:14,False,Digitálne humanitné vedy,False,Digitálne humanitné vedy,False,Digitálne humanitné vedy,False,Digitálna humanitná veda,"{'translated_term': 'Digitálna humanitná veda', 'translation_rationale': 'Používa sa spojenie ""digitálny"" a ""humanitný"", ktoré sú odvodené od slov ""digitálne"" a ""humanitné"". Pojmy ako ""humanita"" či ""humanizmus"" sú v slovenčine úzko späté s pojmom ""ľudský"", čo je základ pre termín ""Digitálna humanitná veda"", ktorý zdôrazňuje vzťah medzi technológiou a ľuďmi.'}",2026-04-04T03:42:19.072355Z,stop,140.0,1817251590.0,"[{'translated_term': 'Digitálna humanitná veda', 'translation_rationale': 'Používa sa spojenie ""digitálny"" a ""humanitný"", ktoré sú odvodené od slov ""digitálne"" a ""humanitné"". Pojmy ako ""humanita"" či ""humanizmus"" sú v slovenčine úzko späté s pojmom ""ľudský"", čo je základ pre termín ""Digitálna humanitná veda"", ktorý zdôrazňuje vzťah medzi technológiou a ľuďmi.'}]",82837542.0,llama3.1,144.0,345403833.0,2285421333.0,Digitálna humanitná veda,"Používa sa spojenie ""digitálny"" a ""humanitný"", ktoré sú odvodené od slov ""digitálne"" a ""humanitné"". Pojmy ako ""humanita"" či ""humanizmus"" sú v slovenčine úzko späté s pojmom ""ľudský"", čo je základ pre termín ""Digitálna humanitná veda"", ktorý zdôrazňuje vzťah medzi technológiou a ľuďmi.",False,digitálne humanitné vedy,133.0,1775274853.0,stop,gpt-4o-2024-08-06,148.0,281.0,"Pojem ""Digital Humanities"" sa najčastejšie prekladá ako ""digitálne humanitné vedy"". ""Digitálne"" odkazuje na využívanie digitálnych technológií a prístupov, zatiaľ čo ""humanitné vedy"" zahrňujú štúdium disciplín ako história, literatúra, kultúra a mnohé ďalšie aspekty, ktoré sú predmetom tradičného akademického výskumu ľudskej spoločnosti a kultúry.",,False
si,"Sinhala, Sinhalese",Digital Humanities,ඩිජිටල් මානව ශාස්ත්‍ර,423.0,2026-04-03T23:22:05.700034,end_turn,claude-sonnet-4-5-20250929,215.0,638.0,"'Digital Humanities' යන්නෙහි 'Digital' යන්න තාක්ෂණික පදයක් ලෙස 'ඩිජිටල්' ලෙස පිළිගත් ආකාරයෙන් භාවිතා වේ. 'Humanities' යන්න සඳහා 'මානව ශාස්ත්‍ර' යන්න සිංහලයේ ප්‍රමිත භාවිතයයි - මේ ඇතුළත් වන්නේ සාහිත්‍යය, ඉතිහාසය, දර්ශනය, භාෂාව යනාදී මානව සංස්කෘතික අධ්‍යයන ක්ෂේත්‍ර වේ. විද්‍යාත්මක සන්දර්භය තුළ 'මානව විද්‍යා' හෝ 'මානවික විද්‍යා' යන වචන භාවිතා කළ හැකි නමුත්, ශාස්ත්‍රීය තනතුර සැලකූ විට 'මානව শාස්ත්‍ර' වඩාත් සුදුසුයි.",,,,2026-04-03 23:22:05,False,ඩිජිටල් මානව ශාස්ත්‍ර,True,,False,ඩිජිටල් මානව ශාස්ත්ර,False, දිගිතල මානව විද්‍යා ,"{'translated_term': ' දිගිතල මානව විද්‍යා ', 'translation_rationale': ' ""Digital"" පරිධිත අකුර එක  ඉංග්‍රීසි නමැතැයි ද හඳ පවඩ කල අකුර එක. ""Humanities"" මානව විද්‍යා තීර  ඉංග්‍රීසි අප හ ත ට උ ඩ න ම ණ ලෙ ස ට ද. ව එ ද ම ඟ ය ට අ ප ද න ප ර ද. '}",2026-04-04T03:42:14.761707Z,stop,289.0,4835920039.0,"[{'translated_term': ' දිගිතල මානව විද්\u200dයා ', 'translation_rationale': ' ""Digital"" පරිධිත අකුර එක  ඉංග්\u200dරීසි නමැතැයි ද හඳ පවඩ කල අකුර එක. ""Humanities"" මානව විද්\u200dයා තීර  ඉංග්\u200dරීසි අප හ ත ට උ ඩ න ම ණ ලෙ ස ට ද. ව එ ද ම ඟ ය ට අ ප ද න ප ර ද. '}]",83760458.0,llama3.1,184.0,364113500.0,5356262833.0, දිගිතල මානව විද්‍යා ," ""Digital"" පරිධිත අකුර එක  ඉංග්‍රීසි නමැතැයි ද හඳ පවඩ කල අකුර එක. ""Humanities"" මානව විද්‍යා තීර  ඉංග්‍රීසි අප හ ත ට උ ඩ න ම ණ ලෙ ස ට ද. ව එ ද ම ඟ ය ට අ ප ද න ප ර ද. ",False,ඩිජිටල් මිනිස්කම්,239.0,1775274848.0,stop,gpt-4o-2024-08-06,172.0,411.0,"ඩිජිටල් කියන පදය සාමාන්‍යයෙන් තාක්ෂණය සම්බන්ධ විෂයයන් සඳහා භාවිත කරන ලද පරණවූ විදේශීය ශබ්දය වශයෙන් භාවිතා කරයි. මිනිස්කම් යන වචනය මිනිස් සංස්කෘතිය, ඉතිහාසය සහ භාවිතා කරනු ලබන ප්‍රතිපලයන් සහ විනයරත්නයන් යටතේ භාවිතා කරන සංස්කෘතික පදයකි. ""ඩිජිටල් මිනිස්කම්"" පරිසරයේදී ඉහත සංයෝජනය සමග මෙම පදය ඇති කරනු ලැබූ ශබ්දය මිනිස් සමාජයේ තාක්ෂණ පහසුකම් භාවිතයෙන් හයියක් ඇතිවන පර්යායයක් නිර්මාණය කළ හැක.",,False
sh,Serbo-Crotian,Digital Humanities,Digitalna humanistika,228.0,2026-04-03T23:21:51.692864,end_turn,claude-sonnet-4-5-20250929,207.0,435.0,"Termin 'Digital Humanities' prevodi se kao 'Digitalna humanistika' na srpskohrvatskom jeziku. Ovo je ustaljeni termin u akademskoj zajednici regiona. Pridjev 'digitalna' dolazi od imenice 'digitalan' i odnosi se na digitalne tehnologije i alate, dok 'humanistika' označava humanističke nauke (književnost, povijest, filozofija, jezici itd.). Ovaj prevod odražava suštinu oblasti koja spaja računarske metode i tehnologije sa tradicionalnim humanističkim disciplinama. Termin se koristi u istom obliku i na srpskom i na hrvatskom jeziku, s tim što se na srpskom može pisati i ćirilicom (Дигитална хуманистика).",,Дигиталне хуманистичке науке,Digitalne humanističke nauke,2026-04-03 23:21:51,False,Дигиталне хуманистичке науке,True,,True,,False,Dijitalske Umetnosti,"{
  ""translated_term"": ""Dijitalske Umetnosti"",
  ""translation_rationale"": ""Term »Digital Humanities« se može prevesti kao Dijitalske Umetnosti, jer dijetealna (dijitalna) oznaka ukazuje na elektroniku i informacione tehnologije koje se koriste u ovim naukama. Riječ 'umetnosti' je prevod engleske riječi »arts« ili »humanities«, koje se odnose na ljudske znanosti kao što su filozofija, književnost, umjetnost i druge.""
}",2026-04-04T03:42:07.379823Z,stop,142.0,1743407630.0,[],71068084.0,llama3.1,176.0,362131958.0,2218537667.0,,"Term »Digital Humanities« se može prevesti kao Dijitalske Umetnosti, jer dijetealna (dijitalna) oznaka ukazuje na elektroniku i informacione tehnologije koje se koriste u ovim naukama. Riječ 'umetnosti' je prevod engleske riječi »arts« ili »humanities«, koje se odnose na ljudske znanosti kao što su filozofija, književnost, umjetnost i druge.",False,Digitalne humanistike,128.0,1775274845.0,stop,gpt-4o-2024-08-06,172.0,300.0,"Izraz ""Digitalne humanistike"" se koristi u Serbo-Hrvatskom jeziku da označi interdisciplinarno polje koje koristi digitalne alate i tehnologije u proučavanju humanističkih disciplina, poput književnosti, istorije, umetnosti i sličnih oblasti. Korištenje termina ""digitalne"" ukazuje na primenu savremenih tehnologija, dok ""humanistike"" upućuje na humanističke nauke koje su predmet istraživanja.",,False
sg,Sango,Digital Humanities,Sängö tî Nûmerö tîMbênî-halëkö,246.0,2026-04-03T23:21:44.192470,end_turn,claude-sonnet-4-5-20250929,167.0,413.0,"Mbï 'Digital' ayeke tî sango tî nûmerö na teknolözî tî ôrdinätëre, lo mbï 'Humanities' ayeke tî sango tî mbênî-halëkö, tongana yângâ tî âzo, kêtê tî âzo, yângâ tî ndö, na tî âkängö. Mbï tî 'Sängö tî Nûmerö' ayeke pöpö ngä lo yeke sô teknolözî tî ôrdinätëre na yângâ tî âzo. 'Mbênî-halëkö' yeke kêtê tî sango tî yângâ tî ködörö na nzönî tî âzo.",,,,2026-04-03 23:21:44,False,Humanité numérique,False,Gi ti duti na aye mingi ape na yâ ti fini ti mo,True,,False,Sango: Nkélé Mbumu,"{  
    ""translated_term"": ""Sango: Nkélé Mbumu"",
    ""translation_rationale"": ""Nkélé Mbumu e na ba kélé mbumu, bokoli tafola wɔrí n'elebɔ na nkpa pɛlɛ. Kana nkélé mbumu sara nku ɩyɔnɔna yɛwɛ wɔré.""
}",2026-04-04T03:42:03.132891Z,stop,101.0,1221429168.0,[],63969542.0,llama3.1,152.0,333440541.0,1647425708.0,,"Nkélé Mbumu e na ba kélé mbumu, bokoli tafola wɔrí n'elebɔ na nkpa pɛlɛ. Kana nkélé mbumu sara nku ɩyɔnɔna yɛwɛ wɔré.",False,Bokilo ti moléngé kua kayé,158.0,1775274842.0,stop,gpt-4o-2024-08-06,148.0,306.0,"Na sango, ""Digital Humanities"" oko yéké woké ti ézu léké na Internet na techniques numériques pour étudier nginza ti sapin ou ndjena. Mbênî ""bokilo"" na désigne l’esprit scientifique ou littérature, na ""moléngé kua kayé"" na désigne façon numérique na nginza digitalisation. Puru autour ti expression é cpwa kapara ayo na amânzi na moléngé na mîngi. Biteni tambula na ali na moyen ti moléngé ni. Ayo capwa ndjoko na “Bokilo ti moléngé kua kayé”.",,False
