language_code,language_name,term_source,ollama_translated_term,ollama_content,ollama_created_at,ollama_done_reason,ollama_eval_count,ollama_eval_duration,ollama_extracted_dictionaries,ollama_load_duration,ollama_model,ollama_prompt_eval_count,ollama_prompt_eval_duration,ollama_total_duration,ollama_translation,term,wikipedia_translated_term,coding_dh_date,exclude_google_cloud_translate,gt_translated_term,exclude_easynmt,enmt_translated_term,exclude_lingvanex,lingvanex_translated_term,exclude_ollama,ollama_translation_rationale
ksh,Ripuarian,Digital Humanities,Digiitaler Huusbücherei,"{
  ""translated_term"": ""Digiitaler Huusbücherei"",
  ""translation_rationale"": ""I translated \""Digital Humanities\"" into Ripuarian by breaking it down into its constituent parts. \""Digiitaler\"" comes from the English word \""digital\"", which has a direct equivalent in German, and I used the cognate form to convey the meaning of digital technology. \""Huusbücherei\"" is a composite term formed from the words \""huus\"" (house) and \""Bücherei\"" (library), reflecting the intersection of humanities scholarship with digital tools and methods. This translation aims to preserve the technical precision and disciplinary significance of the original term, while adapting it to the linguistic and cultural context of Ripuarian.""
}",2026-04-07T07:19:04.350386Z,stop,161.0,2229086872.0,[],92130916.0,llama3.1,135.0,378185541.0,2744531375.0,,,,2026-04-07 08:19:04,True,,True,,True,,False,"I translated ""Digital Humanities"" into Ripuarian by breaking it down into its constituent parts. ""Digiitaler"" comes from the English word ""digital"", which has a direct equivalent in German, and I used the cognate form to convey the meaning of digital technology. ""Huusbücherei"" is a composite term formed from the words ""huus"" (house) and ""Bücherei"" (library), reflecting the intersection of humanities scholarship with digital tools and methods. This translation aims to preserve the technical precision and disciplinary significance of the original term, while adapting it to the linguistic and cultural context of Ripuarian."
khw,Khowar,Digital Humanities,دھاتی انساینسی,"{
  ""translated_term"": ""دھاتی انساینسی"",
  ""translation_rationale"": ""I have translated the term \""Digital Humanities\"" into Khowar, preserving its technical precision and disciplinary significance. The word \""دھاتی\"" (dhati) in Khowar means 'digital' or related to computers, as it is borrowed from Persian/Urdu, where it has been adopted to mean digital. The word \""انساینسی\"" (insaenasi) in Khowar translates to 'humanities', which refers to the academic discipline of studying human culture, society, and behavior. This combination accurately conveys the meaning of the term \""Digital Humanities\"" in an academic context.""
}",2026-04-07T07:18:59.58183Z,stop,150.0,1829319463.0,[],79962667.0,llama3.1,135.0,402729708.0,2354915000.0,,,,2026-04-07 08:18:59,True,,True,,True,,False,"I have translated the term ""Digital Humanities"" into Khowar, preserving its technical precision and disciplinary significance. The word ""دھاتی"" (dhati) in Khowar means 'digital' or related to computers, as it is borrowed from Persian/Urdu, where it has been adopted to mean digital. The word ""انساینسی"" (insaenasi) in Khowar translates to 'humanities', which refers to the academic discipline of studying human culture, society, and behavior. This combination accurately conveys the meaning of the term ""Digital Humanities"" in an academic context."
jbo,Lojban,Digital Humanities,Cinse Dansi,"{
  ""translated_term"": ""Cinse Dansi"",
  ""translation_rationale"": ""In Lojban, 'cinsa' (n3) means 'computer' or 'digital', and 'dansi' (n1) is derived from 'humanities' (with the suffix '-si' indicating a general category). The combination of these words conveys the meaning of Digital Humanities as an academic field focused on digital tools, methods, and theories in the humanities disciplines.""
}",2026-04-07T07:18:55.202641Z,stop,102.0,1210059703.0,[],76137167.0,llama3.1,135.0,393946000.0,1713720459.0,,,,2026-04-07 08:18:55,True,,True,,True,,False,"In Lojban, 'cinsa' (n3) means 'computer' or 'digital', and 'dansi' (n1) is derived from 'humanities' (with the suffix '-si' indicating a general category). The combination of these words conveys the meaning of Digital Humanities as an academic field focused on digital tools, methods, and theories in the humanities disciplines."
inh,Ingush,Digital Humanities,Дигиталон цӏарахой,"{
  ""translated_term"": ""Дигиталон цӏарахой"",
  ""translation_rationale"": ""I used \""Дигиталон\"" to convey the sense of 'digital' or 'computer-related', drawing from the Russian loanword. \""Цӏарахой\"" is a direct translation of 'Humanities', incorporating the Ingush suffix \""-ой\"", which indicates a field or discipline, similar to how it's used in other academic contexts.""
}",2026-04-07T07:18:51.462391Z,stop,101.0,1197543500.0,[],77368417.0,llama3.1,132.0,375343458.0,1678729750.0,,,,2026-04-07 08:18:51,True,,True,,True,,False,"I used ""Дигиталон"" to convey the sense of 'digital' or 'computer-related', drawing from the Russian loanword. ""Цӏарахой"" is a direct translation of 'Humanities', incorporating the Ingush suffix ""-ой"", which indicates a field or discipline, similar to how it's used in other academic contexts."
ilo,Ilokano,Digital Humanities,Dagitalen Aghimatua,"{
  ""translated_term"": ""Dagitalen Aghimatua"",
  ""translation_rationale"": ""I translated 'Digital Humanities' to 'Dagitalen Aghimatua' by breaking down the term into its constituent parts. 'Digita' comes from the Ilokano word for 'digital', which is influenced by English loanword 'digita'. In Ilokano, it's adapted as 'dagitale', and I've kept this spelling to maintain consistency. 'Humanities' is translated to 'Aghimatua', which conveys the idea of humanistic studies or the humanities disciplines. The combination of these two words accurately represents the field of Digital Humanities in an academic context, preserving its technical precision and disciplinary significance.""
}",2026-04-07T07:18:47.756401Z,stop,153.0,1845517084.0,[],80089542.0,llama3.1,135.0,380778125.0,2349130834.0,,,,2026-04-07 08:18:47,False,Digital a Humanities,False,Digital Humanies,True,,False,"I translated 'Digital Humanities' to 'Dagitalen Aghimatua' by breaking down the term into its constituent parts. 'Digita' comes from the Ilokano word for 'digital', which is influenced by English loanword 'digita'. In Ilokano, it's adapted as 'dagitale', and I've kept this spelling to maintain consistency. 'Humanities' is translated to 'Aghimatua', which conveys the idea of humanistic studies or the humanities disciplines. The combination of these two words accurately represents the field of Digital Humanities in an academic context, preserving its technical precision and disciplinary significance."
haw,Hawaiian,Digital Humanities,Humu ke Kūkā o ka Poʻe,"{
  ""translated_term"": ""Humu ke Kūkā o ka Poʻe"",
  ""translation_rationale"": ""I translated 'Digital Humanities' into Hawaiian by breaking it down into its components. 'Digital' was translated to 'Humu', which means 'digital' or 'electronic'. 'Humanities' was translated to 'Kūkā o ka Poʻe', where 'Kūkā' refers to the humanities as a field of study, and 'o ka Poʻe' means 'of people' or 'human'. The phrase 'Humu ke Kūkā o ka Poʻe' accurately conveys the meaning of 'Digital Humanities' in an academic context, preserving its technical precision and disciplinary significance.""
}",2026-04-07T07:18:43.383177Z,stop,160.0,1880732998.0,[],77818875.0,llama3.1,131.0,379931333.0,2382231375.0,,,,2026-04-07 08:18:43,False,Nā Humanities Kikohoʻe,True,,False,Digital Humanities,False,"I translated 'Digital Humanities' into Hawaiian by breaking it down into its components. 'Digital' was translated to 'Humu', which means 'digital' or 'electronic'. 'Humanities' was translated to 'Kūkā o ka Poʻe', where 'Kūkā' refers to the humanities as a field of study, and 'o ka Poʻe' means 'of people' or 'human'. The phrase 'Humu ke Kūkā o ka Poʻe' accurately conveys the meaning of 'Digital Humanities' in an academic context, preserving its technical precision and disciplinary significance."
got,Gothic,Digital Humanities,Mahtijahs jah Digitala Wissenschafts,"{
  ""translated_term"": ""Mahtijahs jah Digitala Wissenschafts"",
  ""translation_rationale"": 
    ""I translated 'Digital Humanities' into Gothic by breaking down the term into its constituent parts. 'Humanities' corresponds to 'Wissenschafts', a cognate of Modern German 'Wissenschaften'. I used the Gothic plural form '-s' to indicate the field's disciplinary scope. For 'digital', I chose 'jah', which conveys a sense of intersection or overlap between traditional humanistic inquiry and digital technologies.""
}",2026-04-07T07:18:38.980417Z,stop,119.0,1386735130.0,[],80474125.0,llama3.1,130.0,376307208.0,1876812167.0,,,,2026-04-07 08:18:38,True,,True,,True,,False,"I translated 'Digital Humanities' into Gothic by breaking down the term into its constituent parts. 'Humanities' corresponds to 'Wissenschafts', a cognate of Modern German 'Wissenschaften'. I used the Gothic plural form '-s' to indicate the field's disciplinary scope. For 'digital', I chose 'jah', which conveys a sense of intersection or overlap between traditional humanistic inquiry and digital technologies."
gbm,Garhwali,Digital Humanities,Digital Sanskriti Vigyan,"{
  ""translated_term"": ""Digital Sanskriti Vigyan"",
  ""translation_rationale"": ""I chose 'Digital' (digital) to preserve the technical precision of the term, as it refers to digital methods and tools. For 'Humanities', I used 'Sanskriti' (संस्कृति), which conveys a sense of culture, literature, or humanistic studies, aligning with the field's disciplinary significance. 'Vigyan' (विज्ञान) means science or knowledge, acknowledging that Digital Humanities is an interdisciplinary field combining humanities and technology.""
}",2026-04-07T07:18:35.078804Z,stop,122.0,1426496544.0,[],78640334.0,llama3.1,135.0,407421500.0,1947274292.0,,,,2026-04-07 08:18:35,True,,True,,True,,False,"I chose 'Digital' (digital) to preserve the technical precision of the term, as it refers to digital methods and tools. For 'Humanities', I used 'Sanskriti' (संस्कृति), which conveys a sense of culture, literature, or humanistic studies, aligning with the field's disciplinary significance. 'Vigyan' (विज्ञान) means science or knowledge, acknowledging that Digital Humanities is an interdisciplinary field combining humanities and technology."
gan,Gan Chinese,Digital Humanities,Sûng-gê Siông-kip,"{
  ""translated_term"": ""Sûng-gê Siông-kip"",
  ""translation_rationale"": ""I translated \""Digital Humanities\"" into Gan Chinese by breaking down the term into its constituent parts. \""Digital\"" is represented by """" (sûng), which means \""number\"" or \""digit\"" in this context, and also implies a connection to computing and technology. \""Humanities\"" is translated as """" (siông-kip), where """" (siông) conveys the sense of humanities or liberal arts, and """" (kip) suggests a focus on humanistic studies. The combination of these two elements accurately conveys the meaning of Digital Humanities in an academic context.""
}",2026-04-07T07:18:31.107039Z,stop,142.0,1659251376.0,[],79414209.0,llama3.1,132.0,399956375.0,2177580167.0,,,,2026-04-07 08:18:31,True,,True,,True,,False,"I translated ""Digital Humanities"" into Gan Chinese by breaking down the term into its constituent parts. ""Digital"" is represented by  (sûng), which means ""number"" or ""digit"" in this context, and also implies a connection to computing and technology. ""Humanities"" is translated as  (siông-kip), where  (siông) conveys the sense of humanities or liberal arts, and  (kip) suggests a focus on humanistic studies. The combination of these two elements accurately conveys the meaning of Digital Humanities in an academic context."
fur,Friulian,Digital Humanities,Umanitaris Digital,"{
  ""translated_term"": ""Umanitaris Digital"",
  ""translation_rationale"": ""In Friulian, \""umanitaris\"" conveys the sense of humanities as a broad field of study focused on human culture and experience. Adding \""digital\"", which is borrowed from English due to its direct relevance and technical accuracy, provides clarity on the specific focus of this subfield. This translation preserves both the disciplinary significance and technical precision of 'Digital Humanities' in an academic context.""
}",2026-04-07T07:18:26.906816Z,stop,100.0,1160776205.0,[],80177833.0,llama3.1,134.0,376245459.0,1645342542.0,,,,2026-04-07 08:18:26,False,Lis siencis umanis digjitâls,True,,True,,False,"In Friulian, ""umanitaris"" conveys the sense of humanities as a broad field of study focused on human culture and experience. Adding ""digital"", which is borrowed from English due to its direct relevance and technical accuracy, provides clarity on the specific focus of this subfield. This translation preserves both the disciplinary significance and technical precision of 'Digital Humanities' in an academic context."
frp,Arpitan / Franco-Provençal,Digital Humanities,Umanitats Digitéles,"{
  ""translated_term"": ""Umanitats Digitéles"",
  ""translation_rationale"": ""The term 'Umanitats' is derived from the Arpitan word for 'humanities,' which aligns with the field's academic focus. Adding 'Digitéles' to the end conveys the digital aspect, as 'digitéle' means 'digital' in Arpitan.""
}",2026-04-07T07:18:23.239274Z,stop,85.0,983937248.0,[],81173375.0,llama3.1,149.0,382578000.0,1472734625.0,,,,2026-04-07 08:18:23,True,,True,,True,,False,"The term 'Umanitats' is derived from the Arpitan word for 'humanities,' which aligns with the field's academic focus. Adding 'Digitéles' to the end conveys the digital aspect, as 'digitéle' means 'digital' in Arpitan."
fiu-vro,Võro,Digital Humanities,Digitaalne humanitaaria,"{
  ""translated_term"": ""Digitaalne humanitaaria"",
  ""translation_rationale"": ""I've translated 'Digital Humanities' into Võro by breaking down the term into its constituent parts. 'Digi-'' is a prefix that can be used in both Estonian and Võro to convey the idea of something being digital or related to technology, so I've retained it as-is. The word for 'humanities' in Võro is adapted from the Estonian phrase 'humanitaaria', which is widely used in academic contexts in Estonia and can be understood in Võro as well.""
}",2026-04-07T07:18:19.740966Z,stop,129.0,1505789675.0,[],79798959.0,llama3.1,137.0,377990208.0,2000224084.0,,,,2026-04-07 08:18:19,True,,True,,True,,False,"I've translated 'Digital Humanities' into Võro by breaking down the term into its constituent parts. 'Digi-'' is a prefix that can be used in both Estonian and Võro to convey the idea of something being digital or related to technology, so I've retained it as-is. The word for 'humanities' in Võro is adapted from the Estonian phrase 'humanitaaria', which is widely used in academic contexts in Estonia and can be understood in Võro as well."
ext,Extremaduran,Digital Humanities,Humanidades Digitales,"{
  ""translated_term"": ""Humanidades Digitales"",
  ""translation_rationale"": ""I translated 'Digital Humanities' to 'Humanidades Digitales', which accurately conveys the academic field's meaning in an Extremaduran context. The term 'Humanidades' is a direct translation of 'Humanities', preserving its disciplinary significance, and 'Digitales' reflects the digital aspect of the field, maintaining technical precision.""
}",2026-04-07T07:18:15.714229Z,stop,88.0,1022368248.0,[],82927750.0,llama3.1,136.0,388274041.0,1518114584.0,,,,2026-04-07 08:18:15,True,,True,,True,,False,"I translated 'Digital Humanities' to 'Humanidades Digitales', which accurately conveys the academic field's meaning in an Extremaduran context. The term 'Humanidades' is a direct translation of 'Humanities', preserving its disciplinary significance, and 'Digitales' reflects the digital aspect of the field, maintaining technical precision."
dsb,Lower Sorbian,Digital Humanities,Wuměłne humanistika,"{
  ""translated_term"": ""Wuměłne humanistika"",
  ""translation_rationale"": ""I chose to translate 'Digital Humanities' as \""Wuměłne humanistika\"" because it combines the Lower Sorbian prefix 'wuměl-,' meaning 'digital' or related to computers, with the existing term 'humanistika,' which is already used in academic contexts. This translation aims to convey the technical and disciplinary precision of the original term while using Lower Sorbian vocabulary.""
}",2026-04-07T07:18:12.17429Z,stop,105.0,1227488710.0,[],82581209.0,llama3.1,135.0,377894375.0,1717332209.0,,,,2026-04-07 08:18:12,True,,True,,True,,False,"I chose to translate 'Digital Humanities' as ""Wuměłne humanistika"" because it combines the Lower Sorbian prefix 'wuměl-,' meaning 'digital' or related to computers, with the existing term 'humanistika,' which is already used in academic contexts. This translation aims to convey the technical and disciplinary precision of the original term while using Lower Sorbian vocabulary."
diq,Dimli,Digital Humanities,Hinûkiyezariyênê,"{
  ""translated_term"": ""Hinûkiyezariyênê"",
  ""translation_rationale"": ""I've used a combination of existing Dimli words to create a term that accurately conveys the meaning of Digital Humanities in an academic context. 'Hinûki' comes from 'hîn', meaning 'new' or 'modern', and '-uki', a suffix indicating something related to or involving technology. 'Yezariyên' is derived from 'yezar', meaning 'study' or 'science', and the plural suffix '-yen'. This combination of words suggests a modern, technologically-enabled approach to studying humanities.""
}",2026-04-07T07:18:08.435146Z,stop,135.0,1581049337.0,[],78710250.0,llama3.1,133.0,378785208.0,2076179417.0,,,,2026-04-07 08:18:08,True,,True,,True,,False,"I've used a combination of existing Dimli words to create a term that accurately conveys the meaning of Digital Humanities in an academic context. 'Hinûki' comes from 'hîn', meaning 'new' or 'modern', and '-uki', a suffix indicating something related to or involving technology. 'Yezariyên' is derived from 'yezar', meaning 'study' or 'science', and the plural suffix '-yen'. This combination of words suggests a modern, technologically-enabled approach to studying humanities."
csb,Kashubian,Digital Humanities,Cyberhumanistyka,"{
  ""translated_term"": ""Cyberhumanistyka"",
  ""translation_rationale"": ""I translated \""Digital Humanities\"" into Kashubian as \""Cyberhumanistyka\"", combining the prefixes from Polish and Russian, which are commonly used in Slavic languages to form new words. The term \""cyber-\"" is derived from Polish \""cyber-\"", while \""humanistyka\"" comes directly from Polish, which means 'Humanities'. This translation aims to preserve the technical precision and disciplinary significance of the original term.""
}",2026-04-07T07:18:04.334788Z,stop,110.0,1285830668.0,[],83426666.0,llama3.1,135.0,387096125.0,1787895750.0,,,,2026-04-07 08:18:04,True,,True,,True,,False,"I translated ""Digital Humanities"" into Kashubian as ""Cyberhumanistyka"", combining the prefixes from Polish and Russian, which are commonly used in Slavic languages to form new words. The term ""cyber-"" is derived from Polish ""cyber-"", while ""humanistyka"" comes directly from Polish, which means 'Humanities'. This translation aims to preserve the technical precision and disciplinary significance of the original term."
ckb,Kurdish (Sorani),Digital Humanities,دایڕێژۆی ئینسایکڵۆپیدی,"{
  ""translated_term"": ""دایڕێژۆی ئینسایکڵۆپیدی"",
  ""translation_rationale"": ""I translated \""Digital Humanities\"" into Kurdish (Sorani) as \""دایڕێژۆی ئینسایکڵۆپیدی\"", following the standard transliteration of English terms in Sorani. \""دایڕێژۆ\"" is a loanword from Persian, meaning \""digital\"", and it has been widely adopted in Kurdish languages to translate technical terms related to computers and technology. I combined this prefix with \""ئینسایکڵۆپیدی\"", which is the Sorani translation of \""Humanities\"", to convey the accurate meaning and technical precision required for an academic context.""
}",2026-04-07T07:18:00.525892Z,stop,173.0,2034293252.0,[],81962375.0,llama3.1,140.0,374940459.0,2540072292.0,,,,2026-04-07 08:18:00,False,زانستە مرۆییە دیجیتاڵییەکان,True,,True,,False,"I translated ""Digital Humanities"" into Kurdish (Sorani) as ""دایڕێژۆی ئینسایکڵۆپیدی"", following the standard transliteration of English terms in Sorani. ""دایڕێژۆ"" is a loanword from Persian, meaning ""digital"", and it has been widely adopted in Kurdish languages to translate technical terms related to computers and technology. I combined this prefix with ""ئینسایکڵۆپیدی"", which is the Sorani translation of ""Humanities"", to convey the accurate meaning and technical precision required for an academic context."
chy,Cheyenne,Digital Humanities,Oóhkaate'éshneeya Wicoti'kiciye,"{
  ""translated_term"": ""Oóhkaate'éshneeya Wicoti'kiciye"",
  ""translation_rationale"": ""To translate 'Digital Humanities', I combined elements from Cheyenne to convey the concept's technical and academic nuances. 'Oóhkaate'éshneeya' means 'new knowledge' or 'novel understanding', which captures the digital aspect of exploring new methods and technologies in humanities research. 'Wicoti'kiciye' translates to 'scholarly pursuit' or 'academic endeavor', emphasizing the field's disciplinary focus on humanities.""
}",2026-04-07T07:17:55.968638Z,stop,124.0,1459542834.0,[],81020666.0,llama3.1,134.0,412326000.0,1989198500.0,,,,2026-04-07 08:17:55,True,,True,,True,,False,"To translate 'Digital Humanities', I combined elements from Cheyenne to convey the concept's technical and academic nuances. 'Oóhkaate'éshneeya' means 'new knowledge' or 'novel understanding', which captures the digital aspect of exploring new methods and technologies in humanities research. 'Wicoti'kiciye' translates to 'scholarly pursuit' or 'academic endeavor', emphasizing the field's disciplinary focus on humanities."
chr,Cherokee,Digital Humanities,ᏧᏚᎵ ᏣᎳᎩ ᎯᎪᏔᎶ,"{
  ""translated_term"": ""ᏧᏚᎵ ᏣᎳᎩ ᎯᎪᏔᎶ"",
  ""translation_rationale"": ""I translated \""Digital Humanities\"" into Cherokee (ISO code: chr) as follows:

- \""ᏧᏚᎵ\"" translates to \""digital\"" from the English word, using the Cherokee root \""ᏧᏚᎵ\"", which has been adapted to convey the concept of digital or electronic.
- \""ᏣᎳᎩ\"" means \""humanities\"" in Cherokee. In an academic context, this term is used to refer to a broad range of disciplines that study human culture and society.
- The suffix \""ᎯᎪᏔᎶ\"" indicates the plural form of the term and serves as a nominalizer, signifying the subject matter or discipline being referred to. It is derived from the root \""ᎯᎪ\"", which means 'thing' or 'object,' and the suffixes \""-tvl-,""""",2026-04-07T07:17:51.956086Z,stop,233.0,2732108750.0,[],109843459.0,llama3.1,130.0,377141625.0,3282123959.0,,,,2026-04-07 08:17:51,True,,True,,True,,False,"I translated ""Digital Humanities"" into Cherokee (ISO code: chr) as follows:

- ""ᏧᏚᎵ"" translates to ""digital"" from the English word, using the Cherokee root ""ᏧᏚᎵ"", which has been adapted to convey the concept of digital or electronic.
- ""ᏣᎳᎩ"" means ""humanities"" in Cherokee. In an academic context, this term is used to refer to a broad range of disciplines that study human culture and society.
- The suffix ""ᎯᎪᏔᎶ"" indicates the plural form of the term and serves as a nominalizer, signifying the subject matter or discipline being referred to. It is derived from the root ""ᎯᎪ"", which means 'thing' or 'object,' and the suffixes ""-tvl-,"
cho,Choctaw,Digital Humanities,Okla Homaalakchi Hoksholisi,"{
""translated_term"": ""Okla Homaalakchi Hoksholisi"",
""translation_rationale"": ""I combined elements of the Choctaw language to convey the meaning of Digital Humanities. \""Okla\"" means 'people' or 'nation', emphasizing the community aspect of academic inquiry. \""Homaalakchi\"" is derived from \""hommaa\"", meaning 'written' or 'recorded', and \""lakchi\"", indicating a place or location, suggesting the digital realm. Finally, \""hoksholisi\"" comes from \""hoka\"", meaning 'science' or 'knowledge', implying the pursuit of understanding in this field.""
}",2026-04-07T07:17:46.645968Z,stop,135.0,1572972926.0,[],83268542.0,llama3.1,134.0,396642917.0,2091085708.0,,,,2026-04-07 08:17:46,True,,True,,True,,False,"I combined elements of the Choctaw language to convey the meaning of Digital Humanities. ""Okla"" means 'people' or 'nation', emphasizing the community aspect of academic inquiry. ""Homaalakchi"" is derived from ""hommaa"", meaning 'written' or 'recorded', and ""lakchi"", indicating a place or location, suggesting the digital realm. Finally, ""hoksholisi"" comes from ""hoka"", meaning 'science' or 'knowledge', implying the pursuit of understanding in this field."
ceb,Cebuano,Digital Humanities,Kagamhanan sa Pagdayeg ng Digital,"{
  ""translated_term"": ""Kagamhanan sa Pagdayeg ng Digital"",
  ""translation_rationale"": ""Nakuha ang termino \""digital\"" sama sa Cebuano, ug naghimo og tukuran para makabalo na ini nga campo sa akademiko.
  Sa tradusyon, gipasaka ang katagang \""humanidades\"" diin makapahimugso ang mga kagamhanan sa panitik, historya, sining, ug mga uban pang aspeto 
  sa kultura ug panlipunan. Ang termino nagahatag og pagtuon niini ug naghimo usa ka tibuok-nga-kulang han-panid na pamaagi sa pagpahimugsong sa digital.""
}",2026-04-07T07:17:42.532932Z,stop,172.0,1996260873.0,[],82495292.0,llama3.1,137.0,367257417.0,2495369709.0,,,,2026-04-07 08:17:42,False,Digital nga mga Humanidad,False,Digital nga mga Tawhanon,False,Digital Humanities,False,"Nakuha ang termino ""digital"" sama sa Cebuano, ug naghimo og tukuran para makabalo na ini nga campo sa akademiko.
  Sa tradusyon, gipasaka ang katagang ""humanidades"" diin makapahimugso ang mga kagamhanan sa panitik, historya, sining, ug mga uban pang aspeto 
  sa kultura ug panlipunan. Ang termino nagahatag og pagtuon niini ug naghimo usa ka tibuok-nga-kulang han-panid na pamaagi sa pagpahimugsong sa digital."
bxr,Buriat (Russia),Digital Humanities,Их зуралиин нэмэгтэй байдал,"{
  ""translated_term"": ""Их зуралиин нэмэгтэй байдал"",
  ""translation_rationale"": ""In Buriat, I translated the term \""Digital Humanities\"" to preserve its technical precision and disciplinary significance. I used a literal translation approach, focusing on conveying the concept of digital methods applied to humanities research.

  - \""Их\"" is a prefix meaning 'digital' or 'electronic', commonly used in Mongolian languages.
  - \""зуралиин\"" comes from the word \""зурам\"", which means 'method', 'approach', or 'technique'. This conveys the idea of applying digital methods to humanities research.
  - \""нэмэгтэй\"" is an adjective meaning 'humanistic' or 'relating to the humanities'.
  - \""байдал\"" is a noun meaning 'state', 'condition', or 'field'. This emphasizes that Digital Humanities is an academic field of study.""

}",2026-04-07T07:17:38.016181Z,stop,203.0,2353479708.0,[],83972583.0,llama3.1,140.0,361408291.0,2856421958.0,,,,2026-04-07 08:17:38,False,Тоон хүнэй эрдэм ухаан,True,,True,,False,"In Buriat, I translated the term ""Digital Humanities"" to preserve its technical precision and disciplinary significance. I used a literal translation approach, focusing on conveying the concept of digital methods applied to humanities research.

  - ""Их"" is a prefix meaning 'digital' or 'electronic', commonly used in Mongolian languages.
  - ""зуралиин"" comes from the word ""зурам"", which means 'method', 'approach', or 'technique'. This conveys the idea of applying digital methods to humanities research.
  - ""нэмэгтэй"" is an adjective meaning 'humanistic' or 'relating to the humanities'.
  - ""байдал"" is a noun meaning 'state', 'condition', or 'field'. This emphasizes that Digital Humanities is an academic field of study."
bug,Buginese,Digital Humanities,Pangandaranan Digital,"{
  ""translated_term"": ""Pangandaranan Digital"",
  ""translation_rationale"": ""I chose 'Pangandaranan Digital' as it literally translates to 'Digital Humanities'. In Buginese, 'pangandaranan' (પંગાન્ದરણ) is equivalent to the term 'humanities', which encompasses social sciences, arts, and humanities. Adding 'digital' in front of it emphasizes the field's focus on digital methods and tools.""
}",2026-04-07T07:17:33.136873Z,stop,111.0,1276450958.0,[],78770083.0,llama3.1,132.0,360938584.0,1747278333.0,,,,2026-04-07 08:17:33,True,,True,,True,,False,"I chose 'Pangandaranan Digital' as it literally translates to 'Digital Humanities'. In Buginese, 'pangandaranan' (પંગાન્ದરણ) is equivalent to the term 'humanities', which encompasses social sciences, arts, and humanities. Adding 'digital' in front of it emphasizes the field's focus on digital methods and tools."
brx,Boro,Digital Humanities,Khaas Bhasha Adhyayan,"{
  ""translated_term"": ""Khaas Bhasha Adhyayan"",
  ""translation_rationale"": ""I used 'khaas' to convey the sense of a specialized or academic field, and 'bhasha adhyayan' to translate 'humanities'. I replaced 'digital' with 'khaas', which is often used in Boro to mean 'specialized' or 'high-tech'. This translation aims to preserve the technical precision and disciplinary significance of the original term.""
}",2026-04-07T07:17:29.363576Z,stop,104.0,1196230870.0,[],77604625.0,llama3.1,133.0,385095125.0,1688452125.0,,,,2026-04-07 08:17:29,True,,True,,True,,False,"I used 'khaas' to convey the sense of a specialized or academic field, and 'bhasha adhyayan' to translate 'humanities'. I replaced 'digital' with 'khaas', which is often used in Boro to mean 'specialized' or 'high-tech'. This translation aims to preserve the technical precision and disciplinary significance of the original term."
bpy,Bishnupriya Manipuri,Digital Humanities,ডিজিটাল মানৱত্ব,"{
  ""translated_term"": ""ডিজিটাল মানৱত্ব"",
  ""translation_rationale"": ""I translated the term using a combination of Sanskrit and English loanwords. In Bishnupriya Manipuri, 'ডিজিটাল' (dijitāla) is used to translate 'digital', and 'মানৱত্ব' (mānabantva) conveys the sense of humanities or humanistic studies. This translation aims to preserve the technical precision and disciplinary significance of the original term.""
}",2026-04-07T07:17:25.648329Z,stop,130.0,1497090465.0,[],81955250.0,llama3.1,144.0,392038125.0,2008523458.0,,,,2026-04-07 08:17:25,True,,True,,True,,False,"I translated the term using a combination of Sanskrit and English loanwords. In Bishnupriya Manipuri, 'ডিজিটাল' (dijitāla) is used to translate 'digital', and 'মানৱত্ব' (mānabantva) conveys the sense of humanities or humanistic studies. This translation aims to preserve the technical precision and disciplinary significance of the original term."
be-x-old,Belarusian (Taraškievica),Digital Humanities,Дыджітальныя гуманітарныя навукі,"{
  ""translated_term"": ""Дыджітальныя гуманітарныя навукі"",
  ""translation_rationale"": ""I translated the term by combining \""дыджітальныя\"", an adjective form of \""дыджытальны\"" (digital), with \""гуманітарныя\"", an adjective form of \""гуманітарная наука\"" (humanities). The word order and grammatical agreement are according to Belarusian language rules.""
}",2026-04-07T07:17:21.617648Z,stop,101.0,1167389260.0,[],89934125.0,llama3.1,149.0,373937041.0,1659596542.0,,,,2026-04-07 08:17:21,False,Лічбавыя гуманітарныя навукі,True,,True,,False,"I translated the term by combining ""дыджітальныя"", an adjective form of ""дыджытальны"" (digital), with ""гуманітарныя"", an adjective form of ""гуманітарная наука"" (humanities). The word order and grammatical agreement are according to Belarusian language rules."
bcl,Bikol,Digital Humanities,Digitong mga Dakilang Sining,"{
  ""translated_term"": ""Digitong mga Dakilang Sining"",
  ""translation_rationale"": ""The term 'Digital Humanities' is translated to Bikol as 'Digitong mga Dakilang Sining'. This translation preserves the technical precision and disciplinary significance of the original term. 'Digitong' (from Filipino word 'digital') refers to digital or electronic, while 'mga Dakilang Sining' means Great Arts or High Culture, conveying the idea of a distinct field of study that combines humanities with technology.""
}",2026-04-07T07:17:17.939536Z,stop,110.0,1268343456.0,[],80062958.0,llama3.1,133.0,359024708.0,1738784125.0,,,,2026-04-07 08:17:17,False,Digital Humanities,False,Mga Pag - eksister nin Tawo,True,,False,"The term 'Digital Humanities' is translated to Bikol as 'Digitong mga Dakilang Sining'. This translation preserves the technical precision and disciplinary significance of the original term. 'Digitong' (from Filipino word 'digital') refers to digital or electronic, while 'mga Dakilang Sining' means Great Arts or High Culture, conveying the idea of a distinct field of study that combines humanities with technology."
