language_code,language_name,term_source,openai_translated_term,openai_completion_tokens,openai_created,openai_finish_reason,openai_model,openai_prompt_tokens,openai_total_tokens,openai_translation_rationale,openai_translation,term,wikipedia_translated_term,coding_dh_date,exclude_google_cloud_translate,gt_translated_term,exclude_easynmt,enmt_translated_term,exclude_lingvanex,lingvanex_translated_term,exclude_ollama,ollama_translated_term,ollama_content,ollama_created_at,ollama_done_reason,ollama_eval_count,ollama_eval_duration,ollama_extracted_dictionaries,ollama_load_duration,ollama_model,ollama_prompt_eval_count,ollama_prompt_eval_duration,ollama_total_duration,ollama_translation,ollama_translation_rationale,exclude_openai
yue,,Digital Humanities,數碼人文學,114.0,1775270399.0,stop,gpt-4o-2024-08-06,127.0,241.0,"The term ""數碼人文學"" consists of ""數碼"" which means ""digital"" and ""人文學"" which refers to ""humanities."" This translation maintains the technical precision by using ""數碼"" for ""digital,"" a commonly used term in technical and academic contexts. ""人文學"" captures the scholarly aspect of humanities within Cantonese-speaking academic circles. Therefore, this translation preserves the disciplinary significance and context of the original term.",,,數碼人文學,2026-04-03 21:40:01,False,,False,,False,,False,,"{
  ""translated_term"": """",
  ""translation_rationale"": """"
} 

(Note: I realized I need to provide a correct answer in Nan, as requested.)

Here is the corrected response:

{
  ""translated_term"": """",
  ""translation_rationale"": ""
  """" (Digital Humanities) 
 translates directly from English. However, given the complexities of the term and its technical precision, it's more accurate to break down the translation: """" (digital), which combines with """" (humanities), conveying the interdisciplinary approach and emphasis on technology in the field.
""",2026-04-04T02:32:13.86514Z,stop,115.0,1537445955.0,[],110290292.0,llama3.1,131.0,421799333.0,2101386084.0,,,False
yo,Yoruba,Digital Humanities,Eda eniyan Dijitali,108.0,1775270397.0,stop,gpt-4o-2024-08-06,126.0,234.0,"The term 'Digital Humanities' encompasses the intersection of digital technology with the humanities disciplines. In Yoruba, 'Eda eniyan' translates to 'humanities' which refers to all aspects of human culture and inquiry, and 'Dijitali' is derived from the word 'digital,' relating to technology and digital tools. This translation maintains the field's essence by reflecting its focus on applying digital methods to the study of humanistic disciplines.",,,,2026-04-03 21:39:58,False,Àwọn Ènìyàn Oní-nọ́ńbà,True,,False,Digital Humanities,False,Àgbọ̀n álàhàn Digitálì,"{
  ""translated_term"": ""Àgbọ̀n álàhàn Digitálì"",
  ""translation_rationale"": ""I translated the term 'Digital Humanities' by breaking it down into its constituent parts. 'Digitálì' is a direct translation of 'digital', which in Yoruba means 'computer-based' or 'electronic'. 'Àgbọ̀n álàhàn' is a combination of two words: 'Àgbọ̀n', meaning 'humanities' or 'arts and social sciences', and the prefix 'álàhàn', which conveys a sense of 'digital' or 'computer-based'. This prefix is derived from the word 'áláwọn', meaning 'machine' or 'device'. The resulting phrase, 'Àgbọ̀n álàhàn Digitálì', accurately conveys the technical precision and disciplinary significance of the original term in an academic context.""
}",2026-04-04T02:32:09.735143Z,stop,194.0,3308160376.0,[],73478500.0,llama3.1,134.0,378286500.0,3814885500.0,,"I translated the term 'Digital Humanities' by breaking it down into its constituent parts. 'Digitálì' is a direct translation of 'digital', which in Yoruba means 'computer-based' or 'electronic'. 'Àgbọ̀n álàhàn' is a combination of two words: 'Àgbọ̀n', meaning 'humanities' or 'arts and social sciences', and the prefix 'álàhàn', which conveys a sense of 'digital' or 'computer-based'. This prefix is derived from the word 'áláwọn', meaning 'machine' or 'device'. The resulting phrase, 'Àgbọ̀n álàhàn Digitálì', accurately conveys the technical precision and disciplinary significance of the original term in an academic context.",False
yi,Yiddish,Digital Humanities,דיגיטאַלע гуманיטарיעס,102.0,1775270395.0,stop,gpt-4o-2024-08-06,128.0,230.0,"The term ""דיגיטאַלע гуманיטарיעס"" is a direct translation of ""Digital Humanities"" where ""דיגיטאַלע"" refers to ""digital"" and ""гуманיטאריעס"" captures ""humanities."" This translation is designed to align with academic usage in Yiddish, conveying both the technical aspect of digital technology and the scholarly focus on humanities.",,,,2026-04-03 21:39:56,False,דיגיטאַלע הומאַניטיעס,True,,False,דיגיטאַל הומאַניטיעס,False,Digitale Menshlichkeit,"{
  ""translated_term"": ""Digitale Menshlichkeit"",
  ""translation_rationale"": ""I have chosen to translate \""Digital Humanities\"" literally, using the Yiddish adjective \""digitale\"" (borrowed from German) to describe a field of study that is inherently connected to technology. In Yiddish, the noun \""Menschlichkeit\"" refers to humanism or humanities, reflecting the interdisciplinary nature of this field. The phrase \""Digitale Menshlichkeit\"" accurately conveys the academic concept's focus on the intersection of digital methods and humanities disciplines.""
}",2026-04-04T02:32:03.894862Z,stop,116.0,1562754704.0,[],82405792.0,llama3.1,134.0,406920292.0,2088553750.0,,"I have chosen to translate ""Digital Humanities"" literally, using the Yiddish adjective ""digitale"" (borrowed from German) to describe a field of study that is inherently connected to technology. In Yiddish, the noun ""Menschlichkeit"" refers to humanism or humanities, reflecting the interdisciplinary nature of this field. The phrase ""Digitale Menshlichkeit"" accurately conveys the academic concept's focus on the intersection of digital methods and humanities disciplines.",False
xh,Xhosa,Digital Humanities,Iihumanities zeDigitali,102.0,1775270392.0,stop,gpt-4o-2024-08-06,129.0,231.0,"The term ""Digital Humanities"" is translated as ""Iihumanities zeDigitali"" to maintain the original concept, merging ""Iihumanities,"" which refers to the study of human culture and society, with ""zeDigitali,"" indicating the incorporation of digital methods and tools. This translation aims to reflect the interdisciplinary nature of the field, combining traditional humanities disciplines with modern digital techniques.",,,,2026-04-03 21:39:54,False,Uluntu lweDijithali,False,Ubuntu bamanani,False,Ubuntu beDijithali,False,Iintlonzi zokuphuhlisa,"{
  ""translated_term"": ""Iintlonzi zokuphuhlisa"",
  ""translation_rationale"": 
    ""The term 'Digital Humanities' has been translated into Xhosa, preserving its technical precision and disciplinary significance. 
    The word 'Iintlonzi' is derived from the Zulu language (a closely related Bantu language) to mean 'humane' or 'humanities', 
    which has been adopted in Xhosa as a loanword due to linguistic similarity. 
    'Zokuphuhlisa' means 'digital', combining the prefix 'zoku-' indicating a connection to digital technology with the verb '-phuhlisa', 
    meaning 'to use' or 'to employ'. This compound term accurately conveys the field of study that integrates humanities disciplines with digital methods and tools."" 
}",2026-04-04T02:31:59.778618Z,stop,174.0,2412296786.0,[],82369667.0,llama3.1,135.0,403330083.0,2950908375.0,,"The term 'Digital Humanities' has been translated into Xhosa, preserving its technical precision and disciplinary significance. 
    The word 'Iintlonzi' is derived from the Zulu language (a closely related Bantu language) to mean 'humane' or 'humanities', 
    which has been adopted in Xhosa as a loanword due to linguistic similarity. 
    'Zokuphuhlisa' means 'digital', combining the prefix 'zoku-' indicating a connection to digital technology with the verb '-phuhlisa', 
    meaning 'to use' or 'to employ'. This compound term accurately conveys the field of study that integrates humanities disciplines with digital methods and tools.",False
wo,Wolof,Digital Humanities,Xëbëtéer Yu Jigéénal,111.0,1775270390.0,stop,gpt-4o-2024-08-06,128.0,239.0,"The term ""Xëbëtéer Yu Jigéénal"" combines ""Xëbëtéer"" meaning ""Humanities"" and ""Jigéénal,"" which refers to becoming digital or technological. This translation conveys the academic study of applying digital methods and technologies to the humanities. Choosing these words helps maintain the integrity and context of the original term in an academic setting while being understood by Wolof speakers.",,,,2026-04-03 21:39:51,False,Humanité numérique,True,,True,,False,Injyarmuwug Wɔlofi,"{
  ""translated_term"": ""Injyarmuwug Wɔlofi"",
  ""translation_rationale"": ""I combined the Wolof word for 'digital' (injuryam) with the French loanword for 'humanities' (wolofi), which is commonly used in West African contexts. The term preserves the technical precision of Digital Humanities while adapting to local linguistic and cultural norms.""
}",2026-04-04T02:31:54.807181Z,stop,85.0,1070462255.0,[],80734041.0,llama3.1,132.0,380396875.0,1555737416.0,,"I combined the Wolof word for 'digital' (injuryam) with the French loanword for 'humanities' (wolofi), which is commonly used in West African contexts. The term preserves the technical precision of Digital Humanities while adapting to local linguistic and cultural norms.",False
wa,Walloon,Digital Humanities,Humanités Numériques,105.0,1775270387.0,stop,gpt-4o-2024-08-06,128.0,233.0,"The term ""Digital Humanities"" is translated to ""Humanités Numériques"" in Walloon. ""Humanités"" refers to the humanities, which is similar across Romance languages and is understood in an academic context to encompass literature, philosophy, history, and similar subjects. ""Numériques"" translates to ""digital,"" reflecting the technological aspect of the field. This translation maintains the disciplinary significance and technical precision of the original term.",,,,2026-04-03 21:39:49,True,,True,,True,,False,Lès Humanités Dijitåles,"{
  ""translated_term"": ""Lès Humanités Dijitåles"",
  ""translation_rationale"": ""I've used the Walloon phrase 'Djitåles' to maintain the technical precision and disciplinary significance of the original term. In Walloon, '-åle' is a suffix commonly used in academic contexts to denote something related or belonging to a particular field (e.g., 'djital', digital; 'informatike', information technology). The phrase 'Lès Humanités' directly translates to 'Les Humanités', preserving the original meaning and significance of the term within an academic context.""
}",2026-04-04T02:31:51.227148Z,stop,126.0,1685804412.0,[],81068125.0,llama3.1,132.0,379310375.0,2182342166.0,,"I've used the Walloon phrase 'Djitåles' to maintain the technical precision and disciplinary significance of the original term. In Walloon, '-åle' is a suffix commonly used in academic contexts to denote something related or belonging to a particular field (e.g., 'djital', digital; 'informatike', information technology). The phrase 'Lès Humanités' directly translates to 'Les Humanités', preserving the original meaning and significance of the term within an academic context.",False
vo,Volapük,Digital Humanities,Dijitaläv Flentik,142.0,1775270384.0,stop,gpt-4o-2024-08-06,130.0,272.0,"The term 'Digital Humanities' comprises two parts: 'digital' and 'humanities.' In Volapük, 'digital' translates to 'dijital,' referring to anything related to technology and computerization. 'Humanities' corresponds to 'äv flentik,' where 'äv' means 'sciences' or 'studies,' and 'flentik' relates to 'humanistic' or 'cultural studies.' The translation 'Dijitaläv Flentik' aims to preserve the academic and technical precision of the field within the linguistic structure of Volapük.",,,,2026-04-03 21:39:46,True,,True,,True,,False,Digitalum Humansität,"{
  ""translated_term"": ""Digitalum Humansität"",
  ""translation_rationale"": ""The word \""Digitalum\"" is a combination of \""digital\"" and the Latin suffix -um, which forms an abstract noun. In Volapük, this suffix is used to form nouns denoting concepts or qualities. \""Humansität\"" is derived from the root words \""human\"" (referring to humans in general) and the suffix \""-itas\"", which indicates a state or condition. This combination of words preserves the technical precision of the term 'Digital Humanities' by conveying its focus on digital technologies and humanistic studies.""
}",2026-04-04T02:31:47.020233Z,stop,129.0,1841498953.0,[],78012792.0,llama3.1,134.0,382949458.0,2338544625.0,,"The word ""Digitalum"" is a combination of ""digital"" and the Latin suffix -um, which forms an abstract noun. In Volapük, this suffix is used to form nouns denoting concepts or qualities. ""Humansität"" is derived from the root words ""human"" (referring to humans in general) and the suffix ""-itas"", which indicates a state or condition. This combination of words preserves the technical precision of the term 'Digital Humanities' by conveying its focus on digital technologies and humanistic studies.",False
vi,Vietnamese,Digital Humanities,Nhân văn số,112.0,1775270381.0,stop,gpt-4o-2024-08-06,126.0,238.0,"The translation ""Nhân văn số"" captures the academic essence of ""Digital Humanities."" ""Nhân văn"" refers to the humanities, which encompasses fields like literature, philosophy, and history. The word ""số"" translates to ""digital"" or ""numeric,"" highlighting the integration of digital technology in these traditional humanities disciplines. This term is used in Vietnamese academic settings and literature to describe the interdisciplinary field that utilizes digital methods to explore human culture and society.",,,Nhân văn số,2026-04-03 21:39:43,False,Nhân văn kỹ thuật số,False,Hệ bình bình bình bình bình bình bình bình bình bình bình bình bình bình bình bình bình đẳng,False,Nhân văn kỹ thuật số,False,Nghiên cứu Nhân văn số,"{
  ""translated_term"": ""Nghiên cứu Nhân văn số"",
  ""translation_rationale"": ""I translated 'Digital Humanities' into Vietnamese as \\""Nghiên cứu Nhân văn số\\"" because it preserves the technical precision and disciplinary significance of the original term. 'Nhân văn' is the standard Vietnamese translation for 'Humanities', conveying the same meaning as in English. Adding '\\""số\\"" to this phrase, which literally means 'digital' or 'number', accurately conveys the concept's focus on digital methods and tools applied to the Humanities field.""
}",2026-04-04T02:31:42.662167Z,stop,118.0,1551881001.0,[],79846916.0,llama3.1,130.0,392633250.0,2058416750.0,,I translated 'Digital Humanities' into Vietnamese as \\,False
ve,Venda,Digital Humanities,Vhusikiliara ha Tshitoroni,120.0,1775270378.0,stop,gpt-4o-2024-08-06,126.0,246.0,"The translation 'Vhusikiliara ha Tshitoroni' seeks to capture both the 'digital' and 'humanities' aspects of the term 'Digital Humanities.' 'Vhusikiliara' translates to 'humanities,' suggesting scholarly and cultural studies. 'Tshitoroni' refers to 'digital' or 'electronic,' reflecting the technological component of the discipline. This translation is meant to encapsulate the intersection of technology and humanities within academic study.",,,,2026-04-03 21:39:40,False,Vhuthu ha Didzhithala,True,,True,,False,Makonjongwane a Vhumunu,"{
  ""translated_term"": ""Makonjongwane a Vhumunu"",
  ""translation_rationale"": ""I chose to translate Digital Humanities into Makonjongwane a Vhumunu, which literally means 'Humanities of the digital' in Venda. This translation accurately conveys the technical precision and disciplinary significance of the term by preserving its core components: 'digital' (Vhumunu) and 'humanities' (Makonjongwane). The use of 'a' as a prefix to indicate the digital aspect is common in Venda, making it clear that this refers to a specific subset of humanities disciplines that engage with digital technologies.""
}",2026-04-04T02:31:38.576943Z,stop,138.0,1721232372.0,[],80455834.0,llama3.1,132.0,383173584.0,2223893084.0,,"I chose to translate Digital Humanities into Makonjongwane a Vhumunu, which literally means 'Humanities of the digital' in Venda. This translation accurately conveys the technical precision and disciplinary significance of the term by preserving its core components: 'digital' (Vhumunu) and 'humanities' (Makonjongwane). The use of 'a' as a prefix to indicate the digital aspect is common in Venda, making it clear that this refers to a specific subset of humanities disciplines that engage with digital technologies.",False
uz,Uzbek,Digital Humanities,Raqamli Gumanitar Fanlar,122.0,1775270376.0,stop,gpt-4o-2024-08-06,126.0,248.0,"The term 'Raqamli Gumanitar Fanlar' is chosen to reflect the academic and interdisciplinary nature of Digital Humanities. 'Raqamli' translates to 'Digital', indicating the technology-focused aspect, while 'Gumanitar Fanlar' stands for 'Humanities', capturing the broad scholarly field that encompasses various disciplines such as history, literature, and cultural studies. This translation maintains the technical precision and conveys the importance of integrating digital tools and methods in humanities research.",,,,2026-04-03 21:39:37,False,Raqamli gumanitar fanlar,True,,False,Raqamli gumanitar fanlar,False,Digital Ilmio Fanlari,"{
  ""translated_term"": ""Digital Ilmio Fanlari"",
  ""translation_rationale"": ""I translated \""Digital Humanities\"" as \""Ilmio Fanlari\"", where \""Ilmio\"" (ilm) means knowledge or science, and \""Fanlari\"" is the plural form of \""fan\"", which roughly translates to discipline, field of study or branch of knowledge. This choice aims to preserve the technical precision and disciplinary significance of the term in an academic context.""
}",2026-04-04T02:31:34.327629Z,stop,100.0,1189517046.0,[],77333625.0,llama3.1,130.0,381699208.0,1677066583.0,,"I translated ""Digital Humanities"" as ""Ilmio Fanlari"", where ""Ilmio"" (ilm) means knowledge or science, and ""Fanlari"" is the plural form of ""fan"", which roughly translates to discipline, field of study or branch of knowledge. This choice aims to preserve the technical precision and disciplinary significance of the term in an academic context.",False
ur,Urdu,Digital Humanities,ڈیجیٹل علوم انسانی,80.0,1775270374.0,stop,gpt-4o-2024-08-06,126.0,206.0,"The term ""ڈیجیٹل علوم انسانی"" combines ""ڈیجیٹل"" meaning ""digital"" with ""علوم انسانی"" for ""humanities"". This translation maintains the original term's technical and academic essence by using established Urdu words for both components, ensuring clarity in educational and scholarly contexts.",,,,2026-04-03 21:39:35,False,ڈیجیٹل ہیومینٹیز,False,انسانی کمزوریوں کی وجہ سے,False,ڈیجیٹل ہیومینٹیز,False,ذریعہ Humanities,"{
  ""translated_term"": ""ذریعہ Humanities"",
  ""translation_rationale"": ""I chose to translate 'Digital' as \""ذریعہ\"" (daree'a), which means a tool or an instrument, conveying the digital aspect of the field. I then followed it with 'Humanities', which remains unchanged as it's a direct borrowing from the original term.""
}",2026-04-04T02:31:30.628835Z,stop,83.0,979446208.0,[],80550042.0,llama3.1,130.0,380767833.0,1465329584.0,,"I chose to translate 'Digital' as ""ذریعہ"" (daree'a), which means a tool or an instrument, conveying the digital aspect of the field. I then followed it with 'Humanities', which remains unchanged as it's a direct borrowing from the original term.",False
uk,Ukrainian,Digital Humanities,Цифрові гуманітарні науки,129.0,1775270372.0,stop,gpt-4o-2024-08-06,126.0,255.0,"The term ""Цифрові гуманітарні науки"" is a direct translation of ""Digital Humanities."" It maintains the technical precision of the original term while reflecting its significance within the context of academia. ""Цифрові"" translates to ""Digital,"" referring to the digital technologies used in this field, and ""гуманітарні науки"" translates to ""Humanities,"" denoting the academic disciplines focused on human culture and experience. This translation effectively conveys the interdisciplinary nature of combining technology with the humanities.",,,Цифрові гуманітарні науки,2026-04-03 21:39:33,False,Цифрові гуманітарні науки,False,Цифрові гуманітарні дані,False,Цифрові гуманітарні,False,Дigital Humanities (діжитальна гуманітаристика),"{
  ""translated_term"": ""Дigital Humanities (діжитальна гуманітаристика)"",
  ""translation_rationale"": ""I used a direct translation of the phrase, combining the Ukrainian term for 'digital' ('діжитальна') with the English borrowed term 'Humanities', to preserve technical precision and disciplinary significance. This combination is commonly used in Ukrainian academic contexts to refer to this field.""
}",2026-04-04T02:31:27.139037Z,stop,85.0,1065425914.0,[],68837125.0,llama3.1,130.0,391805042.0,1550289125.0,,"I used a direct translation of the phrase, combining the Ukrainian term for 'digital' ('діжитальна') with the English borrowed term 'Humanities', to preserve technical precision and disciplinary significance. This combination is commonly used in Ukrainian academic contexts to refer to this field.",False
ug,"Uighur, Uyghur",Digital Humanities,سانائەت گۇمانىتارلىق پەنلەر,115.0,1775270369.0,stop,gpt-4o-2024-08-06,138.0,253.0,"The translation ""سانائەت گۇمانىتارلىق پەنلەر"" aims to convey the academic and technical nuances of ""Digital Humanities"". ""سانائەت"" corresponds to ""digital,"" capturing the technological aspect, while ""گۇمانىتارلىق پەنلەر"" refers to ""humanities,"" which retains the academic and interdisciplinary context. This combination ensures the term accurately reflects the scholarly domain that intersects technology and humanities.",,,,2026-04-03 21:39:31,False,رەقەملىك ئىنسانىيەت,True,,False,رەقەملىك ئادىمىيەت,False,Taymazorlik Ilmi,"{
  ""translated_term"": ""Taymazorlik Ilmi"",
  ""translation_rationale"": ""The term 'Digital Humanities' is translated to Uyghur as \""Taymazorlik Ilmi\"". In this context, I have chosen to combine the words 'Taymazorlik' (digital) and 'Ilmi' (science/knowledge), which preserves the technical precision of the original term. This combination is intended to convey the idea that Digital Humanities is a field of study that deals with digital methods and tools in the humanities.""
}",2026-04-04T02:31:23.562036Z,stop,115.0,1528798487.0,[],84548375.0,llama3.1,142.0,382067500.0,2027791083.0,,"The term 'Digital Humanities' is translated to Uyghur as ""Taymazorlik Ilmi"". In this context, I have chosen to combine the words 'Taymazorlik' (digital) and 'Ilmi' (science/knowledge), which preserves the technical precision of the original term. This combination is intended to convey the idea that Digital Humanities is a field of study that deals with digital methods and tools in the humanities.",False
ty,Tahitian,Digital Humanities,Mā‘ohi Pūnini Faufaa,102.0,1775270367.0,stop,gpt-4o-2024-08-06,128.0,230.0,"The term ""Mā‘ohi"" signifies the indigenous people and their culture, suggesting a local adaptation of academic fields. ""Pūnini"" is the closest term for ""digital,"" representing electronic processes and technology. ""Faufaa"" relates to knowledge or humanities, covering areas of cultural and intellectual pursuits. This combination maintains technical precision by integrating local and academic significance.",,,,2026-04-03 21:39:28,False,Te mau taata mamati,False,Digital Te mau mea ora o te taata,True,,False,Tahitiana o Te Māra Hou,"{
  ""translated_term"": ""Tahitiana o Te Māra Hou"",
  ""translation_rationale"": ""I broke down the term into its components to ensure accuracy and precision. 'Tahitiana' means 'relating to Tahiti or in this context, digital', derived from 'tai' (computer) + '-hiti' (-an adjective suffix). 'o Te Māra Hou' translates to 'of the New Method' or 'of Digital Scholarship', with 'Māra Hou' meaning 'new method' or 'digital'. This combination accurately conveys the essence of the term in an academic context, capturing both its technical aspects and disciplinary significance.""
}",2026-04-04T02:31:19.507009Z,stop,142.0,1958168005.0,[],69276875.0,llama3.1,132.0,387513917.0,2454814958.0,,"I broke down the term into its components to ensure accuracy and precision. 'Tahitiana' means 'relating to Tahiti or in this context, digital', derived from 'tai' (computer) + '-hiti' (-an adjective suffix). 'o Te Māra Hou' translates to 'of the New Method' or 'of Digital Scholarship', with 'Māra Hou' meaning 'new method' or 'digital'. This combination accurately conveys the essence of the term in an academic context, capturing both its technical aspects and disciplinary significance.",False
tw,Twi,Digital Humanities,Ɔmanhyɛ Wɔfrɛ Nwomanoa Nwoma,131.0,1775270364.0,stop,gpt-4o-2024-08-06,128.0,259.0,"The term ""Ɔmanhyɛ Wɔfrɛ Nwomanoa Nwoma"" aims to convey the idea of integrating digital technology (""ɔmanhyɛ"") with humanities (""nwomanoa""), indicating a scholarly field. ""Ɔmanhyɛ"" translates as ""digital"" representing technological aspects, while ""Nwoma"" refers to ""letters"" or ""books,"" capturing the essence of humanities. The term is constructed to reflect an academic discipline that merges these elements.",,,,2026-04-03 21:39:25,False,Digitals Nnipa Ho Adesua,False,Nneɛma a Ɛyɛ Hu,True,,False,Mmere Beaeɛ Mmara,"{
  ""translated_term"": ""Mmere Beaeɛ Mmara"",
  ""translation_rationale"": ""The term 'Digital Humanities' is translated by breaking it down into its components. 'Digital' is rendered as 'mmere', which conveys the sense of digital technology and computing. 'Humanities' is translated as 'baeɛ mmara', where 'baeɛ' means 'arts' or 'human sciences' and 'mmara' implies a focus on the study of human culture, history, and expression through various mediums. The combination of these two components accurately conveys the academic field's interdisciplinary approach to the intersection of digital technology and traditional humanities disciplines.""
}",2026-04-04T02:31:15.034362Z,stop,143.0,1911638791.0,[],79377709.0,llama3.1,132.0,405685416.0,2436017625.0,,"The term 'Digital Humanities' is translated by breaking it down into its components. 'Digital' is rendered as 'mmere', which conveys the sense of digital technology and computing. 'Humanities' is translated as 'baeɛ mmara', where 'baeɛ' means 'arts' or 'human sciences' and 'mmara' implies a focus on the study of human culture, history, and expression through various mediums. The combination of these two components accurately conveys the academic field's interdisciplinary approach to the intersection of digital technology and traditional humanities disciplines.",False
tt,Tatar,Digital Humanities,Санак гуманитар фәннәре,111.0,1775270361.0,stop,gpt-4o-2024-08-06,128.0,239.0,"The term ""Санак гуманитар фәннәре"" directly translates to ""Digital Humanities"" in Tatar. ""Санак"" means ""digital"" and refers to technology or computer-based processes, while ""гуманитар фәннәре"" translates to ""humanities,"" covering the academic disciplines that study aspects of human society and culture. This translation maintains the academic context and technical precision of the original term.",,,,2026-04-03 21:39:23,False,Цифрлы гуманитар фәннәр,True,,False,Санлы гуманитар,False,Dijital Təhsil Fənn,"{
  ""translated_term"": ""Dijital Təhsil Fənn"",
  ""translation_rationale"": ""I used the Turkish loanword \""Dijital\"" to convey the digital aspect, and then appended \""Təhsil\"" (meaning education or learning) followed by \""Fənn\"", which means a discipline or field of study. This preserves the technical precision and disciplinary significance of the original term.""
}",2026-04-04T02:31:10.57732Z,stop,88.0,1126417999.0,[],80891583.0,llama3.1,132.0,383730625.0,1615718250.0,,"I used the Turkish loanword ""Dijital"" to convey the digital aspect, and then appended ""Təhsil"" (meaning education or learning) followed by ""Fənn"", which means a discipline or field of study. This preserves the technical precision and disciplinary significance of the original term.",False
tr,Turkish,Digital Humanities,Dijital Beşeri Bilimler,93.0,1775270359.0,stop,gpt-4o-2024-08-06,126.0,219.0,"The term ""Dijital Beşeri Bilimler"" is a direct translation of ""Digital Humanities."" ""Dijital"" conveys the technological aspect, while ""Beşeri Bilimler"" encompasses the wide-ranging academic disciplines within the humanities. This translation maintains both the technical precision and disciplinary significance of the original term, fitting its use in an academic context.",,,Dijital beşeri bilimler,2026-04-03 21:39:20,False,Dijital Beşeri Bilimler,True,,False,Dijital Beşeri Bilimler,False,Dijital Humaniteralar,"{
  ""translated_term"": ""Dijital Humaniteralar"",
  ""translation_rationale"": ""Bilimsel bir alan veya akademik kavram olarak Dijital Humaniteralar terimini çevirirken, teknik doğruluğu ve disiplinlerarası önemi korumak için 'Dijital' ile 'Humaniteralar' kelimelerini tamlamasını oluşturmak üzere birleştirdim. 'Dijital'in Türkçedeki karşılığı olarak 'Dijital' kelimesini bırakarak, 'Humaniteralar'ın Türkçe tercümesi olan 'İnsani Bilimler' terimini kullanmayı tercih etmedim çünkü bu ifade daha çok İnsanî bilimler disiplinini kastederken, Dijital Humaniteralar terimi farklı bir anlam yüklüyor. Bu nedenle, iki kelimeyi bir araya getirmek suretiyle tek bir kelime oluşturarak çeviriyi sağlamak istedim.""
}",2026-04-04T02:31:02.343732Z,stop,205.0,3578577872.0,[],75303292.0,llama3.1,130.0,383840833.0,4095118833.0,,"Bilimsel bir alan veya akademik kavram olarak Dijital Humaniteralar terimini çevirirken, teknik doğruluğu ve disiplinlerarası önemi korumak için 'Dijital' ile 'Humaniteralar' kelimelerini tamlamasını oluşturmak üzere birleştirdim. 'Dijital'in Türkçedeki karşılığı olarak 'Dijital' kelimesini bırakarak, 'Humaniteralar'ın Türkçe tercümesi olan 'İnsani Bilimler' terimini kullanmayı tercih etmedim çünkü bu ifade daha çok İnsanî bilimler disiplinini kastederken, Dijital Humaniteralar terimi farklı bir anlam yüklüyor. Bu nedenle, iki kelimeyi bir araya getirmek suretiyle tek bir kelime oluşturarak çeviriyi sağlamak istedim.",False
to,Tonga,Digital Humanities,Sayansi Yakusaka Yakompyuta,109.0,1775270357.0,stop,gpt-4o-2024-08-06,126.0,235.0,"The term ""Sayansi Yakusaka Yakompyuta"" is a combination of words that reflects the academic and scholarly nature of ""Digital Humanities."" ""Sayansi"" signifies a scientific or academic field, ""Yakusaka"" implies exploration or research, and ""Yakompyuta"" denotes the digital or computational aspect. This translation is intended to maintain the technical precision and disciplinary significance in the Tongan context.",,,,2026-04-03 21:39:18,False,Ngaahi Ngaue Fakaetangata Fakakomipiuta,False,"Ngaahi Anga'itangata "" o e Fa'ahinga "" o e Tangatá",True,,False,Fakamauʻi Faka-Lahi,"{
  ""translated_term"": ""Fakamauʻi Faka-Lahi"",
  ""translation_rationale"": ""I translated 'Digital Humanities' into Tongan by breaking down the term. 'Digital' is conveyed through 'Faka-', a prefix indicating something related to or done with technology or machines, similar to how 'digital' is used in other languages to describe computer-related concepts. 'Humanities' is then translated as 'Lahi', which means 'arts' or 'human knowledge'. This combination, Fakamauʻi Faka-Lahi, accurately conveys the field's focus on digital technologies applied to arts and humanities disciplines.""
}",2026-04-04T02:30:56.221975Z,stop,136.0,1831516328.0,[],67538333.0,llama3.1,132.0,388686666.0,2326167125.0,,"I translated 'Digital Humanities' into Tongan by breaking down the term. 'Digital' is conveyed through 'Faka-', a prefix indicating something related to or done with technology or machines, similar to how 'digital' is used in other languages to describe computer-related concepts. 'Humanities' is then translated as 'Lahi', which means 'arts' or 'human knowledge'. This combination, Fakamauʻi Faka-Lahi, accurately conveys the field's focus on digital technologies applied to arts and humanities disciplines.",False
tn,Tswana,Digital Humanities,Dibaka Tsa Maranyane,90.0,1775270355.0,stop,gpt-4o-2024-08-06,128.0,218.0,"The term ""Dibaka Tsa Maranyane"" combines ""Dibaka,"" which refers to studies or academic fields, and ""Maranyane,"" which means digital or related to electronic resources. This translation retains the academic and technological context of Digital Humanities, conveying both the scholarly nature and digital focus of the field.",,,,2026-04-03 21:39:16,False,Dithuto tsa Botho tsa Dijithale,False,Batho ba ba Itshekileng,True,,False,Tsheko ya Dijitaali ya Tlhomamisa,"{
  ""translated_term"": ""Tsheko ya Dijitaali ya Tlhomamisa"",
  ""translation_rationale"": ""I translated the term by breaking it down into its constituent parts. 'Digital' is equivalent to 'dijitāli', which I translated from English. In Setswana, we do not have a direct word for Humanities, so I used the concept of 'tlhomamisa', which refers to the study or cultivation of liberal arts and sciences.""
}",2026-04-04T02:30:51.871211Z,stop,103.0,1331558919.0,[],80297625.0,llama3.1,132.0,385633750.0,1827658292.0,,"I translated the term by breaking it down into its constituent parts. 'Digital' is equivalent to 'dijitāli', which I translated from English. In Setswana, we do not have a direct word for Humanities, so I used the concept of 'tlhomamisa', which refers to the study or cultivation of liberal arts and sciences.",False
