language_code,language_name,term_source,openai_translated_term,openai_completion_tokens,openai_created,openai_finish_reason,openai_model,openai_prompt_tokens,openai_total_tokens,openai_translation_rationale,openai_translation,term,wikipedia_translated_term,coding_dh_date,exclude_google_cloud_translate,gt_translated_term,exclude_easynmt,enmt_translated_term,exclude_lingvanex,lingvanex_translated_term,exclude_ollama,ollama_translated_term,ollama_content,ollama_created_at,ollama_done_reason,ollama_eval_count,ollama_eval_duration,ollama_extracted_dictionaries,ollama_load_duration,ollama_model,ollama_prompt_eval_count,ollama_prompt_eval_duration,ollama_total_duration,ollama_translation,ollama_translation_rationale,exclude_openai
be-x-old,Belarusian (Taraškievica),Digital Humanities,Лічбавыя гуманітарныя навукі,233.0,1775548528.0,stop,gpt-4o-2024-08-06,203.0,436.0,"Тэрмін «Лічбавыя гуманітарныя навукі» перакладаецца як «Лічбавыя гуманітарныя навукі», бо ён спалучае два асноўныя кампаненты: «лічбавыя», што азначае выкарыстанне кампутарных тэхналогій у дасьледаванні, і «гуманітарныя навукі», якія ахопліваюць дысцыпліны, як-от гісторыя, літаратура, мастацтва, і шмат іншых. Гэты пераклад захоўвае асноўны сэнс і структуру ангельскага тэрміну, ужываючы звыклыя адэкватныя беларускія адпаведнікі. Ужыванне тэрміна «лічбавыя» надае сучасны характар гэтым дасьледаванням, робячы акцэнт на тэхналогіях і іх ролі ў гуманітарных навуках.",,,,2026-04-07 08:55:32,False,Лічбавыя гуманітарныя навукі,True,,True,,False,Дыджітальныя гуманітарныя навукі,"{'translated_term': 'Дыджітальныя гуманітарныя навукі', 'translation_rationale': 'Назва ""Digital Humanities"" складаецца з дзвюх частак. ""Дыджітальныя"" азначае, што гэта навукі працуюць з кампутарам і Інтэрнэтам. ""Гуманітарныя"" паходзіць ад лацінскага ""humanus"", які значыць ""чалавек"". У Belarusian мове азначаецца гэта як ""гуманітарныя навукі"", але дадатковая слова ""дыджітальныя"" надае ўмову сучаснасці. Гэтую назву можна перакласці на ""навукі пра чалавека і сусвет у сучасным часе"".'}",2026-04-07T07:46:04.80477Z,stop,199.0,2302060295.0,"[{'translated_term': 'Дыджітальныя гуманітарныя навукі', 'translation_rationale': 'Назва ""Digital Humanities"" складаецца з дзвюх частак. ""Дыджітальныя"" азначае, што гэта навукі працуюць з кампутарам і Інтэрнэтам. ""Гуманітарныя"" паходзіць ад лацінскага ""humanus"", які значыць ""чалавек"". У Belarusian мове азначаецца гэта як ""гуманітарныя навукі"", але дадатковая слова ""дыджітальныя"" надае ўмову сучаснасці. Гэтую назву можна перакласці на ""навукі пра чалавека і сусвет у сучасным часе"".'}]",76480667.0,llama3.1,215.0,410590459.0,2845824667.0,Дыджітальныя гуманітарныя навукі,"Назва ""Digital Humanities"" складаецца з дзвюх частак. ""Дыджітальныя"" азначае, што гэта навукі працуюць з кампутарам і Інтэрнэтам. ""Гуманітарныя"" паходзіць ад лацінскага ""humanus"", які значыць ""чалавек"". У Belarusian мове азначаецца гэта як ""гуманітарныя навукі"", але дадатковая слова ""дыджітальныя"" надае ўмову сучаснасці. Гэтую назву можна перакласці на ""навукі пра чалавека і сусвет у сучасным часе"".",False
bcl,Bikol,Digital Humanities,Digital na Humanidades,159.0,1775548522.0,stop,gpt-4o-2024-08-06,149.0,308.0,"An termino na ""Digital Humanities"" sarong konsepto kaini sa mga akademikong syensya na nagpopokus sa paggamit ning digital na teknolohiya sa mga pag-arado nin humanities. Sa Bikol, ang pagratikan kan salitang ""Digital"" iyo man an sa Ingles, huli ta warang direkta o eksaktong katumbasan kaini sa Bikol na makakapaglarawan kan modernong teknolohiya. Sa kabilogan, pinili na gamiton an salitang ""Digital na Humanidades"" kun sain adaptable an paggamit mga Ingles na teknikal na terminolohiya kasabay kan lokal na katumbas para an konteksto mantiner.",,,,2026-04-07 08:55:27,False,Digital Humanities,False,Mga Pag - eksister nin Tawo,True,,False,Huminista Digitala,"{
  ""translated_term"": ""Huminista Digitala"",
  ""translation_rationale"": ""Sa paghimo kan mga dokumento, video, asin iba pang kagamitan digital, an Huminista Digitala naggagamit nin modernong teknolohiya para mag-eksperyensya nin tradisyonal na pamamatnaw. Sa enoteng panahon, aki nagkokompyansa sa mga libro asin dokumento papel, pero sa ngonyan, an Huminista Digitala naggagamit nin ordenador asin iba pang kagamitan para mag-eksperyensya kan historya kan mundo.""
}",2026-04-07T07:45:59.935915Z,stop,145.0,1668647329.0,[],79783500.0,llama3.1,153.0,339191625.0,2128500375.0,,"Sa paghimo kan mga dokumento, video, asin iba pang kagamitan digital, an Huminista Digitala naggagamit nin modernong teknolohiya para mag-eksperyensya nin tradisyonal na pamamatnaw. Sa enoteng panahon, aki nagkokompyansa sa mga libro asin dokumento papel, pero sa ngonyan, an Huminista Digitala naggagamit nin ordenador asin iba pang kagamitan para mag-eksperyensya kan historya kan mundo.",False
bat-smg,Samogitian,Digital Humanities,Degitalė Žmuogystė,132.0,1775548519.0,stop,gpt-4o-2024-08-06,158.0,290.0,"„Degitalė“ yrā loanzvārds ėš anglā, pritaikytas prie Samogitianų, kadap ir dėjitālės technologijas yrā žināmos ir naudojamos vīsūr. „Žmuogystė“ yrā Samogitianų kīltuvārds, kuris reišk ė mokslą apie žmogų ir jo kūltūrā, kas yrā svarbaus no Digitalinių Humanitarinių mokslų.",,,,2026-04-07 08:55:21,True,,True,,True,,False,Digitaluos humanistikos,"{
  ""translated_term"": ""Digitaluos humanistikos"",
  ""translation_rationale"": ""Priešingu atsiskyrima baigtinausiuose žodžiais, reikia suprasti ką to reiškia. Digitaluos yra kaip anglų kalbos „digital“ arba „račitojas“, tačiau čia jis reiškia daugiau nei tik elektrinius prietaisus. Reikia paimti į sąmonę, kad šio žodžio pavadinimas kilo iš anglų kalbos ir toje prasme jau turi savitąją reikšmę. Humanistikos yra taip pat kaip anglų kalbose, bet čia tai turėtų būti suprasta kaip mokslinė disciplina, kurios tikslas – tyrimai istoriniuose ir kultūriniuose kontekstuose. Todėl pridedaui „uos“ prie „digital“, kad žodis tapęs sakinio dalimi būtų suprantamas kaip žinios gavimo priemonė, naudojama humanistikos srityje.""
}",2026-04-07T07:45:55.784156Z,stop,287.0,3315221376.0,[],98643792.0,llama3.1,162.0,367364792.0,3861969208.0,,"Priešingu atsiskyrima baigtinausiuose žodžiais, reikia suprasti ką to reiškia. Digitaluos yra kaip anglų kalbos „digital“ arba „račitojas“, tačiau čia jis reiškia daugiau nei tik elektrinius prietaisus. Reikia paimti į sąmonę, kad šio žodžio pavadinimas kilo iš anglų kalbos ir toje prasme jau turi savitąją reikšmę. Humanistikos yra taip pat kaip anglų kalbose, bet čia tai turėtų būti suprasta kaip mokslinė disciplina, kurios tikslas – tyrimai istoriniuose ir kultūriniuose kontekstuose. Todėl pridedaui „uos“ prie „digital“, kad žodis tapęs sakinio dalimi būtų suprantamas kaip žinios gavimo priemonė, naudojama humanistikos srityje.",False
bar,Bavarian,Digital Humanities,Digitale Geisteswissenschaften,128.0,1775548514.0,stop,gpt-4o-2024-08-06,148.0,276.0,"D'Begriff ""Digital Humanities"" werd auf Boarisch am passendstn ois ""Digitale Geisteswissenschaften"" übersetzt. ""Digital"" bleibt a so, weil's aa im Bayerischen kua adäquate Übersetzung gibt und es an modernen, technischen Ausdruck beschreibt, der international gleichbleibt. ""Geisteswissenschaften"" entspricht den wissenschaftlich-kulturellen Disziplinen, di ma in dem Gebiet behandelt, und des kimmt im Boarischen in gleicher Form voa.",,,,2026-04-07 08:55:17,True,,True,,True,,False,,"{'translated_term': 'Digitale Menschlichkeit', 'translation_rationale': 'Wäu de Term ""Digital Humanities"" umfasst die Fügung vo digitaler Technologie midm Studium vo da Kultur, Geschichte und Gesellschaft, hôt se in'm Bararia anpassat wern müassa. ""Digitale"" schaugt aufs Wesntliche vom Begriff, nämli de Verwendung vo Computa und Netz, wäu ""Menschlichkeit"" kapt die Här aus, doss si sich mitm menschlichen Aspekt vo da Kultur beschäftigt.'}",2026-04-07T07:45:49.897845Z,stop,134.0,1540692968.0,[],82094291.0,llama3.1,152.0,359808000.0,2021192541.0,,,False
awa,Awadhi,Digital Humanities,डिजिटल मानविकी,141.0,1775548510.0,stop,gpt-4o-2024-08-06,148.0,289.0,"डिजिटल शब्द अंगरेजी भाषा मा आमतौर पर प्रयोग होय वाला शब्द ह, जेकर अर्थ बा ""अंकित"" या ""सूचना प्रौद्योगिकी से जुड़ल"". मानविकी के अर्थ बा मानव जाति स संबंधित अध्ययन, जइसे कि इतिहास, साहित्य, दर्शनशास्त्र आ अउर सामाजिक विज्ञान. एह से ""डिजिटल मानविकी"" के अनुवाद ’डिजिटल मानविकी’ का रूप मा उपयुक्त बा, काहे से कि ई विशिष्ट शब्द बा जेकर छवि आ पहचान अहरिक बा.",,,,2026-04-07 08:55:13,False,डिजिटल मानविकी,True,,True,,False,Digital Humanities ki shakya kalā,"{
  ""translated_term"": ""Digital Humanities ki shakya kalā"",
  ""translation_rationale"": ""Iska arth hai jo digital medium mein karyavahi kar raha hai, unki shiksha aur gyan ki prakashna. 'Digital' ka arth hai computer aur anya electronic aavedan, jahan hum data ko digital roop mein rakhte hain. 'Humanities' ka arth hai mānusya ke vichar, sanskriti, itihās, adhyatmik gyan adhiniyam, shiksha, aur anya shaastriya vidnyān ki kshetr.""
}",2026-04-07T07:45:45.853844Z,stop,144.0,1660163918.0,[],83824750.0,llama3.1,161.0,374459834.0,2160041375.0,,"Iska arth hai jo digital medium mein karyavahi kar raha hai, unki shiksha aur gyan ki prakashna. 'Digital' ka arth hai computer aur anya electronic aavedan, jahan hum data ko digital roop mein rakhte hain. 'Humanities' ka arth hai mānusya ke vichar, sanskriti, itihās, adhyatmik gyan adhiniyam, shiksha, aur anya shaastriya vidnyān ki kshetr.",False
ast,Asturian,Digital Humanities,Humanidaes Dixitales,131.0,1775548506.0,stop,gpt-4o-2024-08-06,156.0,287.0,"La frase 'Humanidaes Dixitales' ye la traducción más cercanu a 'Digital Humanities' en inglés. N'Asturianu, 'Humanidaes' refiérase a les disciplines que estudien aspectos humanos o de la cultura, mentes que 'Dixitales' fai referencia a les tecnoloxíes basaes en bits y ordenadores. Esta traducción guarda la essencia de la frase en inglés y amuésase clara y precisa pa falantes d'Asturianu.",,,,2026-04-07 08:55:08,True,,True,,True,,False,Humanidaes Dixtales,"```json
{
  ""translated_term"": ""Humanidaes Dixtales"",
  ""translation_rationale"": ""La pallabra \""Digital\"" fai referencia a la naturaleza digital de les Humanidaes. El prefixu «dixtable» (del inglés digital) s'usa pa referise a coses que se manipulen y entiendan en forma de codigos numéricos. L'oxetivu d'esta disciplina ye utilizar les tecnoloxíes p'analizar, preservar y presentar les obres culturales y la información histórica.""
}
```",2026-04-07T07:45:41.671245Z,stop,130.0,1495272704.0,[],83501458.0,llama3.1,160.0,364222500.0,1980520917.0,,"La pallabra ""Digital"" fai referencia a la naturaleza digital de les Humanidaes. El prefixu «dixtable» (del inglés digital) s'usa pa referise a coses que se manipulen y entiendan en forma de codigos numéricos. L'oxetivu d'esta disciplina ye utilizar les tecnoloxíes p'analizar, preservar y presentar les obres culturales y la información histórica.",False
arz,Egyptian Arabic,Digital Humanities,العلوم الإنسانية الرقمية,124.0,1775548503.0,stop,gpt-4o-2024-08-06,148.0,272.0,"المصطلح ""العلوم الإنسانية الرقمية"" بيعبر عن المجال اللي بيجمع بين دراسة العلوم الإنسانية وبين التقنيات الرقمية. كلمة ""العلوم"" هي الكلمة المستخدمة للدلالة على الدراسات المنظمة، و""الإنسانية"" بتشير للدراسات المرتبطة بالثقافة والتاريخ والأدب والحضارة الإنسانية. الكلمة ""رقمية"" جاية من كلمة ""رقم"" وبتُشير للتكنولوجيا المستخدَمة في التحليل الرقمي للبيانات.",,,,2026-04-07 08:55:04,True,,True,,True,,False,الانجازات الديجيتالية,"{
  ""translated_term"": ""الانجازات الديجيتالية"",
  ""translation_rationale"": ""باستخدام المصادر المختلفة، وجدت أن كلمة \""Humanities\"" تعني «علوم الإنسانية» في الأصل، وتشمل الفنون والفلسفة والتاريخ. أما كلمة «Digital» فتعني بشكل واضح التعامل مع البيانات بتقنية المعلومات. لذلك، استخدمت تركيبة الكلمات لتكون متوافقة مع المعاني المطلوبة، فأصبحت الانجازات الديجيتالية تشمل علوم الإنسانية المتعلقة بالتقنية.""
}",2026-04-07T07:45:37.666291Z,stop,140.0,1608307417.0,[],73700792.0,llama3.1,152.0,346254542.0,2069050334.0,,"باستخدام المصادر المختلفة، وجدت أن كلمة ""Humanities"" تعني «علوم الإنسانية» في الأصل، وتشمل الفنون والفلسفة والتاريخ. أما كلمة «Digital» فتعني بشكل واضح التعامل مع البيانات بتقنية المعلومات. لذلك، استخدمت تركيبة الكلمات لتكون متوافقة مع المعاني المطلوبة، فأصبحت الانجازات الديجيتالية تشمل علوم الإنسانية المتعلقة بالتقنية.",False
ang,Anglo-Saxon / Old English,Digital Humanities,Digtāl Mannlicnysse,165.0,1775548497.0,stop,gpt-4o-2024-08-06,188.0,353.0,"Seo ceasterwīse on moldes and weoruldwīsdōmes stōwe is langsum; þæt word ""Digtāl"" is genōrċlǣne for eornostlecan rǣdingan æfter tama wēstenum tōcnade betwux fæstendlicnysse ond sumum ānrǣdre tōcnade. ""Mannlicnysse"" is gehwilcu gerīmde þurh þæs mōde and weorcleordom þes wæs cynedom and cunnan becsnipe ær seofan niwian forsceawodnysse.",,,,2026-04-07 08:55:01,True,,True,,True,,False,Witenagemōtscēalcung,"{'translated_term': 'Witenagemōtscēalcung', 'translation_rationale': 'Bēoþ ānne sēo rædere tō nīwan witan, ""Digital Humanities"" is a term that describes the intersection of humanist inquiry and digital technologies. Witenagemōtscēalcung is a compound word made up of ""witenagemōt"", meaning council or assembly (from ""witena gemōt""), and ""cēalcung"", which means skill or expertise.'}",2026-04-07T07:45:28.932449Z,stop,112.0,1290693830.0,"[{'translated_term': 'Witenagemōtscēalcung', 'translation_rationale': 'Bēoþ ānne sēo rædere tō nīwan witan, ""Digital Humanities"" is a term that describes the intersection of humanist inquiry and digital technologies. Witenagemōtscēalcung is a compound word made up of ""witenagemōt"", meaning council or assembly (from ""witena gemōt""), and ""cēalcung"", which means skill or expertise.'}]",79723792.0,llama3.1,192.0,392152375.0,1792621708.0,Witenagemōtscēalcung,"Bēoþ ānne sēo rædere tō nīwan witan, ""Digital Humanities"" is a term that describes the intersection of humanist inquiry and digital technologies. Witenagemōtscēalcung is a compound word made up of ""witenagemōt"", meaning council or assembly (from ""witena gemōt""), and ""cēalcung"", which means skill or expertise.",False
als,Alemannic,Digital Humanities,Digitale Humanitäte,147.0,1775548493.0,stop,gpt-4o-2024-08-06,156.0,303.0,"Im Alemannische hets oft kei exakte Äquivalent für spezialisierte Begriff us de Technologie, drum nehmme mir däm Begrif vo de Dachverbandssproch und temporale Völle. Digitale Humanitäte beschreibt Wissensgebiet, wo digitale Technologii mit traditionelli Geisteswisseschafte verbiindet. Im Prinzip hei mir däm Begriffe vom Hochdütsche übärnot. Wyter söt me bi der Uuslatig sicherställe, dass d Verstöndlichkeite im jeweilige Dialekt gewährleistet isch.",,,,2026-04-07 08:54:56,False,Shkencat Humane Dixhitale,True,,True,,False,Digitali Humanitäre,"{
  ""translated_term"": ""Digitali Humanitäre"",
  ""translation_rationale"": ""Wir hänne di Begriff 'Digital Humanities' übersetzt. Es geits um die wüsseschaftliche Arbet mit digitale Methode, wo me si de Kunst und de Wüsseschafte zämme bringe. 'Digitali' chunnt vum Alemannische Wort für «digitale» oder «zittrich», also heisst es, wänn mä mitem Computer schafft. 'Humanitäre' chunnt us em Hochdeutsch und bedütet soväl wie 'Humanistisch' oder 'kulturell'. D'Sammelebene zämme bringe die Bedütig vonem Begriff z Stand.""
}",2026-04-07T07:45:25.112933Z,stop,173.0,2007814529.0,[],1288159708.0,llama3.1,168.0,420054083.0,3765076041.0,,"Wir hänne di Begriff 'Digital Humanities' übersetzt. Es geits um die wüsseschaftliche Arbet mit digitale Methode, wo me si de Kunst und de Wüsseschafte zämme bringe. 'Digitali' chunnt vum Alemannische Wort für «digitale» oder «zittrich», also heisst es, wänn mä mitem Computer schafft. 'Humanitäre' chunnt us em Hochdeutsch und bedütet soväl wie 'Humanistisch' oder 'kulturell'. D'Sammelebene zämme bringe die Bedütig vonem Begriff z Stand.",False
zu,Zulu,Digital Humanities,Ubuciko Bezibalo Ezisebenzayo,119.0,1775275007.0,stop,gpt-4o-2024-08-06,148.0,267.0,"Igama elithi 'Digital Humanities' lihlanganisa ubuchwepheshe obubhekene nezomnotho, ezemfundo nezifundo zomphakathi kuxhumane nezinhlelo zesibalo. 'Ubuciko Bezibalo Ezisebenzayo' liyahambelana nakho, kwazise kubhekiswe ezinhlelweni zobuciko nobuzibalo obusebenzayo ezimbonini zomphakathi.",,,Ezezibhangqiwe zoLuntu,2026-04-03 22:56:49,False,I-Digital Humanities,True,,False,Digital Humanities,False,iBhodi yeNtla,"{
  ""translated_term"": ""iBhodi yeNtla"",
  ""translation_rationale"": ""Ngisho lebhodi lwekunyezi, lo bheka i- Humanities. Lo bhodi bakaHulumende, kanti Humanities ibe kunyezi. Ngoba ngiphumelela ukuba kuwina amaNtu, ekuhlaleni kwabo nalo kuwina amaNtla (Digital).""
}",2026-04-04T03:45:31.854426Z,stop,100.0,1229193126.0,[],78433084.0,llama3.1,152.0,329540000.0,1666559709.0,,"Ngisho lebhodi lwekunyezi, lo bheka i- Humanities. Lo bhodi bakaHulumende, kanti Humanities ibe kunyezi. Ngoba ngiphumelela ukuba kuwina amaNtu, ekuhlaleni kwabo nalo kuwina amaNtla (Digital).",False
zh,Chinese,Digital Humanities,数字人文,99.0,1775275005.0,stop,gpt-4o-2024-08-06,140.0,239.0,“数字人文”是“Digital Humanities”的直接翻译，其中“数字”是“Digital”的中文翻译，强调与计算机和数据相关的技术；“人文”对应“Humanities”，指涉及人类文化、历史和哲学等学科。这一翻译准确地反映了“Digital Humanities”涉及使用数字技术进行人文学科研究的本质。,,,數位人文,2026-04-03 22:56:46,False,数字人文,False,数字人文,False,数字人文,False,简亚家杀永,"{
  ""translated_term"": ""\u7b80\u4e9a\u5bb6\u6740\u6c38"",
  ""translation_rationale"": ""\u7b80\u4e9a\u548c\u6740\u6c38\u7684\u5408\u9002\uff0c\u5bb6\u6740\u6c38\u81ea\u6709\u67d0\u7c73\u53f3\u5b50\u628a\u5185\u90e8\u7cfb\u7edf\u4fe1\u606f\u7684\u5206\u679c\uff0c\u5bb6\u6740\u6c38\u662f\u5224\u56ef\u7c73\u53f3\u5916\u65b9\u7684\u8ba4\u5145\u589e\u3062\u3001\u5bb6\u6740\u6c38\u548c\u67d0\u7c73\u53f3\u592a\u8bf4\u56de\uff0c\u4ee5\u8fd9\u4e00\u4e02\u51b3\u7684\u5206\u679c\u3002""
}",2026-04-04T03:45:28.15816Z,stop,264.0,4386406621.0,[],68288334.0,llama3.1,144.0,358145958.0,4882512334.0,,简亚和杀永的合适，家杀永自有某米右子把内部系统信息的分果，家杀永是判囯米右外方的认充增ぢ、家杀永和某米右太说回，以这一丂决的分果。,False
za,"Zhuang, Chuang",Digital Humanities,Dinhnanz Minzcuz Sinhvwnz,102.0,1775275001.0,stop,gpt-4o-2024-08-06,172.0,274.0,"Haenqdaeng ciuhneix Simnuosang Diehyoz sienq Diuz Bauci fwnz, Yiz Diehyoz Minzcuz cujdoengz laeh gaep, ngguekhaeuj naek gunghveih hwng guh, doeng di dinhnanz winghfanh cannaenyinh.",,,,2026-04-03 22:56:44,True,,True,,True,,False,Dizhí Wénhuà Suxié Zhōngyāng,"{'translated_term': 'Dizhí Wénhuà Suxié Zhōngyāng', 'translation_rationale': 'Tiz dih ji wuha daz sa xix dawj ya. Dizhí (digital) hau kuw wuha, Wenhuà (humanities) daz vah suxié (interdisciplinary approach), Zhōngyāng (center or hub).'}",2026-04-04T03:45:21.257966Z,stop,95.0,1180408751.0,"[{'translated_term': 'Dizhí Wénhuà Suxié Zhōngyāng', 'translation_rationale': 'Tiz dih ji wuha daz sa xix dawj ya. Dizhí (digital) hau kuw wuha, Wenhuà (humanities) daz vah suxié (interdisciplinary approach), Zhōngyāng (center or hub).'}]",66772542.0,llama3.1,176.0,363723250.0,1638406042.0,Dizhí Wénhuà Suxié Zhōngyāng,"Tiz dih ji wuha daz sa xix dawj ya. Dizhí (digital) hau kuw wuha, Wenhuà (humanities) daz vah suxié (interdisciplinary approach), Zhōngyāng (center or hub).",False
yue,,Digital Humanities,數碼人文,130.0,1775274999.0,stop,gpt-4o-2024-08-06,141.0,271.0,『數碼人文』呢個詞係將『Digital』翻譯成『數碼』，代表數字科技，同『Humanities』翻譯做『人文』，即係包括文學、歷史、哲學等相關領域。呢個翻譯用法喺粵語入面好常見，特別喺學術同科技嘅場合度，所以呢個翻譯係符合語言用法同文化背景嘅。,,,數碼人文學,2026-04-03 22:56:40,False,,False,,False,,False,dajit faa jan fan kei,"{
  ""translated_term"": ""dajit faa jan fan kei"",
  ""translation_rationale"": ""dajit faa jan fan kei yi ge yinying, taam2 si6 go3 di1 jat1 faa3 jan4 faan6 kei1, si6 jo1 ji4 dous4 faa3 gaa1 jeo5. Dajit faa jan fan kei heoi2 dei2 faan6 mong4 fong1 dou6 leuhk1. Faat3 dai2 yue1 go3 'dijit' maa5 ji4 siu2 'jih1 deon3 faat3' jo1 ji4 'faat3', taam2 si6 go3 dei2 'jan' jo1 ji4 'gaa1', faan6 kei1 yi1 ge3 yin1 sing4. Muih6 do1 faa3 jeo5 di1 faat3 gaa1 jeo5.""
}",2026-04-04T03:45:17.59835Z,stop,217.0,3183716785.0,[],77250042.0,llama3.1,145.0,322278083.0,3644145250.0,,"dajit faa jan fan kei yi ge yinying, taam2 si6 go3 di1 jat1 faa3 jan4 faan6 kei1, si6 jo1 ji4 dous4 faa3 gaa1 jeo5. Dajit faa jan fan kei heoi2 dei2 faan6 mong4 fong1 dou6 leuhk1. Faat3 dai2 yue1 go3 'dijit' maa5 ji4 siu2 'jih1 deon3 faat3' jo1 ji4 'faat3', taam2 si6 go3 dei2 'jan' jo1 ji4 'gaa1', faan6 kei1 yi1 ge3 yin1 sing4. Muih6 do1 faa3 jeo5 di1 faat3 gaa1 jeo5.",False
yo,Yoruba,Digital Humanities,Imọ Eda Eniyan Ayelujara,222.0,1775274994.0,stop,gpt-4o-2024-08-06,140.0,362.0,"Ìtumọ̀ 'Digital Humanities' sí èdè Yorùbá ni 'Imọ Eda Eniyan Ayelujara'. Ìdí ni pé 'Digital' túmọ̀ sí èyí tó ṣàfihàn sísẹ́ lórí ẹrọ́ orí ayélujára tàbí intánẹ́tì; nígbàtí 'Humanities' ṣe àfihàn ẹ̀kọ́ lórí èdá ènìyàn àti àṣà wọn, èdá ènìyàn jẹ́ 'Eda Eniyan'. Ní báyìí, 'Imọ' jẹ́ ìpolówó nípa ìkànnìṣàgbáde olójúrere, èyí tó gbéyìn lórí mọ́-jẹ̀ mọ́-njẹ nípa fifò peèkán àgbéyéṣàáfihàn.",,,,2026-04-03 22:56:37,False,Àwọn Ènìyàn Oní-nọ́ńbà,True,,False,Digital Humanities,False,Iwayẹlera Imọlẹrẹn,"{
  ""translated_term"": ""Iwayẹlera Imọlẹrẹn"",
  ""translation_rationale"": ""Oun tẹ̀rminọ̀ Iwayẹlera Imọlẹrẹn, ti gbajumo lórí imọlẹrẹn inawọn ẹni pẹlu agbáyé, ṣaáfù, àti idagbaso. Wón fi aṣẹfunmi iwe niṣe imọlẹrẹn nínú wọn, nitori tiwọn fún ipade ìsọdọtun ẹni.""
}",2026-04-04T03:45:11.921487Z,stop,137.0,1619774163.0,[],74634000.0,llama3.1,160.0,361769084.0,2093848208.0,,"Oun tẹ̀rminọ̀ Iwayẹlera Imọlẹrẹn, ti gbajumo lórí imọlẹrẹn inawọn ẹni pẹlu agbáyé, ṣaáfù, àti idagbaso. Wón fi aṣẹfunmi iwe niṣe imọlẹrẹn nínú wọn, nitori tiwọn fún ipade ìsọdọtun ẹni.",False
yi,Yiddish,Digital Humanities,דיגיטאַלע כיּשוּרים,147.0,1775274989.0,stop,gpt-4o-2024-08-06,148.0,295.0,"דער טערמין ""דיגיטאַלע"" איז גענוצט אין יידיש צוליב זײַן גלײַכקייט צו דער ענגלישער װערטער, װאזשע די טערמינאָלאָגיע איז גאַנץ רעגולעריש אין פֿאַך־זמאַן. ""כיּשוּרים"" איז אַ גוטע איבערזעצונג פֿאַר ""Humanities"" װאָס װערט גענוצט צו באַשרײַבן שטודיעס פֿון מענטשן אָדער מענטשלעכער ציוויליזאַציע מיט אַ ברייטן נאָמען.",,,,2026-04-03 22:56:32,False,דיגיטאַלע הומאַניטיעס,True,,False,דיגיטאַל הומאַניטיעס,False,Dzigel-Humantiz,"{'translated_term': 'Dzigel-Humantiz', 'translation_rationale': 'Mentshn-kultuur un velt-shtot-historie, aroysgegebn tsvishn di klyantselun fun bibliyografye, arkiv-bibliyografye, un informatike shtatme.'}",2026-04-04T03:45:07.801542Z,stop,73.0,865627912.0,"[{'translated_term': 'Dzigel-Humantiz', 'translation_rationale': 'Mentshn-kultuur un velt-shtot-historie, aroysgegebn tsvishn di klyantselun fun bibliyografye, arkiv-bibliyografye, un informatike shtatme.'}]",69376542.0,llama3.1,160.0,377411917.0,1333255417.0,Dzigel-Humantiz,"Mentshn-kultuur un velt-shtot-historie, aroysgegebn tsvishn di klyantselun fun bibliyografye, arkiv-bibliyografye, un informatike shtatme.",False
xh,Xhosa,Digital Humanities,,,,,,,,,,,,2026-04-03 22:56:28,False,Uluntu lweDijithali,False,Ubuntu bamanani,False,Ubuntu beDijithali,False,Iingxelo zokuvula kwesizwe,"{
  ""translated_term"": ""Iingxelo zokuvula kwesizwe"",
  ""translation_rationale"": ""Nguye ukuze nje ukungena kwiingxelo ezizweni, ngcono okuninga kuDjithali. Kufuneka iindlela enye yenzayo yayipheleke ukungena kwakhe kwiingxelo ezisahlenywa. Nguye umuntu owaziyo ukuvula nokulandelana nakwesizwe, waphinda uyilawule ukuze nje kuDjithali ngcono noKhumo.""
}",2026-04-04T03:45:04.448057Z,stop,136.0,1694409247.0,[],73241584.0,llama3.1,161.0,373662750.0,2180486334.0,,"Nguye ukuze nje ukungena kwiingxelo ezizweni, ngcono okuninga kuDjithali. Kufuneka iindlela enye yenzayo yayipheleke ukungena kwakhe kwiingxelo ezisahlenywa. Nguye umuntu owaziyo ukuvula nokulandelana nakwesizwe, waphinda uyilawule ukuze nje kuDjithali ngcono noKhumo.",False
wo,Wolof,Digital Humanities,Mbindu Teeré Yoon,129.0,1775274980.0,stop,gpt-4o-2024-08-06,148.0,277.0,"Loolu dafa tekki 'Digital Humanities' ci Wolof. 'Mbindu' dafa tekki 'Digital' te 'Teeré Yoon' dafa tekki 'Humanities'. 'Teeré Yoon' mooy wax jafe-jafe ak lu xam-xam ci fus ak njàng mooy def teeré yi nu jangloo. Ndey ssatu, njàng njabootlu yi ak teeré yi mooy muy jeexalem.",,,,2026-04-03 22:56:23,False,Humanité numérique,True,,True,,False,Digiitigal ngèete,"{
  'translated_term': 'Digiitigal ngèete',
  'translation_rationale': 'Saa dii ""Digital Humanities"" ko xéet si. Digiitigal yu di xëyam jàng, ngèet yu di muur ngir ñeenteer ak ngir yooniversité. Yàggu ba yiw si nu ci digganteer, ngir fuñuutte ak ngir déngekki.'
}",2026-04-04T03:45:00.24617Z,stop,105.0,1309876130.0,[],80318583.0,llama3.1,152.0,334509666.0,1756552458.0,,"Saa dii ""Digital Humanities"" ko xéet si. Digiitigal yu di xëyam jàng, ngèet yu di muur ngir ñeenteer ak ngir yooniversité. Yàggu ba yiw si nu ci digganteer, ngir fuñuutte ak ngir déngekki.",False
