language_code,term_source,openai_translated_term,language_name,openai_completion_tokens,openai_created,openai_finish_reason,openai_model,openai_prompt_tokens,openai_total_tokens,openai_translation_rationale,coding_dh_date
ti,Digital Cultural Heritage,ዲጂታል ባህላዊ ውርሻ,Tigrinya,152.0,1740712586.0,stop,gpt-4o-2024-08-06,157.0,309.0,"The term ""ዲጂታል ባህላዊ ውርሻ"" accurately captures the essence of ""Digital Cultural Heritage."" ""ዲጂታል"" translates to ""digital,"" reflecting the technological aspect, while ""ባህላዊ ውርሻ"" translates to ""cultural heritage,"" highlighting the preservation and transmission of cultural elements. The term maintains the integrity of both the digital and cultural components, making it an appropriate translation for the concept.",2025-05-31 21:15:56
tl,Digital Cultural Heritage,Digital na Pamanang Kultural,Tagalog,138.0,1740712647.0,stop,gpt-4o-2024-08-06,127.0,265.0,"The term ""Digital Cultural Heritage"" can be effectively translated into Tagalog as ""Digital na Pamanang Kultural."" The word ""Digital"" is retained as is, as it is already widely understood and used in Tagalog in its original English form. ""Pamanang"" translates to ""heritage,"" which accurately describes the idea of legacy or cultural inheritance. ""Kultural"" is commonly used in Tagalog to mean ""cultural,"" making it an appropriate choice for this context. This translation carries the modern aspect of digital technology while conveying the idea of cultural legacy and tradition.",2025-05-31 21:15:56
tn,Digital Cultural Heritage,Boswa Jwa Setso sa Dijithale,Tswana,122.0,1740712653.0,stop,gpt-4o-2024-08-06,131.0,253.0,"The term 'Boswa Jwa Setso sa Dijithale' effectively captures the essence of 'Digital Cultural Heritage'. 'Boswa jwa Setso' translates to 'Cultural Heritage', which encompasses the inherited traditions, customs, and artifacts of a culture. Adding 'sa Dijithale' specifies the digital aspect, aligning the term with contemporary technology-related contexts. This translation maintains clarity, ensuring that the concept of cultural heritage preserved and experienced digitally is communicated effectively and accurately in Tswana.",2025-05-31 21:15:56
to,Digital Cultural Heritage,Tukufakaholo Fakaenatula Fakakomipiuta,Tonga,204.0,1740712659.0,stop,gpt-4o-2024-08-06,134.0,338.0,"The term 'Tukufakaholo Fakafonua Fakakomipiuta' consists of 'tukufakaholo' (inheritance or tradition), 'fakafonua' (national or relating to culture), and 'fakakomipiuta' (digital or computerized), which collectively translate to 'Digital Cultural Heritage.' The word 'fakafonua' implies a national or cultural aspect, while 'fakaenatula' emphasizes a more 'cultural' angle, which is more apt in this context. Therefore, I have chosen to modify the suggestion slightly to 'Tukufakaholo Fakaenatula Fakakomipiuta' to better capture the essence of cultural rather than national digital heritage. 'Tofi'a Ma'ama'a' generally refers to lighter or intangible heritage, which doesn't fully encapsulate the digital aspect here.",2025-05-31 21:15:56
tr,Digital Cultural Heritage,Dijital Kültürel Miras,Turkish,117.0,1740712679.0,stop,gpt-4o-2024-08-06,112.0,229.0,"The term ""Dijital Kültürel Miras"" is a direct translation of ""Digital Cultural Heritage"" and effectively captures the meaning of the original term in Turkish. ""Dijital"" is commonly used in modern Turkish to denote anything related to digital technology, while ""Kültürel Miras"" accurately conveys the concept of cultural heritage. This translation maintains the integrity and intended meaning of the original phrase, making it comprehensive and easily understandable for Turkish speakers.",2025-05-31 21:15:56
ts,Digital Cultural Heritage,Ndzhaka ya Ndhavuko ya Xidijitali,Tsonga,148.0,1740712691.0,stop,gpt-4o-2024-08-06,159.0,307.0,"The term 'Ndzhaka ya Ndhavuko ya Xidijitali' directly translates to 'Digital Cultural Heritage' in Tsonga. Each component of the translation corresponds well to the English terms: 'Ndzhaka' means 'Heritage,' 'Ndhavuko' means 'Culture' or 'Cultural,' and 'Xidijitali' means 'Digital.' This comprehensive translation captures the full essence of the original concept, emphasizing the integration of traditional cultural elements with modern digital technology. Both the Google Translate and Ollama API suggestions align with this understanding, reinforcing its accuracy and relevance.",2025-05-31 21:15:56
tw,Digital Cultural Heritage,Dijita Amammerɛ Ahorow,Twi,150.0,1740712715.0,stop,gpt-4o-2024-08-06,135.0,285.0,"The term 'Digital Cultural Heritage' can be broken down into three key components: 'Digital', 'Cultural', and 'Heritage'. 'Dijita' is a more accurate transliteration of 'Digital' in Twi. 'Amammerɛ' is the appropriate term for 'Cultural', capturing the essence of traditions and customs. 'Ahorow' translates as 'heritage', indicating a collection or heritage of items. Thus, 'Dijita Amammerɛ Ahorow' effectively communicates the concept of digital preservation and representation of cultural heritage in Twi, combining the clarity and modern usage of the language.",2025-05-31 21:15:56
ug,Digital Cultural Heritage,سانلىق مەدەنىيەت مىراس,"Uighur, Uyghur",134.0,1740712741.0,stop,gpt-4o-2024-08-06,128.0,262.0,"The term ""سان"" (san) means ""number"" or ""digit,"" which corresponds well to ""digital."" ""مەدەنىيەت"" (medeniyet) translates to ""culture,"" aligning directly with ""cultural,"" and ""مىراس"" (miras) means ""heritage,"" which is a common term used to convey the concept of legacy or tradition. This translation succinctly captures the essence of ""Digital Cultural Heritage"" by using familiar terms in the Uyghur language that accurately reflect the notion of digitally preserved and accessible cultural heritage.",2025-05-31 21:15:56
uk,Digital Cultural Heritage,Цифрова культурна спадщина,Ukrainian,108.0,1740712751.0,stop,gpt-4o-2024-08-06,129.0,237.0,"The term ""Цифрова культурна спадщина"" directly translates to ""Digital Cultural Heritage"" and effectively conveys the meaning as intended in English. ""Цифрова"" translates to ""digital"", and ""культурна спадщина"" translates to ""cultural heritage"". This translation is widely accepted and used in Ukrainian language contexts, ensuring clarity and consistency in terminology across discussions and writings about cultural heritage in the digital realm.",2025-05-31 21:15:56
uz,Digital Cultural Heritage,Raqamli madaniy meros,Uzbek,116.0,1740712773.0,stop,gpt-4o-2024-08-06,134.0,250.0,"The term 'Raqamli madaniy meros' directly translates to 'Digital Cultural Heritage' in Uzbek and effectively conveys the concept. This translation captures the essence of cultural heritage being digitized for preservation and accessibility, aligning with common usage and understanding. While 'amaliyot' means 'practice,' it doesn't change the core meaning related to heritage. Thus, 'Raqamli madaniy meros' remains the most straightforward and appropriate translation.",2025-05-31 21:15:56
ve,Digital Cultural Heritage,Luvhondo lwa Vhubvo ha Didzhithala,Venda,150.0,1740712788.0,stop,gpt-4o-2024-08-06,115.0,265.0,"The term ""Digital Cultural Heritage"" can be broken down into ""Digital"" meaning something that exists in digital form, and ""Cultural Heritage,"" which refers to the traditions, artifacts, and practices passed down through generations. In Venda, ""Luvhondo"" translates to ""heritage"" or ""inheritance,"" and ""Vhubvo"" captures the essence of culture or traditions. By using ""Luvhondo lwa Vhubvo ha Didzhithala,"" the translation emphasizes a legacy of cultural artifacts and traditions that are preserved in digital format, which aligns closely with the intended meaning of the term.",2025-05-31 21:15:56
vi,Digital Cultural Heritage,Di sản văn hóa số,Vietnamese,120.0,1740712809.0,stop,gpt-4o-2024-08-06,498.0,618.0,"The term ""Digital Cultural Heritage"" refers to cultural heritage that exists in digital form or is accessed through digital means. The translation ""Di sản văn hóa số"" directly aligns with this concept. ""Di sản"" means ""heritage,"" ""văn hóa"" means ""cultural,"" and ""số"" is an adjective that means ""digital"" or ""numerical."" This translation effectively conveys the concept of cultural heritage in digital formats, aligning with contemporary understanding and usage in Vietnamese technological and cultural discussions.",2025-05-31 21:15:56
vo,Digital Cultural Heritage,Digitama Kultür,Volapük,124.0,1740712868.0,stop,gpt-4o-2024-08-06,114.0,238.0,"In Volapük, 'digit' can be translated to 'digit', and 'culture' is 'kultür'. The term 'Digitama' accommodates the digital aspect in a way that emphasizes the digital transformation ('-ama' as indicating change or process), while 'Kultür' reflects the cultural aspect. The rationale for not sticking to 'Kultür-Digitizät' is to create a term that more clearly balances and conveys the idea of culture undergoing a digital transformation and being captured in a digital format.",2025-05-31 21:15:56
wa,Digital Cultural Heritage,Patrimoine Culturèl Digitå,Walloon,121.0,1740713201.0,stop,gpt-4o-2024-08-06,112.0,233.0,"The suggested term 'Patrimoine Culturel Numérique' fits well in French, but Walloon, being a regional language with its own nuances, often uses 'culturèl' instead of 'culturel.' Also, while 'numérique' is widely understood, 'digitå' may resonate more with Walloon speakers as it directly stems from 'digital,' a more universally recognizable term integrating with modern technology. This choice maintains the conceptual clarity and aligns with the digital context of the term.",2025-05-31 21:15:56
wo,Digital Cultural Heritage,Kañu Ñaari-njeexu Dëggal,Wolof,108.0,1740713229.0,stop,gpt-4o-2024-08-06,112.0,220.0,"In Wolof, ""Kañu"" refers to heritage or patrimony, ""Ñaari-njeexu"" can be understood as two-part or including disparate elements which can relate to digital/computer components, and ""Dëggal"" means culture. This translation seeks to convey the idea of a multifaceted cultural heritage that is rooted in traditional understanding while taking on a digital form.",2025-05-31 21:15:56
xh,Digital Cultural Heritage,Ilifa leNkcubeko ledijithali,Xhosa,163.0,1740713271.0,stop,gpt-4o-2024-08-06,173.0,336.0,"I chose ""Ilifa leNkcubeko ledijithali"" because it closely aligns with the intent and meaning of ""Digital Cultural Heritage"". ""Ilifa"" translates to ""heritage"", ""iNkcubeko"" is ""culture"", and ""yedijithali"" or ""ledijithali"" refers to ""digital"". Among the suggestions, ""ILifa leMveli yeNkcubeko yeDijithali"" is quite close, but I opted for a slightly modified version to make it more natural and concise in Xhosa. The translation emphasizes the digital aspect as an attribute of cultural heritage, and uses more direct and commonly understood terminology in the language.",2025-05-31 21:15:56
yi,Digital Cultural Heritage,דיגיטאַל קולטור ירושר,Yiddish,145.0,1740713286.0,stop,gpt-4o-2024-08-06,135.0,280.0,"To convey the concept of ""Digital Cultural Heritage"" in Yiddish, I translated ""Digital"" as ""דיגיטאַל"" which is a phonetic adaptation widely accepted for technological terms. For ""Cultural"", I used ""קולטור"", adhering to the phonetic transcription of the term which is often used in Yiddish to discuss culture. Lastly, ""Heritage"" was translated to ""ירושר"", a term that signifies inheritance or legacy, which fits the context of cultural heritage. This choice preserves the meaning and context of the original English phrase better than direct phonetic renderings of English words.",2025-05-31 21:15:56
yo,Digital Cultural Heritage,Ìṣàlẹ̀ Àṣà Àrọyìn,Yoruba,115.0,1740713313.0,stop,gpt-4o-2024-08-06,123.0,238.0,"The term 'Ìṣàlẹ̀ Àṣà Àrọyìn' is an attempt to capture the essence of 'Digital Cultural Heritage' in Yoruba. 'Ìṣàlẹ̀' signifies preservation or heritage, 'Àṣà' means culture, and 'Àrọyìn' is something related to digital or digitalization. This translation seeks to incorporate the concept of digitally preserving cultural aspects, ensuring they remain accessible for future generations.",2025-05-31 21:15:56
za,Digital Cultural Heritage,Dinhlaiw Houcwzongz Siujbinh,"Zhuang, Chuang",156.0,1740713481.0,stop,gpt-4o-2024-08-06,117.0,273.0,"The term 'Digital Cultural Heritage' in Zhuang, Chuang can be translated as 'Dinhlaiw Houcwzongz Siujbinh'. 'Dinhlaiw' refers to 'digital', utilizing a word that captures the technological aspect. 'Houcwzongz' means 'cultural', which encompasses the broad scope of human creative expression, history, and customs. 'Siujbinh' means 'heritage', referring to the legacy and historical importance passed down through generations. This translation captures the essence of preserving cultural elements through modern digital means while respecting the nuances of the Zhuang, Chuang language.",2025-05-31 21:15:56
zh,Digital Cultural Heritage,数字文化遗产,Chinese,114.0,1740707513.0,stop,gpt-4o-2024-08-06,122.0,236.0,"Both the Google Translate API and the Easy Neural Machine Translation library suggest the term ""数字文化遗产,"" which is widely accepted in Chinese-language discourse related to digital cultural heritage. ""数字"" translates to ""digital,"" ""文化"" means ""culture,"" and ""遗产"" refers to ""heritage."" This term accurately conveys the concept of cultural heritage that is preserved and shared through digital means. Therefore, no modification is necessary as the translation effectively captures the essence of the term.",2025-05-31 21:15:56
tk,Digital Cultural Heritage,Sanly medeni miras,Turkmen,92.0,1740712643.0,stop,gpt-4o-2024-08-06,110.0,202.0,"The term ""Sanly medeni miras"" directly translates to ""Digital Cultural Heritage"" in Turkmen, with ""sanly"" meaning digital, ""medeni"" referring to cultural, and ""miras"" meaning heritage. It effectively conveys the concept of preserving and representing cultural heritage in digital formats, aligning with the standard usage in Turkmen language for these concepts.",2025-05-31 21:15:56
th,Digital Cultural Heritage,มรดกทางวัฒนธรรมดิจิทัล,Thai,119.0,1740712580.0,stop,gpt-4o-2024-08-06,140.0,259.0,"Both the Google Translate and Ollama API suggestions provide a clear and accurate translation of ""Digital Cultural Heritage"" in Thai. ""มรดก"" means ""heritage,"" ""ทางวัฒนธรรม"" translates to ""cultural,"" and ""ดิจิทัล"" means ""digital."" This combination effectively communicates the concept of preserving and studying cultural heritage through digital means without any significant ambiguity, making it suitable for use in the Thai language context.",2025-05-31 21:15:56
sc,Digital Cultural Heritage,Patrimoniu Culturar Digitale,Sardinian,107.0,1740712084.0,stop,gpt-4o-2024-08-06,81.0,188.0,"The term 'Patrimoniu Culturar Digitale' is a direct translation of 'Digital Cultural Heritage' into Sardinian. 'Patrimoniu' translates to 'heritage,' 'culturar' to 'cultural,' and 'digitale' to 'digital.' It's important to maintain the direct translation to preserve the meaning and ensure the concept is understood in the context of preserving cultural assets in a digital format.",2025-05-31 21:15:56
tg,Digital Cultural Heritage,Мероси фарҳангии рақамӣ,Tajik,122.0,1740712554.0,stop,gpt-4o-2024-08-06,114.0,236.0,"The term ""Мероси фарҳангии рақамӣ"" accurately translates ""Digital Cultural Heritage"" into Tajik. ""Мерос"" means ""heritage"", ""фарҳангӣ"" means ""cultural"", and ""рақамӣ"" means ""digital"". This translation effectively captures the essence of digital elements linked to cultural heritage, respecting both the modern and traditional connotations. The individual components of the phrase align well with their English counterparts, making it understandable for Tajik speakers.",2025-05-31 21:15:56
sd,Digital Cultural Heritage,ڊجيٽل ثقافتي ورثو,Sindhi,122.0,1740712288.0,stop,gpt-4o-2024-08-06,133.0,255.0,"The term 'ڊجيٽل ثقافتي ورثو' accurately captures the essence of 'Digital Cultural Heritage'. 'ڊجيٽل' refers to 'digital', aligning with the technological aspect, while 'ثقافتي ورثو' corresponds to 'cultural heritage', which denotes the preservation and acknowledgement of cultural history and heritage. This translation is widely understood and accepted in the Sindhi language for conveying the concept of digitalizing cultural heritage, making it both clear and appropriate.",2025-05-31 21:15:56
se,Digital Cultural Heritage,Digitála kulturárbi,Northern Sami,115.0,1740712304.0,stop,gpt-4o-2024-08-06,124.0,239.0,"Both the Google Translate API and the Ollama API suggest 'Digitála kulturárbi', which seems accurate and appropriate. 'Digitála' corresponds well to 'Digital', and 'kulturárbi' effectively conveys 'Cultural Heritage'. This translation respects the manner in which contemporary technology terms are often integrated into Northern Sami by using similar phonetic sounds to their English counterparts. The translation thus keeps the spirit and meaning intact while adopting a format consistent with language use in this context.",2025-05-31 21:15:56
sg,Digital Cultural Heritage,Li ti Kultura na Sêsele,Sango,123.0,1740712319.0,stop,gpt-4o-2024-08-06,150.0,273.0,"The translation ""Li ti Kultura na Sêsele"" captures the essence of ""Digital Cultural Heritage"" in Sango. ""Li ti Kultura"" means ""Cultural Heritage"", referring to the traditions, values, and artifacts passed down through generations. ""na Sêsele"" means ""digital"", representing the digital aspect of preservation. This translation balances simplicity and clarity while respecting both cultural and digital contexts. It retains the original meaning without unnecessary foreign elements, making it accessible and relevant for native speakers.",2025-05-31 21:15:56
sh,Digital Cultural Heritage,Дигитално културно наслеђе,Serbo-Crotian,110.0,1740712066.0,stop,gpt-4o-2024-08-06,141.0,251.0,"Both the Google Translate and Ollama API suggestions are very similar, with only a minor orthographic difference. The term ""наслеђе"" is the common way to refer to heritage in the Serbian variant of Serbo-Croatian. In this context, ""Дигитално културно наслеђе"" accurately represents the concept of ""Digital Cultural Heritage"" by emphasizing the digital preservation and transmission of cultural artifacts and values.",2025-05-31 21:15:56
si,Digital Cultural Heritage,ඩිජිටල් සංස්කෘතික උරුමය,"Sinhala, Sinhalese",156.0,1740712390.0,stop,gpt-4o-2024-08-06,127.0,283.0,"The suggested translation ""ඩිජිටල් සංස්කෘතික උරුමය"" accurately conveys the concept of ""Digital Cultural Heritage"" in Sinhala. ""ඩිජිටල්"" is the direct transliteration of ""Digital,"" which is commonly used in the context of technology. ""සංස්කෘතික"" means ""cultural,"" and ""උරුමය"" translates to ""heritage."" Together, they effectively communicate the idea of cultural heritage preserved or presented through digital means. This translation is clear and aligns well with contemporary usage in Sri Lanka, making it suitable without modifications.",2025-05-31 21:15:56
sk,Digital Cultural Heritage,Digitálne kultúrne dedičstvo,Slovak,135.0,1740712401.0,stop,gpt-4o-2024-08-06,132.0,267.0,"Both the Google Translate API and the Easy Neural Machine Translation library suggest the term ""Digitálne kultúrne dedičstvo,"" which accurately reflects the concept of ""Digital Cultural Heritage"" in Slovak. The word ""digitálne"" translates directly to ""digital,"" ""kultúrne"" to ""cultural,"" and ""dedičstvo"" to ""heritage."" This translation is both linguistically accurate and contextually appropriate, ensuring that the concept is easily understood by Slovak speakers. There is no need for modification as it effectively conveys the intended meaning.",2025-05-31 21:15:56
sl,Digital Cultural Heritage,Digitalna kulturna dediščina,Slovene,113.0,1740712416.0,stop,gpt-4o-2024-08-06,112.0,225.0,"The translation ""Digitalna kulturna dediščina"" accurately represents the English term ""Digital Cultural Heritage"" in Slovene. ""Digitalna"" corresponds to ""Digital,"" ""kulturna"" to ""Cultural,"" and ""dediščina"" to ""Heritage."" This translation is widely used and understood within the context of cultural studies, heritage management, and digital humanities in Slovene-speaking regions, making it a precise and contextually appropriate choice.",2025-05-31 21:15:56
sm,Digital Cultural Heritage,Tu ma Aganuu Faatekonolosi,Samoan,154.0,1740712313.0,stop,gpt-4o-2024-08-06,149.0,303.0,"The term ""Digital Cultural Heritage"" can be translated to ""Tu ma Aganuu Faatekonolosi"" in Samoan. ""Tu ma Aganuu"" refers to culture and traditions, while ""Faatekonolosi"" captures the concept of digitalization or technology. This translation maintains the essence of linking cultural heritage with the digital realm, providing a more straightforward and culturally resonant interpretation compared to the suggestions ""Faʻafuainumera Faʻaleaganuʻu"" (mixing digitalization with culture) and ""Le Tofi o le Soifua Mālōlōina"" (which inaccurately implies health heritage).",2025-05-31 21:15:56
sn,Digital Cultural Heritage,Nhaka Yedhijitari Yetsika,Shona,142.0,1740712373.0,stop,gpt-4o-2024-08-06,147.0,289.0,"The term 'Digital Cultural Heritage' encompasses the preservation and sharing of culture through digital means. 'Nhaka' refers to 'heritage,' acknowledging the value and legacy passed down through generations. 'Yedhijitari' is adapted from 'digital,' reflecting the technological aspect of how this heritage is stored and disseminated. 'Yetsika' means 'of culture,' highlighting the focus on cultural elements. Combining these elements, 'Nhaka Yedhijitari Yetsika' effectively communicates the concept of preserving cultural heritage using digital technology while being easily understandable to Shona speakers.",2025-05-31 21:15:56
so,Digital Cultural Heritage,Dhaxalka Dhaqameed ee Dijitaalka ah,Somali,121.0,1740712430.0,stop,gpt-4o-2024-08-06,130.0,251.0,"The phrase ""Dhaxalka Dhaqameed ee Dijitaalka ah"" better captures the essence of ""Digital Cultural Heritage"" by emphasizing both the heritage aspect (""Dhaxalka Dhaqameed"") and the digital aspect (""Dijitaalka ah""). The word ""Dhaqameed"" directly relates to culture, providing nuance that aligns well with the concept of cultural heritage. The use of ""ee"" as a connector maintains clarity and grammatical accuracy in Somali.",2025-05-31 21:15:56
sq,Digital Cultural Heritage,Trashëgimia Kulturore Dixhitale,Albanian,128.0,1740706824.0,stop,gpt-4o-2024-08-06,150.0,278.0,"The term ""Trashëgimia Kulturore Dixhitale"" precisely captures the concept of Digital Cultural Heritage in Albanian. ""Trashëgimia"" means ""heritage,"" ""Kulturore"" means ""cultural,"" and ""Dixhitale"" means ""digital."" This translation is widely used and accurately reflects the intended meaning without unnecessary anglicization, as seen in the suggestion ""Digjital Culture Heritage."" Keeping the structure close to the native linguistic expression helps ensure clarity and cultural resonance.",2025-05-31 21:15:56
sr,Digital Cultural Heritage,Дигитално културно наслеђе,Serbian,128.0,1740712337.0,stop,gpt-4o-2024-08-06,113.0,241.0,"The translation ""Дигитално културно наслеђе"" accurately captures the meaning of the term ""Digital Cultural Heritage"" in Serbian. ""Дигитално"" translates directly to ""Digital,"" which refers to the digital format or representation of cultural heritage. ""Културно наслеђе"" translates to ""Cultural Heritage,"" capturing the essence of traditions, artifacts, and historical assets passed down through generations. This combination maintains the integrity and context of the original term while being comprehensible to Serbian speakers.",2025-05-31 21:15:56
ss,Digital Cultural Heritage,Emagugu Emasiko Edijithali,Swati,131.0,1740712484.0,stop,gpt-4o-2024-08-06,129.0,260.0,"The term ""Emagugu Emasiko Edijithali"" appropriately captures the essence of ""Digital Cultural Heritage"" in Swati. ""Emagugu"" refers to ""heritage"" or things of value, ""Emasiko"" translates to ""cultural"" or related to customs and traditions, and ""Edijithali"" is a direct translation of ""digital,"" adopting the English term for modern technological conceptions. This combination maintains cultural resonance and clarity, making it comprehensible and relevant for speakers of Swati.",2025-05-31 21:15:56
st,Digital Cultural Heritage,Lefa la Setso la Dijithale,Southern Sotho,164.0,1740712443.0,stop,gpt-4o-2024-08-06,142.0,306.0,"The term 'Digital Cultural Heritage' in Southern Sotho can be translated as 'Lefa la Setso la Dijithale'. Here, 'Lefa' means 'heritage', 'la Setso' refers to 'of culture', and 'Dijithale' translates to 'digital'. This formulation directly captures the essence of preserving and conveying cultural heritage in a digital format. The term 'Dijithale' is a direct transliteration of 'digital', which is commonly adopted in Southern Sotho for technological terms. This translation balances the authenticity of Southern Sotho language with the specificity required to describe digital heritage. The rationale is to maintain cultural expression while ensuring clarity and accuracy in the translation.",2025-05-31 21:15:56
su,Digital Cultural Heritage,Warisan Budaya Digital,Sundanese,121.0,1740712467.0,stop,gpt-4o-2024-08-06,127.0,248.0,"The term ""Warisan Budaya Digital"" directly translates to ""Digital Cultural Heritage"" and is widely used for such concepts. ""Warisan"" means ""heritage"" or ""legacy,"" ""budaya"" means ""culture,"" and ""digital"" is the same in both English and Sundanese, reflecting the technological aspect. Although one suggestion included ""Sunda,"" specifying the cultural heritage in relation to Sundanese culture can be important in certain contexts, the general term fits broader applications and aligns with standard usage.",2025-05-31 21:15:56
sv,Digital Cultural Heritage,Digitalt kulturarv,Swedish,140.0,1740712489.0,stop,gpt-4o-2024-08-06,124.0,264.0,"The translation ""Digitalt kulturarv"" is an accurate and commonly accepted rendering of ""Digital Cultural Heritage"" in Swedish. It directly maps the components of the English term to their Swedish equivalents, where ""digitalt"" means ""digital"" and ""kulturarv"" means ""cultural heritage"". Both suggested translations align well with Swedish linguistic norms and cultural practices in the context of digital humanities and heritage fields. Since both the Google Translate API and the Easy Neural Machine Translation library offer this translation, it indicates a consensus on its correctness and appropriateness. Therefore, there is no need for further modification.",2025-05-31 21:15:56
sw,Digital Cultural Heritage,Urithi wa Kitamaduni wa Kidijitali,Swahili,145.0,1740712478.0,stop,gpt-4o-2024-08-06,154.0,299.0,"The term ""Digital Cultural Heritage"" has been translated as ""Urithi wa Kitamaduni wa Kidijitali"" to accurately convey its meaning in Swahili. ""Urithi"" means ""heritage"" and ""Kitamaduni"" means ""cultural,"" both of which are appropriate and widely accepted terms. The word ""Kidijitali"" is derived from ""digital,"" and it is a slightly modified version to better fit Swahili phonetics and usage, ensuring clarity and understanding. This choice synthesizes common suggestions from various sources while offering a refined version that suits the cultural and linguistic context.",2025-05-31 21:15:56
ta,Digital Cultural Heritage,டிஜிட்டல் கலாச்சார பாரம்பரியம்,Tamil,149.0,1740712510.0,stop,gpt-4o-2024-08-06,137.0,286.0,"The term ""டிஜிட்டல் கலாச்சார பாரம்பரியம்"" effectively captures the essence of Digital Cultural Heritage. ""டிஜிட்டல்"" is a transliteration of ""digital,"" which is commonly accepted in Tamil to refer to anything related to digital technology. ""கலாச்சாரம்"" translates to ""culture,"" and ""பாரம்பரியம்"" means ""heritage,"" both of which are accurate representations of their English counterparts. This combination clearly conveys the concept of heritage that has been preserved or represented in a digital format. The translation is straightforward and easily understood by Tamil speakers.",2025-05-31 21:15:56
te,Digital Cultural Heritage,డిజిటల్ సాంస్కృతిక వారసత్వం,Telugu,137.0,1740712527.0,stop,gpt-4o-2024-08-06,117.0,254.0,"The term ""డిజిటల్ సాంస్కృతిక వారసత్వం"" is a suitable translation for ""Digital Cultural Heritage"" in Telugu. ""డిజిటల్"" is a direct transliteration of ""Digital,"" maintaining its meaning. ""సాంస్కృతిక"" translates to ""cultural,"" accurately reflecting the aspects of culture being referred to. ""వారసత్వం"" means ""heritage,"" which conveys the idea of legacy and inheritance. This combination effectively captures the concept of preserving cultural elements in digital form.",2025-05-31 21:15:56
kv,Digital Cultural Heritage,Цифрӧв культураяс наследие,Komi,131.0,1740709589.0,stop,gpt-4o-2024-08-06,118.0,249.0,"In Komi, ""Цифрӧв"" accurately reflects the concept of ""digital,"" referring to things that are numerical or electronic in nature. ""Культураяс"" modifies ""культура"" to emphasize cultural aspects as plural or collective, akin to the intent in ""Cultural Heritage."" ""Наследие"" effectively captures the concept of ""heritage,"" focusing on inheritance or legacy. The modified structure improves readability and clarity within Komi linguistic norms, ensuring each part of ""Digital Cultural Heritage"" is appropriately represented.",2025-05-31 21:15:56
ks,Digital Cultural Heritage,ڈیجیٹل ثقافتی ورثہ,Kashmiri,134.0,1740709208.0,stop,gpt-4o-2024-08-06,83.0,217.0,"The term ""Digital Cultural Heritage"" refers to cultural assets that are created, recorded, or stored in a digital format. In Kashmiri, ""ڈیجیٹل"" is a transliteration of ""Digital,"" which is commonly used in technical and modern contexts. ""ثقافتی"" translates to ""Cultural,"" referring to the collective cultural expressions and heritage of a community. ""ورثہ"" means ""Heritage,"" indicating something that is passed down through generations. The combination of these terms effectively conveys the idea of cultural heritage in a digital form.",2025-05-31 21:15:56
de,Digital Cultural Heritage,,German,,,,,,,,2025-05-31 21:15:56
ce,Digital Cultural Heritage,Цифран културан даймохк,Chechen,143.0,1740707504.0,stop,gpt-4o-2024-08-06,150.0,293.0,"The term 'Digital Cultural Heritage' is not directly translatable into Chechen without some adaptation, as it involves modern concepts that may not have pre-existing Chechen equivalents. 'Цифран' is an adaptation for 'digital,' capturing the sense of electronic or numbers-based. 'Културан' mirrors the word 'cultural,' and 'даймохк' meaning 'heritage' or 'legacy,' ties the term back to concepts of historical and cultural significance. This translation aims to convey the essence of preserving cultural heritage through digital means, while being accessible to Chechen speakers.",2025-05-31 21:15:56
be,Digital Cultural Heritage,Лічбавая культурная спадчына,Belarusian,111.0,1740707348.0,stop,gpt-4o-2024-08-06,114.0,225.0,"The term 'Лічбавая культурная спадчына' accurately captures the essence of 'Digital Cultural Heritage' in Belarusian. 'Лічбавая' translates to 'Digital,' while 'культурная спадчына' means 'Cultural Heritage.' This translation preserves the meaning and context of the original phrase, making it easily understandable for Belarusian speakers. The suggestion by the Google Translate API is appropriate and requires no modification.",2025-05-31 21:15:56
bg,Digital Cultural Heritage,Цифрово културно наследство,Bulgarian,158.0,1740707441.0,stop,gpt-4o-2024-08-06,162.0,320.0,"The translation ""Цифрово културно наследство"" is appropriate and accurate because it directly corresponds to the English term ""Digital Cultural Heritage."" ""Цифрово"" means ""digital,"" ""културно"" means ""cultural,"" and ""наследство"" means ""heritage."" Unlike the suggestion ""ДЪРЖАВНА ДЪРЖАВНА ДЕКЛАРАЦИЯ,"" which translates to ""STATE STATE DECLARATION,"" this translation does not convey the intended meaning. Therefore, ""Цифрово културно наследство"" correctly and effectively communicates the concept of digital preservation and representation of cultural heritage.",2025-05-31 21:15:56
bh,Digital Cultural Heritage,डिजिटल सांस्कृतिक धरोहर,Bihari,137.0,1740707373.0,stop,gpt-4o-2024-08-06,136.0,273.0,"The term ""डिजिटल सांस्कृतिक धरोहर"" closely aligns with the original English phrase ""Digital Cultural Heritage"". ""डिजिटल"" translates directly to ""digital"", maintaining the technological aspect, and ""सांस्कृतिक धरोहर"" is a more commonly understood translation for ""cultural heritage"" in the region. This version leverages the familiar term ""धरोहर"" for heritage, which better captures the essence of cultural legacy as it is preserved and transmitted through digital means. The translation is refined to be easily understood while preserving the comprehensive meaning.",2025-05-31 21:15:56
