agreement_score,best_candidate,variant_distribution,unique_translations,total_variants,variants_with_data,above_threshold,term_source,language_code,language_name,variants_loaded,minimal_term,comparative_term,expert_persona_term,contextual_term,native_rationale_term
1.0,nan,"{'nan': ['minimal', 'comparative', 'expert_persona', 'contextual', 'native_rationale']}",1,5,5,True,Digital Humanities,uz,Uzbek,"minimal, comparative, expert_persona, contextual, native_rationale",nan,nan,nan,nan,nan
1.0,nan,"{'nan': ['minimal', 'comparative', 'expert_persona', 'contextual', 'native_rationale']}",1,5,5,True,Digital Humanities,ti,Tigrinya,"minimal, comparative, expert_persona, contextual, native_rationale",nan,nan,nan,nan,nan
1.0,nan,"{'nan': ['minimal', 'comparative', 'expert_persona', 'contextual', 'native_rationale']}",1,5,5,True,Digital Humanities,ve,Venda,"minimal, comparative, expert_persona, contextual, native_rationale",nan,nan,nan,nan,nan
1.0,nan,"{'nan': ['minimal', 'comparative', 'expert_persona', 'contextual', 'native_rationale']}",1,5,5,True,Digital Humanities,vi,Vietnamese,"minimal, comparative, expert_persona, contextual, native_rationale",nan,nan,nan,nan,nan
1.0,nan,"{'nan': ['minimal', 'comparative', 'expert_persona', 'contextual', 'native_rationale']}",1,5,5,True,Digital Humanities,vo,Volapük,"minimal, comparative, expert_persona, contextual, native_rationale",nan,nan,nan,nan,nan
1.0,nan,"{'nan': ['minimal', 'comparative', 'expert_persona', 'contextual', 'native_rationale']}",1,5,5,True,Digital Humanities,wa,Walloon,"minimal, comparative, expert_persona, contextual, native_rationale",nan,nan,nan,nan,nan
1.0,nan,"{'nan': ['minimal', 'comparative', 'expert_persona', 'contextual', 'native_rationale']}",1,5,5,True,Digital Humanities,wo,Wolof,"minimal, comparative, expert_persona, contextual, native_rationale",nan,nan,nan,nan,nan
1.0,nan,"{'nan': ['minimal', 'comparative', 'expert_persona', 'contextual', 'native_rationale']}",1,5,5,True,Digital Humanities,xh,Xhosa,"minimal, comparative, expert_persona, contextual, native_rationale",nan,nan,nan,nan,nan
1.0,nan,"{'nan': ['minimal', 'comparative', 'expert_persona', 'contextual', 'native_rationale']}",1,5,5,True,Digital Humanities,yi,Yiddish,"minimal, comparative, expert_persona, contextual, native_rationale",nan,nan,nan,nan,nan
1.0,nan,"{'nan': ['minimal', 'comparative', 'expert_persona', 'contextual', 'native_rationale']}",1,5,5,True,Digital Humanities,yo,Yoruba,"minimal, comparative, expert_persona, contextual, native_rationale",nan,nan,nan,nan,nan
1.0,nan,"{'nan': ['minimal', 'comparative', 'expert_persona', 'contextual', 'native_rationale']}",1,5,5,True,Digital Humanities,za,"Zhuang, Chuang","minimal, comparative, expert_persona, contextual, native_rationale",nan,nan,nan,nan,nan
1.0,nan,"{'nan': ['minimal', 'comparative', 'expert_persona', 'contextual', 'native_rationale']}",1,5,5,True,Digital Humanities,zh,Chinese,"minimal, comparative, expert_persona, contextual, native_rationale",nan,nan,nan,nan,nan
1.0,nan,"{'nan': ['minimal', 'comparative', 'expert_persona', 'contextual', 'native_rationale']}",1,5,5,True,Digital Humanities,tk,Turkmen,"minimal, comparative, expert_persona, contextual, native_rationale",nan,nan,nan,nan,nan
1.0,มนุษยศาสตร์ดิจิทัล,"{'มนุษยศาสตร์ดิจิทัล': ['minimal', 'comparative', 'expert_persona', 'contextual', 'native_rationale']}",1,5,5,True,Digital Humanities,th,Thai,"minimal, comparative, expert_persona, contextual, native_rationale",มนุษยศาสตร์ดิจิทัล,มนุษยศาสตร์ดิจิทัล,มนุษยศาสตร์ดิจิทัล,มนุษยศาสตร์ดิจิทัล,มนุษยศาสตร์ดิจิทัล
1.0,nan,"{'nan': ['minimal', 'comparative', 'expert_persona', 'contextual', 'native_rationale']}",1,5,5,True,Digital Humanities,ro,"Romanian, Moldavan","minimal, comparative, expert_persona, contextual, native_rationale",nan,nan,nan,nan,nan
1.0,Digitalna humanistika,"{'Digitalna humanistika': ['minimal', 'comparative', 'expert_persona', 'contextual', 'native_rationale']}",1,5,5,True,Digital Humanities,sl,Slovene,"minimal, comparative, expert_persona, contextual, native_rationale",Digitalna humanistika,Digitalna humanistika,Digitalna humanistika,Digitalna humanistika,Digitalna humanistika
1.0,Цифровые гуманитарные науки,"{'Цифровые гуманитарные науки': ['minimal', 'comparative', 'expert_persona', 'contextual', 'native_rationale']}",1,5,5,True,Digital Humanities,ru,Russian,"minimal, comparative, expert_persona, contextual, native_rationale",Цифровые гуманитарные науки,Цифровые гуманитарные науки,Цифровые гуманитарные науки,Цифровые гуманитарные науки,Цифровые гуманитарные науки
1.0,nan,"{'nan': ['minimal', 'comparative', 'expert_persona', 'contextual', 'native_rationale']}",1,5,5,True,Digital Humanities,rw,Kinyarwanda,"minimal, comparative, expert_persona, contextual, native_rationale",nan,nan,nan,nan,nan
1.0,nan,"{'nan': ['minimal', 'comparative', 'expert_persona', 'contextual', 'native_rationale']}",1,5,5,True,Digital Humanities,sa,Sanskrit (Saṁskṛta),"minimal, comparative, expert_persona, contextual, native_rationale",nan,nan,nan,nan,nan
1.0,nan,"{'nan': ['minimal', 'comparative', 'expert_persona', 'contextual', 'native_rationale']}",1,5,5,True,Digital Humanities,sc,Sardinian,"minimal, comparative, expert_persona, contextual, native_rationale",nan,nan,nan,nan,nan
1.0,nan,"{'nan': ['minimal', 'comparative', 'expert_persona', 'contextual', 'native_rationale']}",1,5,5,True,Digital Humanities,sd,Sindhi,"minimal, comparative, expert_persona, contextual, native_rationale",nan,nan,nan,nan,nan
1.0,nan,"{'nan': ['minimal', 'comparative', 'expert_persona', 'contextual', 'native_rationale']}",1,5,5,True,Digital Humanities,se,Northern Sami,"minimal, comparative, expert_persona, contextual, native_rationale",nan,nan,nan,nan,nan
1.0,nan,"{'nan': ['minimal', 'comparative', 'expert_persona', 'contextual', 'native_rationale']}",1,5,5,True,Digital Humanities,sg,Sango,"minimal, comparative, expert_persona, contextual, native_rationale",nan,nan,nan,nan,nan
1.0,Дигиталне хуманистичке науке,"{'Дигиталне хуманистичке науке': ['minimal', 'comparative', 'expert_persona', 'contextual', 'native_rationale']}",1,5,5,True,Digital Humanities,sh,Serbo-Crotian,"minimal, comparative, expert_persona, contextual, native_rationale",Дигиталне хуманистичке науке,Дигиталне хуманистичке науке,Дигиталне хуманистичке науке,Дигиталне хуманистичке науке,Дигиталне хуманистичке науке
1.0,nan,"{'nan': ['minimal', 'comparative', 'expert_persona', 'contextual', 'native_rationale']}",1,5,5,True,Digital Humanities,si,"Sinhala, Sinhalese","minimal, comparative, expert_persona, contextual, native_rationale",nan,nan,nan,nan,nan
1.0,nan,"{'nan': ['minimal', 'comparative', 'expert_persona', 'contextual', 'native_rationale']}",1,5,5,True,Digital Humanities,sk,Slovak,"minimal, comparative, expert_persona, contextual, native_rationale",nan,nan,nan,nan,nan
1.0,nan,"{'nan': ['minimal', 'comparative', 'expert_persona', 'contextual', 'native_rationale']}",1,5,5,True,Digital Humanities,sm,Samoan,"minimal, comparative, expert_persona, contextual, native_rationale",nan,nan,nan,nan,nan
1.0,nan,"{'nan': ['minimal', 'comparative', 'expert_persona', 'contextual', 'native_rationale']}",1,5,5,True,Digital Humanities,tg,Tajik,"minimal, comparative, expert_persona, contextual, native_rationale",nan,nan,nan,nan,nan
1.0,nan,"{'nan': ['minimal', 'comparative', 'expert_persona', 'contextual', 'native_rationale']}",1,5,5,True,Digital Humanities,sn,Shona,"minimal, comparative, expert_persona, contextual, native_rationale",nan,nan,nan,nan,nan
1.0,nan,"{'nan': ['minimal', 'comparative', 'expert_persona', 'contextual', 'native_rationale']}",1,5,5,True,Digital Humanities,so,Somali,"minimal, comparative, expert_persona, contextual, native_rationale",nan,nan,nan,nan,nan
1.0,nan,"{'nan': ['minimal', 'comparative', 'expert_persona', 'contextual', 'native_rationale']}",1,5,5,True,Digital Humanities,sq,Albanian,"minimal, comparative, expert_persona, contextual, native_rationale",nan,nan,nan,nan,nan
1.0,nan,"{'nan': ['minimal', 'comparative', 'expert_persona', 'contextual', 'native_rationale']}",1,5,5,True,Digital Humanities,sr,Serbian,"minimal, comparative, expert_persona, contextual, native_rationale",nan,nan,nan,nan,nan
1.0,nan,"{'nan': ['minimal', 'comparative', 'expert_persona', 'contextual', 'native_rationale']}",1,5,5,True,Digital Humanities,st,Southern Sotho,"minimal, comparative, expert_persona, contextual, native_rationale",nan,nan,nan,nan,nan
1.0,nan,"{'nan': ['minimal', 'comparative', 'expert_persona', 'contextual', 'native_rationale']}",1,5,5,True,Digital Humanities,su,Sundanese,"minimal, comparative, expert_persona, contextual, native_rationale",nan,nan,nan,nan,nan
1.0,Digital humaniora,"{'Digital humaniora': ['minimal', 'comparative', 'expert_persona', 'contextual', 'native_rationale']}",1,5,5,True,Digital Humanities,sv,Swedish,"minimal, comparative, expert_persona, contextual, native_rationale",Digital humaniora,Digital humaniora,Digital humaniora,Digital humaniora,Digital humaniora
1.0,nan,"{'nan': ['minimal', 'comparative', 'expert_persona', 'contextual', 'native_rationale']}",1,5,5,True,Digital Humanities,sw,Swahili,"minimal, comparative, expert_persona, contextual, native_rationale",nan,nan,nan,nan,nan
1.0,எண்ணிம மனிதவியல்,"{'எண்ணிம மனிதவியல்': ['minimal', 'comparative', 'expert_persona', 'contextual', 'native_rationale']}",1,5,5,True,Digital Humanities,ta,Tamil,"minimal, comparative, expert_persona, contextual, native_rationale",எண்ணிம மனிதவியல்,எண்ணிம மனிதவியல்,எண்ணிம மனிதவியல்,எண்ணிம மனிதவியல்,எண்ணிம மனிதவியல்
1.0,nan,"{'nan': ['minimal', 'comparative', 'expert_persona', 'contextual', 'native_rationale']}",1,5,5,True,Digital Humanities,te,Telugu,"minimal, comparative, expert_persona, contextual, native_rationale",nan,nan,nan,nan,nan
1.0,nan,"{'nan': ['minimal', 'comparative', 'expert_persona', 'contextual', 'native_rationale']}",1,5,5,True,Digital Humanities,ss,Swati,"minimal, comparative, expert_persona, contextual, native_rationale",nan,nan,nan,nan,nan
1.0,nan,"{'nan': ['minimal', 'comparative', 'expert_persona', 'contextual', 'native_rationale']}",1,5,5,True,Digital Humanities,li,Limburgish,"minimal, comparative, expert_persona, contextual, native_rationale",nan,nan,nan,nan,nan
1.0,nan,"{'nan': ['minimal', 'comparative', 'expert_persona', 'contextual', 'native_rationale']}",1,5,5,True,Digital Humanities,mt,Maltese,"minimal, comparative, expert_persona, contextual, native_rationale",nan,nan,nan,nan,nan
1.0,nan,"{'nan': ['minimal', 'comparative', 'expert_persona', 'contextual', 'native_rationale']}",1,5,5,True,Digital Humanities,et,Estonian,"minimal, comparative, expert_persona, contextual, native_rationale",nan,nan,nan,nan,nan
1.0,nan,"{'nan': ['minimal', 'comparative', 'expert_persona', 'contextual', 'native_rationale']}",1,5,5,True,Digital Humanities,cv,Chuvash,"minimal, comparative, expert_persona, contextual, native_rationale",nan,nan,nan,nan,nan
1.0,Dyniaethau digidol,"{'Dyniaethau digidol': ['minimal', 'comparative', 'expert_persona', 'contextual', 'native_rationale']}",1,5,5,True,Digital Humanities,cy,Welsh,"minimal, comparative, expert_persona, contextual, native_rationale",Dyniaethau digidol,Dyniaethau digidol,Dyniaethau digidol,Dyniaethau digidol,Dyniaethau digidol
1.0,nan,"{'nan': ['minimal', 'comparative', 'expert_persona', 'contextual', 'native_rationale']}",1,5,5,True,Digital Humanities,da,Danish,"minimal, comparative, expert_persona, contextual, native_rationale",nan,nan,nan,nan,nan
1.0,digitale Geisteswissenschaften,"{'digitale Geisteswissenschaften': ['minimal', 'comparative', 'expert_persona', 'contextual', 'native_rationale']}",1,5,5,True,Digital Humanities,de,German,"minimal, comparative, expert_persona, contextual, native_rationale",digitale Geisteswissenschaften,digitale Geisteswissenschaften,digitale Geisteswissenschaften,digitale Geisteswissenschaften,digitale Geisteswissenschaften
1.0,nan,"{'nan': ['minimal', 'comparative', 'expert_persona', 'contextual', 'native_rationale']}",1,5,5,True,Digital Humanities,dv,Divehi; Maldivian;,"minimal, comparative, expert_persona, contextual, native_rationale",nan,nan,nan,nan,nan
1.0,nan,"{'nan': ['minimal', 'comparative', 'expert_persona', 'contextual', 'native_rationale']}",1,5,5,True,Digital Humanities,dz,Dzongkha,"minimal, comparative, expert_persona, contextual, native_rationale",nan,nan,nan,nan,nan
1.0,nan,"{'nan': ['minimal', 'comparative', 'expert_persona', 'contextual', 'native_rationale']}",1,5,5,True,Digital Humanities,ee,Ewe,"minimal, comparative, expert_persona, contextual, native_rationale",nan,nan,nan,nan,nan
1.0,nan,"{'nan': ['minimal', 'comparative', 'expert_persona', 'contextual', 'native_rationale']}",1,5,5,True,Digital Humanities,el,"Greek, Modern","minimal, comparative, expert_persona, contextual, native_rationale",nan,nan,nan,nan,nan
1.0,Digital Humanities,"{'Digital Humanities': ['minimal', 'comparative', 'expert_persona', 'contextual', 'native_rationale']}",1,5,5,True,Digital Humanities,en,English,"minimal, comparative, expert_persona, contextual, native_rationale",Digital Humanities,Digital Humanities,Digital Humanities,Digital Humanities,Digital Humanities
1.0,nan,"{'nan': ['minimal', 'comparative', 'expert_persona', 'contextual', 'native_rationale']}",1,5,5,True,Digital Humanities,eo,Esperanto,"minimal, comparative, expert_persona, contextual, native_rationale",nan,nan,nan,nan,nan
1.0,Humanidades digitales,"{'Humanidades digitales': ['minimal', 'comparative', 'expert_persona', 'contextual', 'native_rationale']}",1,5,5,True,Digital Humanities,es,Spanish; Castilian,"minimal, comparative, expert_persona, contextual, native_rationale",Humanidades digitales,Humanidades digitales,Humanidades digitales,Humanidades digitales,Humanidades digitales
1.0,nan,"{'nan': ['minimal', 'comparative', 'expert_persona', 'contextual', 'native_rationale']}",1,5,5,True,Digital Humanities,eu,Basque,"minimal, comparative, expert_persona, contextual, native_rationale",nan,nan,nan,nan,nan
1.0,nan,"{'nan': ['minimal', 'comparative', 'expert_persona', 'contextual', 'native_rationale']}",1,5,5,True,Digital Humanities,ms,Malay,"minimal, comparative, expert_persona, contextual, native_rationale",nan,nan,nan,nan,nan
1.0,nan,"{'nan': ['minimal', 'comparative', 'expert_persona', 'contextual', 'native_rationale']}",1,5,5,True,Digital Humanities,fa,Persian,"minimal, comparative, expert_persona, contextual, native_rationale",nan,nan,nan,nan,nan
1.0,nan,"{'nan': ['minimal', 'comparative', 'expert_persona', 'contextual', 'native_rationale']}",1,5,5,True,Digital Humanities,ff,Fula,"minimal, comparative, expert_persona, contextual, native_rationale",nan,nan,nan,nan,nan
1.0,Digitaaliset ihmistieteet,"{'Digitaaliset ihmistieteet': ['minimal', 'comparative', 'expert_persona', 'contextual', 'native_rationale']}",1,5,5,True,Digital Humanities,fi,Finnish,"minimal, comparative, expert_persona, contextual, native_rationale",Digitaaliset ihmistieteet,Digitaaliset ihmistieteet,Digitaaliset ihmistieteet,Digitaaliset ihmistieteet,Digitaaliset ihmistieteet
1.0,nan,"{'nan': ['minimal', 'comparative', 'expert_persona', 'contextual', 'native_rationale']}",1,5,5,True,Digital Humanities,fj,Fijian,"minimal, comparative, expert_persona, contextual, native_rationale",nan,nan,nan,nan,nan
1.0,nan,"{'nan': ['minimal', 'comparative', 'expert_persona', 'contextual', 'native_rationale']}",1,5,5,True,Digital Humanities,fo,Faroese,"minimal, comparative, expert_persona, contextual, native_rationale",nan,nan,nan,nan,nan
1.0,Humanités numériques,"{'Humanités numériques': ['minimal', 'comparative', 'expert_persona', 'contextual', 'native_rationale']}",1,5,5,True,Digital Humanities,fr,French,"minimal, comparative, expert_persona, contextual, native_rationale",Humanités numériques,Humanités numériques,Humanités numériques,Humanités numériques,Humanités numériques
1.0,nan,"{'nan': ['minimal', 'comparative', 'expert_persona', 'contextual', 'native_rationale']}",1,5,5,True,Digital Humanities,fy,Western Frisian,"minimal, comparative, expert_persona, contextual, native_rationale",nan,nan,nan,nan,nan
1.0,nan,"{'nan': ['minimal', 'comparative', 'expert_persona', 'contextual', 'native_rationale']}",1,5,5,True,Digital Humanities,ga,Irish,"minimal, comparative, expert_persona, contextual, native_rationale",nan,nan,nan,nan,nan
1.0,nan,"{'nan': ['minimal', 'comparative', 'expert_persona', 'contextual', 'native_rationale']}",1,5,5,True,Digital Humanities,gd,Scottish Gaelic,"minimal, comparative, expert_persona, contextual, native_rationale",nan,nan,nan,nan,nan
1.0,nan,"{'nan': ['minimal', 'comparative', 'expert_persona', 'contextual', 'native_rationale']}",1,5,5,True,Digital Humanities,gl,Galician,"minimal, comparative, expert_persona, contextual, native_rationale",nan,nan,nan,nan,nan
1.0,nan,"{'nan': ['minimal', 'comparative', 'expert_persona', 'contextual', 'native_rationale']}",1,5,5,True,Digital Humanities,gn,Guaraní,"minimal, comparative, expert_persona, contextual, native_rationale",nan,nan,nan,nan,nan
1.0,nan,"{'nan': ['minimal', 'comparative', 'expert_persona', 'contextual', 'native_rationale']}",1,5,5,True,Digital Humanities,cu,Old Church Slavonic,"minimal, comparative, expert_persona, contextual, native_rationale",nan,nan,nan,nan,nan
1.0,nan,"{'nan': ['minimal', 'comparative', 'expert_persona', 'contextual', 'native_rationale']}",1,5,5,True,Digital Humanities,cs,Czech,"minimal, comparative, expert_persona, contextual, native_rationale",nan,nan,nan,nan,nan
1.0,nan,"{'nan': ['minimal', 'comparative', 'expert_persona', 'contextual', 'native_rationale']}",1,5,5,True,Digital Humanities,cr,Cree,"minimal, comparative, expert_persona, contextual, native_rationale",nan,nan,nan,nan,nan
1.0,nan,"{'nan': ['minimal', 'comparative', 'expert_persona', 'contextual', 'native_rationale']}",1,5,5,True,Digital Humanities,co,Corsican,"minimal, comparative, expert_persona, contextual, native_rationale",nan,nan,nan,nan,nan
1.0,nan,"{'nan': ['minimal', 'comparative', 'expert_persona', 'contextual', 'native_rationale']}",1,5,5,True,Digital Humanities,ae,Avestan,"minimal, comparative, expert_persona, contextual, native_rationale",nan,nan,nan,nan,nan
1.0,nan,"{'nan': ['minimal', 'comparative', 'expert_persona', 'contextual', 'native_rationale']}",1,5,5,True,Digital Humanities,af,Afrikaans,"minimal, comparative, expert_persona, contextual, native_rationale",nan,nan,nan,nan,nan
1.0,nan,"{'nan': ['minimal', 'comparative', 'expert_persona', 'contextual', 'native_rationale']}",1,5,5,True,Digital Humanities,ak,Akan,"minimal, comparative, expert_persona, contextual, native_rationale",nan,nan,nan,nan,nan
1.0,nan,"{'nan': ['minimal', 'comparative', 'expert_persona', 'contextual', 'native_rationale']}",1,5,5,True,Digital Humanities,am,Amharic,"minimal, comparative, expert_persona, contextual, native_rationale",nan,nan,nan,nan,nan
1.0,nan,"{'nan': ['minimal', 'comparative', 'expert_persona', 'contextual', 'native_rationale']}",1,5,5,True,Digital Humanities,an,Aragonese,"minimal, comparative, expert_persona, contextual, native_rationale",nan,nan,nan,nan,nan
1.0,إنسانيات رقمية,"{'إنسانيات رقمية': ['minimal', 'comparative', 'expert_persona', 'contextual', 'native_rationale']}",1,5,5,True,Digital Humanities,ar,Arabic,"minimal, comparative, expert_persona, contextual, native_rationale",إنسانيات رقمية,إنسانيات رقمية,إنسانيات رقمية,إنسانيات رقمية,إنسانيات رقمية
1.0,nan,"{'nan': ['minimal', 'comparative', 'expert_persona', 'contextual', 'native_rationale']}",1,5,5,True,Digital Humanities,as,Assamese,"minimal, comparative, expert_persona, contextual, native_rationale",nan,nan,nan,nan,nan
1.0,nan,"{'nan': ['minimal', 'comparative', 'expert_persona', 'contextual', 'native_rationale']}",1,5,5,True,Digital Humanities,av,Avaric,"minimal, comparative, expert_persona, contextual, native_rationale",nan,nan,nan,nan,nan
1.0,nan,"{'nan': ['minimal', 'comparative', 'expert_persona', 'contextual', 'native_rationale']}",1,5,5,True,Digital Humanities,ay,Aymara,"minimal, comparative, expert_persona, contextual, native_rationale",nan,nan,nan,nan,nan
1.0,nan,"{'nan': ['minimal', 'comparative', 'expert_persona', 'contextual', 'native_rationale']}",1,5,5,True,Digital Humanities,az,Azerbaijani,"minimal, comparative, expert_persona, contextual, native_rationale",nan,nan,nan,nan,nan
1.0,nan,"{'nan': ['minimal', 'comparative', 'expert_persona', 'contextual', 'native_rationale']}",1,5,5,True,Digital Humanities,ba,Bashkir,"minimal, comparative, expert_persona, contextual, native_rationale",nan,nan,nan,nan,nan
1.0,nan,"{'nan': ['minimal', 'comparative', 'expert_persona', 'contextual', 'native_rationale']}",1,5,5,True,Digital Humanities,be,Belarusian,"minimal, comparative, expert_persona, contextual, native_rationale",nan,nan,nan,nan,nan
1.0,nan,"{'nan': ['minimal', 'comparative', 'expert_persona', 'contextual', 'native_rationale']}",1,5,5,True,Digital Humanities,bg,Bulgarian,"minimal, comparative, expert_persona, contextual, native_rationale",nan,nan,nan,nan,nan
1.0,nan,"{'nan': ['minimal', 'comparative', 'expert_persona', 'contextual', 'native_rationale']}",1,5,5,True,Digital Humanities,bh,Bihari,"minimal, comparative, expert_persona, contextual, native_rationale",nan,nan,nan,nan,nan
1.0,nan,"{'nan': ['minimal', 'comparative', 'expert_persona', 'contextual', 'native_rationale']}",1,5,5,True,Digital Humanities,bi,Bislama,"minimal, comparative, expert_persona, contextual, native_rationale",nan,nan,nan,nan,nan
1.0,nan,"{'nan': ['minimal', 'comparative', 'expert_persona', 'contextual', 'native_rationale']}",1,5,5,True,Digital Humanities,bm,Bambara,"minimal, comparative, expert_persona, contextual, native_rationale",nan,nan,nan,nan,nan
1.0,nan,"{'nan': ['minimal', 'comparative', 'expert_persona', 'contextual', 'native_rationale']}",1,5,5,True,Digital Humanities,bn,Bengali,"minimal, comparative, expert_persona, contextual, native_rationale",nan,nan,nan,nan,nan
1.0,nan,"{'nan': ['minimal', 'comparative', 'expert_persona', 'contextual', 'native_rationale']}",1,5,5,True,Digital Humanities,bo,Tibetan,"minimal, comparative, expert_persona, contextual, native_rationale",nan,nan,nan,nan,nan
1.0,nan,"{'nan': ['minimal', 'comparative', 'expert_persona', 'contextual', 'native_rationale']}",1,5,5,True,Digital Humanities,br,Breton,"minimal, comparative, expert_persona, contextual, native_rationale",nan,nan,nan,nan,nan
1.0,nan,"{'nan': ['minimal', 'comparative', 'expert_persona', 'contextual', 'native_rationale']}",1,5,5,True,Digital Humanities,bs,Bosnian,"minimal, comparative, expert_persona, contextual, native_rationale",nan,nan,nan,nan,nan
1.0,Humanitats digitals,"{'Humanitats digitals': ['minimal', 'comparative', 'expert_persona', 'contextual', 'native_rationale']}",1,5,5,True,Digital Humanities,ca,Catalan; Valencian,"minimal, comparative, expert_persona, contextual, native_rationale",Humanitats digitals,Humanitats digitals,Humanitats digitals,Humanitats digitals,Humanitats digitals
1.0,nan,"{'nan': ['minimal', 'comparative', 'expert_persona', 'contextual', 'native_rationale']}",1,5,5,True,Digital Humanities,ce,Chechen,"minimal, comparative, expert_persona, contextual, native_rationale",nan,nan,nan,nan,nan
1.0,nan,"{'nan': ['minimal', 'comparative', 'expert_persona', 'contextual', 'native_rationale']}",1,5,5,True,Digital Humanities,ch,Chamorro,"minimal, comparative, expert_persona, contextual, native_rationale",nan,nan,nan,nan,nan
1.0,nan,"{'nan': ['minimal', 'comparative', 'expert_persona', 'contextual', 'native_rationale']}",1,5,5,True,Digital Humanities,gu,Gujarati,"minimal, comparative, expert_persona, contextual, native_rationale",nan,nan,nan,nan,nan
1.0,nan,"{'nan': ['minimal', 'comparative', 'expert_persona', 'contextual', 'native_rationale']}",1,5,5,True,Digital Humanities,gv,Manx,"minimal, comparative, expert_persona, contextual, native_rationale",nan,nan,nan,nan,nan
1.0,nan,"{'nan': ['minimal', 'comparative', 'expert_persona', 'contextual', 'native_rationale']}",1,5,5,True,Digital Humanities,ha,Hausa,"minimal, comparative, expert_persona, contextual, native_rationale",nan,nan,nan,nan,nan
1.0,מדעי הרוח הדיגיטליים,"{'מדעי הרוח הדיגיטליים': ['minimal', 'comparative', 'expert_persona', 'contextual', 'native_rationale']}",1,5,5,True,Digital Humanities,he,Hebrew (modern),"minimal, comparative, expert_persona, contextual, native_rationale",מדעי הרוח הדיגיטליים,מדעי הרוח הדיגיטליים,מדעי הרוח הדיגיטליים,מדעי הרוח הדיגיטליים,מדעי הרוח הדיגיטליים
1.0,디지털 인문학,"{'디지털 인문학': ['minimal', 'comparative', 'expert_persona', 'contextual', 'native_rationale']}",1,5,5,True,Digital Humanities,ko,Korean,"minimal, comparative, expert_persona, contextual, native_rationale",디지털 인문학,디지털 인문학,디지털 인문학,디지털 인문학,디지털 인문학
1.0,nan,"{'nan': ['minimal', 'comparative', 'expert_persona', 'contextual', 'native_rationale']}",1,5,5,True,Digital Humanities,kr,Kanuri,"minimal, comparative, expert_persona, contextual, native_rationale",nan,nan,nan,nan,nan
1.0,nan,"{'nan': ['minimal', 'comparative', 'expert_persona', 'contextual', 'native_rationale']}",1,5,5,True,Digital Humanities,ks,Kashmiri,"minimal, comparative, expert_persona, contextual, native_rationale",nan,nan,nan,nan,nan
1.0,nan,"{'nan': ['minimal', 'comparative', 'expert_persona', 'contextual', 'native_rationale']}",1,5,5,True,Digital Humanities,ku,Kurdish,"minimal, comparative, expert_persona, contextual, native_rationale",nan,nan,nan,nan,nan
1.0,nan,"{'nan': ['minimal', 'comparative', 'expert_persona', 'contextual', 'native_rationale']}",1,5,5,True,Digital Humanities,kv,Komi,"minimal, comparative, expert_persona, contextual, native_rationale",nan,nan,nan,nan,nan
1.0,nan,"{'nan': ['minimal', 'comparative', 'expert_persona', 'contextual', 'native_rationale']}",1,5,5,True,Digital Humanities,kw,Cornish,"minimal, comparative, expert_persona, contextual, native_rationale",nan,nan,nan,nan,nan
1.0,nan,"{'nan': ['minimal', 'comparative', 'expert_persona', 'contextual', 'native_rationale']}",1,5,5,True,Digital Humanities,ky,"Kirghiz, Kyrgyz","minimal, comparative, expert_persona, contextual, native_rationale",nan,nan,nan,nan,nan
1.0,Humanitates digitales,"{'Humanitates digitales': ['minimal', 'comparative', 'expert_persona', 'contextual', 'native_rationale']}",1,5,5,True,Digital Humanities,la,Latin,"minimal, comparative, expert_persona, contextual, native_rationale",Humanitates digitales,Humanitates digitales,Humanitates digitales,Humanitates digitales,Humanitates digitales
1.0,nan,"{'nan': ['minimal', 'comparative', 'expert_persona', 'contextual', 'native_rationale']}",1,5,5,True,Digital Humanities,lb,Luxembourgish,"minimal, comparative, expert_persona, contextual, native_rationale",nan,nan,nan,nan,nan
1.0,nan,"{'nan': ['minimal', 'comparative', 'expert_persona', 'contextual', 'native_rationale']}",1,5,5,True,Digital Humanities,lg,Luganda,"minimal, comparative, expert_persona, contextual, native_rationale",nan,nan,nan,nan,nan
1.0,nan,"{'nan': ['minimal', 'comparative', 'expert_persona', 'contextual', 'native_rationale']}",1,5,5,True,Digital Humanities,ab,Abkhaz,"minimal, comparative, expert_persona, contextual, native_rationale",nan,nan,nan,nan,nan
1.0,nan,"{'nan': ['minimal', 'comparative', 'expert_persona', 'contextual', 'native_rationale']}",1,5,5,True,Digital Humanities,ln,Lingala,"minimal, comparative, expert_persona, contextual, native_rationale",nan,nan,nan,nan,nan
1.0,nan,"{'nan': ['minimal', 'comparative', 'expert_persona', 'contextual', 'native_rationale']}",1,5,5,True,Digital Humanities,lo,Lao,"minimal, comparative, expert_persona, contextual, native_rationale",nan,nan,nan,nan,nan
1.0,nan,"{'nan': ['minimal', 'comparative', 'expert_persona', 'contextual', 'native_rationale']}",1,5,5,True,Digital Humanities,lt,Lithuanian,"minimal, comparative, expert_persona, contextual, native_rationale",nan,nan,nan,nan,nan
1.0,nan,"{'nan': ['minimal', 'comparative', 'expert_persona', 'contextual', 'native_rationale']}",1,5,5,True,Digital Humanities,lu,Luba-Katanga,"minimal, comparative, expert_persona, contextual, native_rationale",nan,nan,nan,nan,nan
